CONIPOS,CONIDX,DATE,CONJPOS,SWAT,PRESSURE,DRAWDOWN,CONKPOS,WELLMODEL,DEPTH,WELL,CONBPRES,SGAS
35,13,2018-01-01,50,0.05960548296570778,300.8787536621094,0,4,STANDARD,1643.2845458984375,R_A4,300.8787536621094,0.0
35,14,2018-01-01,50,0.1162036806344986,300.75262451171875,0,3,STANDARD,1641.4039306640625,R_A4,300.75262451171875,0.0
35,15,2018-01-01,49,0.09629537165164948,300.8069763183594,0,3,STANDARD,1642.21435546875,R_A4,300.8069763183594,0.0
35,16,2018-01-01,49,0.23256519436836243,300.6806640625,0,2,STANDARD,1640.33056640625,R_A4,300.6806640625,0.0
36,17,2018-01-01,49,0.12848345935344696,300.7708740234375,0,31,STANDARD,1641.676025390625,R_A4,300.7708740234375,0.0
36,18,2018-01-01,48,0.17549265921115875,300.6730651855469,0,31,STANDARD,1640.2171630859375,R_A4,300.6730651855469,0.0
37,19,2018-01-01,48,0.8399068117141724,301.2372131347656,0,31,STANDARD,1648.6302490234375,R_A4,301.2372131347656,0.0
38,20,2018-01-01,48,0.34577155113220215,301.7066650390625,0,31,STANDARD,1655.6300048828125,R_A4,301.7066650390625,0.0
38,21,2018-01-01,48,0.05594098940491676,301.32080078125,0,30,STANDARD,1649.8763427734375,R_A4,301.32080078125,0.0
38,22,2018-01-01,47,0.06405305862426758,301.624755859375,0,30,STANDARD,1654.40869140625,R_A4,301.624755859375,0.0
31,1,2018-01-01,20,1.0,303.82586669921875,0,1,STANDARD,1684.83447265625,R_A5,303.82586669921875,0.0
31,2,2018-01-01,20,1.0,304.0381774902344,0,2,STANDARD,1687.0745849609375,R_A5,304.0381774902344,0.0
31,3,2018-01-01,20,1.0,304.2504577636719,0,3,STANDARD,1689.31494140625,R_A5,304.2504577636719,0.0
31,4,2018-01-01,20,1.0,304.4627685546875,0,4,STANDARD,1691.55517578125,R_A5,304.4627685546875,0.0
31,5,2018-01-01,20,1.0,304.675048828125,0,5,STANDARD,1693.79541015625,R_A5,304.675048828125,0.0
31,6,2018-01-01,20,1.0,304.8873596191406,0,6,STANDARD,1696.03564453125,R_A5,304.8873596191406,0.0
31,7,2018-01-01,20,1.0,305.4054260253906,0,7,STANDARD,1698.27587890625,R_A5,305.4054260253906,0.0
31,8,2018-01-01,20,1.0,305.61773681640625,0,8,STANDARD,1700.51611328125,R_A5,305.61773681640625,0.0
31,9,2018-01-01,20,1.0,305.93707275390625,0,11,STANDARD,1707.1109619140625,R_A5,305.93707275390625,0.0
31,10,2018-01-01,21,1.0,305.2734375,0,11,STANDARD,1700.1083984375,R_A5,305.2734375,0.0
31,11,2018-01-01,21,1.0,305.4501647949219,0,12,STANDARD,1701.9730224609375,R_A5,305.4501647949219,0.0
31,12,2018-01-01,21,1.0,305.6388244628906,0,13,STANDARD,1703.837646484375,R_A5,305.6388244628906,0.0
31,13,2018-01-01,21,1.0,305.8155517578125,0,14,STANDARD,1705.702392578125,R_A5,305.8155517578125,0.0
31,14,2018-01-01,21,1.0,305.99224853515625,0,15,STANDARD,1707.5670166015625,R_A5,305.99224853515625,0.0
31,15,2018-01-01,21,1.0,306.3139953613281,0,16,STANDARD,1709.431640625,R_A5,306.3139953613281,0.0
31,16,2018-01-01,21,1.0,306.4906921386719,0,17,STANDARD,1711.2962646484375,R_A5,306.4906921386719,0.0
31,17,2018-01-01,21,1.0,306.6583557128906,0,18,STANDARD,1713.0653076171875,R_A5,306.6583557128906,0.0
31,18,2018-01-01,21,1.0,306.773193359375,0,19,STANDARD,1714.277099609375,R_A5,306.773193359375,0.0
31,19,2018-01-01,21,1.0,306.7791748046875,0,28,STANDARD,1715.997802734375,R_A5,306.7791748046875,0.0
31,20,2018-01-01,21,1.0,307.0062255859375,0,29,STANDARD,1718.3934326171875,R_A5,307.0062255859375,0.0
31,21,2018-01-01,21,1.0,307.5390625,0,30,STANDARD,1720.7890625,R_A5,307.5390625,0.0
31,22,2018-01-01,21,1.0,307.76611328125,0,31,STANDARD,1723.1846923828125,R_A5,307.76611328125,0.0
31,23,2018-01-01,21,1.0,307.9931640625,0,32,STANDARD,1725.580322265625,R_A5,307.9931640625,0.0
17,1,2018-01-01,42,1.0,305.0966491699219,0,1,STANDARD,1695.017578125,R_A6,305.0966491699219,0.0
17,2,2018-01-01,42,1.0,305.24261474609375,0,2,STANDARD,1696.5577392578125,R_A6,305.24261474609375,0.0
17,3,2018-01-01,42,1.0,305.3885803222656,0,3,STANDARD,1698.097900390625,R_A6,305.3885803222656,0.0
17,4,2018-01-01,42,1.0,305.5345458984375,0,4,STANDARD,1699.63818359375,R_A6,305.5345458984375,0.0
17,5,2018-01-01,42,1.0,305.6805114746094,0,5,STANDARD,1701.1783447265625,R_A6,305.6805114746094,0.0
17,6,2018-01-01,42,1.0,305.52740478515625,0,6,STANDARD,1702.718505859375,R_A6,305.52740478515625,0.0
17,7,2018-01-01,42,1.0,305.6733703613281,0,7,STANDARD,1704.2586669921875,R_A6,305.6733703613281,0.0
17,8,2018-01-01,42,1.0,305.8193664550781,0,8,STANDARD,1705.7989501953125,R_A6,305.8193664550781,0.0
17,9,2018-01-01,42,1.0,306.2643737792969,0,9,STANDARD,1707.3392333984375,R_A6,306.2643737792969,0.0
17,10,2018-01-01,42,1.0,306.10455322265625,0,10,STANDARD,1708.87939453125,R_A6,306.10455322265625,0.0
17,11,2018-01-01,42,1.0,306.28497314453125,0,11,STANDARD,1710.7818603515625,R_A6,306.28497314453125,0.0
17,12,2018-01-01,42,1.0,306.4996032714844,0,12,STANDARD,1713.046630859375,R_A6,306.4996032714844,0.0
17,13,2018-01-01,42,1.0,306.7262268066406,0,13,STANDARD,1715.3114013671875,R_A6,306.7262268066406,0.0
17,14,2018-01-01,42,1.0,306.94085693359375,0,14,STANDARD,1717.576171875,R_A6,306.94085693359375,0.0
17,15,2018-01-01,42,1.0,307.155517578125,0,15,STANDARD,1719.841064453125,R_A6,307.155517578125,0.0
17,16,2018-01-01,42,1.0,307.5151672363281,0,16,STANDARD,1722.1058349609375,R_A6,307.5151672363281,0.0
17,17,2018-01-01,42,1.0,307.7298278808594,0,17,STANDARD,1724.37060546875,R_A6,307.7298278808594,0.0
17,18,2018-01-01,42,1.0,307.8858337402344,0,18,STANDARD,1726.0166015625,R_A6,307.8858337402344,0.0
17,19,2018-01-01,42,1.0,307.8587341308594,0,28,STANDARD,1727.3883056640625,R_A6,307.8587341308594,0.0
17,20,2018-01-01,42,1.0,308.0213623046875,0,29,STANDARD,1729.104248046875,R_A6,308.0213623046875,0.0
17,21,2018-01-01,42,1.0,308.4897766113281,0,30,STANDARD,1730.820068359375,R_A6,308.4897766113281,0.0
17,22,2018-01-01,42,1.0,308.6524353027344,0,31,STANDARD,1732.5360107421875,R_A6,308.6524353027344,0.0
17,23,2018-01-01,42,1.0,308.50927734375,0,32,STANDARD,1734.2520751953125,R_A6,308.50927734375,0.0
22,1,2018-03-01,30,0.054825637489557266,297.1063537597656,0,1,STANDARD,1641.2607421875,R_A2,297.1063537597656,0.0
22,2,2018-03-01,30,0.05649865046143532,297.2259216308594,0,2,STANDARD,1643.04541015625,R_A2,297.2259216308594,0.0
22,3,2018-03-01,30,0.060055799782276154,297.3454895019531,0,3,STANDARD,1644.830078125,R_A2,297.3454895019531,0.0
22,4,2018-03-01,30,0.06612886488437653,297.4650573730469,0,4,STANDARD,1646.6148681640625,R_A2,297.4650573730469,0.0
22,5,2018-03-01,30,0.07078765332698822,297.58465576171875,0,5,STANDARD,1648.3995361328125,R_A2,297.58465576171875,0.0
22,6,2018-03-01,30,0.30853670835494995,297.74066162109375,0,6,STANDARD,1650.184326171875,R_A2,297.74066162109375,0.0
22,7,2018-03-01,30,0.8899974822998047,297.89373779296875,0,7,STANDARD,1651.968994140625,R_A2,297.89373779296875,0.0
22,8,2018-03-01,30,0.8543655872344971,298.04876708984375,0,8,STANDARD,1653.753662109375,R_A2,298.04876708984375,0.0
22,9,2018-03-01,30,0.6483494639396667,298.72442626953125,0,9,STANDARD,1655.5384521484375,R_A2,298.72442626953125,0.0
22,10,2018-03-01,30,0.22962559759616852,299.0710144042969,0,10,STANDARD,1657.3231201171875,R_A2,299.0710144042969,0.0
22,11,2018-03-01,30,0.07335976511240005,299.2145690917969,0,11,STANDARD,1659.19873046875,R_A2,299.2145690917969,0.0
22,12,2018-03-01,30,0.078028604388237,299.346435546875,0,12,STANDARD,1661.1654052734375,R_A2,299.346435546875,0.0
22,13,2018-03-01,30,0.4436631202697754,299.63848876953125,0,13,STANDARD,1663.1319580078125,R_A2,299.63848876953125,0.0
22,14,2018-03-01,30,0.48882433772087097,299.88641357421875,0,14,STANDARD,1665.0985107421875,R_A2,299.88641357421875,0.0
22,15,2018-03-01,30,0.6955148577690125,300.0172424316406,0,15,STANDARD,1667.065185546875,R_A2,300.0172424316406,0.0
22,16,2018-03-01,29,0.6641142964363098,300.1374206542969,0,15,STANDARD,1667.9073486328125,R_A2,300.1374206542969,0.0
22,17,2018-03-01,29,0.9543083906173706,300.27490234375,0,16,STANDARD,1670.00830078125,R_A2,300.27490234375,0.0
22,18,2018-03-01,29,0.9340186715126038,300.41497802734375,0,17,STANDARD,1672.1092529296875,R_A2,300.41497802734375,0.0
22,19,2018-03-01,29,0.9762915372848511,300.5514221191406,0,18,STANDARD,1674.1510009765625,R_A2,300.5514221191406,0.0
22,20,2018-03-01,29,0.6512384414672852,301.4445495605469,0,28,STANDARD,1676.2208251953125,R_A2,301.4445495605469,0.0
22,21,2018-03-01,29,0.485312819480896,301.6239318847656,0,29,STANDARD,1677.9898681640625,R_A2,301.6239318847656,0.0
22,22,2018-03-01,29,1.0,302.049560546875,0,30,STANDARD,1679.7587890625,R_A2,302.049560546875,-1.3059687775651696e-09
22,23,2018-03-01,29,0.9999985098838806,302.1458435058594,0,31,STANDARD,1681.52783203125,R_A2,302.1458435058594,0.0
22,24,2018-03-01,29,1.0,302.81536865234375,0,32,STANDARD,1683.2967529296875,R_A2,302.81536865234375,-7.145034889265156e-13
31,1,2018-04-28,20,1.0,274.3936462402344,0,1,STANDARD,1684.83447265625,R_A5,274.3936462402344,0.0
31,2,2018-04-28,20,1.0,274.60577392578125,0,2,STANDARD,1687.0745849609375,R_A5,274.60577392578125,0.0
31,3,2018-04-28,20,1.0,274.81793212890625,0,3,STANDARD,1689.31494140625,R_A5,274.81793212890625,0.0
31,4,2018-04-28,20,1.0,275.0300598144531,0,4,STANDARD,1691.55517578125,R_A5,275.0300598144531,0.0
31,5,2018-04-28,20,1.0,275.2421569824219,0,5,STANDARD,1693.79541015625,R_A5,275.2421569824219,0.0
31,6,2018-04-28,20,1.0,275.4542541503906,0,6,STANDARD,1696.03564453125,R_A5,275.4542541503906,0.0
31,7,2018-04-28,20,1.0,275.9918518066406,0,7,STANDARD,1698.27587890625,R_A5,275.9918518066406,0.0
31,8,2018-04-28,20,1.0,276.2464904785156,0,8,STANDARD,1700.51611328125,R_A5,276.2464904785156,0.0
31,9,2018-04-28,20,1.0,277.86907958984375,0,11,STANDARD,1707.1109619140625,R_A5,277.86907958984375,7.750435493045216e-13
31,10,2018-04-28,21,1.0,275.8396301269531,0,11,STANDARD,1700.1083984375,R_A5,275.8396301269531,-8.176496285594581e-11
31,11,2018-04-28,21,1.0,276.0168151855469,0,12,STANDARD,1701.9730224609375,R_A5,276.0168151855469,-6.671575097927374e-11
31,12,2018-04-28,21,1.0,276.21844482421875,0,13,STANDARD,1703.837646484375,R_A5,276.21844482421875,-5.434049044072964e-12
31,13,2018-04-28,21,1.0,276.4084167480469,0,14,STANDARD,1705.702392578125,R_A5,276.4084167480469,-9.494701032342068e-12
31,14,2018-04-28,21,1.0,276.59320068359375,0,15,STANDARD,1707.5670166015625,R_A5,276.59320068359375,-2.7778827415420038e-12
31,15,2018-04-28,21,1.0,276.933349609375,0,16,STANDARD,1709.431640625,R_A5,276.933349609375,-2.2693275210372565e-12
31,16,2018-04-28,21,1.0,277.12994384765625,0,17,STANDARD,1711.2962646484375,R_A5,277.12994384765625,-4.2485448752821453e-13
31,17,2018-04-28,21,1.0,277.3122253417969,0,18,STANDARD,1713.0653076171875,R_A5,277.3122253417969,-3.760874532805769e-13
31,18,2018-04-28,21,1.0,277.4300231933594,0,19,STANDARD,1714.277099609375,R_A5,277.4300231933594,-1.1365130841642368e-12
31,19,2018-04-28,21,1.0,286.1642150878906,0,28,STANDARD,1715.997802734375,R_A5,286.1642150878906,-2.2662548920804326e-12
31,20,2018-04-28,21,1.0,286.3813781738281,0,29,STANDARD,1718.3934326171875,R_A5,286.3813781738281,-5.265571507463707e-13
31,21,2018-04-28,21,1.0,289.5226745605469,0,30,STANDARD,1720.7890625,R_A5,289.5226745605469,-1.4881404059791575e-16
31,22,2018-04-28,21,1.0,300.8241271972656,0,31,STANDARD,1723.1846923828125,R_A5,300.8241271972656,-4.9695069266450964e-20
31,23,2018-04-28,21,1.0,305.4937438964844,0,32,STANDARD,1725.580322265625,R_A5,305.4937438964844,-6.626526014729636e-22
28,1,2018-07-03,41,0.6492190361022949,286.2647399902344,0,1,STANDARD,1612.1151123046875,R_A3,286.2647399902344,0.0
28,2,2018-07-03,41,0.20079147815704346,286.42193603515625,0,2,STANDARD,1614.23046875,R_A3,286.42193603515625,0.0
28,3,2018-07-03,41,0.20093993842601776,286.5646667480469,0,3,STANDARD,1616.3458251953125,R_A3,286.5646667480469,0.0
29,4,2018-07-03,41,0.18745438754558563,285.4384460449219,0,3,STANDARD,1601.9315185546875,R_A3,285.4384460449219,0.0
29,5,2018-07-03,41,0.350543737411499,285.6254577636719,0,4,STANDARD,1604.0433349609375,R_A3,285.6254577636719,0.0
29,6,2018-07-03,41,0.8003564476966858,285.9322509765625,0,5,STANDARD,1606.1552734375,R_A3,285.9322509765625,0.0
29,7,2018-07-03,41,0.6491050124168396,286.07861328125,0,6,STANDARD,1608.26708984375,R_A3,286.07861328125,0.0
29,8,2018-07-03,41,0.27006587386131287,286.25238037109375,0,7,STANDARD,1610.3790283203125,R_A3,286.25238037109375,0.0
29,9,2018-07-03,41,0.19529016315937042,286.3940734863281,0,8,STANDARD,1612.4908447265625,R_A3,286.3940734863281,0.0
29,10,2018-07-03,41,0.7971415519714355,286.60504150390625,0,9,STANDARD,1614.6026611328125,R_A3,286.60504150390625,0.0
29,11,2018-07-03,41,0.7979181408882141,287.3908386230469,0,10,STANDARD,1616.7144775390625,R_A3,287.3908386230469,0.0
29,12,2018-07-03,41,0.04762478172779083,287.42767333984375,0,11,STANDARD,1618.8836669921875,R_A3,287.42767333984375,0.0
29,13,2018-07-03,41,0.05278946831822395,287.57647705078125,0,12,STANDARD,1621.1102294921875,R_A3,287.57647705078125,0.0
29,14,2018-07-03,41,0.1985342651605606,287.7257385253906,0,13,STANDARD,1623.3367919921875,R_A3,287.7257385253906,0.0
29,15,2018-07-03,41,0.31718435883522034,287.87506103515625,0,14,STANDARD,1625.5633544921875,R_A3,287.87506103515625,0.0
29,16,2018-07-03,41,0.3002644181251526,288.0240478515625,0,15,STANDARD,1627.789794921875,R_A3,288.0240478515625,0.0
29,17,2018-07-03,41,0.7989677786827087,288.2083435058594,0,16,STANDARD,1629.938720703125,R_A3,288.2083435058594,0.0
29,18,2018-07-03,41,0.7820816040039062,288.2945861816406,0,17,STANDARD,1631.2230224609375,R_A3,288.2945861816406,0.0
29,19,2018-07-03,41,0.9999999403953552,290.28704833984375,0,28,STANDARD,1633.3853759765625,R_A3,290.28704833984375,-2.196642201468535e-09
29,20,2018-07-03,41,0.11324724555015564,285.4491882324219,0,29,STANDARD,1637.212646484375,R_A3,285.4491882324219,0.0
29,21,2018-07-03,41,0.05046527460217476,285.7047424316406,0,30,STANDARD,1641.0399169921875,R_A3,285.7047424316406,0.0
29,22,2018-07-03,41,1.0,288.5688781738281,0,31,STANDARD,1644.8671875,R_A3,288.5688781738281,-3.279480419865477e-12
29,23,2018-07-03,41,0.06358075141906738,286.5042724609375,0,32,STANDARD,1648.6944580078125,R_A3,286.5042724609375,0.0
30,1,2018-09-12,52,0.04978274926543236,276.8817443847656,0,1,STANDARD,1630.731689453125,R_A4,276.8817443847656,0.0
31,2,2018-09-12,52,0.04902031645178795,276.8824462890625,0,1,STANDARD,1627.169189453125,R_A4,276.8824462890625,0.0
31,3,2018-09-12,52,0.04971197620034218,277.0203857421875,0,2,STANDARD,1629.2392578125,R_A4,277.0203857421875,0.0
31,4,2018-09-12,52,0.052566662430763245,277.1582336425781,0,3,STANDARD,1631.309326171875,R_A4,277.1582336425781,0.0
31,5,2018-09-12,52,0.05473221838474274,277.2959899902344,0,4,STANDARD,1633.3795166015625,R_A4,277.2959899902344,0.0
32,6,2018-09-12,52,0.0543096698820591,277.4242248535156,0,4,STANDARD,1630.8770751953125,R_A4,277.4242248535156,0.0
32,7,2018-09-12,52,0.055427003651857376,277.5510559082031,0,5,STANDARD,1632.7813720703125,R_A4,277.5510559082031,0.0
32,8,2018-09-12,51,0.05644695460796356,277.43609619140625,0,5,STANDARD,1635.093994140625,R_A4,277.43609619140625,0.0
33,9,2018-09-12,51,0.058051854372024536,277.8459167480469,0,5,STANDARD,1636.356689453125,R_A4,277.8459167480469,0.0
33,10,2018-09-12,50,0.06006411090493202,277.80712890625,0,5,STANDARD,1640.446044921875,R_A4,277.80712890625,0.0
34,11,2018-09-12,50,0.06001594662666321,278.2347106933594,0,5,STANDARD,1640.944580078125,R_A4,278.2347106933594,0.0
34,12,2018-09-12,50,0.061263345181941986,278.1053466796875,0,4,STANDARD,1638.99365234375,R_A4,278.1053466796875,0.0
35,13,2018-09-12,50,0.0596792995929718,278.8226013183594,0,4,STANDARD,1643.2845458984375,R_A4,278.8226013183594,0.0
35,14,2018-09-12,50,0.1163429543375969,278.6975402832031,0,3,STANDARD,1641.4039306640625,R_A4,278.6975402832031,0.0
35,15,2018-09-12,49,0.09670422226190567,278.3548278808594,0,3,STANDARD,1642.21435546875,R_A4,278.3548278808594,0.0
35,16,2018-09-12,49,0.23231787979602814,278.255859375,0,2,STANDARD,1640.33056640625,R_A4,278.255859375,0.0
36,17,2018-09-12,49,0.12694694101810455,280.88519287109375,0,31,STANDARD,1641.676025390625,R_A4,280.88519287109375,0.0
36,18,2018-09-12,48,0.17888684570789337,280.70611572265625,0,31,STANDARD,1640.2171630859375,R_A4,280.70611572265625,0.0
37,19,2018-09-12,48,0.8390465974807739,283.7307434082031,0,31,STANDARD,1648.6302490234375,R_A4,283.7307434082031,0.0
38,20,2018-09-12,48,0.34422895312309265,282.179443359375,0,31,STANDARD,1655.6300048828125,R_A4,282.179443359375,0.0
38,21,2018-09-12,48,0.055987946689128876,281.7919616699219,0,30,STANDARD,1649.8763427734375,R_A4,281.7919616699219,0.0
38,22,2018-09-12,47,0.06399936974048615,281.97747802734375,0,30,STANDARD,1654.40869140625,R_A4,281.97747802734375,0.0
17,1,2018-11-07,42,1.0,277.09710693359375,0,1,STANDARD,1695.017578125,R_A6,277.09710693359375,-2.7365154413316883e-12
17,2,2018-11-07,42,1.0,277.24285888671875,0,2,STANDARD,1696.5577392578125,R_A6,277.24285888671875,-2.681672375479116e-12
17,3,2018-11-07,42,1.0,277.3879089355469,0,3,STANDARD,1698.097900390625,R_A6,277.3879089355469,-1.894143045536034e-12
17,4,2018-11-07,42,1.0,277.5312805175781,0,4,STANDARD,1699.63818359375,R_A6,277.5312805175781,-5.823815821953682e-13
17,5,2018-11-07,42,1.0,277.6726989746094,0,5,STANDARD,1701.1783447265625,R_A6,277.6726989746094,-5.411291532052276e-13
17,6,2018-11-07,42,1.0,277.5170593261719,0,6,STANDARD,1702.718505859375,R_A6,277.5170593261719,-1.7332149604420977e-11
17,7,2018-11-07,42,1.0,277.6630859375,0,7,STANDARD,1704.2586669921875,R_A6,277.6630859375,-2.3928302048115135e-11
17,8,2018-11-07,42,1.0,277.809814453125,0,8,STANDARD,1705.7989501953125,R_A6,277.809814453125,-1.9949082316617073e-11
