DEPTH,CONBPRES,SWAT,CONJPOS,CONIPOS,CONKPOS,WELLMODEL,DRAWDOWN,CONIDX,SGAS,DATE,PRESSURE,WELL
1682.44580078125,303.9053039550781,1.0,29,22,28,STANDARD,0,23,0.0,2018-01-01,303.9053039550781,R_A2
1684.21923828125,304.0733642578125,1.0,29,22,29,STANDARD,0,24,0.0,2018-01-01,304.0733642578125,R_A2
1608.7918701171875,298.6305847167969,0.6481541991233826,41,28,1,STANDARD,0,1,0.0,2018-01-01,298.6305847167969,R_A3
1610.7923583984375,298.7646484375,0.1918564885854721,41,28,2,STANDARD,0,2,0.0,2018-01-01,298.7646484375,R_A3
1612.792724609375,298.8987121582031,0.11823459714651108,41,28,3,STANDARD,0,3,0.0,2018-01-01,298.8987121582031,R_A3
1604.217041015625,298.3240051269531,0.14398358762264252,41,29,3,STANDARD,0,4,0.0,2018-01-01,298.3240051269531,R_A3
1606.31689453125,298.4647216796875,0.1367538720369339,41,29,4,STANDARD,0,5,0.0,2018-01-01,298.4647216796875,R_A3
1608.4166259765625,298.6054382324219,0.8041489720344543,41,29,5,STANDARD,0,6,0.0,2018-01-01,298.6054382324219,R_A3
1610.516357421875,298.74615478515625,0.6481541991233826,41,29,6,STANDARD,0,7,0.0,2018-01-01,298.74615478515625,R_A3
1612.6160888671875,298.8868713378906,0.19119839370250702,41,29,7,STANDARD,0,8,0.0,2018-01-01,298.8868713378906,R_A3
1614.7158203125,299.0276184082031,0.2709236443042755,41,29,8,STANDARD,0,9,0.0,2018-01-01,299.0276184082031,R_A3
1616.8155517578125,299.1683349609375,0.7930710911750793,41,29,9,STANDARD,0,10,0.0,2018-01-01,299.1683349609375,R_A3
1618.915283203125,299.30908203125,0.7941882610321045,41,29,10,STANDARD,0,11,0.0,2018-01-01,299.30908203125,R_A3
1621.1021728515625,299.4556884765625,0.04684180021286011,41,29,11,STANDARD,0,12,0.0,2018-01-01,299.4556884765625,R_A3
1623.3759765625,299.60809326171875,0.05375685542821884,41,29,12,STANDARD,0,13,0.0,2018-01-01,299.60809326171875,R_A3
1625.64990234375,299.7605285644531,0.36424946784973145,41,29,13,STANDARD,0,14,0.0,2018-01-01,299.7605285644531,R_A3
1627.9237060546875,299.9129638671875,0.1709379404783249,41,29,14,STANDARD,0,15,0.0,2018-01-01,299.9129638671875,R_A3
1630.1976318359375,300.0653991699219,0.4903806149959564,41,29,15,STANDARD,0,16,0.0,2018-01-01,300.0653991699219,R_A3
1632.127685546875,300.1947937011719,0.7996445298194885,41,29,16,STANDARD,0,17,0.0,2018-01-01,300.1947937011719,R_A3
1634.683349609375,300.36614990234375,0.21980272233486176,41,29,25,STANDARD,0,18,0.0,2018-01-01,300.36614990234375,R_A3
1638.20849609375,300.6025085449219,0.04488957300782204,41,29,26,STANDARD,0,19,0.0,2018-01-01,300.6025085449219,R_A3
1641.7337646484375,300.8388977050781,0.04986398294568062,41,29,27,STANDARD,0,20,0.0,2018-01-01,300.8388977050781,R_A3
1645.259033203125,301.0752868652344,0.29135003685951233,41,29,28,STANDARD,0,21,0.0,2018-01-01,301.0752868652344,R_A3
1648.7841796875,301.3116760253906,0.058618951588869095,41,29,29,STANDARD,0,22,0.0,2018-01-01,301.3116760253906,R_A3
1632.117919921875,300.19415283203125,0.049417685717344284,52,30,1,STANDARD,0,1,0.0,2018-01-01,300.19415283203125,R_A4
1626.71142578125,299.8316955566406,0.04710086062550545,52,31,1,STANDARD,0,2,0.0,2018-01-01,299.8316955566406,R_A4
1628.78564453125,299.9707336425781,0.048817962408065796,52,31,2,STANDARD,0,3,0.0,2018-01-01,299.9707336425781,R_A4
1630.85986328125,300.10980224609375,0.05024801939725876,52,31,3,STANDARD,0,4,0.0,2018-01-01,300.10980224609375,R_A4
1632.93408203125,300.2488708496094,0.05428256839513779,52,31,4,STANDARD,0,5,0.0,2018-01-01,300.2488708496094,R_A4
1630.6649169921875,300.09674072265625,0.05310182273387909,52,32,4,STANDARD,0,6,0.0,2018-01-01,300.09674072265625,R_A4
1632.5340576171875,300.2220458984375,0.19678270816802979,52,32,5,STANDARD,0,7,0.0,2018-01-01,300.2220458984375,R_A4
1637.515625,300.5560607910156,0.29099321365356445,51,32,5,STANDARD,0,8,0.0,2018-01-01,300.5560607910156,R_A4
1635.673828125,300.43255615234375,0.054910808801651,51,32,4,STANDARD,0,9,0.0,2018-01-01,300.43255615234375,R_A4
1635.9990234375,300.4543762207031,0.05666777864098549,51,33,4,STANDARD,0,10,0.0,2018-01-01,300.4543762207031,R_A4
1642.2840576171875,300.87579345703125,0.058978497982025146,50,33,4,STANDARD,0,11,0.0,2018-01-01,300.87579345703125,R_A4
1639.9896240234375,300.721923828125,0.058790914714336395,50,34,4,STANDARD,0,12,0.0,2018-01-01,300.721923828125,R_A4
1639.435302734375,300.6847839355469,0.05678500235080719,50,35,4,STANDARD,0,13,0.0,2018-01-01,300.6847839355469,R_A4
1637.6544189453125,300.56536865234375,0.2183309644460678,50,35,3,STANDARD,0,14,0.0,2018-01-01,300.56536865234375,R_A4
1643.3336181640625,300.9461669921875,0.22953644394874573,49,35,3,STANDARD,0,15,0.0,2018-01-01,300.9461669921875,R_A4
1643.559326171875,300.9613037109375,0.08900347352027893,49,36,28,STANDARD,0,16,0.0,2018-01-01,300.9613037109375,R_A4
1644.22119140625,301.00567626953125,0.053385019302368164,48,36,28,STANDARD,0,17,0.0,2018-01-01,301.00567626953125,R_A4
1648.732421875,301.3081970214844,0.8428486585617065,48,37,28,STANDARD,0,18,0.0,2018-01-01,301.3081970214844,R_A4
1651.9451904296875,301.523681640625,0.6481541991233826,48,38,28,STANDARD,0,19,0.0,2018-01-01,301.523681640625,R_A4
1658.687744140625,301.97589111328125,1.0,47,38,28,STANDARD,0,20,0.0,2018-01-01,301.97589111328125,R_A4
1685.775634765625,303.9150695800781,1.0,20,31,1,STANDARD,0,1,0.0,2018-01-01,303.9150695800781,R_A5
1687.8779296875,304.1142883300781,1.0,20,31,2,STANDARD,0,2,0.0,2018-01-01,304.1142883300781,R_A5
1689.980224609375,304.3135070800781,1.0,20,31,3,STANDARD,0,3,0.0,2018-01-01,304.3135070800781,R_A5
1692.08251953125,304.5127258300781,1.0,20,31,4,STANDARD,0,4,0.0,2018-01-01,304.5127258300781,R_A5
1694.184814453125,304.71197509765625,1.0,20,31,5,STANDARD,0,5,0.0,2018-01-01,304.71197509765625,R_A5
1696.287109375,304.91119384765625,1.0,20,31,6,STANDARD,0,6,0.0,2018-01-01,304.91119384765625,R_A5
1698.389404296875,305.41619873046875,1.0,20,31,7,STANDARD,0,7,0.0,2018-01-01,305.41619873046875,R_A5
1700.49169921875,305.6154479980469,1.0,20,31,8,STANDARD,0,8,0.0,2018-01-01,305.6154479980469,R_A5
1693.8349609375,304.9845886230469,1.0,21,31,8,STANDARD,0,9,0.0,2018-01-01,304.9845886230469,R_A5
1696.15966796875,305.20489501953125,1.0,21,31,9,STANDARD,0,10,0.0,2018-01-01,305.20489501953125,R_A5
1698.4842529296875,305.4252014160156,1.0,21,31,10,STANDARD,0,11,0.0,2018-01-01,305.4252014160156,R_A5
1700.64990234375,305.32476806640625,1.0,21,31,11,STANDARD,0,12,0.0,2018-01-01,305.32476806640625,R_A5
1702.656494140625,305.5149230957031,1.0,21,31,12,STANDARD,0,13,0.0,2018-01-01,305.5149230957031,R_A5
1704.6630859375,305.7170715332031,1.0,21,31,13,STANDARD,0,14,0.0,2018-01-01,305.7170715332031,R_A5
1706.669677734375,305.9072265625,1.0,21,31,14,STANDARD,0,15,0.0,2018-01-01,305.9072265625,R_A5
1708.67626953125,306.0973815917969,1.0,21,31,15,STANDARD,0,16,0.0,2018-01-01,306.0973815917969,R_A5
1710.6829833984375,306.4325866699219,1.0,21,31,16,STANDARD,0,17,0.0,2018-01-01,306.4325866699219,R_A5
1712.688232421875,306.62261962890625,1.0,21,31,17,STANDARD,0,18,0.0,2018-01-01,306.62261962890625,R_A5
1714.0228271484375,306.7491149902344,1.0,21,31,18,STANDARD,0,19,0.0,2018-01-01,306.7491149902344,R_A5
1714.5159912109375,306.79583740234375,1.0,21,31,19,STANDARD,0,20,0.0,2018-01-01,306.79583740234375,R_A5
1715.7886962890625,306.7593688964844,1.0,21,31,25,STANDARD,0,21,0.0,2018-01-01,306.7593688964844,R_A5
1718.01318359375,307.2759704589844,1.0,21,31,26,STANDARD,0,22,0.0,2018-01-01,307.2759704589844,R_A5
1720.23779296875,307.48681640625,1.0,21,31,27,STANDARD,0,23,0.0,2018-01-01,307.48681640625,R_A5
1722.4622802734375,307.6976318359375,1.0,21,31,28,STANDARD,0,24,0.0,2018-01-01,307.6976318359375,R_A5
1724.686767578125,307.9084777832031,1.0,21,31,29,STANDARD,0,25,0.0,2018-01-01,307.9084777832031,R_A5
1694.327880859375,305.03131103515625,1.0,42,17,1,STANDARD,0,1,0.0,2018-01-01,305.03131103515625,R_A6
1695.8609619140625,305.17657470703125,1.0,42,17,2,STANDARD,0,2,0.0,2018-01-01,305.17657470703125,R_A6
1697.393798828125,305.3218688964844,1.0,42,17,3,STANDARD,0,3,0.0,2018-01-01,305.3218688964844,R_A6
1698.9267578125,305.4671325683594,1.0,42,17,4,STANDARD,0,4,0.0,2018-01-01,305.4671325683594,R_A6
1700.4598388671875,305.6124267578125,1.0,42,17,5,STANDARD,0,5,0.0,2018-01-01,305.6124267578125,R_A6
1701.9927978515625,305.7576904296875,1.0,42,17,6,STANDARD,0,6,0.0,2018-01-01,305.7576904296875,R_A6
1703.5257568359375,305.6039123535156,1.0,42,17,7,STANDARD,0,7,0.0,2018-01-01,305.6039123535156,R_A6
1705.0587158203125,305.74920654296875,1.0,42,17,8,STANDARD,0,8,0.0,2018-01-01,305.74920654296875,R_A6
1706.5916748046875,306.1935119628906,1.0,42,17,9,STANDARD,0,9,0.0,2018-01-01,306.1935119628906,R_A6
1708.1246337890625,306.33880615234375,1.0,42,17,10,STANDARD,0,10,0.0,2018-01-01,306.33880615234375,R_A6
1710.0106201171875,306.2118835449219,1.0,42,17,11,STANDARD,0,11,0.0,2018-01-01,306.2118835449219,R_A6
1712.249755859375,306.4241027832031,1.0,42,17,12,STANDARD,0,12,0.0,2018-01-01,306.4241027832031,R_A6
1714.489013671875,306.6482849121094,1.0,42,17,13,STANDARD,0,13,0.0,2018-01-01,306.6482849121094,R_A6
1716.7281494140625,306.8604736328125,1.0,42,17,14,STANDARD,0,14,0.0,2018-01-01,306.8604736328125,R_A6
1718.96728515625,307.07269287109375,1.0,42,17,15,STANDARD,0,15,0.0,2018-01-01,307.07269287109375,R_A6
1721.206298828125,307.429931640625,1.0,42,17,16,STANDARD,0,16,0.0,2018-01-01,307.429931640625,R_A6
1723.445556640625,307.64215087890625,1.0,42,17,17,STANDARD,0,17,0.0,2018-01-01,307.64215087890625,R_A6
1725.12158203125,307.8009948730469,1.0,42,17,18,STANDARD,0,18,0.0,2018-01-01,307.8009948730469,R_A6
1726.53125,307.7774963378906,1.0,42,17,25,STANDARD,0,19,0.0,2018-01-01,307.7774963378906,R_A6
1728.2381591796875,308.24505615234375,1.0,42,17,26,STANDARD,0,20,0.0,2018-01-01,308.24505615234375,R_A6
1729.945068359375,308.4068298339844,1.0,42,17,27,STANDARD,0,21,0.0,2018-01-01,308.4068298339844,R_A6
1731.65185546875,308.568603515625,1.0,42,17,28,STANDARD,0,22,0.0,2018-01-01,308.568603515625,R_A6
1733.3587646484375,308.42462158203125,1.0,42,17,29,STANDARD,0,23,0.0,2018-01-01,308.42462158203125,R_A6
1639.26806640625,298.8836975097656,0.05265989527106285,30,22,1,STANDARD,0,1,0.0,2018-03-01,298.8836975097656,R_A2
1641.011474609375,299.00054931640625,0.05420759692788124,30,22,2,STANDARD,0,2,0.0,2018-03-01,299.00054931640625,R_A2
1642.7550048828125,299.1174011230469,0.05777297541499138,30,22,3,STANDARD,0,3,0.0,2018-03-01,299.1174011230469,R_A2
1644.49853515625,299.2342529296875,0.06313448399305344,30,22,4,STANDARD,0,4,0.0,2018-03-01,299.2342529296875,R_A2
1646.241943359375,299.3511047363281,0.06523337960243225,30,22,5,STANDARD,0,5,0.0,2018-03-01,299.3511047363281,R_A2
1647.9853515625,299.4619140625,0.6490517258644104,30,22,6,STANDARD,0,6,0.0,2018-03-01,299.4619140625,R_A2
1649.728759765625,299.6033935546875,0.8624963760375977,30,22,7,STANDARD,0,7,0.0,2018-03-01,299.6033935546875,R_A2
1651.4722900390625,299.7333679199219,0.8501901626586914,30,22,8,STANDARD,0,8,0.0,2018-03-01,299.7333679199219,R_A2
1653.2158203125,300.092529296875,0.6482502818107605,30,22,9,STANDARD,0,9,0.0,2018-03-01,300.092529296875,R_A2
1654.959228515625,300.30078125,0.6482654809951782,30,22,10,STANDARD,0,10,0.0,2018-03-01,300.30078125,R_A2
1656.824462890625,300.30755615234375,0.06570729613304138,30,22,11,STANDARD,0,11,0.0,2018-03-01,300.30755615234375,R_A2
1658.811767578125,300.44085693359375,0.06305146217346191,30,22,12,STANDARD,0,12,0.0,2018-03-01,300.44085693359375,R_A2
1660.798828125,300.574462890625,0.42372721433639526,30,22,13,STANDARD,0,13,0.0,2018-03-01,300.574462890625,R_A2
1662.7861328125,300.7083435058594,0.4551811218261719,30,22,14,STANDARD,0,14,0.0,2018-03-01,300.7083435058594,R_A2
1664.773193359375,300.84637451171875,0.8931552767753601,30,22,15,STANDARD,0,15,0.0,2018-03-01,300.84637451171875,R_A2
1666.7603759765625,300.98284912109375,0.9007801413536072,30,22,16,STANDARD,0,16,0.0,2018-03-01,300.98284912109375,R_A2
1671.21875,301.3496398925781,0.9426907300949097,29,22,16,STANDARD,0,17,0.0,2018-03-01,301.3496398925781,R_A2
1673.346435546875,301.4921875,0.914374053478241,29,22,17,STANDARD,0,18,0.0,2018-03-01,301.4921875,R_A2
1675.285888671875,301.6221923828125,0.9762035012245178,29,22,18,STANDARD,0,19,0.0,2018-03-01,301.6221923828125,R_A2
1677.125244140625,303.1087341308594,0.7775447964668274,29,22,25,STANDARD,0,20,0.0,2018-03-01,303.1087341308594,R_A2
1678.8988037109375,302.78436279296875,0.7958352565765381,29,22,26,STANDARD,0,21,0.0,2018-03-01,302.78436279296875,R_A2
1680.6722412109375,302.9131774902344,1.0,29,22,27,STANDARD,0,22,-6.252355946347044e-13,2018-03-01,302.9131774902344,R_A2
1682.44580078125,302.9114074707031,1.0,29,22,28,STANDARD,0,23,-8.059142762861793e-12,2018-03-01,302.9114074707031,R_A2
1684.21923828125,302.4993591308594,0.9999999403953552,29,22,29,STANDARD,0,24,-4.161202937780217e-09,2018-03-01,302.4993591308594,R_A2
1685.775634765625,287.3690185546875,0.9999998807907104,20,31,1,STANDARD,0,1,-8.019560127081604e-09,2018-04-28,287.3690185546875,R_A5
1687.8779296875,287.5678405761719,0.9999998807907104,20,31,2,STANDARD,0,2,-7.770503351878233e-09,2018-04-28,287.5678405761719,R_A5
1689.980224609375,287.7664489746094,0.9999998807907104,20,31,3,STANDARD,0,3,-8.350385272137828e-09,2018-04-28,287.7664489746094,R_A5
1692.08251953125,287.9648742675781,0.9999998807907104,20,31,4,STANDARD,0,4,-8.824646791083524e-09,2018-04-28,287.9648742675781,R_A5
1694.184814453125,288.1629333496094,0.9999998807907104,20,31,5,STANDARD,0,5,-5.986484641340439e-09,2018-04-28,288.1629333496094,R_A5
1696.287109375,288.3609619140625,0.9999998807907104,20,31,6,STANDARD,0,6,-6.231590798932984e-09,2018-04-28,288.3609619140625,R_A5
1698.389404296875,288.83734130859375,1.0,20,31,7,STANDARD,0,7,-5.4637360608067453e-11,2018-04-28,288.83734130859375,R_A5
1700.49169921875,289.0252380371094,1.0,20,31,8,STANDARD,0,8,-7.003675417394106e-11,2018-04-28,289.0252380371094,R_A5
1693.8349609375,288.44232177734375,1.0,21,31,8,STANDARD,0,9,-1.5790184715314126e-09,2018-04-28,288.44232177734375,R_A5
1696.15966796875,288.65447998046875,1.0,21,31,9,STANDARD,0,10,-3.59384549897257e-10,2018-04-28,288.65447998046875,R_A5
1698.4842529296875,288.79248046875,1.0,21,31,10,STANDARD,0,11,-4.313292431556981e-11,2018-04-28,288.79248046875,R_A5
1700.64990234375,278.99591064453125,1.0,21,31,11,STANDARD,0,12,-5.54131351915288e-10,2018-04-28,278.99591064453125,R_A5
1702.656494140625,279.2515869140625,1.0,21,31,12,STANDARD,0,13,-6.726321166716787e-10,2018-04-28,279.2515869140625,R_A5
1704.6630859375,279.45318603515625,1.0,21,31,13,STANDARD,0,14,-4.1936235734008065e-11,2018-04-28,279.45318603515625,R_A5
1706.669677734375,279.6427001953125,1.0,21,31,14,STANDARD,0,15,-3.106764845384191e-11,2018-04-28,279.6427001953125,R_A5
1708.67626953125,279.83367919921875,1.0,21,31,15,STANDARD,0,16,-1.2851105596345391e-11,2018-04-28,279.83367919921875,R_A5
1710.6829833984375,280.17327880859375,1.0,21,31,16,STANDARD,0,17,-2.795223471088737e-12,2018-04-28,280.17327880859375,R_A5
1712.688232421875,280.36865234375,1.0,21,31,17,STANDARD,0,18,-4.130382667832944e-12,2018-04-28,280.36865234375,R_A5
1714.0228271484375,280.49652099609375,1.0,21,31,18,STANDARD,0,19,-3.927853702012651e-12,2018-04-28,280.49652099609375,R_A5
1714.5159912109375,280.5436096191406,1.0,21,31,19,STANDARD,0,20,0.0,2018-04-28,280.5436096191406,R_A5
1715.7886962890625,285.87493896484375,1.0,21,31,25,STANDARD,0,21,-2.541518384635566e-10,2018-04-28,285.87493896484375,R_A5
1718.01318359375,286.45123291015625,1.0,21,31,26,STANDARD,0,22,-3.3592875703369884e-10,2018-04-28,286.45123291015625,R_A5
1720.23779296875,296.6671447753906,1.0,21,31,27,STANDARD,0,23,-2.869959383534383e-17,2018-04-28,296.6671447753906,R_A5
1722.4622802734375,304.1105651855469,1.0,21,31,28,STANDARD,0,24,-6.411073677349898e-19,2018-04-28,304.1105651855469,R_A5
1724.686767578125,306.8499755859375,1.0,21,31,29,STANDARD,0,25,-4.4753294377635275e-21,2018-04-28,306.8499755859375,R_A5
1608.7918701171875,277.8039855957031,0.6497841477394104,41,28,1,STANDARD,0,1,0.0,2018-07-03,277.8039855957031,R_A3
1610.7923583984375,277.93231201171875,0.19223099946975708,41,28,2,STANDARD,0,2,0.0,2018-07-03,277.93231201171875,R_A3
1612.792724609375,278.0655822753906,0.11855034530162811,41,28,3,STANDARD,0,3,0.0,2018-07-03,278.0655822753906,R_A3
1604.217041015625,277.4674377441406,0.144757941365242,41,29,3,STANDARD,0,4,0.0,2018-07-03,277.4674377441406,R_A3
1606.31689453125,277.6073913574219,0.13764438033103943,41,29,4,STANDARD,0,5,0.0,2018-07-03,277.6073913574219,R_A3
1608.4166259765625,277.8276672363281,0.8029701113700867,41,29,5,STANDARD,0,6,0.0,2018-07-03,277.8276672363281,R_A3
1610.516357421875,277.94085693359375,0.6512675285339355,41,29,6,STANDARD,0,7,0.0,2018-07-03,277.94085693359375,R_A3
1612.6160888671875,278.1145935058594,0.19252271950244904,41,29,7,STANDARD,0,8,0.0,2018-07-03,278.1145935058594,R_A3
1614.7158203125,278.2557678222656,0.27296751737594604,41,29,8,STANDARD,0,9,0.0,2018-07-03,278.2557678222656,R_A3
1616.8155517578125,278.49462890625,0.7919564843177795,41,29,9,STANDARD,0,10,0.0,2018-07-03,278.49462890625,R_A3
1618.915283203125,280.6009521484375,0.7927525043487549,41,29,10,STANDARD,0,11,0.0,2018-07-03,280.6009521484375,R_A3
1621.1021728515625,292.7440185546875,0.046889759600162506,41,29,11,STANDARD,0,12,0.0,2018-07-03,292.7440185546875,R_A3
1623.3759765625,292.89617919921875,0.053803395479917526,41,29,12,STANDARD,0,13,0.0,2018-07-03,292.89617919921875,R_A3
1625.64990234375,293.0488586425781,0.364463210105896,41,29,13,STANDARD,0,14,0.0,2018-07-03,293.0488586425781,R_A3
1627.9237060546875,293.29803466796875,0.17170710861682892,41,29,14,STANDARD,0,15,0.0,2018-07-03,293.29803466796875,R_A3
1630.1976318359375,293.8038635253906,0.49029603600502014,41,29,15,STANDARD,0,16,0.0,2018-07-03,293.8038635253906,R_A3
1632.127685546875,293.93682861328125,0.7992727756500244,41,29,16,STANDARD,0,17,0.0,2018-07-03,293.93682861328125,R_A3
1634.683349609375,285.2330017089844,0.21999146044254303,41,29,25,STANDARD,0,18,0.0,2018-07-03,285.2330017089844,R_A3
1638.20849609375,285.46209716796875,0.045119140297174454,41,29,26,STANDARD,0,19,0.0,2018-07-03,285.46209716796875,R_A3
1641.7337646484375,285.6976623535156,0.05009964480996132,41,29,27,STANDARD,0,20,0.0,2018-07-03,285.6976623535156,R_A3
1645.259033203125,285.94586181640625,0.2893354892730713,41,29,28,STANDARD,0,21,0.0,2018-07-03,285.94586181640625,R_A3
1648.7841796875,286.1144714355469,0.059705786406993866,41,29,29,STANDARD,0,22,0.0,2018-07-03,286.1144714355469,R_A3
1632.117919921875,279.47271728515625,0.04952992871403694,52,30,1,STANDARD,0,1,0.0,2018-09-12,279.47271728515625,R_A4
1626.71142578125,279.1229248046875,0.04725780338048935,52,31,1,STANDARD,0,2,0.0,2018-09-12,279.1229248046875,R_A4
1628.78564453125,279.26123046875,0.04897661507129669,52,31,2,STANDARD,0,3,0.0,2018-09-12,279.26123046875,R_A4
1630.85986328125,279.3995361328125,0.05041433870792389,52,31,3,STANDARD,0,4,0.0,2018-09-12,279.3995361328125,R_A4
1632.93408203125,279.537841796875,0.054438456892967224,52,31,4,STANDARD,0,5,0.0,2018-09-12,279.537841796875,R_A4
1630.6649169921875,279.3867492675781,0.05332726612687111,52,32,4,STANDARD,0,6,0.0,2018-09-12,279.3867492675781,R_A4
1632.5340576171875,279.511474609375,0.19768834114074707,52,32,5,STANDARD,0,7,0.0,2018-09-12,279.511474609375,R_A4
1637.515625,279.80712890625,0.2901645600795746,51,32,5,STANDARD,0,8,0.0,2018-09-12,279.80712890625,R_A4
1635.673828125,279.67913818359375,0.055034130811691284,51,32,4,STANDARD,0,9,0.0,2018-09-12,279.67913818359375,R_A4
1635.9990234375,279.67083740234375,0.056776393204927444,51,33,4,STANDARD,0,10,0.0,2018-09-12,279.67083740234375,R_A4
1642.2840576171875,280.0448913574219,0.05909552797675133,50,33,4,STANDARD,0,11,0.0,2018-09-12,280.0448913574219,R_A4
1639.9896240234375,279.8229675292969,0.05892867594957352,50,34,4,STANDARD,0,12,0.0,2018-09-12,279.8229675292969,R_A4
1639.435302734375,279.6747131347656,0.05688747018575668,50,35,4,STANDARD,0,13,0.0,2018-09-12,279.6747131347656,R_A4
1637.6544189453125,279.5562744140625,0.21875117719173431,50,35,3,STANDARD,0,14,0.0,2018-09-12,279.5562744140625,R_A4
1643.3336181640625,279.8854675292969,0.229535773396492,49,35,3,STANDARD,0,15,0.0,2018-09-12,279.8854675292969,R_A4
1643.559326171875,275.3535461425781,0.09160760790109634,49,36,28,STANDARD,0,16,0.0,2018-09-12,275.3535461425781,R_A4
1644.22119140625,274.9928283691406,0.05451530963182449,48,36,28,STANDARD,0,17,0.0,2018-09-12,274.9928283691406,R_A4
1648.732421875,277.9090270996094,0.8417038917541504,48,37,28,STANDARD,0,18,0.0,2018-09-12,277.9090270996094,R_A4
1651.9451904296875,276.6280822753906,0.6508902907371521,48,38,28,STANDARD,0,19,0.0,2018-09-12,276.6280822753906,R_A4
1658.687744140625,279.4450378417969,1.0,47,38,28,STANDARD,0,20,6.892111881207086e-12,2018-09-12,279.4450378417969,R_A4
1694.327880859375,276.9100036621094,1.0,42,17,1,STANDARD,0,1,1.2282549109732255e-11,2018-11-07,276.9100036621094,R_A6
1695.8609619140625,277.0520324707031,1.0,42,17,2,STANDARD,0,2,6.730373203200912e-12,2018-11-07,277.0520324707031,R_A6
1697.393798828125,277.1905517578125,1.0,42,17,3,STANDARD,0,3,4.990286395917254e-12,2018-11-07,277.1905517578125,R_A6
1698.9267578125,277.3252868652344,1.0,42,17,4,STANDARD,0,4,4.456103454980598e-12,2018-11-07,277.3252868652344,R_A6
1700.4598388671875,277.4588317871094,1.0,42,17,5,STANDARD,0,5,5.849069058955214e-12,2018-11-07,277.4588317871094,R_A6
1701.9927978515625,277.5964660644531,1.0,42,17,6,STANDARD,0,6,2.987206315641089e-10,2018-11-07,277.5964660644531,R_A6
1703.5257568359375,277.4380187988281,1.0,42,17,7,STANDARD,0,7,5.279875980868098e-10,2018-11-07,277.4380187988281,R_A6
1705.0587158203125,277.58367919921875,1.0,42,17,8,STANDARD,0,8,4.4759901340896135e-10,2018-11-07,277.58367919921875,R_A6
1706.5916748046875,278.02911376953125,1.0,42,17,9,STANDARD,0,9,3.931897862852196e-11,2018-11-07,278.02911376953125,R_A6
