CONJPOS,CONIDX,PRESSURE,CONIPOS,SWAT,SGAS,WELLMODEL,DATE,WELL,DRAWDOWN,CONBPRES,CONKPOS,DEPTH
50,10,276.9152526855469,33,0.06415737420320511,0.0,STANDARD,2018-09-12,R_A4,0,276.9152526855469,4,1642.1485595703125
50,11,276.95281982421875,34,0.06313490122556686,0.0,STANDARD,2018-09-12,R_A4,0,276.95281982421875,4,1641.132080078125
50,12,276.8247985839844,34,0.11854232847690582,0.0,STANDARD,2018-09-12,R_A4,0,276.8247985839844,3,1639.20703125
50,13,277.0907287597656,35,0.10057438910007477,0.0,STANDARD,2018-09-12,R_A4,0,277.0907287597656,3,1640.9061279296875
50,14,276.9671936035156,35,0.1826944798231125,0.0,STANDARD,2018-09-12,R_A4,0,276.9671936035156,2,1639.0426025390625
49,15,277.0051574707031,35,0.23950226604938507,0.0,STANDARD,2018-09-12,R_A4,0,277.0051574707031,2,1641.93212890625
49,16,278.6283874511719,36,0.058543551713228226,0.0,STANDARD,2018-09-12,R_A4,0,278.6283874511719,30,1642.357421875
48,17,278.3890075683594,36,0.6497409343719482,0.0,STANDARD,2018-09-12,R_A4,0,278.3890075683594,30,1639.6068115234375
48,18,278.9443054199219,37,0.06098836660385132,0.0,STANDARD,2018-09-12,R_A4,0,278.9443054199219,30,1646.7513427734375
48,19,279.4892272949219,38,0.15876297652721405,0.0,STANDARD,2018-09-12,R_A4,0,279.4892272949219,30,1653.461669921875
47,20,279.70208740234375,38,0.10881625860929489,0.0,STANDARD,2018-09-12,R_A4,0,279.70208740234375,30,1657.8184814453125
42,1,275.3787841796875,17,1.0,-4.069452481020091e-15,STANDARD,2018-11-07,R_A6,0,275.3787841796875,1,1695.20263671875
42,2,275.52301025390625,17,1.0,-2.0998933555817657e-15,STANDARD,2018-11-07,R_A6,0,275.52301025390625,2,1696.7510986328125
42,3,275.6628112792969,17,1.0,-1.4894513218139315e-15,STANDARD,2018-11-07,R_A6,0,275.6628112792969,3,1698.299560546875
42,4,275.79705810546875,17,1.0,-1.266635705148662e-15,STANDARD,2018-11-07,R_A6,0,275.79705810546875,4,1699.84814453125
42,5,275.9287109375,17,1.0,-1.4065616305076914e-15,STANDARD,2018-11-07,R_A6,0,275.9287109375,5,1701.3966064453125
42,6,276.0627136230469,17,1.0,-2.049717453127026e-15,STANDARD,2018-11-07,R_A6,0,276.0627136230469,6,1702.9451904296875
42,7,275.90313720703125,17,1.0,-7.363648400890085e-14,STANDARD,2018-11-07,R_A6,0,275.90313720703125,7,1704.49365234375
42,8,276.3419189453125,17,1.0,-4.016686140054411e-15,STANDARD,2018-11-07,R_A6,0,276.3419189453125,8,1706.042236328125
42,9,276.4736328125,17,1.0,-4.24756826323462e-15,STANDARD,2018-11-07,R_A6,0,276.4736328125,9,1707.5906982421875
42,10,276.28717041015625,17,1.0,-8.029902155530511e-13,STANDARD,2018-11-07,R_A6,0,276.28717041015625,10,1709.1392822265625
