SWAT,CONKPOS,CONJPOS,DATE,DEPTH,PRESSURE,CONIPOS,CONIDX,CONBPRES,DRAWDOWN,WELLMODEL,SGAS,WELL
0.05189349502325058,1,30,2018-01-01,1638.468505859375,300.6243591308594,22,1,300.6243591308594,0,STANDARD,0.0,R_A2
0.053267426788806915,2,30,2018-01-01,1640.207275390625,300.740966796875,22,2,300.740966796875,0,STANDARD,0.0,R_A2
0.05694277957081795,3,30,2018-01-01,1641.946044921875,300.8575439453125,22,3,300.8575439453125,0,STANDARD,0.0,R_A2
0.061047133058309555,4,30,2018-01-01,1643.6846923828125,300.9741516113281,22,4,300.9741516113281,0,STANDARD,0.0,R_A2
0.0634584054350853,5,30,2018-01-01,1645.4234619140625,301.0907287597656,22,5,301.0907287597656,0,STANDARD,0.0,R_A2
0.30115678906440735,6,30,2018-01-01,1647.1622314453125,301.20733642578125,22,6,301.20733642578125,0,STANDARD,0.0,R_A2
0.8587680459022522,7,30,2018-01-01,1648.9010009765625,301.3239440917969,22,7,301.3239440917969,0,STANDARD,0.0,R_A2
0.8449875712394714,8,30,2018-01-01,1650.6396484375,301.4405517578125,22,8,301.4405517578125,0,STANDARD,0.0,R_A2
0.8866013884544373,9,30,2018-01-01,1652.37841796875,301.5571594238281,22,9,301.5571594238281,0,STANDARD,0.0,R_A2
0.27897945046424866,10,30,2018-01-01,1654.1171875,301.67376708984375,22,10,301.67376708984375,0,STANDARD,0.0,R_A2
0.06588396430015564,11,30,2018-01-01,1655.9942626953125,301.7996826171875,22,11,301.7996826171875,0,STANDARD,0.0,R_A2
0.4126467704772949,13,30,2018-01-01,1660.025146484375,302.0700378417969,22,12,302.0700378417969,0,STANDARD,0.0,R_A2
0.45408895611763,14,30,2018-01-01,1662.04052734375,302.2052307128906,22,13,302.2052307128906,0,STANDARD,0.0,R_A2
0.8823916912078857,15,30,2018-01-01,1664.055908203125,302.3404235839844,22,14,302.3404235839844,0,STANDARD,0.0,R_A2
0.9067186117172241,16,30,2018-01-01,1666.0712890625,302.4756164550781,22,15,302.4756164550781,0,STANDARD,0.0,R_A2
0.9666405916213989,16,29,2018-01-01,1672.3338623046875,302.8957214355469,22,16,302.8957214355469,0,STANDARD,0.0,R_A2
0.9295910000801086,17,29,2018-01-01,1674.4595947265625,303.0383605957031,22,17,303.0383605957031,0,STANDARD,0.0,R_A2
0.9758763909339905,18,29,2018-01-01,1676.259765625,303.15911865234375,22,18,303.15911865234375,0,STANDARD,0.0,R_A2
1.0,24,29,2018-01-01,1677.9078369140625,303.26971435546875,22,19,303.26971435546875,0,STANDARD,0.0,R_A2
0.8046756982803345,25,29,2018-01-01,1679.640625,303.3859558105469,22,20,303.3859558105469,0,STANDARD,0.0,R_A2
