CONIPOS,CONKPOS,CONIDX,SGAS,CONBPRES,WELL,PRESSURE,WELLMODEL,CONJPOS,SWAT,DATE,DRAWDOWN,DEPTH
29,28,18,0.0,300.27142333984375,R_A3,300.27142333984375,STANDARD,41,0.04613327607512474,2018-01-01,0,1637.1630859375
29,29,19,0.0,300.5152587890625,R_A3,300.5152587890625,STANDARD,41,0.05516405031085014,2018-01-01,0,1640.8001708984375
29,30,20,0.0,300.7591247558594,R_A3,300.7591247558594,STANDARD,41,1.0,2018-01-01,0,1644.4371337890625
29,31,21,0.0,301.0030212402344,R_A3,301.0030212402344,STANDARD,41,0.06802652031183243,2018-01-01,0,1648.0740966796875
30,1,1,0.0,299.87078857421875,R_A4,299.87078857421875,STANDARD,52,0.055868346244096756,2018-01-01,0,1631.1873779296875
31,1,2,0.0,299.6188659667969,R_A4,299.6188659667969,STANDARD,52,0.05212736502289772,2018-01-01,0,1627.4293212890625
31,2,3,0.0,299.7569580078125,R_A4,299.7569580078125,STANDARD,52,0.0535871759057045,2018-01-01,0,1629.4896240234375
31,3,4,0.0,299.89508056640625,R_A4,299.89508056640625,STANDARD,52,0.056370437145233154,2018-01-01,0,1631.5498046875
31,4,5,0.0,300.033203125,R_A4,300.033203125,STANDARD,52,0.061851199716329575,2018-01-01,0,1633.610107421875
32,4,6,0.0,299.9518737792969,R_A4,299.9518737792969,STANDARD,52,0.061070311814546585,2018-01-01,0,1632.3968505859375
32,4,7,0.0,300.1854248046875,R_A4,300.1854248046875,STANDARD,51,0.0619102418422699,2018-01-01,0,1635.880615234375
33,4,8,0.0,300.2820129394531,R_A4,300.2820129394531,STANDARD,51,0.06579877436161041,2018-01-01,0,1637.321044921875
33,3,9,0.0,300.158203125,R_A4,300.158203125,STANDARD,51,0.059952303767204285,2018-01-01,0,1635.474609375
33,4,10,0.0,300.6056823730469,R_A4,300.6056823730469,STANDARD,50,0.15303410589694977,2018-01-01,0,1642.1485595703125
34,4,11,0.0,300.5375061035156,R_A4,300.5375061035156,STANDARD,50,0.08612976968288422,2018-01-01,0,1641.132080078125
34,3,12,0.0,300.408447265625,R_A4,300.408447265625,STANDARD,50,0.1287582665681839,2018-01-01,0,1639.20703125
35,3,13,0.0,300.5223693847656,R_A4,300.5223693847656,STANDARD,50,0.13121259212493896,2018-01-01,0,1640.9061279296875
35,2,14,0.0,300.3974304199219,R_A4,300.3974304199219,STANDARD,50,0.23941971361637115,2018-01-01,0,1639.0426025390625
35,2,15,0.0,300.5911560058594,R_A4,300.5911560058594,STANDARD,49,0.248082235455513,2018-01-01,0,1641.93212890625
36,30,16,0.0,300.61968994140625,R_A4,300.61968994140625,STANDARD,49,0.13027603924274445,2018-01-01,0,1642.357421875
36,30,17,0.0,300.43524169921875,R_A4,300.43524169921875,STANDARD,48,0.052230432629585266,2018-01-01,0,1639.6068115234375
37,30,18,0.0,300.914306640625,R_A4,300.914306640625,STANDARD,48,0.24723130464553833,2018-01-01,0,1646.7513427734375
38,30,19,0.0,301.36431884765625,R_A4,301.36431884765625,STANDARD,48,0.32275354862213135,2018-01-01,0,1653.461669921875
38,30,20,0.0,301.656494140625,R_A4,301.656494140625,STANDARD,47,0.6481541991233826,2018-01-01,0,1657.8184814453125
31,1,1,0.0,304.1498718261719,R_A5,304.1498718261719,STANDARD,20,1.0,2018-01-01,0,1685.026611328125
31,2,2,0.0,304.0601806640625,R_A5,304.0601806640625,STANDARD,20,1.0,2018-01-01,0,1687.3070068359375
31,3,3,0.0,304.27630615234375,R_A5,304.27630615234375,STANDARD,20,1.0,2018-01-01,0,1689.5875244140625
31,4,4,0.0,304.4924011230469,R_A5,304.4924011230469,STANDARD,20,1.0,2018-01-01,0,1691.8680419921875
31,5,5,0.0,304.7085266113281,R_A5,304.7085266113281,STANDARD,20,1.0,2018-01-01,0,1694.1485595703125
31,6,6,0.0,304.9246520996094,R_A5,304.9246520996094,STANDARD,20,1.0,2018-01-01,0,1696.4290771484375
31,7,7,0.0,305.446533203125,R_A5,305.446533203125,STANDARD,20,1.0,2018-01-01,0,1698.70947265625
31,8,8,0.0,305.66265869140625,R_A5,305.66265869140625,STANDARD,20,1.0,2018-01-01,0,1700.989990234375
31,9,9,0.0,305.8787841796875,R_A5,305.8787841796875,STANDARD,20,1.0,2018-01-01,0,1703.2706298828125
31,11,10,0.0,305.988037109375,R_A5,305.988037109375,STANDARD,20,1.0,2018-01-01,0,1707.6488037109375
31,12,11,0.0,306.1695251464844,R_A5,306.1695251464844,STANDARD,20,1.0,2018-01-01,0,1709.5638427734375
31,12,12,0.0,305.4322814941406,R_A5,305.4322814941406,STANDARD,21,1.0,2018-01-01,0,1701.7845458984375
31,13,13,0.0,305.6291198730469,R_A5,305.6291198730469,STANDARD,21,1.0,2018-01-01,0,1703.735107421875
31,14,14,0.0,305.81396484375,R_A5,305.81396484375,STANDARD,21,1.0,2018-01-01,0,1705.6856689453125
31,15,15,0.0,305.9988098144531,R_A5,305.9988098144531,STANDARD,21,1.0,2018-01-01,0,1707.63623046875
31,16,16,0.0,306.3287048339844,R_A5,306.3287048339844,STANDARD,21,1.0,2018-01-01,0,1709.5867919921875
31,17,17,0.0,306.5135498046875,R_A5,306.5135498046875,STANDARD,21,1.0,2018-01-01,0,1711.537353515625
31,18,18,0.0,306.6856994628906,R_A5,306.6856994628906,STANDARD,21,1.0,2018-01-01,0,1713.35400390625
31,19,19,0.0,306.7843933105469,R_A5,306.7843933105469,STANDARD,21,1.0,2018-01-01,0,1714.3951416015625
31,27,20,0.0,306.75689697265625,R_A5,306.75689697265625,STANDARD,21,1.0,2018-01-01,0,1715.7628173828125
31,28,21,0.0,306.978271484375,R_A5,306.978271484375,STANDARD,21,1.0,2018-01-01,0,1718.098388671875
31,29,22,0.0,307.5054016113281,R_A5,307.5054016113281,STANDARD,21,1.0,2018-01-01,0,1720.43408203125
31,30,23,0.0,307.7267761230469,R_A5,307.7267761230469,STANDARD,21,1.0,2018-01-01,0,1722.7696533203125
31,31,24,0.0,307.9481506347656,R_A5,307.9481506347656,STANDARD,21,1.0,2018-01-01,0,1725.105224609375
17,1,1,0.0,305.11419677734375,R_A6,305.11419677734375,STANDARD,42,1.0,2018-01-01,0,1695.20263671875
17,2,2,0.0,305.2609558105469,R_A6,305.2609558105469,STANDARD,42,1.0,2018-01-01,0,1696.7510986328125
17,3,3,0.0,305.4076843261719,R_A6,305.4076843261719,STANDARD,42,1.0,2018-01-01,0,1698.299560546875
17,4,4,0.0,305.554443359375,R_A6,305.554443359375,STANDARD,42,1.0,2018-01-01,0,1699.84814453125
17,5,5,0.0,305.7012023925781,R_A6,305.7012023925781,STANDARD,42,1.0,2018-01-01,0,1701.3966064453125
17,6,6,0.0,305.84796142578125,R_A6,305.84796142578125,STANDARD,42,1.0,2018-01-01,0,1702.9451904296875
17,7,7,0.0,305.6956481933594,R_A6,305.6956481933594,STANDARD,42,1.0,2018-01-01,0,1704.49365234375
17,8,8,0.0,305.8424072265625,R_A6,305.8424072265625,STANDARD,42,1.0,2018-01-01,0,1706.042236328125
17,9,9,0.0,306.2882080078125,R_A6,306.2882080078125,STANDARD,42,1.0,2018-01-01,0,1707.5906982421875
17,10,10,0.0,306.4349670410156,R_A6,306.4349670410156,STANDARD,42,1.0,2018-01-01,0,1709.1392822265625
17,11,11,0.0,306.3109130859375,R_A6,306.3109130859375,STANDARD,42,1.0,2018-01-01,0,1711.055419921875
17,12,12,0.0,306.52734375,R_A6,306.52734375,STANDARD,42,1.0,2018-01-01,0,1713.3392333984375
17,13,13,0.0,306.7557678222656,R_A6,306.7557678222656,STANDARD,42,1.0,2018-01-01,0,1715.623046875
17,14,14,0.0,306.9721984863281,R_A6,306.9721984863281,STANDARD,42,1.0,2018-01-01,0,1717.9068603515625
17,15,15,0.0,307.18865966796875,R_A6,307.18865966796875,STANDARD,42,1.0,2018-01-01,0,1720.190673828125
17,16,16,0.0,307.55010986328125,R_A6,307.55010986328125,STANDARD,42,1.0,2018-01-01,0,1722.474365234375
17,17,17,0.0,307.7665710449219,R_A6,307.7665710449219,STANDARD,42,1.0,2018-01-01,0,1724.7581787109375
17,18,18,0.0,307.921630859375,R_A6,307.921630859375,STANDARD,42,1.0,2018-01-01,0,1726.394287109375
17,27,19,0.0,307.8930969238281,R_A6,307.8930969238281,STANDARD,42,1.0,2018-01-01,0,1727.7508544921875
17,28,20,0.0,308.3623352050781,R_A6,308.3623352050781,STANDARD,42,1.0,2018-01-01,0,1729.4755859375
17,29,21,0.0,308.52581787109375,R_A6,308.52581787109375,STANDARD,42,1.0,2018-01-01,0,1731.2001953125
17,30,22,0.0,308.68927001953125,R_A6,308.68927001953125,STANDARD,42,1.0,2018-01-01,0,1732.9249267578125
17,31,23,0.0,308.5469665527344,R_A6,308.5469665527344,STANDARD,42,1.0,2018-01-01,0,1734.649658203125
22,1,1,0.0,298.3307189941406,R_A2,298.3307189941406,STANDARD,30,0.059752270579338074,2018-03-01,0,1641.094970703125
22,2,2,0.0,298.4508972167969,R_A2,298.4508972167969,STANDARD,30,0.06337876617908478,2018-03-01,0,1642.8890380859375
22,3,3,0.0,298.5710754394531,R_A2,298.5710754394531,STANDARD,30,0.06648245453834534,2018-03-01,0,1644.68310546875
22,4,4,0.0,298.6913146972656,R_A2,298.6913146972656,STANDARD,30,0.0734550803899765,2018-03-01,0,1646.4771728515625
22,5,5,0.0,298.8117980957031,R_A2,298.8117980957031,STANDARD,30,0.1434919536113739,2018-03-01,0,1648.2713623046875
22,6,6,0.0,299.09039306640625,R_A2,299.09039306640625,STANDARD,30,0.3198624551296234,2018-03-01,0,1650.0654296875
22,7,7,0.0,299.32647705078125,R_A2,299.32647705078125,STANDARD,30,0.9134694933891296,2018-03-01,0,1651.859619140625
22,8,8,0.0,299.4988708496094,R_A2,299.4988708496094,STANDARD,30,0.6483694314956665,2018-03-01,0,1653.6536865234375
22,9,9,0.0,299.619140625,R_A2,299.619140625,STANDARD,30,0.19981735944747925,2018-03-01,0,1655.44775390625
22,10,10,0.0,299.8477783203125,R_A2,299.8477783203125,STANDARD,30,0.9395575523376465,2018-03-01,0,1657.2418212890625
22,11,11,0.0,299.9559326171875,R_A2,299.9559326171875,STANDARD,30,0.09294368326663971,2018-03-01,0,1659.1368408203125
22,12,12,0.0,300.0991516113281,R_A2,300.0991516113281,STANDARD,30,0.1011795774102211,2018-03-01,0,1661.132568359375
22,13,13,0.0,300.5425720214844,R_A2,300.5425720214844,STANDARD,30,0.5055174827575684,2018-03-01,0,1663.12841796875
22,14,14,0.0,300.78399658203125,R_A2,300.78399658203125,STANDARD,30,0.5878499746322632,2018-03-01,0,1665.1241455078125
22,15,15,0.0,300.9170837402344,R_A2,300.9170837402344,STANDARD,30,0.7786184549331665,2018-03-01,0,1667.1199951171875
22,16,16,0.0,301.0500793457031,R_A2,301.0500793457031,STANDARD,30,0.9973905086517334,2018-03-01,0,1669.11572265625
22,17,17,0.0,301.1836242675781,R_A2,301.1836242675781,STANDARD,30,0.9976377487182617,2018-03-01,0,1671.111572265625
22,18,18,2.459694670164936e-10,301.49578857421875,R_A2,301.49578857421875,STANDARD,30,1.0,2018-03-01,0,1672.9881591796875
22,18,19,2.3667159898543844e-10,301.57904052734375,R_A2,301.57904052734375,STANDARD,29,1.0,2018-03-01,0,1674.229736328125
22,27,20,0.0,303.1497802734375,R_A2,303.1497802734375,STANDARD,29,1.0,2018-03-01,0,1676.1676025390625
22,28,21,0.0,303.2565002441406,R_A2,303.2565002441406,STANDARD,29,1.0,2018-03-01,0,1677.9368896484375
22,29,22,0.0,303.16015625,R_A2,303.16015625,STANDARD,29,1.0,2018-03-01,0,1679.7061767578125
22,30,23,0.0,302.68292236328125,R_A2,302.68292236328125,STANDARD,29,1.0,2018-03-01,0,1681.4754638671875
22,31,24,0.0,302.09051513671875,R_A2,302.09051513671875,STANDARD,29,1.0,2018-03-01,0,1683.2447509765625
31,1,1,4.270730607479138e-18,271.4224548339844,R_A5,271.4224548339844,STANDARD,20,1.0,2018-04-28,0,1685.026611328125
31,2,2,5.818501719354692e-16,271.33270263671875,R_A5,271.33270263671875,STANDARD,20,1.0,2018-04-28,0,1687.3070068359375
31,3,3,8.748005401498684e-16,271.5486755371094,R_A5,271.5486755371094,STANDARD,20,1.0,2018-04-28,0,1689.5875244140625
31,4,4,1.022631241670471e-15,271.7646484375,R_A5,271.7646484375,STANDARD,20,1.0,2018-04-28,0,1691.8680419921875
31,5,5,3.3643121637492264e-16,271.98052978515625,R_A5,271.98052978515625,STANDARD,20,1.0,2018-04-28,0,1694.1485595703125
31,6,6,1.5990879842538576e-15,272.1964416503906,R_A5,272.1964416503906,STANDARD,20,1.0,2018-04-28,0,1696.4290771484375
31,7,7,2.377975648593892e-16,272.76904296875,R_A5,272.76904296875,STANDARD,20,1.0,2018-04-28,0,1698.70947265625
31,8,8,1.0078382347631482e-15,273.05755615234375,R_A5,273.05755615234375,STANDARD,20,1.0,2018-04-28,0,1700.989990234375
31,9,9,0.0,275.4070739746094,R_A5,275.4070739746094,STANDARD,20,1.0,2018-04-28,0,1703.2706298828125
31,11,10,-1.9299766320680922e-13,277.0097351074219,R_A5,277.0097351074219,STANDARD,20,1.0,2018-04-28,0,1707.6488037109375
31,12,11,-8.86019027785713e-14,277.2556457519531,R_A5,277.2556457519531,STANDARD,20,1.0,2018-04-28,0,1709.5638427734375
31,12,12,-6.827569759559893e-11,275.96600341796875,R_A5,275.96600341796875,STANDARD,21,1.0,2018-04-28,0,1701.7845458984375
31,13,13,0.0,276.8575744628906,R_A5,276.8575744628906,STANDARD,21,1.0,2018-04-28,0,1703.735107421875
31,14,14,-5.318011309096704e-11,277.0675964355469,R_A5,277.0675964355469,STANDARD,21,1.0,2018-04-28,0,1705.6856689453125
31,15,15,-1.0281013887447621e-11,277.2678527832031,R_A5,277.2678527832031,STANDARD,21,1.0,2018-04-28,0,1707.63623046875
31,16,16,-2.8246814609556026e-12,277.662353515625,R_A5,277.662353515625,STANDARD,21,1.0,2018-04-28,0,1709.5867919921875
31,17,17,-3.011402325420187e-12,277.9851379394531,R_A5,277.9851379394531,STANDARD,21,1.0,2018-04-28,0,1711.537353515625
31,18,18,-5.782963084094428e-12,278.44561767578125,R_A5,278.44561767578125,STANDARD,21,1.0,2018-04-28,0,1713.35400390625
31,19,19,0.0,278.7508850097656,R_A5,278.7508850097656,STANDARD,21,1.0,2018-04-28,0,1714.3951416015625
31,27,20,-6.178841292781012e-12,278.8206787109375,R_A5,278.8206787109375,STANDARD,21,1.0,2018-04-28,0,1715.7628173828125
31,28,21,-3.873648797558804e-12,279.2607421875,R_A5,279.2607421875,STANDARD,21,1.0,2018-04-28,0,1718.098388671875
31,29,22,-4.323019589130759e-19,284.9470520019531,R_A5,284.9470520019531,STANDARD,21,1.0,2018-04-28,0,1720.43408203125
31,30,23,-6.802878708489848e-14,279.16900634765625,R_A5,279.16900634765625,STANDARD,21,1.0,2018-04-28,0,1722.7696533203125
31,31,24,-3.4724059837998695e-19,281.1692810058594,R_A5,281.1692810058594,STANDARD,21,1.0,2018-04-28,0,1725.105224609375
28,1,1,0.0,277.94879150390625,R_A3,277.94879150390625,STANDARD,41,0.6495357751846313,2018-07-03,0,1609.243408203125
28,2,2,0.0,278.08349609375,R_A3,278.08349609375,STANDARD,41,0.20249879360198975,2018-07-03,0,1611.3077392578125
28,3,3,0.0,278.2210388183594,R_A3,278.2210388183594,STANDARD,41,0.16256235539913177,2018-07-03,0,1613.3720703125
28,4,4,0.0,278.3586730957031,R_A3,278.3586730957031,STANDARD,41,0.17624133825302124,2018-07-03,0,1615.4365234375
28,5,5,0.0,278.5054931640625,R_A3,278.5054931640625,STANDARD,41,0.6503564715385437,2018-07-03,0,1617.5008544921875
28,6,6,0.0,278.6543273925781,R_A3,278.6543273925781,STANDARD,41,0.34484541416168213,2018-07-03,0,1619.565185546875
29,6,7,0.0,277.877685546875,R_A3,277.877685546875,STANDARD,41,0.6498881578445435,2018-07-03,0,1609.3663330078125
29,7,8,0.0,278.041015625,R_A3,278.041015625,STANDARD,41,0.20357951521873474,2018-07-03,0,1611.4163818359375
29,8,9,0.0,278.1791687011719,R_A3,278.1791687011719,STANDARD,41,0.357613742351532,2018-07-03,0,1613.46630859375
29,9,10,0.0,278.3915710449219,R_A3,278.3915710449219,STANDARD,41,0.8100884556770325,2018-07-03,0,1615.516357421875
29,10,11,0.0,279.8292541503906,R_A3,279.8292541503906,STANDARD,41,0.8044475317001343,2018-07-03,0,1617.5662841796875
29,11,12,0.0,280.254638671875,R_A3,280.254638671875,STANDARD,41,0.05131753161549568,2018-07-03,0,1619.750732421875
29,12,13,0.0,280.40936279296875,R_A3,280.40936279296875,STANDARD,41,0.057427406311035156,2018-07-03,0,1622.0697021484375
29,13,14,0.0,280.5642395019531,R_A3,280.5642395019531,STANDARD,41,0.3810466527938843,2018-07-03,0,1624.388671875
29,15,15,0.0,282.6581726074219,R_A3,282.6581726074219,STANDARD,41,0.49687066674232483,2018-07-03,0,1629.026611328125
29,16,16,0.0,282.8008117675781,R_A3,282.8008117675781,STANDARD,41,0.818579912185669,2018-07-03,0,1630.9468994140625
29,27,17,1.095107338144885e-11,286.8050537109375,R_A3,286.8050537109375,STANDARD,41,1.0,2018-07-03,0,1633.5262451171875
29,28,18,0.0,282.9068908691406,R_A3,282.9068908691406,STANDARD,41,0.04659301042556763,2018-07-03,0,1637.1630859375
29,29,19,0.0,283.1495666503906,R_A3,283.1495666503906,STANDARD,41,0.055704109370708466,2018-07-03,0,1640.8001708984375
29,30,20,5.61112354496851e-12,286.9934997558594,R_A3,286.9934997558594,STANDARD,41,1.0,2018-07-03,0,1644.4371337890625
29,31,21,0.0,283.63812255859375,R_A3,283.63812255859375,STANDARD,41,0.06845103204250336,2018-07-03,0,1648.0740966796875
30,1,1,0.0,276.19793701171875,R_A4,276.19793701171875,STANDARD,52,0.05596710368990898,2018-09-12,0,1631.1873779296875
31,1,2,0.0,275.9861755371094,R_A4,275.9861755371094,STANDARD,52,0.05222801864147186,2018-09-12,0,1627.4293212890625
31,2,3,0.0,276.1234436035156,R_A4,276.1234436035156,STANDARD,52,0.053689904510974884,2018-09-12,0,1629.4896240234375
31,3,4,0.0,276.2607421875,R_A4,276.2607421875,STANDARD,52,0.05646054074168205,2018-09-12,0,1631.5498046875
31,4,5,0.0,276.3980407714844,R_A4,276.3980407714844,STANDARD,52,0.06203033775091171,2018-09-12,0,1633.610107421875
32,4,6,0.0,276.3429870605469,R_A4,276.3429870605469,STANDARD,52,0.06124017760157585,2018-09-12,0,1632.3968505859375
32,4,7,0.0,276.5533447265625,R_A4,276.5533447265625,STANDARD,51,0.0621240958571434,2018-09-12,0,1635.880615234375
33,4,8,0.0,276.6673889160156,R_A4,276.6673889160156,STANDARD,51,0.06599494814872742,2018-09-12,0,1637.321044921875
33,3,9,0.0,276.5442810058594,R_A4,276.5442810058594,STANDARD,51,0.06004410982131958,2018-09-12,0,1635.474609375
33,4,10,0.0,276.923583984375,R_A4,276.923583984375,STANDARD,50,0.15429043769836426,2018-09-12,0,1642.1485595703125
34,4,11,0.0,276.8617248535156,R_A4,276.8617248535156,STANDARD,50,0.08729787170886993,2018-09-12,0,1641.132080078125
34,3,12,0.0,276.73358154296875,R_A4,276.73358154296875,STANDARD,50,0.12966132164001465,2018-09-12,0,1639.20703125
35,3,13,0.0,276.8940124511719,R_A4,276.8940124511719,STANDARD,50,0.13151219487190247,2018-09-12,0,1640.9061279296875
35,2,14,0.0,276.7702941894531,R_A4,276.7702941894531,STANDARD,50,0.23981182277202606,2018-09-12,0,1639.0426025390625
35,2,15,0.0,276.88134765625,R_A4,276.88134765625,STANDARD,49,0.24845267832279205,2018-09-12,0,1641.93212890625
36,30,16,0.0,277.4197692871094,R_A4,277.4197692871094,STANDARD,49,0.1296824961900711,2018-09-12,0,1642.357421875
36,30,17,0.0,277.1108703613281,R_A4,277.1108703613281,STANDARD,48,0.06150146573781967,2018-09-12,0,1639.6068115234375
37,30,18,0.0,277.7777099609375,R_A4,277.7777099609375,STANDARD,48,0.23915083706378937,2018-09-12,0,1646.7513427734375
38,30,19,0.0,278.5877685546875,R_A4,278.5877685546875,STANDARD,48,0.3636138439178467,2018-09-12,0,1653.461669921875
38,30,20,0.0,278.67535400390625,R_A4,278.67535400390625,STANDARD,47,0.761079728603363,2018-09-12,0,1657.8184814453125
17,1,1,1.3024359927244509e-17,272.9814147949219,R_A6,272.9814147949219,STANDARD,42,1.0,2018-11-07,0,1695.20263671875
17,2,2,-1.8092241595908856e-17,273.1267395019531,R_A6,273.1267395019531,STANDARD,42,1.0,2018-11-07,0,1696.7510986328125
17,3,3,-1.1930819712823893e-17,273.2694396972656,R_A6,273.2694396972656,STANDARD,42,1.0,2018-11-07,0,1698.299560546875
17,4,4,-4.819156730275777e-18,273.4086608886719,R_A6,273.4086608886719,STANDARD,42,1.0,2018-11-07,0,1699.84814453125
17,5,5,-1.6606765422877446e-18,273.5462646484375,R_A6,273.5462646484375,STANDARD,42,1.0,2018-11-07,0,1701.3966064453125
17,6,6,-2.5358075328205218e-17,273.6866455078125,R_A6,273.6866455078125,STANDARD,42,1.0,2018-11-07,0,1702.9451904296875
17,7,7,-8.939446758978977e-17,273.53045654296875,R_A6,273.53045654296875,STANDARD,42,1.0,2018-11-07,0,1704.49365234375
17,8,8,-4.6712341720025116e-17,273.6769104003906,R_A6,273.6769104003906,STANDARD,42,1.0,2018-11-07,0,1706.042236328125
17,9,9,1.6214502934719846e-18,274.12347412109375,R_A6,274.12347412109375,STANDARD,42,1.0,2018-11-07,0,1707.5906982421875
17,10,10,-1.316641496256069e-17,274.3926086425781,R_A6,274.3926086425781,STANDARD,42,1.0,2018-11-07,0,1709.1392822265625
17,11,11,-3.1966536385432624e-15,274.3131103515625,R_A6,274.3131103515625,STANDARD,42,1.0,2018-11-07,0,1711.055419921875
17,12,12,-1.4422009652798897e-15,274.5293273925781,R_A6,274.5293273925781,STANDARD,42,1.0,2018-11-07,0,1713.3392333984375
17,13,13,-1.279323226377127e-16,274.75823974609375,R_A6,274.75823974609375,STANDARD,42,1.0,2018-11-07,0,1715.623046875
17,14,14,-9.54473517959792e-17,274.97607421875,R_A6,274.97607421875,STANDARD,42,1.0,2018-11-07,0,1717.9068603515625
