ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,727634,468785,326907,46028571
Valysar,CentralSouth,50835446,9459674,6853717,4779440,672945234
Valysar,CentralNorth,30427750,5242285,3771398,2629985,370301903
Valysar,NorthHorst,3233577,419729,184503,113331,22201511
Valysar,CentralRamp,13747335,1886085,1152855,803943,113195205
Valysar,CentralHorst,81298016,13266322,9865250,6879533,968638262
Valysar,EastLowland,288978,55631,12272,8558,1204916
Therys,WestLowland,2193689,431413,199090,138835,19548022
Therys,CentralSouth,5505494,1019620,542449,378277,53261348
Therys,CentralNorth,13614066,2973663,1679258,1171031,164881101
Therys,NorthHorst,5444409,769984,272289,167253,32764954
Therys,CentralRamp,6771661,1557713,1161086,809684,114003460
Therys,CentralHorst,25651843,6505130,4986910,3477622,489649206
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,48404,24554,17123,2410856
Volon,CentralSouth,18642826,3421882,2267020,1580907,222591667
Volon,CentralNorth,2230093,313434,139085,96991,13656364
Volon,NorthHorst,4359855,794580,568053,348927,68354732
Volon,CentralRamp,10336345,1883493,1366603,953001,134182501
Volon,CentralHorst,75037188,13735387,10573386,7373351,1038167904
Volon,EastLowland,0,0,0,0,0
