ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4979516,629971,279849,195153,27477540,0,0,0,0,0
Valysar,CentralSouth,67733084,11516123,8290235,5781196,813992425,0,0,0,0,0
Valysar,CentralNorth,39070252,6489354,4629010,3228041,454508132,0,0,0,0,0
Valysar,NorthHorst,4243266,568602,249262,153109,29994084,24013420,3099477,1995109,463978761,70989
Valysar,CentralRamp,13574436,1976257,1340892,935071,131658068,0,0,0,0,0
Valysar,CentralHorst,86578310,13897674,10379529,7238166,1019133734,0,0,0,0,0
Valysar,EastLowland,252448,46724,18404,12834,1806990,0,0,0,0,0
Therys,WestLowland,2303578,362704,158999,110878,15611663,0,0,0,0,0
Therys,CentralSouth,14686381,3713273,2255708,1573018,221481004,0,0,0,0,0
Therys,CentralNorth,21352976,3684926,2080687,1450967,204296153,0,0,0,0,0
Therys,NorthHorst,5514313,761502,285907,175619,34403718,17347794,2727340,1771399,411953296,63029
Therys,CentralRamp,6568817,1598021,1230822,858314,120850573,0,0,0,0,0
Therys,CentralHorst,30363536,7628908,5950417,4149524,584252989,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,309523,48025,23555,16426,2312808,0,0,0,0,0
Volon,CentralSouth,34241671,6418873,4515244,3148706,443337778,0,0,0,0,0
Volon,CentralNorth,7701678,1135150,659572,459952,64761313,0,0,0,0,0
Volon,NorthHorst,3576776,627310,431523,265063,51925899,4264109,653376,487151,113290876,17334
Volon,CentralRamp,12729675,2271147,1728251,1205196,169691645,0,0,0,0,0
Volon,CentralHorst,82946813,14934255,11795466,8225569,1158160191,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
