FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,186402.0,0.0,186402.0,82518323.0,0.0,26249073.0,26249073.0,85596459.0,267353.0,85329106.0,0.0,267353.0,WestLowland,Valysar
2,5734866.0,0.0,5734866.0,13046210.0,0.0,807583808.0,807583808.0,21712879.0,8221592.0,13491286.0,0.0,8221592.0,CentralSouth,Valysar
3,3184540.0,0.0,3184540.0,12815566.0,0.0,448446911.0,448446911.0,17818179.0,4565716.0,13252462.0,0.0,4565716.0,CentralNorth,Valysar
4,162156.0,68349.0,230505.0,3930800.0,446371099.0,31771043.0,478142142.0,6251750.0,264051.0,4065553.0,1922146.0,2186197.0,NorthHorst,Valysar
5,911400.0,0.0,911400.0,648725.0,0.0,128343404.0,128343404.0,1978443.0,1307370.0,671073.0,0.0,1307370.0,CentralRamp,Valysar
6,7104802.0,0.0,7104802.0,7181261.0,0.0,1000498242.0,1000498242.0,17619793.0,10192174.0,7427619.0,0.0,10192174.0,CentralHorst,Valysar
7,13946.0,0.0,13946.0,40712401.0,0.0,1963907.0,1963907.0,42102655.0,19997.0,42082659.0,0.0,19997.0,EastLowland,Valysar
8,118093.0,0.0,118093.0,111083169.0,-0.0,16629914.0,16629914.0,115032549.0,169359.0,114863190.0,0.0,169359.0,WestLowland,Therys
9,1603070.0,0.0,1603070.0,5044161.0,0.0,225744249.0,225744249.0,7514215.0,2297614.0,5216601.0,0.0,2297614.0,CentralSouth,Therys
10,1466653.0,0.0,1466653.0,11292112.0,0.0,206534116.0,206534116.0,13779006.0,2102436.0,11676569.0,0.0,2102436.0,CentralNorth,Therys
11,172580.0,63050.0,235630.0,3903538.0,409740534.0,33813418.0,443553951.0,6081207.0,281027.0,4037230.0,1762950.0,2043977.0,NorthHorst,Therys
12,858784.0,0.0,858784.0,356093.0,0.0,120934026.0,120934026.0,1599880.0,1231537.0,368343.0,0.0,1231537.0,CentralRamp,Therys
13,4134582.0,0.0,4134582.0,4388352.0,0.0,582231862.0,582231862.0,10468841.0,5930360.0,4538481.0,0.0,5930360.0,CentralHorst,Therys
14,0.0,0.0,0.0,17537056.0,0.0,0.0,0.0,18124687.0,0.0,18124687.0,0.0,0.0,EastLowland,Therys
15,17898.0,0.0,17898.0,78556395.0,0.0,2520339.0,2520339.0,81246669.0,25663.0,81221005.0,0.0,25663.0,WestLowland,Volon
16,3150422.0,0.0,3150422.0,35384585.0,-0.0,443642406.0,443642406.0,41103899.0,4515672.0,36588227.0,0.0,4515672.0,CentralSouth,Volon
17,451079.0,0.0,451079.0,5983543.0,0.0,63520946.0,63520946.0,6833546.0,646498.0,6187048.0,0.0,646498.0,CentralNorth,Volon
18,260756.0,17494.0,278251.0,1709696.0,113207490.0,51089827.0,164297317.0,2679497.0,424611.0,1768151.0,486735.0,911346.0,NorthHorst,Volon
19,1170257.0,0.0,1170257.0,699963.0,0.0,164795622.0,164795622.0,2401656.0,1677681.0,723975.0,0.0,1677681.0,CentralRamp,Volon
20,8052206.0,0.0,8052206.0,8412797.0,0.0,1133911648.0,1133911648.0,20247901.0,11547336.0,8700565.0,0.0,11547336.0,CentralHorst,Volon
21,0.0,0.0,0.0,33306698.0,0.0,0.0,0.0,34430310.0,0.0,34430310.0,0.0,0.0,EastLowland,Volon
