Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:43:28
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       306132732.09         48603322.10         35037695.74         22036286.26
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  306132732.09         48603322.10         35037695.74         22036286.26
MidReek    1                       269372384.07         48684708.89         38167518.91         24004728.48
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  269372384.07         48684708.89         38167518.91         24004728.48
LowerReek  1                       132348544.34         27965861.53         23124307.73         14543589.53
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  132348544.34         27965861.53         23124307.73         14543589.53
Totals     1                       707853660.50        125253892.52         96329522.38         60584604.26
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  707853660.50        125253892.52         96329522.38         60584604.26
