order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time,report_step,observed,error
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.2917175292969,0.056570932269096375,0.0,0.9434290677309036,True,True,21,29,2,R_A2,2018-03-01,1,299.23,3.0
0,462753.44,5932869.64,1673.4,1624.4,Therys,285.61993408203125,0.053460080176591866,0.0,0.946539919823408,True,True,28,40,11,R_A3,2018-07-03,1,298.52,3.0
1,462753.44,5932869.64,1690.7,1641.7,Volon,284.9181823730469,0.05678591504693031,0.0,0.9432140849530696,True,True,28,40,28,R_A3,2018-07-03,1,280.43,3.0
0,464008.82200000004,5931878.919,2578.7,1634.5379999999998,Valysar,279.31982421875,0.05711642652750015,0.0,0.9428835734724998,True,True,31,50,2,R_A4,2018-09-12,1,288.6,3.0
1,464291.761,5932429.155,3197.5,1643.655,Volon,278.661376953125,0.06280236691236496,0.0,0.937197633087635,True,True,35,48,30,R_A4,2018-09-12,1,282.13,3.0
0,461519.21,5935692.65,1737.8,1688.8,Valysar,264.07427978515625,1.0,0.0,0.0,True,True,30,19,2,R_A5,2018-04-28,1,278.7,3.0
1,461519.21,5935692.65,1769.1,1720.1,Volon,284.3655700683594,1.0,-2.690800490409706e-12,2.690800490409706e-12,True,True,30,20,27,R_A5,2018-04-28,1,286.55,3.0
0,461292.74,5931883.26,1759.9,1710.9,Therys,276.8754272460937,0.9999999403953552,-1.3240103458045382e-09,6.092865512119516e-08,True,True,16,41,10,R_A6,2018-11-07,1,280.85,3.0
1,461292.74,5931883.26,1777.4,1728.4,Volon,278.956787109375,1.0,-2.1296681052777186e-13,2.1296681052777186e-13,True,True,16,41,27,R_A6,2018-11-07,1,286.41,3.0
