ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4525823,716929,438265,305624,43031872,0,0,0,0,0
Valysar,CentralSouth,68029118,12247107,9153531,6383216,898756822,0,0,0,0,0
Valysar,CentralNorth,38400247,6804363,5045332,3518362,495385440,0,0,0,0,0
Valysar,NorthHorst,4375147,718385,418353,256974,50341177,24479150,3278564,2201169,511899664,78321
Valysar,CentralRamp,13609786,2099615,1482049,1033507,145517790,0,0,0,0,0
Valysar,CentralHorst,86855317,14633074,11338317,7906777,1113274166,0,0,0,0,0
Valysar,EastLowland,708785,160600,101130,70523,9929685,0,0,0,0,0
Therys,WestLowland,1583992,292047,141615,98755,13904718,0,0,0,0,0
Therys,CentralSouth,14001433,3606266,2318289,1616659,227625576,0,0,0,0,0
Therys,CentralNorth,21084797,3820873,2251270,1569924,221045253,0,0,0,0,0
Therys,NorthHorst,6020372,803976,343706,211122,41358746,17581488,2868738,1828539,425241653,65062
Therys,CentralRamp,6820244,1700642,1302349,908193,127873588,0,0,0,0,0
Therys,CentralHorst,31610621,7902081,6222237,4339077,610942113,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,88902,14890,7240,5049,710907,0,0,0,0,0
Volon,CentralSouth,35576158,6732734,5143849,3587064,505058579,0,0,0,0,0
Volon,CentralNorth,6316449,823001,407442,284130,40005438,0,0,0,0,0
Volon,NorthHorst,4424953,763816,526568,323444,63362762,3343386,560623,430292,100067872,15310
Volon,CentralRamp,12116386,2086156,1572276,1096427,154376936,0,0,0,0,0
Volon,CentralHorst,83985761,14574287,11094250,7736576,1089309906,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
