CONIPOS,PRESSURE,DATE,DEPTH,CONBPRES,DRAWDOWN,CONJPOS,CONKPOS,SGAS,CONIDX,SWAT,WELL,WELLMODEL
17,276.5480651855469,2018-11-07,1700.580810546875,276.5480651855469,0,42,5,3.1746057605613887e-13,5,1.0,R_A6,STANDARD
17,276.6853332519531,2018-11-07,1702.1175537109375,276.6853332519531,0,42,6,1.7942296953732395e-11,6,1.0,R_A6,STANDARD
17,276.52960205078125,2018-11-07,1703.6541748046875,276.52960205078125,0,42,7,3.4319280056704926e-11,7,1.0,R_A6,STANDARD
17,276.6763000488281,2018-11-07,1705.1907958984375,276.6763000488281,0,42,8,3.1718540988157073e-11,8,1.0,R_A6,STANDARD
17,277.1311950683594,2018-11-07,1706.7275390625,277.1311950683594,0,42,9,1.4884515061458492e-12,9,1.0,R_A6,STANDARD
17,276.9956970214844,2018-11-07,1708.26416015625,276.9956970214844,0,42,10,2.2648860564800088e-10,10,1.0,R_A6,STANDARD
17,280.2650146484375,2018-11-07,1710.170166015625,280.2650146484375,0,42,11,-5.518155030137528e-11,11,1.0,R_A6,STANDARD
17,280.4649658203125,2018-11-07,1712.445556640625,280.4649658203125,0,42,12,-6.032102595199262e-11,12,1.0,R_A6,STANDARD
17,280.70947265625,2018-11-07,1714.7208251953125,280.70947265625,0,42,13,-6.345057725759551e-12,13,1.0,R_A6,STANDARD
17,280.9249267578125,2018-11-07,1716.9962158203125,280.9249267578125,0,42,14,-6.587333976904031e-12,14,1.0,R_A6,STANDARD
17,281.14068603515625,2018-11-07,1719.271484375,281.14068603515625,0,42,15,-4.2781498829636e-12,15,1.0,R_A6,STANDARD
17,281.5016784667969,2018-11-07,1721.546875,281.5016784667969,0,42,16,-1.2265779754730421e-12,16,1.0,R_A6,STANDARD
17,281.7174987792969,2018-11-07,1723.822265625,281.7174987792969,0,42,17,-2.3543198640618712e-12,17,1.0,R_A6,STANDARD
17,281.8680725097656,2018-11-07,1725.412109375,281.8680725097656,0,42,18,-2.1051808300059927e-12,18,1.0,R_A6,STANDARD
17,281.7359619140625,2018-11-07,1726.720458984375,281.7359619140625,0,42,26,4.962014956907956e-13,19,1.0,R_A6,STANDARD
17,282.2084045410156,2018-11-07,1728.432861328125,282.2084045410156,0,42,27,2.648760659591798e-13,20,1.0,R_A6,STANDARD
17,283.04443359375,2018-11-07,1730.145263671875,283.04443359375,0,42,28,1.2448502634179233e-18,21,1.0,R_A6,STANDARD
17,283.4442443847656,2018-11-07,1731.857666015625,283.4442443847656,0,42,29,4.420536428532518e-19,22,1.0,R_A6,STANDARD
17,282.485107421875,2018-11-07,1733.5701904296875,282.485107421875,0,42,30,2.6359421373065017e-13,23,1.0,R_A6,STANDARD
