CONIPOS,PRESSURE,DATE,DEPTH,CONBPRES,DRAWDOWN,CONJPOS,CONKPOS,SGAS,CONIDX,SWAT,WELL,WELLMODEL
31,278.1181335449219,2018-09-12,1633.7301025390625,278.1181335449219,0,52,4,0.0,5,0.05445712059736252,R_A4,STANDARD
32,278.0975341796875,2018-09-12,1632.6453857421875,278.0975341796875,0,52,4,0.0,6,0.05472356826066971,R_A4,STANDARD
32,278.2903137207031,2018-09-12,1636.5574951171875,278.2903137207031,0,51,4,0.0,7,0.05753517150878906,R_A4,STANDARD
32,278.16815185546875,2018-09-12,1634.72412109375,278.16815185546875,0,51,3,0.0,8,0.1140579953789711,R_A4,STANDARD
33,278.29266357421875,2018-09-12,1635.979736328125,278.29266357421875,0,51,3,0.0,9,0.14349377155303955,R_A4,STANDARD
33,278.4166259765625,2018-09-12,1637.8399658203125,278.4166259765625,0,51,4,0.0,10,0.05917613208293915,R_A4,STANDARD
33,278.6116638183594,2018-09-12,1641.2811279296875,278.6116638183594,0,50,4,0.0,11,0.05966463312506676,R_A4,STANDARD
34,278.52386474609375,2018-09-12,1639.9239501953125,278.52386474609375,0,50,4,0.0,12,0.05783890187740326,R_A4,STANDARD
35,278.5650939941406,2018-09-12,1641.1402587890625,278.5650939941406,0,50,4,0.0,13,0.058582354336977005,R_A4,STANDARD
35,278.4436950683594,2018-09-12,1639.3111572265625,278.4436950683594,0,50,3,0.0,14,0.22584986686706543,R_A4,STANDARD
35,278.610107421875,2018-09-12,1642.3865966796875,278.610107421875,0,49,3,0.0,15,0.22848449647426605,R_A4,STANDARD
35,278.4882507324219,2018-09-12,1640.5771484375,278.4882507324219,0,49,2,0.0,16,0.2274000346660614,R_A4,STANDARD
36,275.408935546875,2018-09-12,1642.337890625,275.408935546875,0,49,29,0.0,17,0.05645909532904625,R_A4,STANDARD
36,274.97216796875,2018-09-12,1641.4534912109375,274.97216796875,0,48,29,0.0,18,0.05434911325573921,R_A4,STANDARD
37,275.8028259277344,2018-09-12,1647.93896484375,275.8028259277344,0,48,29,0.0,19,0.05661746487021446,R_A4,STANDARD
38,276.5713195800781,2018-09-12,1652.980712890625,276.5713195800781,0,48,29,0.0,20,0.09671983122825623,R_A4,STANDARD
38,276.6613464355469,2018-09-12,1657.9913330078125,276.6613464355469,0,47,29,0.0,21,0.237641841173172,R_A4,STANDARD
17,275.9986877441406,2018-11-07,1694.4342041015625,275.9986877441406,0,42,1,6.800316603230994e-13,1,1.0,R_A6,STANDARD
17,276.1411437988281,2018-11-07,1695.9708251953125,276.1411437988281,0,42,2,3.5693567242492397e-13,2,1.0,R_A6,STANDARD
17,276.2803039550781,2018-11-07,1697.507568359375,276.2803039550781,0,42,3,3.0242792319924716e-13,3,1.0,R_A6,STANDARD
17,276.4152526855469,2018-11-07,1699.044189453125,276.4152526855469,0,42,4,2.1918330052415197e-13,4,1.0,R_A6,STANDARD
