Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:17:24
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       271707258.83         46780366.95         36775869.17         23129477.08
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  271707258.83         46780366.95         36775869.17         23129477.08
MidReek    1                       200270454.72         37891636.20         30852347.80         19403992.00
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  200270454.72         37891636.20         30852347.80         19403992.00
LowerReek  1                       125479307.43         25346383.73         20997265.91         13205827.39
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125479307.43         25346383.73         20997265.91         13205827.39
Totals     1                       597457020.98        110018386.88         88625482.88         55739296.47
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  597457020.98        110018386.88         88625482.88         55739296.47
