ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,282072599.53,45923267.73,34958598.17,21986539.36
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,223195437.45,37936139.67,27642372.38,17385139.57
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,135309446.93,24647816.07,18984434.32,11939895.6
LowerReek,Region_2,0.0,0.0,0.0,0.0
