PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PORO,LowerReek,Stormlands,Crevasse,0.1821327,,0.33956757,0.034303308,0.10343413,0.272551,0.06269134,geogrid,geogrid
SW,LowerReek,Stormlands,Crevasse,0.11813472,,0.26941806,0.05636903,0.0770235,0.16417608,0.03533948,geogrid,geogrid
PERM,LowerReek,Vale,Background,12.632205,,100.0,0.21380363,1.6109314,29.322605,14.569024,geogrid,geogrid
PORO,LowerReek,Vale,Background,0.10049402,,0.27731282,0.0,0.038851876,0.16070834,0.04620307,geogrid,geogrid
SW,LowerReek,Vale,Background,0.80559397,,1.0,0.0,0.27270153,1.0,0.31517527,geogrid,geogrid
PERM,LowerReek,Vale,Channel,2822.012,,10000.0,35.07695,429.25305,7543.6177,2762.301,geogrid,geogrid
PORO,LowerReek,Vale,Channel,0.24412487,,0.4027754,0.068004325,0.18464011,0.30704093,0.047613252,geogrid,geogrid
SW,LowerReek,Vale,Channel,0.4817324,,1.0,0.020465903,0.031104619,1.0,0.47239614,geogrid,geogrid
PERM,LowerReek,Vale,Crevasse,182.24991,,1000.0,2.0899348,20.913078,457.63522,224.4593,geogrid,geogrid
PORO,LowerReek,Vale,Crevasse,0.20392461,,0.33694458,0.048920795,0.14124446,0.26550996,0.049048707,geogrid,geogrid
SW,LowerReek,Vale,Crevasse,0.38463232,,1.0,0.051107354,0.07701633,1.0,0.38816893,geogrid,geogrid
PERM,LowerReek,Westerlands,Background,10.733334,,100.0,0.085376486,1.5203933,24.596397,13.260268,geogrid,geogrid
PORO,LowerReek,Westerlands,Background,0.10570706,,0.28019983,0.0,0.04348328,0.16610503,0.04713748,geogrid,geogrid
SW,LowerReek,Westerlands,Background,0.99489886,,1.0,0.0,1.0,1.0,0.051458843,geogrid,geogrid
PERM,LowerReek,Westerlands,Channel,2903.005,,10000.0,24.444458,423.79364,7988.8804,2835.7422,geogrid,geogrid
PORO,LowerReek,Westerlands,Channel,0.24654573,,0.4310599,0.05891864,0.18157572,0.31059587,0.050246075,geogrid,geogrid
SW,LowerReek,Westerlands,Channel,0.94416565,,1.0,0.038264025,1.0,1.0,0.21447821,geogrid,geogrid
PERM,LowerReek,Westerlands,Crevasse,180.91069,,1000.0,1.5601274,24.495663,427.5098,205.9668,geogrid,geogrid
PORO,LowerReek,Westerlands,Crevasse,0.20527765,,0.3855096,2.6494265e-05,0.14089628,0.26824787,0.049859185,geogrid,geogrid
SW,LowerReek,Westerlands,Crevasse,0.96247375,,1.0,0.09379807,1.0,1.0,0.1611885,geogrid,geogrid
PERM,MidReek,Dorne,Background,11.598132,,100.0,0.10846859,1.6361142,26.323399,15.664087,geogrid,geogrid
PORO,MidReek,Dorne,Background,0.10518822,,0.3017051,0.0,0.045103222,0.16559745,0.04667587,geogrid,geogrid
SW,MidReek,Dorne,Background,0.9842747,,1.0,0.0,1.0,1.0,0.077943094,geogrid,geogrid
PERM,MidReek,Dorne,Channel,3131.0195,,10000.0,25.0608,475.84976,8624.021,2924.269,geogrid,geogrid
PORO,MidReek,Dorne,Channel,0.25079712,,0.41521674,0.054135993,0.18735287,0.31514326,0.049429867,geogrid,geogrid
SW,MidReek,Dorne,Channel,0.9568123,,1.0,0.049040753,1.0,1.0,0.18112691,geogrid,geogrid
PERM,MidReek,Dorne,Crevasse,148.25075,,1000.0,1.6972861,20.300375,350.3299,184.34186,geogrid,geogrid
PORO,MidReek,Dorne,Crevasse,0.19846705,,0.347737,0.030357674,0.1371388,0.26163864,0.047624443,geogrid,geogrid
SW,MidReek,Dorne,Crevasse,0.9777603,,1.0,0.11753961,1.0,1.0,0.113640696,geogrid,geogrid
PERM,MidReek,IronIslands,Background,11.128827,,100.0,0.12921889,1.3560649,26.10796,15.28666,geogrid,geogrid
PORO,MidReek,IronIslands,Background,0.10401424,,0.32023108,0.0,0.038419574,0.16846682,0.049875367,geogrid,geogrid
SW,MidReek,IronIslands,Background,0.608216,,1.0,0.0,0.25463706,1.0,0.31182355,geogrid,geogrid
PERM,MidReek,IronIslands,Channel,2756.4146,,10000.0,6.3848443,377.64053,7613.7617,2801.8845,geogrid,geogrid
PORO,MidReek,IronIslands,Channel,0.24376254,,0.4230931,0.05175346,0.17907694,0.30908024,0.050649114,geogrid,geogrid
SW,MidReek,IronIslands,Channel,0.34995967,,1.0,0.017816452,0.027585186,1.0,0.42949027,geogrid,geogrid
PERM,MidReek,IronIslands,Crevasse,145.81349,,1000.0,2.4870691,17.551918,352.44754,190.8605,geogrid,geogrid
PORO,MidReek,IronIslands,Crevasse,0.19009681,,0.3454249,0.03766936,0.12670566,0.25571352,0.050442904,geogrid,geogrid
SW,MidReek,IronIslands,Crevasse,0.40538064,,1.0,0.044505592,0.08252061,1.0,0.38426456,geogrid,geogrid
PERM,MidReek,North,Background,9.315877,,100.0,0.07986286,1.2510773,21.407902,11.959848,geogrid,geogrid
PORO,MidReek,North,Background,0.09464102,,0.26390207,0.0,0.032652285,0.15502943,0.046368513,geogrid,geogrid
SW,MidReek,North,Background,0.9910465,,1.0,0.16045684,1.0,1.0,0.074931316,geogrid,geogrid
PERM,MidReek,North,Channel,3067.0942,,10000.0,12.511859,419.7113,8808.178,2959.308,geogrid,geogrid
PORO,MidReek,North,Channel,0.25161198,,0.45828784,0.023740321,0.18613604,0.31774312,0.05125143,geogrid,geogrid
SW,MidReek,North,Channel,0.992794,,1.0,0.025609173,1.0,1.0,0.08184216,geogrid,geogrid
PERM,MidReek,North,Crevasse,185.16362,,1000.0,1.4410064,23.001593,454.947,218.88432,geogrid,geogrid
PORO,MidReek,North,Crevasse,0.2015402,,0.36758983,0.010534912,0.13770767,0.26531953,0.050053786,geogrid,geogrid
SW,MidReek,North,Crevasse,0.9956425,,1.0,0.06990427,1.0,1.0,0.06049345,geogrid,geogrid
PERM,MidReek,Reach,Background,10.272859,,100.0,0.06479078,1.2111201,24.379023,13.36352,geogrid,geogrid
PORO,MidReek,Reach,Background,0.10148993,,0.27087545,0.0,0.034358624,0.16577792,0.04974045,geogrid,geogrid
SW,MidReek,Reach,Background,0.7046148,,1.0,0.0,0.32854727,1.0,0.2894962,geogrid,geogrid
PERM,MidReek,Reach,Channel,3368.8867,,10000.0,50.286423,504.4642,9528.722,3034.5537,geogrid,geogrid
PORO,MidReek,Reach,Channel,0.25497285,,0.44490588,0.0679169,0.19173826,0.3183015,0.049603045,geogrid,geogrid
SW,MidReek,Reach,Channel,0.58462846,,1.0,0.021794315,0.04981814,1.0,0.45291352,geogrid,geogrid
PERM,MidReek,Reach,Crevasse,168.89874,,1000.0,2.8529007,24.089024,405.3604,201.56126,geogrid,geogrid
PORO,MidReek,Reach,Crevasse,0.20189829,,0.38190955,0.05355157,0.14261523,0.26367682,0.047610268,geogrid,geogrid
SW,MidReek,Reach,Crevasse,0.6256379,,1.0,0.05473651,0.13692187,1.0,0.39402485,geogrid,geogrid
PERM,MidReek,Stormlands,Background,21.865467,,100.0,0.25072086,2.910267,56.840775,24.19637,geogrid,geogrid
PORO,MidReek,Stormlands,Background,0.12238998,,0.29363266,0.0,0.06111329,0.18221445,0.048052654,geogrid,geogrid
SW,MidReek,Stormlands,Background,0.23734634,,0.5958566,0.0,0.14793423,0.33721945,0.07639767,geogrid,geogrid
PERM,MidReek,Stormlands,Channel,4446.357,,10000.0,44.903988,532.67993,10000.0,3485.315,geogrid,geogrid
PORO,MidReek,Stormlands,Channel,0.27317986,,0.40116563,0.1117675,0.1997153,0.33621633,0.053183984,geogrid,geogrid
SW,MidReek,Stormlands,Channel,0.031546213,,0.08792307,0.017293097,0.019322714,0.04966666,0.01303741,geogrid,geogrid
PERM,MidReek,Stormlands,Crevasse,97.40819,,1000.0,3.8697302,12.328976,235.92754,119.08258,geogrid,geogrid
PORO,MidReek,Stormlands,Crevasse,0.18027042,,0.29994363,0.04744768,0.11670296,0.23882969,0.047745615,geogrid,geogrid
SW,MidReek,Stormlands,Crevasse,0.11297904,,0.24135186,0.046941556,0.069558054,0.16266781,0.036411237,geogrid,geogrid
PERM,MidReek,Vale,Background,8.967671,,100.0,0.2079344,1.5992078,20.050137,10.540089,geogrid,geogrid
PORO,MidReek,Vale,Background,0.08327672,,0.2347539,0.0,0.028452963,0.13982125,0.042357225,geogrid,geogrid
SW,MidReek,Vale,Background,0.707447,,1.0,0.0,0.22335562,1.0,0.36110505,geogrid,geogrid
PERM,MidReek,Vale,Channel,3295.7278,,10000.0,39.29336,526.8548,8938.506,2961.3289,geogrid,geogrid
PORO,MidReek,Vale,Channel,0.251273,,0.43182188,0.07826057,0.1886253,0.3121578,0.04778905,geogrid,geogrid
SW,MidReek,Vale,Channel,0.5441523,,1.0,0.018530076,0.029844102,1.0,0.47215846,geogrid,geogrid
PERM,MidReek,Vale,Crevasse,156.34149,,1000.0,3.1118405,21.865158,396.5047,192.49832,geogrid,geogrid
PORO,MidReek,Vale,Crevasse,0.19915405,,0.3524917,0.0391265,0.13791712,0.26139286,0.048573844,geogrid,geogrid
SW,MidReek,Vale,Crevasse,0.60412794,,1.0,0.04649309,0.08538598,1.0,0.4139055,geogrid,geogrid
PERM,MidReek,Westerlands,Background,9.922713,,100.0,0.09734864,1.3338304,23.163605,13.135688,geogrid,geogrid
PORO,MidReek,Westerlands,Background,0.09964103,,0.29992008,0.0,0.03677878,0.1609395,0.04745878,geogrid,geogrid
SW,MidReek,Westerlands,Background,0.9912375,,1.0,0.0,1.0,1.0,0.06768727,geogrid,geogrid
PERM,MidReek,Westerlands,Channel,2849.6277,,10000.0,15.395023,412.9621,7799.3164,2817.5266,geogrid,geogrid
PORO,MidReek,Westerlands,Channel,0.2442769,,0.4483137,0.044637755,0.18015184,0.30843568,0.050324157,geogrid,geogrid
SW,MidReek,Westerlands,Channel,0.9427666,,1.0,0.030676069,1.0,1.0,0.21928416,geogrid,geogrid
PERM,MidReek,Westerlands,Crevasse,168.48598,,1000.0,2.175634,22.349619,407.54358,200.40742,geogrid,geogrid
PORO,MidReek,Westerlands,Crevasse,0.20002532,,0.39646113,0.020375118,0.13606896,0.26238513,0.049368873,geogrid,geogrid
SW,MidReek,Westerlands,Crevasse,0.9527259,,1.0,0.07445541,1.0,1.0,0.1868667,geogrid,geogrid
PERM,UpperReek,Dorne,Background,14.5311365,,100.0,0.0677595,1.4435666,35.86856,19.19452,geogrid,geogrid
PORO,UpperReek,Dorne,Background,0.10304141,,0.29565212,0.0,0.031577513,0.17190252,0.05263073,geogrid,geogrid
SW,UpperReek,Dorne,Background,0.9464777,,1.0,0.0,0.7244721,1.0,0.15781039,geogrid,geogrid
PERM,UpperReek,Dorne,Channel,3130.8965,,10000.0,46.59913,446.35767,8667.04,2934.1204,geogrid,geogrid
PORO,UpperReek,Dorne,Channel,0.25169152,,0.44589937,0.08888355,0.1883119,0.31265813,0.048528843,geogrid,geogrid
SW,UpperReek,Dorne,Channel,0.8165821,,1.0,0.036296304,0.11491281,1.0,0.3511883,geogrid,geogrid
PERM,UpperReek,Dorne,Crevasse,169.26407,,1000.0,1.917871,22.87485,391.55893,192.0521,geogrid,geogrid
PORO,UpperReek,Dorne,Crevasse,0.20327832,,0.34062374,0.04149033,0.14202082,0.26558918,0.048374098,geogrid,geogrid
SW,UpperReek,Dorne,Crevasse,0.9234801,,1.0,0.102594286,0.6011323,1.0,0.21746442,geogrid,geogrid
PERM,UpperReek,IronIslands,Background,22.186333,,100.0,0.07436553,1.7750003,73.771095,28.76398,geogrid,geogrid
PORO,UpperReek,IronIslands,Background,0.11103175,,0.3522462,0.0,0.035672862,0.18963367,0.060255032,geogrid,geogrid
SW,UpperReek,IronIslands,Background,0.46010917,,1.0,0.0,0.15502639,1.0,0.3238852,geogrid,geogrid
PERM,UpperReek,IronIslands,Channel,2721.5354,,10000.0,34.840866,396.53784,7333.1743,2739.3557,geogrid,geogrid
PORO,UpperReek,IronIslands,Channel,0.24052462,,0.41220483,0.071021914,0.17758708,0.30465552,0.04959489,geogrid,geogrid
SW,UpperReek,IronIslands,Channel,0.19789074,,1.0,0.016645283,0.02883629,1.0,0.30921906,geogrid,geogrid
PERM,UpperReek,IronIslands,Crevasse,173.57626,,1000.0,2.4259202,20.890863,424.34775,214.02188,geogrid,geogrid
PORO,UpperReek,IronIslands,Crevasse,0.19976468,,0.35756385,0.046272025,0.1358806,0.26352733,0.051231693,geogrid,geogrid
SW,UpperReek,IronIslands,Crevasse,0.31610617,,1.0,0.043585543,0.07960764,1.0,0.30826113,geogrid,geogrid
PERM,UpperReek,North,Background,11.366203,,100.0,0.07679378,1.4472136,26.252325,15.764241,geogrid,geogrid
PORO,UpperReek,North,Background,0.099985674,,0.2759203,0.0,0.037669893,0.1599352,0.046752535,geogrid,geogrid
SW,UpperReek,North,Background,0.9931487,,1.0,0.19099456,1.0,1.0,0.065115765,geogrid,geogrid
PERM,UpperReek,North,Channel,3130.2249,,10000.0,27.501524,430.03104,8873.226,2971.9197,geogrid,geogrid
PORO,UpperReek,North,Channel,0.2507781,,0.4578719,0.05456476,0.18443595,0.31674808,0.052193146,geogrid,geogrid
SW,UpperReek,North,Channel,0.98875874,,1.0,0.018248696,1.0,1.0,0.10244489,geogrid,geogrid
PERM,UpperReek,North,Crevasse,190.26369,,1000.0,0.9909762,22.499155,471.8457,229.38141,geogrid,geogrid
PORO,UpperReek,North,Crevasse,0.20256205,,0.38337526,0.0,0.13675693,0.26778412,0.051376596,geogrid,geogrid
SW,UpperReek,North,Crevasse,0.9922821,,1.0,0.055930655,1.0,1.0,0.08241021,geogrid,geogrid
PERM,UpperReek,Reach,Background,12.5361395,,100.0,0.10736957,1.6860709,29.746695,15.756286,geogrid,geogrid
PORO,UpperReek,Reach,Background,0.10833654,,0.29454458,0.0,0.047772206,0.1676713,0.046227258,geogrid,geogrid
SW,UpperReek,Reach,Background,0.63892955,,1.0,0.0,0.2706487,1.0,0.30973583,geogrid,geogrid
PERM,UpperReek,Reach,Channel,2899.9077,,10000.0,37.4392,408.00574,7943.8633,2841.8586,geogrid,geogrid
PORO,UpperReek,Reach,Channel,0.24749592,,0.41849747,0.0800056,0.18337259,0.31184852,0.049709696,geogrid,geogrid
SW,UpperReek,Reach,Channel,0.49606803,,1.0,0.018207112,0.038706534,1.0,0.45882943,geogrid,geogrid
PERM,UpperReek,Reach,Crevasse,150.3612,,1000.0,1.2468846,21.901817,354.10168,174.41,geogrid,geogrid
PORO,UpperReek,Reach,Crevasse,0.19499294,,0.36553976,0.016027927,0.13559908,0.25713965,0.047324914,geogrid,geogrid
SW,UpperReek,Reach,Crevasse,0.5215596,,1.0,0.04942475,0.11436813,1.0,0.39290422,geogrid,geogrid
PERM,UpperReek,Stormlands,Background,24.591099,,100.0,0.19096228,2.1337025,69.16199,27.738153,geogrid,geogrid
PORO,UpperReek,Stormlands,Background,0.122305065,,0.29282543,0.0,0.04702047,0.20392594,0.06015868,geogrid,geogrid
SW,UpperReek,Stormlands,Background,0.19087437,,0.3995612,0.0,0.13160516,0.25878894,0.052085437,geogrid,geogrid
PERM,UpperReek,Stormlands,Channel,3298.607,,10000.0,84.89837,590.64813,8526.749,2925.3052,geogrid,geogrid
PORO,UpperReek,Stormlands,Channel,0.25352505,,0.38712895,0.10794796,0.19464083,0.31377888,0.04613408,geogrid,geogrid
SW,UpperReek,Stormlands,Channel,0.031650357,,0.075778276,0.016192995,0.019812394,0.045655,0.010083179,geogrid,geogrid
PERM,UpperReek,Stormlands,Crevasse,160.02287,,1000.0,4.457394,23.167646,356.34943,178.03372,geogrid,geogrid
PORO,UpperReek,Stormlands,Crevasse,0.19384594,,0.30879542,0.04422386,0.13069817,0.25040635,0.047011387,geogrid,geogrid
SW,UpperReek,Stormlands,Crevasse,0.09002963,,0.21913655,0.04038637,0.05793937,0.132778,0.032557633,geogrid,geogrid
PERM,UpperReek,Vale,Background,11.173189,,100.0,0.12550566,1.4332095,25.97365,14.233555,geogrid,geogrid
PORO,UpperReek,Vale,Background,0.10476105,,0.24286783,0.0,0.045464955,0.16186415,0.04519522,geogrid,geogrid
SW,UpperReek,Vale,Background,0.6975526,,1.0,0.0,0.2451529,1.0,0.34460735,geogrid,geogrid
PERM,UpperReek,Vale,Channel,2789.7722,,10000.0,15.131679,390.18417,7361.6543,2751.2876,geogrid,geogrid
PORO,UpperReek,Vale,Channel,0.24440059,,0.45271513,0.062137365,0.17852354,0.30795664,0.050307095,geogrid,geogrid
SW,UpperReek,Vale,Channel,0.52896607,,1.0,0.017059166,0.027825354,1.0,0.47278866,geogrid,geogrid
PERM,UpperReek,Vale,Crevasse,187.25093,,1000.0,2.0424004,21.77111,461.3004,214.78503,geogrid,geogrid
PORO,UpperReek,Vale,Crevasse,0.20346668,,0.35445645,0.024685085,0.137602,0.26928464,0.0513409,geogrid,geogrid
SW,UpperReek,Vale,Crevasse,0.51025504,,1.0,0.04325415,0.06890518,1.0,0.43494552,geogrid,geogrid
PERM,UpperReek,Westerlands,Background,12.083878,,100.0,0.05219001,1.5143536,28.079052,15.706678,geogrid,geogrid
PORO,UpperReek,Westerlands,Background,0.1054448,,0.29300937,0.0,0.042138677,0.16753216,0.048224032,geogrid,geogrid
SW,UpperReek,Westerlands,Background,0.9682729,,1.0,0.0,1.0,1.0,0.1370843,geogrid,geogrid
PERM,UpperReek,Westerlands,Channel,3144.5176,,10000.0,22.610554,408.0633,9165.919,3030.1992,geogrid,geogrid
PORO,UpperReek,Westerlands,Channel,0.25134635,,0.43852517,0.032507718,0.18565175,0.31718934,0.051691946,geogrid,geogrid
SW,UpperReek,Westerlands,Channel,0.9578732,,1.0,0.02341835,1.0,1.0,0.19154167,geogrid,geogrid
PERM,UpperReek,Westerlands,Crevasse,183.97389,,1000.0,0.9417303,24.893642,452.1295,214.24022,geogrid,geogrid
PORO,UpperReek,Westerlands,Crevasse,0.20746206,,0.39274794,0.044547826,0.14570798,0.27045032,0.04933462,geogrid,geogrid
SW,UpperReek,Westerlands,Crevasse,0.9531348,,1.0,0.06431819,1.0,1.0,0.18551667,geogrid,geogrid
PERM,LowerReek,Dorne,Total,1198.4868,,10000.0,0.065584145,1.5737106,4054.9822,2335.1587,geogrid,geogrid
PORO,LowerReek,Dorne,Total,0.16075794,,0.43153906,0.0,0.044476807,0.28386366,0.09164807,geogrid,geogrid
SW,LowerReek,Dorne,Total,0.98804945,,1.0,0.0,1.0,1.0,0.09106582,geogrid,geogrid
PERM,LowerReek,IronIslands,Total,1236.7854,,10000.0,0.15209697,2.2019353,3979.7852,2286.956,geogrid,geogrid
PORO,LowerReek,IronIslands,Total,0.17209828,,0.42007232,0.0,0.054632463,0.28235057,0.08623554,geogrid,geogrid
SW,LowerReek,IronIslands,Total,0.52251637,,1.0,0.0,0.043257512,1.0,0.40291274,geogrid,geogrid
PERM,LowerReek,North,Total,1076.2434,,10000.0,0.048557896,2.6544988,3609.6963,2227.866,geogrid,geogrid
PORO,LowerReek,North,Total,0.16657193,,0.42832038,0.0,0.06284299,0.27996534,0.08291443,geogrid,geogrid
SW,LowerReek,North,Total,0.99334556,,1.0,0.0,1.0,1.0,0.06931077,geogrid,geogrid
PERM,LowerReek,Reach,Total,1523.5939,,10000.0,0.08871343,2.1266391,5273.5674,2632.2876,geogrid,geogrid
PORO,LowerReek,Reach,Total,0.17748323,,0.45107958,0.0,0.058359377,0.29303023,0.08917284,geogrid,geogrid
SW,LowerReek,Reach,Total,0.66318697,,1.0,0.0,0.069028795,1.0,0.40172163,geogrid,geogrid
PERM,LowerReek,Stormlands,Total,2042.6344,,10000.0,0.49240604,16.59888,6051.4814,2680.7598,geogrid,geogrid
PORO,LowerReek,Stormlands,Total,0.22147125,,0.414362,0.0,0.11931924,0.30581865,0.0716831,geogrid,geogrid
SW,LowerReek,Stormlands,Total,0.08117505,,0.69565934,0.0,0.026323248,0.18270639,0.08168291,geogrid,geogrid
PERM,LowerReek,Vale,Total,868.8165,,10000.0,0.21380363,2.3487067,2823.6597,1975.8126,geogrid,geogrid
PORO,LowerReek,Vale,Total,0.15459745,,0.4027754,0.0,0.053921826,0.2683855,0.0812043,geogrid,geogrid
SW,LowerReek,Vale,Total,0.66313267,,1.0,0.0,0.04531037,1.0,0.4148695,geogrid,geogrid
PERM,LowerReek,Westerlands,Total,1150.0804,,10000.0,0.085376486,2.5434175,3784.8457,2247.6401,geogrid,geogrid
PORO,LowerReek,Westerlands,Total,0.17273356,,0.4310599,0.0,0.0659673,0.28165314,0.08246182,geogrid,geogrid
SW,LowerReek,Westerlands,Total,0.97118986,,1.0,0.0,1.0,1.0,0.15139112,geogrid,geogrid
PERM,MidReek,Dorne,Total,1017.4857,,10000.0,0.10846859,2.285375,3506.9978,2194.397,geogrid,geogrid
PORO,MidReek,Dorne,Total,0.16004805,,0.41521674,0.0,0.05949467,0.2764058,0.08249489,geogrid,geogrid
SW,MidReek,Dorne,Total,0.9749359,,1.0,0.0,1.0,1.0,0.123961136,geogrid,geogrid
PERM,MidReek,IronIslands,Total,1142.5116,,10000.0,0.12921889,2.3113115,3727.847,2233.1475,geogrid,geogrid
PORO,MidReek,IronIslands,Total,0.17001519,,0.4230931,0.0,0.06183129,0.2807206,0.08308027,geogrid,geogrid
SW,MidReek,IronIslands,Total,0.48160204,,1.0,0.0,0.037242606,1.0,0.39184275,geogrid,geogrid
PERM,MidReek,North,Total,1262.0792,,10000.0,0.07986286,2.1005712,4268.5825,2397.9841,geogrid,geogrid
PORO,MidReek,North,Total,0.16900355,,0.45828784,0.0,0.054073013,0.2883085,0.08928748,geogrid,geogrid
SW,MidReek,North,Total,0.99222416,,1.0,0.025609173,1.0,1.0,0.07650589,geogrid,geogrid
PERM,MidReek,Reach,Total,1267.7827,,10000.0,0.06479078,1.9581808,4465.9688,2448.6216,geogrid,geogrid
PORO,MidReek,Reach,Total,0.16868728,,0.44490588,0.0,0.055663638,0.28710794,0.08768641,geogrid,geogrid
SW,MidReek,Reach,Total,0.6520325,,1.0,0.0,0.075103335,1.0,0.37322307,geogrid,geogrid
PERM,MidReek,Stormlands,Total,1048.3005,,10000.0,0.25072086,3.7641275,4145.4917,2501.5156,geogrid,geogrid
PORO,MidReek,Stormlands,Total,0.16229731,,0.40116563,0.0,0.07098529,0.2859335,0.07982376,geogrid,geogrid
