WELLMODEL,CONJPOS,CONKPOS,CONBPRES,DRAWDOWN,CONIDX,SGAS,DEPTH,WELL,CONIPOS,SWAT,DATE,PRESSURE
STANDARD,21,24,281.1728820800781,0,21,-3.920495045685139e-14,1715.950439453125,R_A5,31,1.0,2018-04-28,281.1728820800781
STANDARD,21,25,281.70025634765625,0,22,-3.4534847854691963e-14,1718.1591796875,R_A5,31,1.0,2018-04-28,281.70025634765625
STANDARD,21,26,286.8401794433594,0,23,-1.3265068968509557e-20,1720.3677978515625,R_A5,31,1.0,2018-04-28,286.8401794433594
STANDARD,21,27,299.92816162109375,0,24,-3.4281163588906936e-22,1722.5765380859375,R_A5,31,1.0,2018-04-28,299.92816162109375
STANDARD,21,28,305.4830017089844,0,25,-3.336450516600177e-24,1724.78515625,R_A5,31,1.0,2018-04-28,305.4830017089844
STANDARD,41,1,282.4906921386719,0,1,0.0,1608.6240234375,R_A3,28,0.6492615938186646,2018-07-03,282.4906921386719
STANDARD,41,2,282.6183776855469,0,2,0.0,1610.605712890625,R_A3,28,0.1896165907382965,2018-07-03,282.6183776855469
STANDARD,41,3,282.7505798339844,0,3,0.0,1612.58740234375,R_A3,28,0.12648877501487732,2018-07-03,282.7505798339844
STANDARD,41,4,282.88287353515625,0,4,0.0,1614.569091796875,R_A3,28,0.11862556636333466,2018-07-03,282.88287353515625
STANDARD,41,4,282.3507995605469,0,5,0.0,1607.284423828125,R_A3,29,0.24139992892742157,2018-07-03,282.3507995605469
STANDARD,41,5,282.5608215332031,0,6,0.0,1609.298583984375,R_A3,29,0.8014609813690186,2018-07-03,282.5608215332031
STANDARD,41,6,282.6847839355469,0,7,0.0,1611.3126220703125,R_A3,29,0.22800737619400024,2018-07-03,282.6847839355469
STANDARD,41,7,282.81939697265625,0,8,0.0,1613.3267822265625,R_A3,29,0.19723138213157654,2018-07-03,282.81939697265625
STANDARD,41,8,282.9540100097656,0,9,0.0,1615.3409423828125,R_A3,29,0.1977425515651703,2018-07-03,282.9540100097656
STANDARD,41,9,283.157958984375,0,10,0.0,1617.35498046875,R_A3,29,0.7917264699935913,2018-07-03,283.157958984375
STANDARD,41,10,284.6092224121094,0,11,0.0,1619.369140625,R_A3,29,0.799186646938324,2018-07-03,284.6092224121094
STANDARD,41,11,296.39495849609375,0,12,0.0,1621.507080078125,R_A3,29,0.04779575765132904,2018-07-03,296.39495849609375
STANDARD,41,12,296.54644775390625,0,13,0.0,1623.7686767578125,R_A3,29,0.05466353893280029,2018-07-03,296.54644775390625
STANDARD,41,13,296.6983642578125,0,14,0.0,1626.0302734375,R_A3,29,0.3765151798725128,2018-07-03,296.6983642578125
STANDARD,41,15,297.3226623535156,0,15,0.0,1630.553466796875,R_A3,29,0.49739229679107666,2018-07-03,297.3226623535156
STANDARD,41,16,297.4405212402344,0,16,0.0,1632.298583984375,R_A3,29,0.7968989014625549,2018-07-03,297.4405212402344
STANDARD,41,24,287.7784423828125,0,17,0.0,1634.6357421875,R_A3,29,0.24828243255615234,2018-07-03,287.7784423828125
STANDARD,41,25,287.9651794433594,0,18,0.0,1638.081298828125,R_A3,29,0.04406541958451271,2018-07-03,287.9651794433594
STANDARD,41,26,288.19549560546875,0,19,0.0,1641.5269775390625,R_A3,29,0.05003064498305321,2018-07-03,288.19549560546875
STANDARD,41,27,288.4267272949219,0,20,0.0,1644.9725341796875,R_A3,29,0.6503570079803467,2018-07-03,288.4267272949219
STANDARD,41,28,288.6477966308594,0,21,0.0,1648.418212890625,R_A3,29,0.059393513947725296,2018-07-03,288.6477966308594
STANDARD,52,1,281.9759826660156,0,1,0.0,1631.5892333984375,R_A4,30,0.04984191805124283,2018-09-12,281.9759826660156
STANDARD,52,1,281.6575012207031,0,2,0.0,1626.1383056640625,R_A4,31,0.048266999423503876,2018-09-12,281.6575012207031
STANDARD,52,2,281.796875,0,3,0.0,1628.22705078125,R_A4,31,0.049150604754686356,2018-09-12,281.796875
STANDARD,52,3,281.93621826171875,0,4,0.0,1630.31591796875,R_A4,31,0.04968103766441345,2018-09-12,281.93621826171875
STANDARD,52,4,282.0755920410156,0,5,0.0,1632.40478515625,R_A4,31,0.05290069803595543,2018-09-12,282.0755920410156
STANDARD,52,5,282.2350158691406,0,6,0.0,1634.49365234375,R_A4,31,0.28125283122062683,2018-09-12,282.2350158691406
STANDARD,52,5,282.1947326660156,0,7,0.0,1633.591796875,R_A4,32,0.2820441722869873,2018-09-12,282.1947326660156
STANDARD,51,5,282.3316955566406,0,8,0.0,1636.7724609375,R_A4,32,0.6503135561943054,2018-09-12,282.3316955566406
STANDARD,51,4,282.2197265625,0,9,0.0,1634.9207763671875,R_A4,32,0.053886134177446365,2018-09-12,282.2197265625
STANDARD,51,4,282.3358154296875,0,10,0.0,1636.622314453125,R_A4,33,0.05654952675104141,2018-09-12,282.3358154296875
STANDARD,51,5,282.45135498046875,0,11,0.0,1638.5172119140625,R_A4,33,0.6493215560913086,2018-09-12,282.45135498046875
STANDARD,50,5,282.7139892578125,0,12,0.0,1642.8885498046875,R_A4,33,0.10003069043159485,2018-09-12,282.7139892578125
STANDARD,50,5,282.6299743652344,0,13,0.0,1641.783203125,R_A4,34,0.05933603644371033,2018-09-12,282.6299743652344
STANDARD,50,4,282.50396728515625,0,14,0.0,1639.8953857421875,R_A4,34,0.05985018610954285,2018-09-12,282.50396728515625
STANDARD,50,3,282.3779296875,0,15,0.0,1638.007568359375,R_A4,34,0.13222703337669373,2018-09-12,282.3779296875
STANDARD,50,3,282.4685974121094,0,16,0.0,1639.9599609375,R_A4,35,0.13804897665977478,2018-09-12,282.4685974121094
STANDARD,50,2,282.3480224609375,0,17,0.0,1638.1527099609375,R_A4,35,0.21809862554073334,2018-09-12,282.3480224609375
STANDARD,49,2,282.6404724121094,0,18,0.0,1642.828125,R_A4,35,0.23600301146507263,2018-09-12,282.6404724121094
STANDARD,49,1,282.52056884765625,0,19,0.0,1641.0401611328125,R_A4,35,0.17751292884349823,2018-09-12,282.52056884765625
STANDARD,49,27,277.8795471191406,0,20,0.0,1645.8260498046875,R_A4,36,0.053029682487249374,2018-09-12,277.8795471191406
STANDARD,48,27,277.339111328125,0,21,0.0,1644.240234375,R_A4,36,0.06663762032985687,2018-09-12,277.339111328125
STANDARD,48,27,278.3880310058594,0,22,0.0,1650.5615234375,R_A4,37,0.25123390555381775,2018-09-12,278.3880310058594
