PRESSURE,DEPTH,DATE,SWAT,CONJPOS,CONIDX,WELL,SGAS,WELLMODEL,CONBPRES,CONKPOS,DRAWDOWN,CONIPOS
306.978271484375,1718.098388671875,2018-01-01,1.0,21,19,R_A5,0.0,STANDARD,306.978271484375,28,0,31
307.5054016113281,1720.43408203125,2018-01-01,1.0,21,20,R_A5,0.0,STANDARD,307.5054016113281,29,0,31
307.7267761230469,1722.7696533203125,2018-01-01,1.0,21,21,R_A5,0.0,STANDARD,307.7267761230469,30,0,31
307.9481506347656,1725.105224609375,2018-01-01,1.0,21,22,R_A5,0.0,STANDARD,307.9481506347656,31,0,31
305.11419677734375,1695.20263671875,2018-01-01,1.0,42,1,R_A6,0.0,STANDARD,305.11419677734375,1,0,17
305.2609558105469,1696.7510986328125,2018-01-01,1.0,42,2,R_A6,0.0,STANDARD,305.2609558105469,2,0,17
305.4076843261719,1698.299560546875,2018-01-01,1.0,42,3,R_A6,0.0,STANDARD,305.4076843261719,3,0,17
305.554443359375,1699.84814453125,2018-01-01,1.0,42,4,R_A6,0.0,STANDARD,305.554443359375,4,0,17
305.7012023925781,1701.3966064453125,2018-01-01,1.0,42,5,R_A6,0.0,STANDARD,305.7012023925781,5,0,17
305.84796142578125,1702.9451904296875,2018-01-01,1.0,42,6,R_A6,0.0,STANDARD,305.84796142578125,6,0,17
305.6956481933594,1704.49365234375,2018-01-01,1.0,42,7,R_A6,0.0,STANDARD,305.6956481933594,7,0,17
305.8424072265625,1706.042236328125,2018-01-01,1.0,42,8,R_A6,0.0,STANDARD,305.8424072265625,8,0,17
306.2882080078125,1707.5906982421875,2018-01-01,1.0,42,9,R_A6,0.0,STANDARD,306.2882080078125,9,0,17
306.1291809082031,1709.1392822265625,2018-01-01,1.0,42,10,R_A6,0.0,STANDARD,306.1291809082031,10,0,17
306.3109130859375,1711.055419921875,2018-01-01,1.0,42,11,R_A6,0.0,STANDARD,306.3109130859375,11,0,17
306.52734375,1713.3392333984375,2018-01-01,1.0,42,12,R_A6,0.0,STANDARD,306.52734375,12,0,17
306.7557678222656,1715.623046875,2018-01-01,1.0,42,13,R_A6,0.0,STANDARD,306.7557678222656,13,0,17
306.9721984863281,1717.9068603515625,2018-01-01,1.0,42,14,R_A6,0.0,STANDARD,306.9721984863281,14,0,17
307.18865966796875,1720.190673828125,2018-01-01,1.0,42,15,R_A6,0.0,STANDARD,307.18865966796875,15,0,17
307.55010986328125,1722.474365234375,2018-01-01,1.0,42,16,R_A6,0.0,STANDARD,307.55010986328125,16,0,17
307.7665710449219,1724.7581787109375,2018-01-01,1.0,42,17,R_A6,0.0,STANDARD,307.7665710449219,17,0,17
307.921630859375,1726.394287109375,2018-01-01,1.0,42,18,R_A6,0.0,STANDARD,307.921630859375,18,0,17
307.8930969238281,1727.7508544921875,2018-01-01,1.0,42,19,R_A6,0.0,STANDARD,307.8930969238281,27,0,17
308.3623352050781,1729.4755859375,2018-01-01,1.0,42,20,R_A6,0.0,STANDARD,308.3623352050781,28,0,17
308.52581787109375,1731.2001953125,2018-01-01,1.0,42,21,R_A6,0.0,STANDARD,308.52581787109375,29,0,17
308.68927001953125,1732.9249267578125,2018-01-01,1.0,42,22,R_A6,0.0,STANDARD,308.68927001953125,30,0,17
308.5469665527344,1734.649658203125,2018-01-01,1.0,42,23,R_A6,0.0,STANDARD,308.5469665527344,31,0,17
298.4073181152344,1641.094970703125,2018-03-01,0.052669983357191086,30,1,R_A2,0.0,STANDARD,298.4073181152344,1,0,22
298.5275573730469,1642.8890380859375,2018-03-01,0.054469916969537735,30,2,R_A2,0.0,STANDARD,298.5275573730469,2,0,22
298.6477966308594,1644.68310546875,2018-03-01,0.0567677803337574,30,3,R_A2,0.0,STANDARD,298.6477966308594,3,0,22
298.7680969238281,1646.4771728515625,2018-03-01,0.06329209357500076,30,4,R_A2,0.0,STANDARD,298.7680969238281,4,0,22
298.888427734375,1648.2713623046875,2018-03-01,0.0664910227060318,30,5,R_A2,0.0,STANDARD,298.888427734375,5,0,22
299.00885009765625,1650.0654296875,2018-03-01,0.13612917065620422,30,6,R_A2,0.0,STANDARD,299.00885009765625,6,0,22
299.12939453125,1651.859619140625,2018-03-01,0.25009068846702576,30,7,R_A2,0.0,STANDARD,299.12939453125,7,0,22
299.2615661621094,1653.6536865234375,2018-03-01,0.6483234763145447,30,8,R_A2,0.0,STANDARD,299.2615661621094,8,0,22
299.3891296386719,1655.44775390625,2018-03-01,0.6485185623168945,30,9,R_A2,0.0,STANDARD,299.3891296386719,9,0,22
300.17144775390625,1657.2418212890625,2018-03-01,0.8869611620903015,30,10,R_A2,0.0,STANDARD,300.17144775390625,10,0,22
300.7232360839844,1659.1368408203125,2018-03-01,0.07024207711219788,30,11,R_A2,0.0,STANDARD,300.7232360839844,11,0,22
301.1268615722656,1661.132568359375,2018-03-01,0.07459710538387299,30,12,R_A2,0.0,STANDARD,301.1268615722656,12,0,22
301.23162841796875,1663.12841796875,2018-03-01,0.4259737432003021,30,13,R_A2,0.0,STANDARD,301.23162841796875,13,0,22
301.39288330078125,1665.1241455078125,2018-03-01,0.47294673323631287,30,14,R_A2,0.0,STANDARD,301.39288330078125,14,0,22
301.5263366699219,1667.1199951171875,2018-03-01,0.6393970847129822,30,15,R_A2,0.0,STANDARD,301.5263366699219,15,0,22
301.65625,1669.11572265625,2018-03-01,0.9210708141326904,30,16,R_A2,0.0,STANDARD,301.65625,16,0,22
301.78924560546875,1671.111572265625,2018-03-01,0.8764614462852478,30,17,R_A2,0.0,STANDARD,301.78924560546875,17,0,22
301.914794921875,1672.9881591796875,2018-03-01,0.926518440246582,30,18,R_A2,0.0,STANDARD,301.914794921875,18,0,22
301.67529296875,1674.229736328125,2018-03-01,0.9403195381164551,29,19,R_A2,0.0,STANDARD,301.67529296875,18,0,22
301.62652587890625,1676.1676025390625,2018-03-01,0.20238804817199707,29,20,R_A2,0.0,STANDARD,301.62652587890625,27,0,22
301.8747253417969,1677.9368896484375,2018-03-01,0.6821447610855103,29,21,R_A2,0.0,STANDARD,301.8747253417969,28,0,22
302.3199768066406,1679.7061767578125,2018-03-01,0.82789546251297,29,22,R_A2,0.0,STANDARD,302.3199768066406,29,0,22
303.0321350097656,1681.4754638671875,2018-03-01,1.0,29,23,R_A2,-3.514118453152269e-14,STANDARD,303.0321350097656,30,0,22
303.740478515625,1683.2447509765625,2018-03-01,1.0,29,24,R_A2,-9.039533495515525e-16,STANDARD,303.740478515625,31,0,22
270.85150146484375,1685.026611328125,2018-04-28,1.0,20,1,R_A5,-4.505560565938042e-18,STANDARD,270.85150146484375,1,0,31
271.06817626953125,1687.3070068359375,2018-04-28,1.0,20,2,R_A5,-1.0004513663092619e-15,STANDARD,271.06817626953125,2,0,31
271.2845153808594,1689.5875244140625,2018-04-28,1.0,20,3,R_A5,-1.3512051686684259e-15,STANDARD,271.2845153808594,3,0,31
271.50067138671875,1691.8680419921875,2018-04-28,1.0,20,4,R_A5,-1.4279369304481273e-15,STANDARD,271.50067138671875,4,0,31
271.7167053222656,1694.1485595703125,2018-04-28,1.0,20,5,R_A5,-1.440905640145301e-15,STANDARD,271.7167053222656,5,0,31
271.9325866699219,1696.4290771484375,2018-04-28,1.0,20,6,R_A5,-1.1889076208647527e-15,STANDARD,271.9325866699219,6,0,31
272.4748229980469,1698.70947265625,2018-04-28,1.0,20,7,R_A5,-4.31949533650014e-16,STANDARD,272.4748229980469,7,0,31
274.3173522949219,1707.6488037109375,2018-04-28,1.0,20,8,R_A5,-1.3433476336519035e-13,STANDARD,274.3173522949219,11,0,31
274.4986572265625,1709.5638427734375,2018-04-28,1.0,20,9,R_A5,-8.898220701936133e-14,STANDARD,274.4986572265625,12,0,31
272.9847106933594,1701.7845458984375,2018-04-28,1.0,21,10,R_A5,-9.535787437453536e-11,STANDARD,272.9847106933594,12,0,31
273.1816711425781,1703.735107421875,2018-04-28,1.0,21,11,R_A5,-5.7027407969478805e-12,STANDARD,273.1816711425781,13,0,31
273.36669921875,1705.6856689453125,2018-04-28,1.0,21,12,R_A5,-9.223547273173871e-12,STANDARD,273.36669921875,14,0,31
273.6417236328125,1707.63623046875,2018-04-28,1.0,21,13,R_A5,-9.901112048293914e-12,STANDARD,273.6417236328125,15,0,31
274.2479248046875,1709.5867919921875,2018-04-28,1.0,21,14,R_A5,-7.288434612784389e-12,STANDARD,274.2479248046875,16,0,31
274.4474182128906,1711.537353515625,2018-04-28,1.0,21,15,R_A5,-8.542203402961412e-13,STANDARD,274.4474182128906,17,0,31
274.63580322265625,1713.35400390625,2018-04-28,1.0,21,16,R_A5,-1.3511542145544508e-12,STANDARD,274.63580322265625,18,0,31
274.74114990234375,1714.3951416015625,2018-04-28,1.0,21,17,R_A5,0.0,STANDARD,274.74114990234375,19,0,31
274.7186279296875,1715.7628173828125,2018-04-28,1.0,21,18,R_A5,-5.601986431159889e-13,STANDARD,274.7186279296875,27,0,31
274.9249267578125,1718.098388671875,2018-04-28,1.0,21,19,R_A5,-6.89194307092883e-13,STANDARD,274.9249267578125,28,0,31
291.05108642578125,1720.43408203125,2018-04-28,1.0,21,20,R_A5,1.0192492366014558e-19,STANDARD,291.05108642578125,29,0,31
302.42071533203125,1722.7696533203125,2018-04-28,1.0,21,21,R_A5,2.065676623139335e-20,STANDARD,302.42071533203125,30,0,31
306.447021484375,1725.105224609375,2018-04-28,1.0,21,22,R_A5,7.794946397864651e-22,STANDARD,306.447021484375,31,0,31
280.7928466796875,1609.243408203125,2018-07-03,0.3039208948612213,41,1,R_A3,0.0,STANDARD,280.7928466796875,1,0,28
280.93096923828125,1611.3077392578125,2018-07-03,0.1959540843963623,41,2,R_A3,0.0,STANDARD,280.93096923828125,2,0,28
281.0688781738281,1613.3720703125,2018-07-03,0.19616548717021942,41,3,R_A3,0.0,STANDARD,281.0688781738281,3,0,28
281.2292175292969,1615.4365234375,2018-07-03,0.36867931485176086,41,4,R_A3,0.0,STANDARD,281.2292175292969,4,0,28
281.5827331542969,1617.5008544921875,2018-07-03,0.8106520771980286,41,5,R_A3,0.0,STANDARD,281.5827331542969,5,0,28
281.72296142578125,1619.565185546875,2018-07-03,0.26184239983558655,41,6,R_A3,0.0,STANDARD,281.72296142578125,6,0,28
281.0719909667969,1609.3663330078125,2018-07-03,0.649294912815094,41,7,R_A3,0.0,STANDARD,281.0719909667969,6,0,29
281.20648193359375,1611.4163818359375,2018-07-03,0.19048704206943512,41,8,R_A3,0.0,STANDARD,281.20648193359375,7,0,29
281.34320068359375,1613.46630859375,2018-07-03,0.194363534450531,41,9,R_A3,0.0,STANDARD,281.34320068359375,8,0,29
281.60662841796875,1615.516357421875,2018-07-03,0.7891730666160583,41,10,R_A3,0.0,STANDARD,281.60662841796875,9,0,29
286.1856994628906,1617.5662841796875,2018-07-03,0.7927071452140808,41,11,R_A3,0.0,STANDARD,286.1856994628906,10,0,29
287.0305480957031,1619.750732421875,2018-07-03,0.047843702137470245,41,12,R_A3,0.0,STANDARD,287.0305480957031,11,0,29
287.1855163574219,1622.0697021484375,2018-07-03,0.05164443328976631,41,13,R_A3,0.0,STANDARD,287.1855163574219,12,0,29
287.34112548828125,1624.388671875,2018-07-03,0.36960047483444214,41,14,R_A3,0.0,STANDARD,287.34112548828125,13,0,29
288.5798034667969,1629.026611328125,2018-07-03,0.49356600642204285,41,15,R_A3,0.0,STANDARD,288.5798034667969,15,0,29
288.7243957519531,1630.9468994140625,2018-07-03,0.804063081741333,41,16,R_A3,0.0,STANDARD,288.7243957519531,16,0,29
287.28790283203125,1633.5262451171875,2018-07-03,0.7521026134490967,41,17,R_A3,0.0,STANDARD,287.28790283203125,27,0,29
287.416259765625,1637.1630859375,2018-07-03,0.04396096244454384,41,18,R_A3,0.0,STANDARD,287.416259765625,28,0,29
287.6593933105469,1640.8001708984375,2018-07-03,0.049464114010334015,41,19,R_A3,0.0,STANDARD,287.6593933105469,29,0,29
296.4357604980469,1644.4371337890625,2018-07-03,0.8045613169670105,41,20,R_A3,0.0,STANDARD,296.4357604980469,30,0,29
288.09735107421875,1648.0740966796875,2018-07-03,0.1362258493900299,41,21,R_A3,0.0,STANDARD,288.09735107421875,31,0,29
280.8546447753906,1631.1873779296875,2018-09-12,0.04923669248819351,52,1,R_A4,0.0,STANDARD,280.8546447753906,1,0,30
280.6285705566406,1627.4293212890625,2018-09-12,0.04664347693324089,52,2,R_A4,0.0,STANDARD,280.6285705566406,1,0,31
280.7660217285156,1629.4896240234375,2018-09-12,0.04984554275870323,52,3,R_A4,0.0,STANDARD,280.7660217285156,2,0,31
280.9034423828125,1631.5498046875,2018-09-12,0.050862185657024384,52,4,R_A4,0.0,STANDARD,280.9034423828125,3,0,31
281.0408935546875,1633.610107421875,2018-09-12,0.05047955736517906,52,5,R_A4,0.0,STANDARD,281.0408935546875,4,0,31
281.0013732910156,1632.3968505859375,2018-09-12,0.053727246820926666,52,6,R_A4,0.0,STANDARD,281.0013732910156,4,0,32
281.198974609375,1635.880615234375,2018-09-12,0.05448091775178909,51,7,R_A4,0.0,STANDARD,281.198974609375,4,0,32
281.3434143066406,1637.321044921875,2018-09-12,0.05564143881201744,51,8,R_A4,0.0,STANDARD,281.3434143066406,4,0,33
281.2201843261719,1635.474609375,2018-09-12,0.05383840203285217,51,9,R_A4,0.0,STANDARD,281.2201843261719,3,0,33
281.5962829589844,1642.1485595703125,2018-09-12,0.05941542983055115,50,10,R_A4,0.0,STANDARD,281.5962829589844,4,0,33
281.58837890625,1641.132080078125,2018-09-12,0.059328943490982056,50,11,R_A4,0.0,STANDARD,281.58837890625,4,0,34
281.46002197265625,1639.20703125,2018-09-12,0.09412402659654617,50,12,R_A4,0.0,STANDARD,281.46002197265625,3,0,34
281.63360595703125,1640.9061279296875,2018-09-12,0.09111987799406052,50,13,R_A4,0.0,STANDARD,281.63360595703125,3,0,35
281.5093078613281,1639.0426025390625,2018-09-12,0.15449950098991394,50,14,R_A4,0.0,STANDARD,281.5093078613281,2,0,35
281.6028747558594,1641.93212890625,2018-09-12,0.22815392911434174,49,15,R_A4,0.0,STANDARD,281.6028747558594,2,0,35
279.5545654296875,1642.357421875,2018-09-12,0.23737271130084991,49,16,R_A4,0.0,STANDARD,279.5545654296875,30,0,36
279.2491760253906,1639.6068115234375,2018-09-12,0.2036862075328827,48,17,R_A4,0.0,STANDARD,279.2491760253906,30,0,36
279.8658752441406,1646.7513427734375,2018-09-12,0.28953152894973755,48,18,R_A4,0.0,STANDARD,279.8658752441406,30,0,37
280.5036315917969,1653.461669921875,2018-09-12,0.7210570573806763,48,19,R_A4,0.0,STANDARD,280.5036315917969,30,0,38
280.63006591796875,1657.8184814453125,2018-09-12,0.6550673246383667,47,20,R_A4,0.0,STANDARD,280.63006591796875,30,0,38
277.8169860839844,1695.20263671875,2018-11-07,1.0,42,1,R_A6,-2.5224381977151204e-14,STANDARD,277.8169860839844,1,0,17
277.9652099609375,1696.7510986328125,2018-11-07,1.0,42,2,R_A6,-3.2592637729054585e-15,STANDARD,277.9652099609375,2,0,17
278.1127014160156,1698.299560546875,2018-11-07,1.0,42,3,R_A6,-6.018408377049403e-15,STANDARD,278.1127014160156,3,0,17
278.2586975097656,1699.84814453125,2018-11-07,1.0,42,4,R_A6,-5.389744335245524e-15,STANDARD,278.2586975097656,4,0,17
278.40313720703125,1701.3966064453125,2018-11-07,1.0,42,5,R_A6,-7.0490331745222314e-15,STANDARD,278.40313720703125,5,0,17
278.54766845703125,1702.9451904296875,2018-11-07,1.0,42,6,R_A6,-4.2351243497405766e-13,STANDARD,278.54766845703125,6,0,17
278.40496826171875,1704.49365234375,2018-11-07,1.0,42,7,R_A6,-5.92853836769297e-13,STANDARD,278.40496826171875,7,0,17
278.5522766113281,1706.042236328125,2018-11-07,1.0,42,8,R_A6,-4.137260195893888e-13,STANDARD,278.5522766113281,8,0,17
279.0428161621094,1707.5906982421875,2018-11-07,1.0,42,9,R_A6,-2.5996718476918937e-14,STANDARD,279.0428161621094,9,0,17
279.0612487792969,1709.1392822265625,2018-11-07,1.0,42,10,R_A6,0.0,STANDARD,279.0612487792969,10,0,17
279.3365478515625,1711.055419921875,2018-11-07,1.0,42,11,R_A6,-1.4635899913892358e-13,STANDARD,279.3365478515625,11,0,17
279.5706481933594,1713.3392333984375,2018-11-07,1.0,42,12,R_A6,0.0,STANDARD,279.5706481933594,12,0,17
279.85235595703125,1715.623046875,2018-11-07,1.0,42,13,R_A6,-2.3222673504441605e-16,STANDARD,279.85235595703125,13,0,17
280.0687561035156,1717.9068603515625,2018-11-07,1.0,42,14,R_A6,-1.7853377973910898e-16,STANDARD,280.0687561035156,14,0,17
280.28619384765625,1720.190673828125,2018-11-07,1.0,42,15,R_A6,-8.124478640989682e-17,STANDARD,280.28619384765625,15,0,17
280.6506042480469,1722.474365234375,2018-11-07,1.0,42,16,R_A6,2.419471527982084e-17,STANDARD,280.6506042480469,16,0,17
280.8699645996094,1724.7581787109375,2018-11-07,1.0,42,17,R_A6,1.123550029259019e-16,STANDARD,280.8699645996094,17,0,17
