PRESSURE,DEPTH,DATE,SWAT,CONJPOS,CONIDX,WELL,SGAS,WELLMODEL,CONBPRES,CONKPOS,DRAWDOWN,CONIPOS
300.8115234375,1641.094970703125,2018-01-01,0.05264537036418915,30,1,R_A2,0.0,STANDARD,300.8115234375,1,0,22
300.93182373046875,1642.8890380859375,2018-01-01,0.05443489924073219,30,2,R_A2,0.0,STANDARD,300.93182373046875,2,0,22
301.0521545410156,1644.68310546875,2018-01-01,0.056726861745119095,30,3,R_A2,0.0,STANDARD,301.0521545410156,3,0,22
301.1724548339844,1646.4771728515625,2018-01-01,0.06325361132621765,30,4,R_A2,0.0,STANDARD,301.1724548339844,4,0,22
301.29278564453125,1648.2713623046875,2018-01-01,0.06646384298801422,30,5,R_A2,0.0,STANDARD,301.29278564453125,5,0,22
301.4130859375,1650.0654296875,2018-01-01,0.13609381020069122,30,6,R_A2,0.0,STANDARD,301.4130859375,6,0,22
301.5334167480469,1651.859619140625,2018-01-01,0.25004199147224426,30,7,R_A2,0.0,STANDARD,301.5334167480469,7,0,22
301.65374755859375,1653.6536865234375,2018-01-01,0.6481541991233826,30,8,R_A2,0.0,STANDARD,301.65374755859375,8,0,22
301.7740783691406,1655.44775390625,2018-01-01,0.6481541991233826,30,9,R_A2,0.0,STANDARD,301.7740783691406,9,0,22
301.8944091796875,1657.2418212890625,2018-01-01,0.8874314427375793,30,10,R_A2,0.0,STANDARD,301.8944091796875,10,0,22
302.0215148925781,1659.1368408203125,2018-01-01,0.07023168355226517,30,11,R_A2,0.0,STANDARD,302.0215148925781,11,0,22
302.1553649902344,1661.132568359375,2018-01-01,0.07458972930908203,30,12,R_A2,0.0,STANDARD,302.1553649902344,12,0,22
302.28924560546875,1663.12841796875,2018-01-01,0.42593052983283997,30,13,R_A2,0.0,STANDARD,302.28924560546875,13,0,22
302.4231262207031,1665.1241455078125,2018-01-01,0.4729447662830353,30,14,R_A2,0.0,STANDARD,302.4231262207031,14,0,22
302.5570068359375,1667.1199951171875,2018-01-01,0.6395547389984131,30,15,R_A2,0.0,STANDARD,302.5570068359375,15,0,22
302.6908874511719,1669.11572265625,2018-01-01,0.9211211204528809,30,16,R_A2,0.0,STANDARD,302.6908874511719,16,0,22
302.8247985839844,1671.111572265625,2018-01-01,0.8765004873275757,30,17,R_A2,0.0,STANDARD,302.8247985839844,17,0,22
302.95068359375,1672.9881591796875,2018-01-01,0.9265416860580444,30,18,R_A2,0.0,STANDARD,302.95068359375,18,0,22
303.03399658203125,1674.229736328125,2018-01-01,0.9403443336486816,29,19,R_A2,0.0,STANDARD,303.03399658203125,18,0,22
303.16400146484375,1676.1676025390625,2018-01-01,0.19918285310268402,29,20,R_A2,0.0,STANDARD,303.16400146484375,27,0,22
303.28271484375,1677.9368896484375,2018-01-01,0.682011067867279,29,21,R_A2,0.0,STANDARD,303.28271484375,28,0,22
303.40142822265625,1679.7061767578125,2018-01-01,0.8279522061347961,29,22,R_A2,0.0,STANDARD,303.40142822265625,29,0,22
303.5201416015625,1681.4754638671875,2018-01-01,1.0,29,23,R_A2,0.0,STANDARD,303.5201416015625,30,0,22
303.98101806640625,1683.2447509765625,2018-01-01,1.0,29,24,R_A2,0.0,STANDARD,303.98101806640625,31,0,22
298.6763000488281,1609.243408203125,2018-01-01,0.3037811517715454,41,1,R_A3,0.0,STANDARD,298.6763000488281,1,0,28
298.8146667480469,1611.3077392578125,2018-01-01,0.19528652727603912,41,2,R_A3,0.0,STANDARD,298.8146667480469,2,0,28
298.9530334472656,1613.3720703125,2018-01-01,0.19503867626190186,41,3,R_A3,0.0,STANDARD,298.9530334472656,3,0,28
299.09136962890625,1615.4365234375,2018-01-01,0.3646472990512848,41,4,R_A3,0.0,STANDARD,299.09136962890625,4,0,28
299.2297668457031,1617.5008544921875,2018-01-01,0.8178482055664062,41,5,R_A3,0.0,STANDARD,299.2297668457031,5,0,28
299.3681335449219,1619.565185546875,2018-01-01,0.26118236780166626,41,6,R_A3,0.0,STANDARD,299.3681335449219,6,0,28
298.6845397949219,1609.3663330078125,2018-01-01,0.6481541991233826,41,7,R_A3,0.0,STANDARD,298.6845397949219,6,0,29
298.8219299316406,1611.4163818359375,2018-01-01,0.18933382630348206,41,8,R_A3,0.0,STANDARD,298.8219299316406,7,0,29
298.9593200683594,1613.46630859375,2018-01-01,0.19246549904346466,41,9,R_A3,0.0,STANDARD,298.9593200683594,8,0,29
299.09674072265625,1615.516357421875,2018-01-01,0.7900736927986145,41,10,R_A3,0.0,STANDARD,299.09674072265625,9,0,29
299.234130859375,1617.5662841796875,2018-01-01,0.7957078218460083,41,11,R_A3,0.0,STANDARD,299.234130859375,10,0,29
299.38055419921875,1619.750732421875,2018-01-01,0.04777053743600845,41,12,R_A3,0.0,STANDARD,299.38055419921875,11,0,29
299.5360107421875,1622.0697021484375,2018-01-01,0.05155253782868385,41,13,R_A3,0.0,STANDARD,299.5360107421875,12,0,29
299.69146728515625,1624.388671875,2018-01-01,0.369208425283432,41,14,R_A3,0.0,STANDARD,299.69146728515625,13,0,29
300.00238037109375,1629.026611328125,2018-01-01,0.49338534474372864,41,15,R_A3,0.0,STANDARD,300.00238037109375,15,0,29
300.1311340332031,1630.9468994140625,2018-01-01,0.8047351837158203,41,16,R_A3,0.0,STANDARD,300.1311340332031,16,0,29
300.3040466308594,1633.5262451171875,2018-01-01,0.7519474029541016,41,17,R_A3,0.0,STANDARD,300.3040466308594,27,0,29
300.54791259765625,1637.1630859375,2018-01-01,0.04384471848607063,41,18,R_A3,0.0,STANDARD,300.54791259765625,28,0,29
300.7917785644531,1640.8001708984375,2018-01-01,0.04925692453980446,41,19,R_A3,0.0,STANDARD,300.7917785644531,29,0,29
301.03564453125,1644.4371337890625,2018-01-01,0.8048304915428162,41,20,R_A3,0.0,STANDARD,301.03564453125,30,0,29
301.279541015625,1648.0740966796875,2018-01-01,0.13573504984378815,41,21,R_A3,0.0,STANDARD,301.279541015625,31,0,29
300.1472473144531,1631.1873779296875,2018-01-01,0.049147773534059525,52,1,R_A4,0.0,STANDARD,300.1472473144531,1,0,30
299.8952941894531,1627.4293212890625,2018-01-01,0.04655686765909195,52,2,R_A4,0.0,STANDARD,299.8952941894531,1,0,31
300.0334167480469,1629.4896240234375,2018-01-01,0.04975816607475281,52,3,R_A4,0.0,STANDARD,300.0334167480469,2,0,31
300.1715393066406,1631.5498046875,2018-01-01,0.05076959729194641,52,4,R_A4,0.0,STANDARD,300.1715393066406,3,0,31
300.3096618652344,1633.610107421875,2018-01-01,0.05037658289074898,52,5,R_A4,0.0,STANDARD,300.3096618652344,4,0,31
300.22833251953125,1632.3968505859375,2018-01-01,0.05363474413752556,52,6,R_A4,0.0,STANDARD,300.22833251953125,4,0,32
300.4619140625,1635.880615234375,2018-01-01,0.05437172204256058,51,7,R_A4,0.0,STANDARD,300.4619140625,4,0,32
300.5585021972656,1637.321044921875,2018-01-01,0.05541209504008293,51,8,R_A4,0.0,STANDARD,300.5585021972656,4,0,33
300.4346923828125,1635.474609375,2018-01-01,0.05364677682518959,51,9,R_A4,0.0,STANDARD,300.4346923828125,3,0,33
300.8821716308594,1642.1485595703125,2018-01-01,0.05890170484781265,50,10,R_A4,0.0,STANDARD,300.8821716308594,4,0,33
300.81402587890625,1641.132080078125,2018-01-01,0.058946311473846436,50,11,R_A4,0.0,STANDARD,300.81402587890625,4,0,34
300.6849365234375,1639.20703125,2018-01-01,0.09379442036151886,50,12,R_A4,0.0,STANDARD,300.6849365234375,3,0,34
300.7988586425781,1640.9061279296875,2018-01-01,0.09094836562871933,50,13,R_A4,0.0,STANDARD,300.7988586425781,3,0,35
300.6739196777344,1639.0426025390625,2018-01-01,0.15428487956523895,50,14,R_A4,0.0,STANDARD,300.6739196777344,2,0,35
300.86767578125,1641.93212890625,2018-01-01,0.22802725434303284,49,15,R_A4,0.0,STANDARD,300.86767578125,2,0,35
300.89617919921875,1642.357421875,2018-01-01,0.2397121787071228,49,16,R_A4,0.0,STANDARD,300.89617919921875,30,0,36
300.7117614746094,1639.6068115234375,2018-01-01,0.1927206963300705,48,17,R_A4,0.0,STANDARD,300.7117614746094,30,0,36
301.19085693359375,1646.7513427734375,2018-01-01,0.2956660985946655,48,18,R_A4,0.0,STANDARD,301.19085693359375,30,0,37
301.640869140625,1653.461669921875,2018-01-01,0.6481541991233826,48,19,R_A4,0.0,STANDARD,301.640869140625,30,0,38
301.9330749511719,1657.8184814453125,2018-01-01,0.6481541991233826,47,20,R_A4,0.0,STANDARD,301.9330749511719,30,0,38
303.8440856933594,1685.026611328125,2018-01-01,1.0,20,1,R_A5,0.0,STANDARD,303.8440856933594,1,0,31
304.0601806640625,1687.3070068359375,2018-01-01,1.0,20,2,R_A5,0.0,STANDARD,304.0601806640625,2,0,31
304.27630615234375,1689.5875244140625,2018-01-01,1.0,20,3,R_A5,0.0,STANDARD,304.27630615234375,3,0,31
304.4924011230469,1691.8680419921875,2018-01-01,1.0,20,4,R_A5,0.0,STANDARD,304.4924011230469,4,0,31
304.7085266113281,1694.1485595703125,2018-01-01,1.0,20,5,R_A5,0.0,STANDARD,304.7085266113281,5,0,31
304.9246520996094,1696.4290771484375,2018-01-01,1.0,20,6,R_A5,0.0,STANDARD,304.9246520996094,6,0,31
305.446533203125,1698.70947265625,2018-01-01,1.0,20,7,R_A5,0.0,STANDARD,305.446533203125,7,0,31
305.988037109375,1707.6488037109375,2018-01-01,1.0,20,8,R_A5,0.0,STANDARD,305.988037109375,11,0,31
306.1695251464844,1709.5638427734375,2018-01-01,1.0,20,9,R_A5,0.0,STANDARD,306.1695251464844,12,0,31
305.4322814941406,1701.7845458984375,2018-01-01,1.0,21,10,R_A5,0.0,STANDARD,305.4322814941406,12,0,31
305.6291198730469,1703.735107421875,2018-01-01,1.0,21,11,R_A5,0.0,STANDARD,305.6291198730469,13,0,31
305.81396484375,1705.6856689453125,2018-01-01,1.0,21,12,R_A5,0.0,STANDARD,305.81396484375,14,0,31
305.9988098144531,1707.63623046875,2018-01-01,1.0,21,13,R_A5,0.0,STANDARD,305.9988098144531,15,0,31
306.3287048339844,1709.5867919921875,2018-01-01,1.0,21,14,R_A5,0.0,STANDARD,306.3287048339844,16,0,31
306.5135498046875,1711.537353515625,2018-01-01,1.0,21,15,R_A5,0.0,STANDARD,306.5135498046875,17,0,31
306.6856994628906,1713.35400390625,2018-01-01,1.0,21,16,R_A5,0.0,STANDARD,306.6856994628906,18,0,31
306.7843933105469,1714.3951416015625,2018-01-01,1.0,21,17,R_A5,0.0,STANDARD,306.7843933105469,19,0,31
306.75689697265625,1715.7628173828125,2018-01-01,1.0,21,18,R_A5,0.0,STANDARD,306.75689697265625,27,0,31
