ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,285483549.31,42085195.02,30773427.8,19354356.79
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,199623239.08,34437717.26,27038338.16,17005243.84
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,144037363.19,28335686.35,22741565.91,14302871.4
LowerReek,2,0.0,0.0,0.0,0.0
