Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:54:17
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       285444230.64         42057665.32         30620425.69         19258129.04
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  285444230.64         42057665.32         30620425.69         19258129.04
MidReek    1                       199634989.87         34461167.68         26828621.96         16873346.87
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  199634989.87         34461167.68         26828621.96         16873346.87
LowerReek  1                       144081868.17         28334152.86         22533011.15         14171704.89
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  144081868.17         28334152.86         22533011.15         14171704.89
Totals     1                       629161088.68        104852985.87         79982058.79         50303180.80
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  629161088.68        104852985.87         79982058.79         50303180.80
