CONJPOS,DRAWDOWN,SGAS,WELLMODEL,SWAT,CONBPRES,PRESSURE,WELL,CONKPOS,CONIDX,DATE,DEPTH,CONIPOS
42,0,-9.343564984221064e-12,STANDARD,1.0,274.83319091796875,274.83319091796875,R_A6,8,8,2018-11-07,1705.1658935546875,17
42,0,-9.000293999666953e-13,STANDARD,1.0,275.287109375,275.287109375,R_A6,9,9,2018-11-07,1706.699462890625,17
42,0,-7.802087448327555e-11,STANDARD,1.0,275.1585693359375,275.1585693359375,R_A6,10,10,2018-11-07,1708.233154296875,17
42,0,-6.57829259814724e-13,STANDARD,1.0,278.3406677246094,278.3406677246094,R_A6,11,11,2018-11-07,1710.1209716796875,17
42,0,-1.350428964616221e-13,STANDARD,1.0,278.552978515625,278.552978515625,R_A6,12,12,2018-11-07,1712.3631591796875,17
42,0,-1.314573873611698e-14,STANDARD,1.0,278.77734375,278.77734375,R_A6,13,13,2018-11-07,1714.605224609375,17
42,0,-9.270844217367045e-15,STANDARD,1.0,278.9898986816406,278.9898986816406,R_A6,14,14,2018-11-07,1716.847412109375,17
42,0,-4.804253139246723e-15,STANDARD,1.0,279.20556640625,279.20556640625,R_A6,15,15,2018-11-07,1719.089599609375,17
42,0,-1.6162098023705376e-15,STANDARD,1.0,279.5721740722656,279.5721740722656,R_A6,16,16,2018-11-07,1721.3316650390625,17
42,0,-3.260926286822682e-15,STANDARD,1.0,279.7943115234375,279.7943115234375,R_A6,17,17,2018-11-07,1723.57373046875,17
42,0,-2.5973397118782184e-15,STANDARD,1.0,279.9574279785156,279.9574279785156,R_A6,18,18,2018-11-07,1725.245849609375,17
42,0,1.0669877524918658e-14,STANDARD,1.0,282.0840759277344,282.0840759277344,R_A6,24,19,2018-11-07,1726.6512451171875,17
42,0,2.6854906424572103e-15,STANDARD,1.0,282.6233215332031,282.6233215332031,R_A6,25,20,2018-11-07,1728.35986328125,17
42,0,1.1542661636704645e-20,STANDARD,1.0,282.97900390625,282.97900390625,R_A6,26,21,2018-11-07,1730.0684814453125,17
42,0,8.434398814685231e-19,STANDARD,1.0,282.87213134765625,282.87213134765625,R_A6,27,22,2018-11-07,1731.777099609375,17
42,0,4.2044303443037264e-17,STANDARD,1.0,282.7281188964844,282.7281188964844,R_A6,28,23,2018-11-07,1733.4857177734375,17
