CONJPOS,DRAWDOWN,SGAS,WELLMODEL,SWAT,CONBPRES,PRESSURE,WELL,CONKPOS,CONIDX,DATE,DEPTH,CONIPOS
52,0,0.0,STANDARD,0.049485959112644196,278.03466796875,278.03466796875,R_A4,2,3,2018-09-12,1627.746337890625,31
52,0,0.0,STANDARD,0.05023514851927757,278.17291259765625,278.17291259765625,R_A4,3,4,2018-09-12,1629.8214111328125,31
52,0,0.0,STANDARD,0.052565254271030426,278.3111572265625,278.3111572265625,R_A4,4,5,2018-09-12,1631.8963623046875,31
52,0,0.0,STANDARD,0.054028306156396866,278.449462890625,278.449462890625,R_A4,5,6,2018-09-12,1633.9713134765625,31
52,0,0.0,STANDARD,0.05313020944595337,278.4664611816406,278.4664611816406,R_A4,5,7,2018-09-12,1632.707275390625,32
52,0,0.0,STANDARD,0.11226718127727509,278.59149169921875,278.59149169921875,R_A4,6,8,2018-09-12,1634.5806884765625,32
51,0,0.0,STANDARD,0.05790696293115616,278.675048828125,278.675048828125,R_A4,6,9,2018-09-12,1637.74609375,32
51,0,0.0,STANDARD,0.05740936100482941,278.55364990234375,278.55364990234375,R_A4,5,10,2018-09-12,1635.924560546875,32
51,0,0.0,STANDARD,0.17326663434505463,278.8257141113281,278.8257141113281,R_A4,5,11,2018-09-12,1638.576171875,33
51,0,0.0,STANDARD,0.057525359094142914,278.7015686035156,278.7015686035156,R_A4,4,12,2018-09-12,1636.7166748046875,33
50,0,0.0,STANDARD,0.06112705171108246,278.9619445800781,278.9619445800781,R_A4,4,13,2018-09-12,1642.4912109375,33
50,0,0.0,STANDARD,0.0599273219704628,278.938720703125,278.938720703125,R_A4,4,14,2018-09-12,1640.4254150390625,34
50,0,0.0,STANDARD,0.05939275398850441,279.14312744140625,279.14312744140625,R_A4,4,15,2018-09-12,1641.87548828125,35
50,0,0.0,STANDARD,0.19987434148788452,279.0205078125,279.0205078125,R_A4,3,16,2018-09-12,1640.0302734375,35
49,0,0.0,STANDARD,0.1859038919210434,279.17694091796875,279.17694091796875,R_A4,3,17,2018-09-12,1643.87255859375,35
49,0,0.0,STANDARD,0.2326875478029251,279.0537414550781,279.0537414550781,R_A4,2,18,2018-09-12,1642.0244140625,35
49,0,0.0,STANDARD,0.05771113559603691,279.1514587402344,279.1514587402344,R_A4,27,19,2018-09-12,1645.67529296875,36
48,0,0.0,STANDARD,0.05569217726588249,278.8829040527344,278.8829040527344,R_A4,27,20,2018-09-12,1643.8013916015625,36
48,0,0.0,STANDARD,0.26039814949035645,279.516357421875,279.516357421875,R_A4,27,21,2018-09-12,1650.437744140625,37
48,0,0.0,STANDARD,0.6509535312652588,279.1044616699219,279.1044616699219,R_A4,26,22,2018-09-12,1644.742431640625,37
48,0,0.0,STANDARD,0.0977843776345253,279.6449279785156,279.6449279785156,R_A4,26,23,2018-09-12,1650.4891357421875,38
47,0,0.0,STANDARD,0.1540670394897461,279.95269775390625,279.95269775390625,R_A4,26,24,2018-09-12,1656.9638671875,38
42,0,-2.8265589738576957e-13,STANDARD,1.0,274.1886901855469,274.1886901855469,R_A6,1,1,2018-11-07,1694.430419921875,17
42,0,-1.6085266799081843e-13,STANDARD,1.0,274.32855224609375,274.32855224609375,R_A6,2,2,2018-11-07,1695.964111328125,17
42,0,-1.2925653657212127e-13,STANDARD,1.0,274.4607849121094,274.4607849121094,R_A6,3,3,2018-11-07,1697.4976806640625,17
42,0,-9.152819832342757e-14,STANDARD,1.0,274.5851135253906,274.5851135253906,R_A6,4,4,2018-11-07,1699.03125,17
42,0,-1.4904008203368152e-13,STANDARD,1.0,274.7079772949219,274.7079772949219,R_A6,5,5,2018-11-07,1700.56494140625,17
42,0,-8.339921635236447e-12,STANDARD,1.0,274.8408203125,274.8408203125,R_A6,6,6,2018-11-07,1702.0985107421875,17
42,0,-1.1201616890998967e-11,STANDARD,1.0,274.68798828125,274.68798828125,R_A6,7,7,2018-11-07,1703.6322021484375,17
