DATE,BLOCK,BPR
2000-01-01,1095,309.0299377441406
2000-01-01,"15,28,1",309.0299377441406
2000-01-01,"15,28,10",310.03131103515625
2000-01-01,"15,28,13",310.7013244628906
2000-01-01,24135,310.03131103515625
2000-01-01,31815,310.7013244628906
2000-02-01,1095,309.1156005859375
2000-02-01,"15,28,1",309.1156005859375
2000-02-01,"15,28,10",310.12890625
2000-02-01,"15,28,13",310.79876708984375
2000-02-01,24135,310.12890625
2000-02-01,31815,310.79876708984375
2000-03-01,1095,308.7616271972656
2000-03-01,"15,28,1",308.7616271972656
2000-03-01,"15,28,10",302.9961242675781
2000-03-01,"15,28,13",303.66607666015625
2000-03-01,24135,302.9961242675781
2000-03-01,31815,303.66607666015625
2000-04-01,1095,302.94720458984375
2000-04-01,"15,28,1",302.94720458984375
2000-04-01,"15,28,10",296.76300048828125
2000-04-01,"15,28,13",297.4322509765625
2000-04-01,24135,296.76300048828125
2000-04-01,31815,297.4322509765625
2000-05-01,1095,297.9043273925781
2000-05-01,"15,28,1",297.9043273925781
2000-05-01,"15,28,10",291.4103088378906
2000-05-01,"15,28,13",292.0791931152344
2000-05-01,24135,291.4103088378906
2000-05-01,31815,292.0791931152344
2000-06-01,1095,293.0398254394531
2000-06-01,"15,28,1",293.0398254394531
2000-06-01,"15,28,10",286.1318054199219
2000-06-01,"15,28,13",286.8004150390625
2000-06-01,24135,286.1318054199219
2000-06-01,31815,286.8004150390625
2000-07-01,1095,290.93017578125
2000-07-01,"15,28,1",290.93017578125
2000-07-01,"15,28,10",284.3910827636719
2000-07-01,"15,28,13",285.061279296875
2000-07-01,24135,284.3910827636719
2000-07-01,31815,285.061279296875
2000-08-01,1095,289.6826477050781
2000-08-01,"15,28,1",289.6826477050781
2000-08-01,"15,28,10",282.8935241699219
2000-08-01,"15,28,13",283.5636901855469
2000-08-01,24135,282.8935241699219
2000-08-01,31815,283.5636901855469
2000-09-01,1095,288.732666015625
2000-09-01,"15,28,1",288.732666015625
2000-09-01,"15,28,10",281.6471862792969
2000-09-01,"15,28,13",282.31719970703125
2000-09-01,24135,281.6471862792969
2000-09-01,31815,282.31719970703125
2000-10-01,1095,287.9949645996094
2000-10-01,"15,28,1",287.9949645996094
2000-10-01,"15,28,10",280.6445617675781
2000-10-01,"15,28,13",281.3144226074219
2000-10-01,24135,280.6445617675781
2000-10-01,31815,281.3144226074219
2000-11-01,1095,287.3836975097656
2000-11-01,"15,28,1",287.3836975097656
2000-11-01,"15,28,10",279.78369140625
2000-11-01,"15,28,13",280.4533996582031
2000-11-01,24135,279.78369140625
2000-11-01,31815,280.4533996582031
2000-12-01,1095,286.91522216796875
2000-12-01,"15,28,1",286.91522216796875
2000-12-01,"15,28,10",279.08087158203125
2000-12-01,"15,28,13",279.75042724609375
2000-12-01,24135,279.08087158203125
2000-12-01,31815,279.75042724609375
2001-01-01,1095,286.52581787109375
2001-01-01,"15,28,1",286.52581787109375
2001-01-01,"15,28,10",278.467041015625
2001-01-01,"15,28,13",279.1364440917969
2001-01-01,24135,278.467041015625
2001-01-01,31815,279.1364440917969
2001-02-01,1095,278.0101623535156
2001-02-01,"15,28,1",278.0101623535156
2001-02-01,"15,28,10",273.04754638671875
2001-02-01,"15,28,13",273.714111328125
2001-02-01,24135,273.04754638671875
2001-02-01,31815,273.714111328125
2001-03-01,1095,277.3263244628906
2001-03-01,"15,28,1",277.3263244628906
2001-03-01,"15,28,10",272.0989685058594
2001-03-01,"15,28,13",272.7665100097656
2001-03-01,24135,272.0989685058594
2001-03-01,31815,272.7665100097656
2001-04-01,1095,277.9581604003906
2001-04-01,"15,28,1",277.9581604003906
2001-04-01,"15,28,10",273.5099182128906
2001-04-01,"15,28,13",274.1767272949219
2001-04-01,24135,273.5099182128906
2001-04-01,31815,274.1767272949219
2001-05-01,1095,278.4918518066406
2001-05-01,"15,28,1",278.4918518066406
2001-05-01,"15,28,10",274.1410217285156
2001-05-01,"15,28,13",274.8080749511719
2001-05-01,24135,274.1410217285156
2001-05-01,31815,274.8080749511719
2001-06-01,1095,278.8628234863281
2001-06-01,"15,28,1",278.8628234863281
2001-06-01,"15,28,10",274.5823669433594
2001-06-01,"15,28,13",275.24957275390625
2001-06-01,24135,274.5823669433594
2001-06-01,31815,275.24957275390625
2001-07-01,1095,279.2598571777344
2001-07-01,"15,28,1",279.2598571777344
2001-07-01,"15,28,10",275.0157165527344
2001-07-01,"15,28,13",275.68316650390625
2001-07-01,24135,275.0157165527344
2001-07-01,31815,275.68316650390625
2001-08-01,1095,279.7689514160156
2001-08-01,"15,28,1",279.7689514160156
2001-08-01,"15,28,10",275.526123046875
2001-08-01,"15,28,13",276.1938171386719
2001-08-01,24135,275.526123046875
2001-08-01,31815,276.1938171386719
2001-09-01,1095,280.1533508300781
2001-09-01,"15,28,1",280.1533508300781
2001-09-01,"15,28,10",275.95452880859375
2001-09-01,"15,28,13",276.622314453125
2001-09-01,24135,275.95452880859375
