SWAT,CONKPOS,DATE,DRAWDOWN,WELLMODEL,CONIDX,CONBPRES,WELL,CONJPOS,CONIPOS,DEPTH,SGAS,PRESSURE
0.08978553116321564,1,2018-01-01,0,STANDARD,1,300.481689453125,R_A2,30,22,1638.8184814453125,0.0,300.481689453125
0.057733263820409775,2,2018-01-01,0,STANDARD,2,300.5992126464844,R_A2,30,22,1640.5714111328125,0.0,300.5992126464844
0.059649329632520676,3,2018-01-01,0,STANDARD,3,300.71673583984375,R_A2,30,22,1642.3243408203125,0.0,300.71673583984375
0.06789958477020264,4,2018-01-01,0,STANDARD,4,300.83428955078125,R_A2,30,22,1644.0772705078125,0.0,300.83428955078125
0.07208947837352753,5,2018-01-01,0,STANDARD,5,300.95184326171875,R_A2,30,22,1645.8302001953125,0.0,300.95184326171875
0.3148607313632965,6,2018-01-01,0,STANDARD,6,301.06939697265625,R_A2,30,22,1647.5831298828125,0.0,301.06939697265625
0.8880543112754822,7,2018-01-01,0,STANDARD,7,301.1869201660156,R_A2,30,22,1649.3360595703125,0.0,301.1869201660156
0.704348623752594,8,2018-01-01,0,STANDARD,8,301.3044738769531,R_A2,30,22,1651.0889892578125,0.0,301.3044738769531
0.2524261772632599,9,2018-01-01,0,STANDARD,9,301.42205810546875,R_A2,30,22,1652.8419189453125,0.0,301.42205810546875
0.9227092266082764,10,2018-01-01,0,STANDARD,10,301.53961181640625,R_A2,30,22,1654.5948486328125,0.0,301.53961181640625
0.07320936769247055,11,2018-01-01,0,STANDARD,11,301.6658935546875,R_A2,30,22,1656.4779052734375,0.0,301.6658935546875
0.1483665555715561,12,2018-01-01,0,STANDARD,12,301.8009338378906,R_A2,30,22,1658.4912109375,0.0,301.8009338378906
0.4562113583087921,13,2018-01-01,0,STANDARD,13,301.93597412109375,R_A2,30,22,1660.50439453125,0.0,301.93597412109375
0.5025670528411865,14,2018-01-01,0,STANDARD,14,302.07098388671875,R_A2,30,22,1662.517578125,0.0,302.07098388671875
0.9361998438835144,15,2018-01-01,0,STANDARD,15,302.2060241699219,R_A2,30,22,1664.53076171875,0.0,302.2060241699219
0.9540361166000366,16,2018-01-01,0,STANDARD,16,302.341064453125,R_A2,30,22,1666.5439453125,0.0,302.341064453125
0.9960334897041321,16,2018-01-01,0,STANDARD,17,302.6813659667969,R_A2,29,22,1671.616455078125,0.0,302.6813659667969
0.9879552721977234,17,2018-01-01,0,STANDARD,18,302.82281494140625,R_A2,29,22,1673.7252197265625,0.0,302.82281494140625
1.0,18,2018-01-01,0,STANDARD,19,302.940185546875,R_A2,29,22,1675.474365234375,0.0,302.940185546875
1.0,25,2018-01-01,0,STANDARD,20,303.39263916015625,R_A2,29,22,1677.035400390625,0.0,303.39263916015625
1.0,26,2018-01-01,0,STANDARD,21,303.55682373046875,R_A2,29,22,1678.768310546875,0.0,303.55682373046875
1.0,27,2018-01-01,0,STANDARD,22,303.7210388183594,R_A2,29,22,1680.5010986328125,0.0,303.7210388183594
1.0,28,2018-01-01,0,STANDARD,23,303.8852233886719,R_A2,29,22,1682.2337646484375,0.0,303.8852233886719
1.0,29,2018-01-01,0,STANDARD,24,304.0494384765625,R_A2,29,22,1683.966552734375,0.0,304.0494384765625
0.6481541991233826,1,2018-01-01,0,STANDARD,1,298.5790710449219,R_A3,41,28,1610.4354248046875,0.0,298.5790710449219
0.20012570917606354,2,2018-01-01,0,STANDARD,2,298.71356201171875,R_A3,41,28,1612.4425048828125,0.0,298.71356201171875
0.19840416312217712,3,2018-01-01,0,STANDARD,3,298.84808349609375,R_A3,41,28,1614.449462890625,0.0,298.84808349609375
0.3697677552700043,4,2018-01-01,0,STANDARD,4,298.98260498046875,R_A3,41,28,1616.4564208984375,0.0,298.98260498046875
0.8327900171279907,5,2018-01-01,0,STANDARD,5,299.11712646484375,R_A3,41,28,1618.46337890625,0.0,299.11712646484375
0.8212538957595825,5,2018-01-01,0,STANDARD,6,298.435791015625,R_A3,41,29,1608.29736328125,0.0,298.435791015625
0.6481541991233826,6,2018-01-01,0,STANDARD,7,298.5693664550781,R_A3,41,29,1610.290771484375,0.0,298.5693664550781
0.19714927673339844,7,2018-01-01,0,STANDARD,8,298.7029724121094,R_A3,41,29,1612.2840576171875,0.0,298.7029724121094
0.19604037702083588,8,2018-01-01,0,STANDARD,9,298.8365478515625,R_A3,41,29,1614.27734375,0.0,298.8365478515625
0.80843585729599,9,2018-01-01,0,STANDARD,10,298.97015380859375,R_A3,41,29,1616.2706298828125,0.0,298.97015380859375
0.8089274168014526,10,2018-01-01,0,STANDARD,11,299.103759765625,R_A3,41,29,1618.263916015625,0.0,299.103759765625
0.05027608573436737,11,2018-01-01,0,STANDARD,12,299.2488098144531,R_A3,41,29,1620.4283447265625,0.0,299.2488098144531
0.055583495646715164,12,2018-01-01,0,STANDARD,13,299.4053649902344,R_A3,41,29,1622.763916015625,0.0,299.4053649902344
0.3758016526699066,13,2018-01-01,0,STANDARD,14,299.5619201660156,R_A3,41,29,1625.0994873046875,0.0,299.5619201660156
0.601466715335846,15,2018-01-01,0,STANDARD,15,299.874267578125,R_A3,41,29,1629.7586669921875,0.0,299.874267578125
0.8103599548339844,16,2018-01-01,0,STANDARD,16,299.9867858886719,R_A3,41,29,1631.4371337890625,0.0,299.9867858886719
1.0,25,2018-01-01,0,STANDARD,17,300.14111328125,R_A3,41,29,1633.739013671875,0.0,300.14111328125
0.046786949038505554,26,2018-01-01,0,STANDARD,18,300.37969970703125,R_A3,41,29,1637.2977294921875,0.0,300.37969970703125
0.05213963985443115,27,2018-01-01,0,STANDARD,19,300.6183166503906,R_A3,41,29,1640.8564453125,0.0,300.6183166503906
0.24855665862560272,28,2018-01-01,0,STANDARD,20,300.85693359375,R_A3,41,29,1644.4151611328125,0.0,300.85693359375
0.06455029547214508,29,2018-01-01,0,STANDARD,21,301.0955810546875,R_A3,41,29,1647.973876953125,0.0,301.0955810546875
