ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,790461,487057,339649,47822606
Valysar,CentralSouth,50828840,9898334,7599433,5299465,746164754
Valysar,CentralNorth,30419048,4969013,3232792,2254388,317417777
Valysar,NorthHorst,3231460,379551,183406,112657,22069568
Valysar,CentralRamp,13746446,2398854,1770496,1234655,173839477
Valysar,CentralHorst,81305452,14585174,11414701,7960043,1120774010
Valysar,EastLowland,291997,57188,17844,12443,1752033
Therys,WestLowland,2204974,406690,215420,150223,21151458
Therys,CentralSouth,5507685,1374469,849251,592225,83385338
Therys,CentralNorth,13622080,2722132,1572529,1096603,154401773
Therys,NorthHorst,5444980,771207,290161,178232,34915608
Therys,CentralRamp,6770890,1540752,1128016,786622,110756413
Therys,CentralHorst,25635342,6938035,5360708,3738290,526351282
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,41456,24605,17158,2415842
Volon,CentralSouth,18640748,3638395,2745671,1914694,269588901
Volon,CentralNorth,2233721,328883,190491,132839,18703759
Volon,NorthHorst,4354673,799912,611727,375753,73610097
Volon,CentralRamp,10325180,1869249,1399973,976271,137458990
Volon,CentralHorst,75027863,13487757,10590832,7385518,1039880900
Volon,EastLowland,0,0,0,0,0
