PRESSURE,CONJPOS,WELL,DEPTH,CONKPOS,SWAT,SGAS,CONIPOS,CONIDX,CONBPRES,WELLMODEL,DRAWDOWN,DATE
300.6733093261719,30,R_A2,1641.094970703125,1,0.05760246515274048,0.0,22,1,300.6733093261719,STANDARD,0,2018-01-01
300.7936096191406,30,R_A2,1642.8890380859375,2,0.05853121727705002,0.0,22,2,300.7936096191406,STANDARD,0,2018-01-01
300.9139099121094,30,R_A2,1644.68310546875,3,0.06116862595081329,0.0,22,3,300.9139099121094,STANDARD,0,2018-01-01
301.0342102050781,30,R_A2,1646.4771728515625,4,0.0663427859544754,0.0,22,4,301.0342102050781,STANDARD,0,2018-01-01
301.1545104980469,30,R_A2,1648.2713623046875,5,0.0687314122915268,0.0,22,5,301.1545104980469,STANDARD,0,2018-01-01
301.27484130859375,30,R_A2,1650.0654296875,6,0.3121729791164398,0.0,22,6,301.27484130859375,STANDARD,0,2018-01-01
301.3951721191406,30,R_A2,1651.859619140625,7,0.8978545665740967,0.0,22,7,301.3951721191406,STANDARD,0,2018-01-01
301.5154724121094,30,R_A2,1653.6536865234375,8,0.8618757724761963,0.0,22,8,301.5154724121094,STANDARD,0,2018-01-01
301.63580322265625,30,R_A2,1655.44775390625,9,0.9105261564254761,0.0,22,9,301.63580322265625,STANDARD,0,2018-01-01
301.7561340332031,30,R_A2,1657.2418212890625,10,0.9083951115608215,0.0,22,10,301.7561340332031,STANDARD,0,2018-01-01
301.88323974609375,30,R_A2,1659.1368408203125,11,0.07604346424341202,0.0,22,11,301.88323974609375,STANDARD,0,2018-01-01
302.01708984375,30,R_A2,1661.132568359375,12,0.0789390504360199,0.0,22,12,302.01708984375,STANDARD,0,2018-01-01
302.1509704589844,30,R_A2,1663.12841796875,13,0.44872841238975525,0.0,22,13,302.1509704589844,STANDARD,0,2018-01-01
302.28485107421875,30,R_A2,1665.1241455078125,14,0.5068296194076538,0.0,22,14,302.28485107421875,STANDARD,0,2018-01-01
302.4187316894531,30,R_A2,1667.1199951171875,15,0.6861860752105713,0.0,22,15,302.4187316894531,STANDARD,0,2018-01-01
302.5526123046875,30,R_A2,1669.11572265625,16,0.9714688062667847,0.0,22,16,302.5526123046875,STANDARD,0,2018-01-01
302.6864929199219,30,R_A2,1671.111572265625,17,0.948536217212677,0.0,22,17,302.6864929199219,STANDARD,0,2018-01-01
302.8123779296875,30,R_A2,1672.9881591796875,18,0.9796320199966431,0.0,22,18,302.8123779296875,STANDARD,0,2018-01-01
302.89569091796875,29,R_A2,1674.229736328125,18,0.9940532445907593,0.0,22,19,302.89569091796875,STANDARD,0,2018-01-01
303.02569580078125,29,R_A2,1676.1676025390625,27,0.6481541991233826,0.0,22,20,303.02569580078125,STANDARD,0,2018-01-01
303.47802734375,29,R_A2,1677.9368896484375,28,1.0,0.0,22,21,303.47802734375,STANDARD,0,2018-01-01
303.64569091796875,29,R_A2,1679.7061767578125,29,1.0,0.0,22,22,303.64569091796875,STANDARD,0,2018-01-01
303.8133544921875,29,R_A2,1681.4754638671875,30,1.0,0.0,22,23,303.8133544921875,STANDARD,0,2018-01-01
303.98101806640625,29,R_A2,1683.2447509765625,31,1.0,0.0,22,24,303.98101806640625,STANDARD,0,2018-01-01
298.53814697265625,41,R_A3,1609.243408203125,1,0.6481541991233826,0.0,28,1,298.53814697265625,STANDARD,0,2018-01-01
298.676513671875,41,R_A3,1611.3077392578125,2,0.19803451001644135,0.0,28,2,298.676513671875,STANDARD,0,2018-01-01
298.8148498535156,41,R_A3,1613.3720703125,3,0.19370174407958984,0.0,28,3,298.8148498535156,STANDARD,0,2018-01-01
298.9532165527344,41,R_A3,1615.4365234375,4,0.2555322051048279,0.0,28,4,298.9532165527344,STANDARD,0,2018-01-01
299.0915832519531,41,R_A3,1617.5008544921875,5,0.8283283710479736,0.0,28,5,299.0915832519531,STANDARD,0,2018-01-01
299.2299499511719,41,R_A3,1619.565185546875,6,0.6481541991233826,0.0,28,6,299.2299499511719,STANDARD,0,2018-01-01
298.54638671875,41,R_A3,1609.3663330078125,6,0.6481541991233826,0.0,29,7,298.54638671875,STANDARD,0,2018-01-01
298.68377685546875,41,R_A3,1611.4163818359375,7,0.19839943945407867,0.0,29,8,298.68377685546875,STANDARD,0,2018-01-01
298.8211669921875,41,R_A3,1613.46630859375,8,0.20012404024600983,0.0,29,9,298.8211669921875,STANDARD,0,2018-01-01
298.95855712890625,41,R_A3,1615.516357421875,9,0.8029430508613586,0.0,29,10,298.95855712890625,STANDARD,0,2018-01-01
299.095947265625,41,R_A3,1617.5662841796875,10,0.8017147183418274,0.0,29,11,299.095947265625,STANDARD,0,2018-01-01
299.24237060546875,41,R_A3,1619.750732421875,11,0.047662775963544846,0.0,29,12,299.24237060546875,STANDARD,0,2018-01-01
299.3978271484375,41,R_A3,1622.0697021484375,12,0.05465734004974365,0.0,29,13,299.3978271484375,STANDARD,0,2018-01-01
299.5532531738281,41,R_A3,1624.388671875,13,0.36961451172828674,0.0,29,14,299.5532531738281,STANDARD,0,2018-01-01
299.8641662597656,41,R_A3,1629.026611328125,15,0.40267708897590637,0.0,29,15,299.8641662597656,STANDARD,0,2018-01-01
299.992919921875,41,R_A3,1630.9468994140625,16,0.814231276512146,0.0,29,16,299.992919921875,STANDARD,0,2018-01-01
300.16583251953125,41,R_A3,1633.5262451171875,27,0.6481541991233826,0.0,29,17,300.16583251953125,STANDARD,0,2018-01-01
300.40966796875,41,R_A3,1637.1630859375,28,0.04657479748129845,0.0,29,18,300.40966796875,STANDARD,0,2018-01-01
300.6535339355469,41,R_A3,1640.8001708984375,29,0.05444984510540962,0.0,29,19,300.6535339355469,STANDARD,0,2018-01-01
300.89739990234375,41,R_A3,1644.4371337890625,30,1.0,0.0,29,20,300.89739990234375,STANDARD,0,2018-01-01
301.14129638671875,41,R_A3,1648.0740966796875,31,0.06235086917877197,0.0,29,21,301.14129638671875,STANDARD,0,2018-01-01
300.009033203125,52,R_A4,1631.1873779296875,1,0.04969937726855278,0.0,30,1,300.009033203125,STANDARD,0,2018-01-01
299.7571105957031,52,R_A4,1627.4293212890625,1,0.04972411319613457,0.0,31,2,299.7571105957031,STANDARD,0,2018-01-01
299.89520263671875,52,R_A4,1629.4896240234375,2,0.05124127119779587,0.0,31,3,299.89520263671875,STANDARD,0,2018-01-01
300.0333251953125,52,R_A4,1631.5498046875,3,0.05373745784163475,0.0,31,4,300.0333251953125,STANDARD,0,2018-01-01
300.17144775390625,52,R_A4,1633.610107421875,4,0.05840654298663139,0.0,31,5,300.17144775390625,STANDARD,0,2018-01-01
300.0901184082031,52,R_A4,1632.3968505859375,4,0.05641423910856247,0.0,32,6,300.0901184082031,STANDARD,0,2018-01-01
300.3236999511719,51,R_A4,1635.880615234375,4,0.059060242027044296,0.0,32,7,300.3236999511719,STANDARD,0,2018-01-01
300.4202575683594,51,R_A4,1637.321044921875,4,0.0928310677409172,0.0,33,8,300.4202575683594,STANDARD,0,2018-01-01
300.29644775390625,51,R_A4,1635.474609375,3,0.1678450107574463,0.0,33,9,300.29644775390625,STANDARD,0,2018-01-01
300.74395751953125,50,R_A4,1642.1485595703125,4,0.18907098472118378,0.0,33,10,300.74395751953125,STANDARD,0,2018-01-01
300.67578125,50,R_A4,1641.132080078125,4,0.16031335294246674,0.0,34,11,300.67578125,STANDARD,0,2018-01-01
300.5467224121094,50,R_A4,1639.20703125,3,0.25342857837677,0.0,34,12,300.5467224121094,STANDARD,0,2018-01-01
300.66064453125,50,R_A4,1640.9061279296875,3,0.16939347982406616,0.0,35,13,300.66064453125,STANDARD,0,2018-01-01
300.53570556640625,50,R_A4,1639.0426025390625,2,0.23071172833442688,0.0,35,14,300.53570556640625,STANDARD,0,2018-01-01
300.72943115234375,49,R_A4,1641.93212890625,2,0.23815256357192993,0.0,35,15,300.72943115234375,STANDARD,0,2018-01-01
300.7579650878906,49,R_A4,1642.357421875,30,0.8387154340744019,0.0,36,16,300.7579650878906,STANDARD,0,2018-01-01
300.5735168457031,48,R_A4,1639.6068115234375,30,0.6481541991233826,0.0,36,17,300.5735168457031,STANDARD,0,2018-01-01
301.0526123046875,48,R_A4,1646.7513427734375,30,0.8328254222869873,0.0,37,18,301.0526123046875,STANDARD,0,2018-01-01
301.5025939941406,48,R_A4,1653.461669921875,30,0.6481541991233826,0.0,38,19,301.5025939941406,STANDARD,0,2018-01-01
301.7947998046875,47,R_A4,1657.8184814453125,30,0.8453923463821411,0.0,38,20,301.7947998046875,STANDARD,0,2018-01-01
303.8440856933594,20,R_A5,1685.026611328125,1,1.0,0.0,31,1,303.8440856933594,STANDARD,0,2018-01-01
304.0601806640625,20,R_A5,1687.3070068359375,2,1.0,0.0,31,2,304.0601806640625,STANDARD,0,2018-01-01
304.27630615234375,20,R_A5,1689.5875244140625,3,1.0,0.0,31,3,304.27630615234375,STANDARD,0,2018-01-01
304.4924011230469,20,R_A5,1691.8680419921875,4,1.0,0.0,31,4,304.4924011230469,STANDARD,0,2018-01-01
304.7085266113281,20,R_A5,1694.1485595703125,5,1.0,0.0,31,5,304.7085266113281,STANDARD,0,2018-01-01
304.9246520996094,20,R_A5,1696.4290771484375,6,1.0,0.0,31,6,304.9246520996094,STANDARD,0,2018-01-01
305.446533203125,20,R_A5,1698.70947265625,7,1.0,0.0,31,7,305.446533203125,STANDARD,0,2018-01-01
305.988037109375,20,R_A5,1707.6488037109375,11,1.0,0.0,31,8,305.988037109375,STANDARD,0,2018-01-01
306.1695251464844,20,R_A5,1709.5638427734375,12,1.0,0.0,31,9,306.1695251464844,STANDARD,0,2018-01-01
305.4322814941406,21,R_A5,1701.7845458984375,12,1.0,0.0,31,10,305.4322814941406,STANDARD,0,2018-01-01
305.6291198730469,21,R_A5,1703.735107421875,13,1.0,0.0,31,11,305.6291198730469,STANDARD,0,2018-01-01
305.81396484375,21,R_A5,1705.6856689453125,14,1.0,0.0,31,12,305.81396484375,STANDARD,0,2018-01-01
305.9988098144531,21,R_A5,1707.63623046875,15,1.0,0.0,31,13,305.9988098144531,STANDARD,0,2018-01-01
306.3287048339844,21,R_A5,1709.5867919921875,16,1.0,0.0,31,14,306.3287048339844,STANDARD,0,2018-01-01
306.5135498046875,21,R_A5,1711.537353515625,17,1.0,0.0,31,15,306.5135498046875,STANDARD,0,2018-01-01
306.6856994628906,21,R_A5,1713.35400390625,18,1.0,0.0,31,16,306.6856994628906,STANDARD,0,2018-01-01
306.7843933105469,21,R_A5,1714.3951416015625,19,1.0,0.0,31,17,306.7843933105469,STANDARD,0,2018-01-01
306.75689697265625,21,R_A5,1715.7628173828125,27,1.0,0.0,31,18,306.75689697265625,STANDARD,0,2018-01-01
306.978271484375,21,R_A5,1718.098388671875,28,1.0,0.0,31,19,306.978271484375,STANDARD,0,2018-01-01
307.5054016113281,21,R_A5,1720.43408203125,29,1.0,0.0,31,20,307.5054016113281,STANDARD,0,2018-01-01
307.7267761230469,21,R_A5,1722.7696533203125,30,1.0,0.0,31,21,307.7267761230469,STANDARD,0,2018-01-01
307.9481506347656,21,R_A5,1725.105224609375,31,1.0,0.0,31,22,307.9481506347656,STANDARD,0,2018-01-01
305.11419677734375,42,R_A6,1695.20263671875,1,1.0,0.0,17,1,305.11419677734375,STANDARD,0,2018-01-01
304.9618835449219,42,R_A6,1696.7510986328125,2,1.0,0.0,17,2,304.9618835449219,STANDARD,0,2018-01-01
305.4076843261719,42,R_A6,1698.299560546875,3,1.0,0.0,17,3,305.4076843261719,STANDARD,0,2018-01-01
305.554443359375,42,R_A6,1699.84814453125,4,1.0,0.0,17,4,305.554443359375,STANDARD,0,2018-01-01
305.7012023925781,42,R_A6,1701.3966064453125,5,1.0,0.0,17,5,305.7012023925781,STANDARD,0,2018-01-01
305.84796142578125,42,R_A6,1702.9451904296875,6,1.0,0.0,17,6,305.84796142578125,STANDARD,0,2018-01-01
305.6956481933594,42,R_A6,1704.49365234375,7,1.0,0.0,17,7,305.6956481933594,STANDARD,0,2018-01-01
305.8424072265625,42,R_A6,1706.042236328125,8,1.0,0.0,17,8,305.8424072265625,STANDARD,0,2018-01-01
306.2882080078125,42,R_A6,1707.5906982421875,9,1.0,0.0,17,9,306.2882080078125,STANDARD,0,2018-01-01
306.1291809082031,42,R_A6,1709.1392822265625,10,1.0,0.0,17,10,306.1291809082031,STANDARD,0,2018-01-01
306.3109130859375,42,R_A6,1711.055419921875,11,1.0,0.0,17,11,306.3109130859375,STANDARD,0,2018-01-01
306.52734375,42,R_A6,1713.3392333984375,12,1.0,0.0,17,12,306.52734375,STANDARD,0,2018-01-01
306.7557678222656,42,R_A6,1715.623046875,13,1.0,0.0,17,13,306.7557678222656,STANDARD,0,2018-01-01
306.9721984863281,42,R_A6,1717.9068603515625,14,1.0,0.0,17,14,306.9721984863281,STANDARD,0,2018-01-01
307.18865966796875,42,R_A6,1720.190673828125,15,1.0,0.0,17,15,307.18865966796875,STANDARD,0,2018-01-01
307.55010986328125,42,R_A6,1722.474365234375,16,1.0,0.0,17,16,307.55010986328125,STANDARD,0,2018-01-01
307.7665710449219,42,R_A6,1724.7581787109375,17,1.0,0.0,17,17,307.7665710449219,STANDARD,0,2018-01-01
307.921630859375,42,R_A6,1726.394287109375,18,1.0,0.0,17,18,307.921630859375,STANDARD,0,2018-01-01
307.8930969238281,42,R_A6,1727.7508544921875,27,1.0,0.0,17,19,307.8930969238281,STANDARD,0,2018-01-01
308.3623352050781,42,R_A6,1729.4755859375,28,1.0,0.0,17,20,308.3623352050781,STANDARD,0,2018-01-01
308.52581787109375,42,R_A6,1731.2001953125,29,1.0,0.0,17,21,308.52581787109375,STANDARD,0,2018-01-01
308.68927001953125,42,R_A6,1732.9249267578125,30,1.0,0.0,17,22,308.68927001953125,STANDARD,0,2018-01-01
308.5469665527344,42,R_A6,1734.649658203125,31,1.0,0.0,17,23,308.5469665527344,STANDARD,0,2018-01-01
298.935546875,30,R_A2,1641.094970703125,1,0.057648226618766785,0.0,22,1,298.935546875,STANDARD,0,2018-03-01
299.0558166503906,30,R_A2,1642.8890380859375,2,0.05855885148048401,0.0,22,2,299.0558166503906,STANDARD,0,2018-03-01
299.17608642578125,30,R_A2,1644.68310546875,3,0.06121503934264183,0.0,22,3,299.17608642578125,STANDARD,0,2018-03-01
299.29632568359375,30,R_A2,1646.4771728515625,4,0.06639640033245087,0.0,22,4,299.29632568359375,STANDARD,0,2018-03-01
299.4165954589844,30,R_A2,1648.2713623046875,5,0.06882327049970627,0.0,22,5,299.4165954589844,STANDARD,0,2018-03-01
299.55322265625,30,R_A2,1650.0654296875,6,0.31204262375831604,0.0,22,6,299.55322265625,STANDARD,0,2018-03-01
299.6767578125,30,R_A2,1651.859619140625,7,0.8978009223937988,0.0,22,7,299.6767578125,STANDARD,0,2018-03-01
299.7999572753906,30,R_A2,1653.6536865234375,8,0.8618033528327942,0.0,22,8,299.7999572753906,STANDARD,0,2018-03-01
299.95770263671875,30,R_A2,1655.44775390625,9,0.910480260848999,0.0,22,9,299.95770263671875,STANDARD,0,2018-03-01
300.0638427734375,30,R_A2,1657.2418212890625,10,0.9083477258682251,0.0,22,10,300.0638427734375,STANDARD,0,2018-03-01
300.09136962890625,30,R_A2,1659.1368408203125,11,0.07612880319356918,0.0,22,11,300.09136962890625,STANDARD,0,2018-03-01
300.21685791015625,30,R_A2,1661.132568359375,12,0.0794970840215683,0.0,22,12,300.21685791015625,STANDARD,0,2018-03-01
300.37353515625,30,R_A2,1663.12841796875,13,0.44914406538009644,0.0,22,13,300.37353515625,STANDARD,0,2018-03-01
300.50885009765625,30,R_A2,1665.1241455078125,14,0.507317841053009,0.0,22,14,300.50885009765625,STANDARD,0,2018-03-01
300.64599609375,30,R_A2,1667.1199951171875,15,0.6860334277153015,0.0,22,15,300.64599609375,STANDARD,0,2018-03-01
300.78021240234375,30,R_A2,1669.11572265625,16,0.9714533686637878,0.0,22,16,300.78021240234375,STANDARD,0,2018-03-01
300.91461181640625,30,R_A2,1671.111572265625,17,0.9485083818435669,0.0,22,17,300.91461181640625,STANDARD,0,2018-03-01
301.0406799316406,30,R_A2,1672.9881591796875,18,0.9796209931373596,0.0,22,18,301.0406799316406,STANDARD,0,2018-03-01
301.0657043457031,29,R_A2,1674.229736328125,18,0.9940499067306519,0.0,22,19,301.0657043457031,STANDARD,0,2018-03-01
300.5026550292969,29,R_A2,1676.1676025390625,27,0.6483264565467834,0.0,22,20,300.5026550292969,STANDARD,0,2018-03-01
303.4534912109375,29,R_A2,1677.9368896484375,28,1.0,-4.1232162032811635e-15,22,21,303.4534912109375,STANDARD,0,2018-03-01
303.6185302734375,29,R_A2,1679.7061767578125,29,1.0,-1.2239236452668903e-15,22,22,303.6185302734375,STANDARD,0,2018-03-01
303.7884826660156,29,R_A2,1681.4754638671875,30,1.0,-7.451705120229519e-16,22,23,303.7884826660156,STANDARD,0,2018-03-01
303.9649353027344,29,R_A2,1683.2447509765625,31,1.0,-4.699695140774746e-17,22,24,303.9649353027344,STANDARD,0,2018-03-01
280.3426208496094,20,R_A5,1685.026611328125,1,1.0,-4.9733325097056635e-12,31,1,280.3426208496094,STANDARD,0,2018-04-28
280.55853271484375,20,R_A5,1687.3070068359375,2,1.0,-4.586982269710882e-12,31,2,280.55853271484375,STANDARD,0,2018-04-28
280.7744445800781,20,R_A5,1689.5875244140625,3,1.0,-4.3440767476254916e-12,31,3,280.7744445800781,STANDARD,0,2018-04-28
280.9903869628906,20,R_A5,1691.8680419921875,4,1.0,-4.82189461969984e-12,31,4,280.9903869628906,STANDARD,0,2018-04-28
281.206298828125,20,R_A5,1694.1485595703125,5,1.0,-4.681492173086443e-12,31,5,281.206298828125,STANDARD,0,2018-04-28
281.4222412109375,20,R_A5,1696.4290771484375,6,1.0,-4.446127927631993e-12,31,6,281.4222412109375,STANDARD,0,2018-04-28
281.9723205566406,20,R_A5,1698.70947265625,7,1.0,-1.9636276925218826e-13,31,7,281.9723205566406,STANDARD,0,2018-04-28
280.2569580078125,20,R_A5,1707.6488037109375,11,1.0,-2.962428566344322e-11,31,8,280.2569580078125,STANDARD,0,2018-04-28
280.4206848144531,20,R_A5,1709.5638427734375,12,1.0,-2.572806551137674e-11,31,9,280.4206848144531,STANDARD,0,2018-04-28
278.67669677734375,21,R_A5,1701.7845458984375,12,1.0,-2.2741718230800956e-10,31,10,278.67669677734375,STANDARD,0,2018-04-28
278.870849609375,21,R_A5,1703.735107421875,13,1.0,-8.284024508031784e-12,31,11,278.870849609375,STANDARD,0,2018-04-28
279.05206298828125,21,R_A5,1705.6856689453125,14,1.0,-4.7395618679724194e-11,31,12,279.05206298828125,STANDARD,0,2018-04-28
279.22930908203125,21,R_A5,1707.63623046875,15,1.0,-2.1029258195914835e-11,31,13,279.22930908203125,STANDARD,0,2018-04-28
279.52825927734375,21,R_A5,1709.5867919921875,16,1.0,-1.4428410723132945e-11,31,14,279.52825927734375,STANDARD,0,2018-04-28
279.6318664550781,21,R_A5,1711.537353515625,17,1.0,-3.6036609894068983e-12,31,15,279.6318664550781,STANDARD,0,2018-04-28
279.7154235839844,21,R_A5,1713.35400390625,18,1.0,-5.9845566002803e-12,31,16,279.7154235839844,STANDARD,0,2018-04-28
279.7716979980469,21,R_A5,1714.3951416015625,19,1.0,0.0,31,17,279.7716979980469,STANDARD,0,2018-04-28
279.7353210449219,21,R_A5,1715.7628173828125,27,1.0,-1.7198295196828306e-13,31,18,279.7353210449219,STANDARD,0,2018-04-28
279.95587158203125,21,R_A5,1718.098388671875,28,1.0,-3.257118695847855e-13,31,19,279.95587158203125,STANDARD,0,2018-04-28
284.9442443847656,21,R_A5,1720.43408203125,29,1.0,-8.48718893207874e-21,31,20,284.9442443847656,STANDARD,0,2018-04-28
280.3629150390625,21,R_A5,1722.7696533203125,30,1.0,-1.4870224579396071e-19,31,21,280.3629150390625,STANDARD,0,2018-04-28
291.6629638671875,21,R_A5,1725.105224609375,31,1.0,-1.2624992733106903e-19,31,22,291.6629638671875,STANDARD,0,2018-04-28
278.70440673828125,41,R_A3,1609.243408203125,1,0.6494109034538269,0.0,28,1,278.70440673828125,STANDARD,0,2018-07-03
278.83843994140625,41,R_A3,1611.3077392578125,2,0.19837722182273865,0.0,28,2,278.83843994140625,STANDARD,0,2018-07-03
278.9761047363281,41,R_A3,1613.3720703125,3,0.19403056800365448,0.0,28,3,278.9761047363281,STANDARD,0,2018-07-03
279.1137390136719,41,R_A3,1615.4365234375,4,0.25596460700035095,0.0,28,4,279.1137390136719,STANDARD,0,2018-07-03
279.28167724609375,41,R_A3,1617.5008544921875,5,0.8272737264633179,0.0,28,5,279.28167724609375,STANDARD,0,2018-07-03
279.3395690917969,41,R_A3,1619.565185546875,6,0.6508128643035889,0.0,28,6,279.3395690917969,STANDARD,0,2018-07-03
278.6390075683594,41,R_A3,1609.3663330078125,6,0.6509747505187988,0.0,29,7,278.6390075683594,STANDARD,0,2018-07-03
278.78997802734375,41,R_A3,1611.4163818359375,7,0.1997884213924408,0.0,29,8,278.78997802734375,STANDARD,0,2018-07-03
278.92669677734375,41,R_A3,1613.46630859375,8,0.20212575793266296,0.0,29,9,278.92669677734375,STANDARD,0,2018-07-03
279.1712646484375,41,R_A3,1615.516357421875,9,0.8018044233322144,0.0,29,10,279.1712646484375,STANDARD,0,2018-07-03
282.9266052246094,41,R_A3,1617.5662841796875,10,0.7985240817070007,0.0,29,11,282.9266052246094,STANDARD,0,2018-07-03
283.76666259765625,41,R_A3,1619.750732421875,11,0.04776608198881149,0.0,29,12,283.76666259765625,STANDARD,0,2018-07-03
283.9215087890625,41,R_A3,1622.0697021484375,12,0.05476077273488045,0.0,29,13,283.9215087890625,STANDARD,0,2018-07-03
284.0766906738281,41,R_A3,1624.388671875,13,0.370109885931015,0.0,29,14,284.0766906738281,STANDARD,0,2018-07-03
284.26373291015625,41,R_A3,1629.026611328125,15,0.40284329652786255,0.0,29,15,284.26373291015625,STANDARD,0,2018-07-03
284.3761901855469,41,R_A3,1630.9468994140625,16,0.8048412799835205,0.0,29,16,284.3761901855469,STANDARD,0,2018-07-03
284.3003845214844,41,R_A3,1633.5262451171875,27,0.6541023850440979,0.0,29,17,284.3003845214844,STANDARD,0,2018-07-03
284.5244445800781,41,R_A3,1637.1630859375,28,0.04674527049064636,0.0,29,18,284.5244445800781,STANDARD,0,2018-07-03
284.767333984375,41,R_A3,1640.8001708984375,29,0.05472453683614731,0.0,29,19,284.767333984375,STANDARD,0,2018-07-03
287.96630859375,41,R_A3,1644.4371337890625,30,1.0,4.724092821030597e-14,29,20,287.96630859375,STANDARD,0,2018-07-03
285.2596740722656,41,R_A3,1648.0740966796875,31,0.06266631186008453,0.0,29,21,285.2596740722656,STANDARD,0,2018-07-03
276.24542236328125,52,R_A4,1631.1873779296875,1,0.049808502197265625,0.0,30,1,276.24542236328125,STANDARD,0,2018-09-12
276.1186218261719,52,R_A4,1627.4293212890625,1,0.049873873591423035,0.0,31,2,276.1186218261719,STANDARD,0,2018-09-12
276.2558898925781,52,R_A4,1629.4896240234375,2,0.051389213651418686,0.0,31,3,276.2558898925781,STANDARD,0,2018-09-12
276.3931579589844,52,R_A4,1631.5498046875,3,0.05387130379676819,0.0,31,4,276.3931579589844,STANDARD,0,2018-09-12
276.5303649902344,52,R_A4,1633.610107421875,4,0.05850449204444885,0.0,31,5,276.5303649902344,STANDARD,0,2018-09-12
276.544921875,52,R_A4,1632.3968505859375,4,0.05650026723742485,0.0,32,6,276.544921875,STANDARD,0,2018-09-12
276.7342224121094,51,R_A4,1635.880615234375,4,0.05917643755674362,0.0,32,7,276.7342224121094,STANDARD,0,2018-09-12
276.91973876953125,51,R_A4,1637.321044921875,4,0.09311795979738235,0.0,33,8,276.91973876953125,STANDARD,0,2018-09-12
276.7969055175781,51,R_A4,1635.474609375,3,0.16835160553455353,0.0,33,9,276.7969055175781,STANDARD,0,2018-09-12
276.96844482421875,50,R_A4,1642.1485595703125,4,0.19118453562259674,0.0,33,10,276.96844482421875,STANDARD,0,2018-09-12
