FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,270904.0,0.0,270904.0,83111616.0,0.0,38148733.0,38148733.0,86331266.0,388539.0,85942727.0,0.0,388539.0,WestLowland,Valysar
2,6570288.0,0.0,6570288.0,13452931.0,0.0,925227926.0,925227926.0,23331477.0,9419217.0,13912260.0,0.0,9419217.0,CentralSouth,Valysar
3,3211271.0,0.0,3211271.0,13215643.0,0.0,452211189.0,452211189.0,18270043.0,4604065.0,13665978.0,0.0,4604065.0,CentralNorth,Valysar
4,267169.0,73474.0,340643.0,3697239.0,479097897.0,52346336.0,531444233.0,6320925.0,435035.0,3824000.0,2061890.0,2496925.0,NorthHorst,Valysar
5,970071.0,0.0,970071.0,690490.0,0.0,136605384.0,136605384.0,2105848.0,1391577.0,714271.0,0.0,1391577.0,CentralRamp,Valysar
6,6885526.0,0.0,6885526.0,6553351.0,0.0,969619739.0,969619739.0,16655868.0,9877684.0,6778184.0,0.0,9877684.0,CentralHorst,Valysar
7,0.0,0.0,0.0,37840111.0,0.0,0.0,0.0,39114048.0,0.0,39114048.0,0.0,0.0,EastLowland,Valysar
8,109316.0,0.0,109316.0,112972536.0,0.0,15393875.0,15393875.0,116974198.0,156769.0,116817429.0,0.0,156769.0,WestLowland,Therys
9,1704227.0,0.0,1704227.0,4230411.0,0.0,239989253.0,239989253.0,6817730.0,2442626.0,4375104.0,0.0,2442626.0,CentralSouth,Therys
10,1592919.0,0.0,1592919.0,11272665.0,0.0,224314911.0,224314911.0,13939792.0,2283436.0,11656356.0,0.0,2283436.0,CentralNorth,Therys
11,140759.0,63062.0,203821.0,3806417.0,409400734.0,27578913.0,436979647.0,5926648.0,229197.0,3936809.0,1760642.0,1989839.0,NorthHorst,Therys
12,888499.0,0.0,888499.0,365757.0,-0.0,125118396.0,125118396.0,1652474.0,1274135.0,378339.0,0.0,1274135.0,CentralRamp,Therys
13,4143569.0,0.0,4143569.0,4074975.0,0.0,583497347.0,583497347.0,10157642.0,5943209.0,4214433.0,0.0,5943209.0,CentralHorst,Therys
14,0.0,0.0,0.0,18281254.0,0.0,0.0,0.0,18893520.0,0.0,18893520.0,0.0,0.0,EastLowland,Therys
15,1109.0,0.0,1109.0,81473812.0,0.0,156107.0,156107.0,84239343.0,1590.0,84237754.0,0.0,1590.0,WestLowland,Volon
16,3032291.0,0.0,3032291.0,35052244.0,0.0,427007258.0,427007258.0,40591929.0,4346286.0,36245643.0,0.0,4346286.0,CentralSouth,Volon
17,341269.0,0.0,341269.0,5961013.0,0.0,48057432.0,48057432.0,6652886.0,489125.0,6163761.0,0.0,489125.0,CentralNorth,Volon
18,266742.0,19011.0,285754.0,1685116.0,122994947.0,52262793.0,175257740.0,2705703.0,434342.0,1742720.0,528642.0,962984.0,NorthHorst,Volon
19,1144473.0,0.0,1144473.0,862829.0,-0.0,161164704.0,161164704.0,2533104.0,1640686.0,892418.0,0.0,1640686.0,CentralRamp,Volon
20,7265994.0,0.0,7265994.0,8641308.0,0.0,1023197232.0,1023197232.0,19356710.0,10419555.0,8937155.0,0.0,10419555.0,CentralHorst,Volon
21,0.0,0.0,0.0,33308142.0,0.0,0.0,0.0,34431907.0,0.0,34431907.0,0.0,0.0,EastLowland,Volon
