SWAT,SGAS,CONIPOS,DATE,WELLMODEL,DRAWDOWN,WELL,DEPTH,PRESSURE,CONJPOS,CONBPRES,CONKPOS,CONIDX
0.05327286943793297,0.0,22,2018-01-01,STANDARD,0,R_A2,1640.502197265625,300.7474670410156,30,300.7474670410156,1,1
0.05696085840463638,0.0,22,2018-01-01,STANDARD,0,R_A2,1642.2294921875,300.86328125,30,300.86328125,2,2
0.05921851098537445,0.0,22,2018-01-01,STANDARD,0,R_A2,1643.956787109375,300.9790954589844,30,300.9790954589844,3,3
0.06466739624738693,0.0,22,2018-01-01,STANDARD,0,R_A2,1645.6839599609375,301.0949401855469,30,301.0949401855469,4,4
0.06715571135282516,0.0,22,2018-01-01,STANDARD,0,R_A2,1647.4112548828125,301.21075439453125,30,301.21075439453125,5,5
0.29622846841812134,0.0,22,2018-01-01,STANDARD,0,R_A2,1649.138427734375,301.32659912109375,30,301.32659912109375,6,6
0.8736820220947266,0.0,22,2018-01-01,STANDARD,0,R_A2,1650.86572265625,301.44244384765625,30,301.44244384765625,7,7
0.8512406945228577,0.0,22,2018-01-01,STANDARD,0,R_A2,1652.5928955078125,301.5582580566406,30,301.5582580566406,8,8
0.877711832523346,0.0,22,2018-01-01,STANDARD,0,R_A2,1654.3203125,301.67413330078125,30,301.67413330078125,9,9
0.886174738407135,0.0,22,2018-01-01,STANDARD,0,R_A2,1656.0474853515625,301.78997802734375,30,301.78997802734375,10,10
0.06675849109888077,0.0,22,2018-01-01,STANDARD,0,R_A2,1657.9404296875,301.91693115234375,30,301.91693115234375,11,11
0.06451117992401123,0.0,22,2018-01-01,STANDARD,0,R_A2,1659.9990234375,302.0550231933594,30,302.0550231933594,12,12
0.4227199852466583,0.0,22,2018-01-01,STANDARD,0,R_A2,1662.0577392578125,302.1930847167969,30,302.1930847167969,13,13
0.4700493812561035,0.0,22,2018-01-01,STANDARD,0,R_A2,1664.1163330078125,302.3311767578125,30,302.3311767578125,14,14
0.9039535522460938,0.0,22,2018-01-01,STANDARD,0,R_A2,1666.175048828125,302.46929931640625,30,302.46929931640625,15,15
0.8937094807624817,0.0,22,2018-01-01,STANDARD,0,R_A2,1668.233642578125,302.6073913574219,30,302.6073913574219,16,16
0.9536406397819519,0.0,22,2018-01-01,STANDARD,0,R_A2,1672.3521728515625,302.8836975097656,29,302.8836975097656,16,17
0.9465201497077942,0.0,22,2018-01-01,STANDARD,0,R_A2,1674.5140380859375,303.0287170410156,29,303.0287170410156,17,18
0.9932950139045715,0.0,22,2018-01-01,STANDARD,0,R_A2,1676.138916015625,303.1377258300781,29,303.1377258300781,18,19
1.0,0.0,22,2018-01-01,STANDARD,0,R_A2,1677.556884765625,303.2328796386719,29,303.2328796386719,25,20
1.0,0.0,22,2018-01-01,STANDARD,0,R_A2,1679.304931640625,303.35015869140625,29,303.35015869140625,26,21
0.8644423484802246,0.0,22,2018-01-01,STANDARD,0,R_A2,1681.0531005859375,303.46746826171875,29,303.46746826171875,27,22
1.0,0.0,22,2018-01-01,STANDARD,0,R_A2,1682.80126953125,303.9389953613281,29,303.9389953613281,28,23
1.0,0.0,22,2018-01-01,STANDARD,0,R_A2,1684.54931640625,304.1046447753906,29,304.1046447753906,29,24
0.6481541991233826,0.0,28,2018-01-01,STANDARD,0,R_A3,1608.5816650390625,298.6076354980469,41,298.6076354980469,1,1
0.1538795679807663,0.0,28,2018-01-01,STANDARD,0,R_A3,1610.5419921875,298.739013671875,41,298.739013671875,2,2
0.16749043762683868,0.0,29,2018-01-01,STANDARD,0,R_A3,1603.2283935546875,298.2489013671875,41,298.2489013671875,2,3
0.11823459714651108,0.0,29,2018-01-01,STANDARD,0,R_A3,1605.247314453125,298.3841857910156,41,298.3841857910156,3,4
0.13511954247951508,0.0,29,2018-01-01,STANDARD,0,R_A3,1607.266357421875,298.5195007324219,41,298.5195007324219,4,5
0.8080858588218689,0.0,29,2018-01-01,STANDARD,0,R_A3,1609.2852783203125,298.6548156738281,41,298.6548156738281,5,6
0.6481541991233826,0.0,29,2018-01-01,STANDARD,0,R_A3,1611.30419921875,298.79010009765625,41,298.79010009765625,6,7
0.19604380428791046,0.0,29,2018-01-01,STANDARD,0,R_A3,1613.3231201171875,298.9254150390625,41,298.9254150390625,7,8
0.19769595563411713,0.0,29,2018-01-01,STANDARD,0,R_A3,1615.342041015625,299.06072998046875,41,299.06072998046875,8,9
