PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,LowerReek,Dorne,Background,11.005969,,100.0,0.092143774,0.9902509,26.692438,16.410261,geogrid,geogrid
PORO,LowerReek,Dorne,Background,0.10166899,,0.30841005,0.0,0.030466165,0.1703069,0.052859526,geogrid,geogrid
SW,LowerReek,Dorne,Background,0.9984692,,1.0,0.59018123,1.0,1.0,0.019906651,geogrid,geogrid
PERM,LowerReek,Dorne,Channel,3131.7751,,10000.0,27.63206,455.2302,8919.269,2973.2458,geogrid,geogrid
PORO,LowerReek,Dorne,Channel,0.25182533,,0.44522884,0.07228948,0.18744318,0.31602544,0.049906407,geogrid,geogrid
SW,LowerReek,Dorne,Channel,0.99297714,,1.0,0.092687234,1.0,1.0,0.070375904,geogrid,geogrid
PERM,LowerReek,Dorne,Crevasse,171.27893,,1000.0,4.022419,25.711601,397.545,195.01189,geogrid,geogrid
PORO,LowerReek,Dorne,Crevasse,0.20472127,,0.35305613,0.06797412,0.14512049,0.26331082,0.046199024,geogrid,geogrid
SW,LowerReek,Dorne,Crevasse,0.9996603,,1.0,0.7218481,1.0,1.0,0.008772613,geogrid,geogrid
PERM,LowerReek,IronIslands,Background,10.220995,,100.0,0.21104969,1.5325,23.716505,13.936753,geogrid,geogrid
PORO,LowerReek,IronIslands,Background,0.0944539,,0.2562131,0.0,0.033516325,0.15521194,0.046823498,geogrid,geogrid
SW,LowerReek,IronIslands,Background,0.6797544,,1.0,0.0,0.28662235,1.0,0.31798568,geogrid,geogrid
PERM,LowerReek,IronIslands,Channel,3519.4202,,10000.0,15.589332,520.85284,10000.0,3133.0596,geogrid,geogrid
PORO,LowerReek,IronIslands,Channel,0.25697657,,0.44243068,0.07390341,0.19204795,0.32083905,0.049977515,geogrid,geogrid
SW,LowerReek,IronIslands,Channel,0.4561038,,1.0,0.020388842,0.036015138,1.0,0.45849258,geogrid,geogrid
PERM,LowerReek,IronIslands,Crevasse,180.35927,,1000.0,0.5382573,24.504694,443.80438,211.32654,geogrid,geogrid
PORO,LowerReek,IronIslands,Crevasse,0.2037157,,0.3816992,0.0,0.13916345,0.26917782,0.050988127,geogrid,geogrid
