SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9731571,4.1634181,1,SWOF,,,,
0.0405601,6.03e-05,0.9438721,2.2334317,1,SWOF,,,,
0.0605601,0.0004714,0.8820435,0.9246556,1,SWOF,,,,
0.0805601,0.0012804,0.8179402,0.4935447,1,SWOF,,,,
0.1005601,0.0025239,0.7528036,0.3030079,1,SWOF,,,,
0.1205601,0.0042466,0.6875927,0.2033024,1,SWOF,,,,
0.1405601,0.0064981,0.623157,0.1450421,1,SWOF,,,,
0.1605601,0.0093321,0.5602896,0.10824,1,SWOF,,,,
0.1805601,0.0128068,0.4997261,0.0836031,1,SWOF,,,,
0.2005601,0.0169847,0.4421219,0.0663518,1,SWOF,,,,
0.2205601,0.0219323,0.3880251,0.0538308,1,SWOF,,,,
0.2405601,0.0277208,0.3378537,0.0444732,1,SWOF,,,,
0.2605601,0.0344258,0.2918841,0.0373072,1,SWOF,,,,
0.2805601,0.0421272,0.2502506,0.0317054,1,SWOF,,,,
0.3005601,0.0509092,0.2129568,0.0272484,1,SWOF,,,,
0.3205601,0.0608601,0.1798942,0.0236477,1,SWOF,,,,
0.3405601,0.0720719,0.1508655,0.0206997,1,SWOF,,,,
0.3605601,0.0846399,0.1256091,0.0182574,1,SWOF,,,,
0.3805601,0.0986619,0.1038215,0.0162129,1,SWOF,,,,
0.4005601,0.1142375,0.0851778,0.0144851,1,SWOF,,,,
0.4205601,0.1314665,0.0693477,0.0130127,1,SWOF,,,,
0.4405601,0.1504483,0.0560077,0.0117484,1,SWOF,,,,
0.4605601,0.1712792,0.0448498,0.0106552,1,SWOF,,,,
0.4805601,0.1940509,0.0355873,0.0097039,1,SWOF,,,,
0.5005601,0.2188524,0.0279609,0.0088713,1,SWOF,,,,
0.5205601,0.2457638,0.0217325,0.0081387,1,SWOF,,,,
0.5405601,0.2748291,0.0166878,0.0074909,1,SWOF,,,,
0.5605601,0.3060881,0.0126406,0.0069155,1,SWOF,,,,
0.5805601,0.3395567,0.009428,0.0064022,1,SWOF,,,,
0.6005601,0.3752213,0.0069084,0.0059425,1,SWOF,,,,
0.6205601,0.4130323,0.0049592,0.0055293,1,SWOF,,,,
0.6405601,0.4528963,0.0034752,0.0051565,1,SWOF,,,,
0.6605601,0.4946681,0.0023664,0.0048193,1,SWOF,,,,
0.6805601,0.5381409,0.0015566,0.0045132,1,SWOF,,,,
0.7005601,0.5830371,0.0009812,0.0042346,1,SWOF,,,,
0.7205601,0.6289965,0.0005861,0.0039803,1,SWOF,,,,
0.7405601,0.675564,0.0003266,0.0037476,1,SWOF,,,,
0.7605601,0.7221742,0.0001658,0.0035343,1,SWOF,,,,
0.7805601,0.768128,7.38e-05,0.0033381,1,SWOF,,,,
0.8005601,0.8125506,2.7e-05,0.0031574,1,SWOF,,,,
0.8205601,0.8542918,7.1e-06,0.0029905,1,SWOF,,,,
0.8405601,0.8915819,1e-06,0.0028362,1,SWOF,,,,
0.8605601,0.9212604,0.0,0.0026932,1,SWOF,,,,
0.8641427,0.9254569,0.0,0.0026694,1,SWOF,,,,
0.8805601,0.9344649,0.0,0.0025605,1,SWOF,,,,
0.9005601,0.9454387,0.0,0.002437,1,SWOF,,,,
0.9205601,0.9564124,0.0,0.0023221,1,SWOF,,,,
0.9405601,0.9673861,0.0,0.0022148,1,SWOF,,,,
0.9605601,0.9783599,0.0,0.0021146,1,SWOF,,,,
0.9805601,0.9893336,0.0,0.0020209,1,SWOF,,,,
1.0,1.0,0.0,0.0019355,1,SWOF,,,,
,,,,1,SGOF,0.0,0.0,1.0,0.0
,,,,1,SGOF,0.05,0.0,0.8765098,0.0
,,,,1,SGOF,0.07,0.0010661,0.8233104,0.0
,,,,1,SGOF,0.09,0.0024159,0.7681222,0.0
,,,,1,SGOF,0.11,0.0041613,0.7115364,0.0
,,,,1,SGOF,0.13,0.0063981,0.6542457,0.0
,,,,1,SGOF,0.15,0.0092183,0.596995,0.0
,,,,1,SGOF,0.17,0.0127145,0.5405378,0.0
,,,,1,SGOF,0.19,0.0169811,0.4855951,0.0
,,,,1,SGOF,0.21,0.0221151,0.4328199,0.0
,,,,1,SGOF,0.23,0.0282167,0.382769,0.0
,,,,1,SGOF,0.25,0.0353888,0.335884,0.0
,,,,1,SGOF,0.27,0.0437369,0.2924821,0.0
,,,,1,SGOF,0.29,0.0533679,0.2527567,0.0
,,,,1,SGOF,0.31,0.0643892,0.2167855,0.0
,,,,1,SGOF,0.33,0.0769075,0.1845445,0.0
,,,,1,SGOF,0.35,0.0910264,0.1559252,0.0
,,,,1,SGOF,0.37,0.1068449,0.1307535,0.0
,,,,1,SGOF,0.39,0.1244544,0.1088079,0.0
,,,,1,SGOF,0.41,0.1439362,0.0898365,0.0
,,,,1,SGOF,0.43,0.165358,0.0735706,0.0
,,,,1,SGOF,0.45,0.188771,0.0597372,0.0
,,,,1,SGOF,0.47,0.2142059,0.0480676,0.0
,,,,1,SGOF,0.49,0.2416698,0.038304,0.0
,,,,1,SGOF,0.51,0.2711429,0.0302045,0.0
,,,,1,SGOF,0.53,0.3025752,0.0235451,0.0
,,,,1,SGOF,0.55,0.3358843,0.0181218,0.0
,,,,1,SGOF,0.57,0.3709537,0.0137507,0.0
,,,,1,SGOF,0.59,0.4076318,0.0102678,0.0
,,,,1,SGOF,0.61,0.4457326,0.007528,0.0
,,,,1,SGOF,0.63,0.4850364,0.0054038,0.0
,,,,1,SGOF,0.65,0.5252929,0.0037844,0.0
,,,,1,SGOF,0.67,0.5662246,0.0025739,0.0
,,,,1,SGOF,0.69,0.607531,0.0016901,0.0
,,,,1,SGOF,0.71,0.6488942,0.0010628,0.0
,,,,1,SGOF,0.73,0.689983,0.0006332,0.0
,,,,1,SGOF,0.75,0.7304582,0.0003517,0.0
,,,,1,SGOF,0.77,0.7699746,0.0001779,0.0
,,,,1,SGOF,0.79,0.8081805,7.89e-05,0.0
,,,,1,SGOF,0.81,0.844709,2.86e-05,0.0
,,,,1,SGOF,0.83,0.879152,7.4e-06,0.0
,,,,1,SGOF,0.85,0.9109803,1e-06,0.0
,,,,1,SGOF,0.87,0.9391873,0.0,0.0
,,,,1,SGOF,0.8794399,0.95,0.0,0.0
,,,,1,SGOF,0.9794399,1.0,0.0,0.0
0.1182346,0.0,1.0,9.95715,2,SWOF,,,,
0.1282346,0.0,0.969402,7.6168415,2,SWOF,,,,
0.1382346,7.66e-05,0.9359869,5.9450677,2,SWOF,,,,
0.1582346,0.0006025,0.8654198,3.8062496,2,SWOF,,,,
0.1782346,0.0016476,0.7924318,2.5699127,2,SWOF,,,,
0.1982346,0.0032687,0.7186253,1.809255,2,SWOF,,,,
0.2182346,0.0055339,0.6453029,1.3174801,2,SWOF,,,,
0.2382346,0.0085183,0.5736436,0.9864521,2,SWOF,,,,
0.2582346,0.0123045,0.5047358,0.7560392,2,SWOF,,,,
0.2782346,0.0169818,0.439545,0.5910649,2,SWOF,,,,
0.2982346,0.0226466,0.3788643,0.4700569,2,SWOF,,,,
0.3182346,0.0294027,0.3232741,0.3794246,2,SWOF,,,,
0.3382346,0.0373612,0.2731225,0.3102933,2,SWOF,,,,
0.3582346,0.0466401,0.2285307,0.2567078,2,SWOF,,,,
0.3782346,0.0573646,0.189419,0.2145753,2,SWOF,,,,
0.3982346,0.0696664,0.1555464,0.1810228,2,SWOF,,,,
0.4182346,0.0836824,0.1265548,0.1539948,2,SWOF,,,,
0.4382346,0.0995545,0.1020121,0.1319957,2,SWOF,,,,
0.4582346,0.117427,0.0814491,0.1139205,2,SWOF,,,,
0.4782346,0.1374453,0.0643898,0.0989411,2,SWOF,,,,
0.4982346,0.1597526,0.0503728,0.0864291,2,SWOF,,,,
0.5182346,0.1844869,0.0389653,0.0759023,2,SWOF,,,,
0.5382346,0.211776,0.029774,0.0669862,2,SWOF,,,,
0.5582346,0.2417559,0.0224484,0.0593877,2,SWOF,,,,
0.5782346,0.2744886,0.0166682,0.0528747,2,SWOF,,,,
0.5982346,0.3100329,0.0121625,0.0472624,2,SWOF,,,,
0.6182346,0.3484092,0.008698,0.042402,2,SWOF,,,,
0.6382346,0.3895882,0.0060758,0.038173,2,SWOF,,,,
0.6582346,0.4334778,0.0041273,0.0344775,2,SWOF,,,,
0.6782346,0.4799091,0.0027108,0.0312347,2,SWOF,,,,
0.6982346,0.5286197,0.0017084,0.0283784,2,SWOF,,,,
0.7182346,0.5792358,0.0010221,0.0258531,2,SWOF,,,,
0.7382346,0.6312524,0.0005719,0.023613,2,SWOF,,,,
0.7582346,0.6840097,0.0002925,0.0216192,2,SWOF,,,,
0.7782346,0.7366637,0.000132,0.0198393,2,SWOF,,,,
0.7982346,0.7881387,4.93e-05,0.0182457,2,SWOF,,,,
0.8182346,0.8370242,1.36e-05,0.0168149,2,SWOF,,,,
0.8382346,0.8812431,2.1e-06,0.0155269,2,SWOF,,,,
0.8582346,0.9171492,0.0,0.0143646,2,SWOF,,,,
0.8641427,0.9254569,0.0,0.0140539,2,SWOF,,,,
0.8782346,0.9331889,0.0,0.013313,2,SWOF,,,,
0.8982346,0.9441627,0.0,0.0123596,2,SWOF,,,,
0.9182346,0.9551364,0.0,0.0114933,2,SWOF,,,,
0.9382346,0.9661101,0.0,0.0107044,2,SWOF,,,,
0.9582346,0.9770839,0.0,0.0099847,2,SWOF,,,,
0.9782346,0.9880576,0.0,0.0093267,2,SWOF,,,,
0.9982346,0.9990313,0.0,0.0087242,2,SWOF,,,,
1.0,1.0,0.0,0.0086734,2,SWOF,,,,
,,,,2,SGOF,0.0,0.0,1.0,0.0
,,,,2,SGOF,0.05,0.0,0.8601362,0.0
,,,,2,SGOF,0.07,0.0012271,0.7993898,0.0
,,,,2,SGOF,0.09,0.002839,0.7364371,0.0
,,,,2,SGOF,0.11,0.0049928,0.6721989,0.0
,,,,2,SGOF,0.13,0.0078254,0.6077136,0.0
,,,,2,SGOF,0.15,0.0114709,0.544054,0.0
,,,,2,SGOF,0.17,0.0160654,0.4822539,0.0
,,,,2,SGOF,0.19,0.0217494,0.4232415,0.0
,,,,2,SGOF,0.21,0.0286681,0.3677894,0.0
,,,,2,SGOF,0.23,0.0369713,0.3164825,0.0
,,,,2,SGOF,0.25,0.046813,0.2697059,0.0
,,,,2,SGOF,0.27,0.0583491,0.227651,0.0
,,,,2,SGOF,0.29,0.0717358,0.1903362,0.0
,,,,2,SGOF,0.31,0.0871264,0.1576356,0.0
,,,,2,SGOF,0.33,0.1046674,0.1293126,0.0
,,,,2,SGOF,0.35,0.1244945,0.1050528,0.0
,,,,2,SGOF,0.37,0.1467269,0.0844939,0.0
,,,,2,SGOF,0.39,0.1714615,0.0672513,0.0
,,,,2,SGOF,0.41,0.198767,0.0529376,0.0
,,,,2,SGOF,0.43,0.228677,0.0411774,0.0
,,,,2,SGOF,0.45,0.2611839,0.0316171,0.0
,,,,2,SGOF,0.47,0.2962326,0.0239315,0.0
,,,,2,SGOF,0.49,0.3337158,0.0178265,0.0
,,,,2,SGOF,0.51,0.3734704,0.0130403,0.0
,,,,2,SGOF,0.53,0.4152755,0.0093426,0.0
,,,,2,SGOF,0.55,0.4588533,0.0065333,0.0
,,,,2,SGOF,0.57,0.5038717,0.0044399,0.0
,,,,2,SGOF,0.59,0.5499496,0.0029154,0.0
,,,,2,SGOF,0.61,0.5966644,0.0018357,0.0
,,,,2,SGOF,0.63,0.6435607,0.0010967,0.0
,,,,2,SGOF,0.65,0.69016,0.0006124,0.0
,,,,2,SGOF,0.67,0.7359689,0.0003124,0.0
,,,,2,SGOF,0.69,0.780484,0.0001405,0.0
,,,,2,SGOF,0.71,0.8231898,5.23e-05,0.0
,,,,2,SGOF,0.73,0.8635361,1.42e-05,0.0
,,,,2,SGOF,0.75,0.9008634,2.1e-06,0.0
,,,,2,SGOF,0.77,0.9340756,0.0,0.0
,,,,2,SGOF,0.7817654,0.95,0.0,0.0
,,,,2,SGOF,0.8817654,1.0,0.0,0.0
0.0211401,0.0,1.0,9.95715,3,SWOF,,,,
0.0311401,0.0,0.9731375,4.2468436,3,SWOF,,,,
0.0411401,6.03e-05,0.9438309,2.3013697,3,SWOF,,,,
0.0611401,0.0004721,0.8819565,0.9626147,3,SWOF,,,,
0.0811401,0.0012822,0.8178065,0.5164779,3,SWOF,,,,
0.1011401,0.0025276,0.752624,0.3180815,3,SWOF,,,,
0.1211401,0.0042529,0.6873694,0.2138634,3,SWOF,,,,
0.1411401,0.0065078,0.6228939,0.1528055,3,SWOF,,,,
0.1611401,0.0093464,0.5599921,0.1141621,3,SWOF,,,,
0.1811401,0.0128268,0.4994007,0.0882547,3,SWOF,,,,
0.2011401,0.0170117,0.4417761,0.0700927,3,SWOF,,,,
0.2211401,0.0219678,0.3876665,0.0568986,3,SWOF,,,,
0.2411401,0.0277665,0.3374903,0.0470302,3,SWOF,,,,
