FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,183186.0,0.0,183186.0,80176914.0,0.0,25796270.0,25796270.0,83172630.0,262747.0,82909883.0,0.0,262747.0,WestLowland,Valysar
2,6160264.0,0.0,6160264.0,14096790.0,0.0,867488361.0,867488361.0,23409776.0,8831630.0,14578147.0,0.0,8831630.0,CentralSouth,Valysar
3,3461379.0,0.0,3461379.0,13113767.0,0.0,487431341.0,487431341.0,18523970.0,4962748.0,13561222.0,0.0,4962748.0,CentralNorth,Valysar
4,232159.0,81972.0,314131.0,4057205.0,535001690.0,45486387.0,580488077.0,6877755.0,378036.0,4196217.0,2303502.0,2681537.0,NorthHorst,Valysar
5,928948.0,0.0,928948.0,664778.0,0.0,130814497.0,130814497.0,2020268.0,1332577.0,687691.0,0.0,1332577.0,CentralRamp,Valysar
6,6113568.0,0.0,6113568.0,6823466.0,0.0,860912690.0,860912690.0,15828447.0,8770667.0,7057780.0,0.0,8770667.0,CentralHorst,Valysar
7,197434.0,0.0,197434.0,40127520.0,0.0,27802625.0,27802625.0,41762770.0,283114.0,41479656.0,0.0,283114.0,EastLowland,Valysar
8,107230.0,0.0,107230.0,112856860.0,0.0,15100078.0,15100078.0,116855267.0,153773.0,116701494.0,0.0,153773.0,WestLowland,Therys
9,1218092.0,0.0,1218092.0,4998149.0,0.0,171531694.0,171531694.0,6914943.0,1745898.0,5169045.0,0.0,1745898.0,CentralSouth,Therys
10,1751484.0,0.0,1751484.0,12034090.0,0.0,246643933.0,246643933.0,14954945.0,2510722.0,12444223.0,0.0,2510722.0,CentralNorth,Therys
11,227980.0,56086.0,284067.0,4031803.0,364637663.0,44667713.0,409305376.0,6109991.0,371239.0,4169791.0,1568962.0,1940200.0,NorthHorst,Therys
12,805668.0,0.0,805668.0,302911.0,0.0,113454185.0,113454185.0,1468759.0,1155425.0,313334.0,0.0,1155425.0,CentralRamp,Therys
13,3908465.0,0.0,3908465.0,4339995.0,0.0,550390000.0,550390000.0,10095126.0,5606543.0,4488583.0,0.0,5606543.0,CentralHorst,Therys
14,0.0,0.0,0.0,18018145.0,0.0,0.0,0.0,18622342.0,0.0,18622342.0,0.0,0.0,EastLowland,Therys
15,5445.0,0.0,5445.0,79242714.0,0.0,766750.0,766750.0,81941253.0,7807.0,81933446.0,0.0,7807.0,WestLowland,Volon
16,2808510.0,0.0,2808510.0,35606146.0,0.0,395494377.0,395494377.0,40843937.0,4025623.0,36818314.0,0.0,4025623.0,CentralSouth,Volon
17,389010.0,0.0,389010.0,5882660.0,0.0,54780425.0,54780425.0,6640538.0,557538.0,6083000.0,0.0,557538.0,CentralNorth,Volon
18,319276.0,24185.0,343461.0,1631568.0,156581574.0,62555304.0,219136877.0,2880483.0,519910.0,1687307.0,673266.0,1193176.0,NorthHorst,Volon
19,1386757.0,0.0,1386757.0,576680.0,0.0,195283089.0,195283089.0,2584610.0,1988130.0,596480.0,0.0,1988130.0,CentralRamp,Volon
20,7322267.0,0.0,7322267.0,8618372.0,0.0,1031121596.0,1031121596.0,19415143.0,10501525.0,8913617.0,0.0,10501525.0,CentralHorst,Volon
21,0.0,0.0,0.0,34872067.0,0.0,0.0,0.0,36049667.0,0.0,36049667.0,0.0,0.0,EastLowland,Volon
