DATE,CONIPOS,SWAT,SGAS,WELLMODEL,CONJPOS,WELL,CONKPOS,PRESSURE,CONIDX,DRAWDOWN,DEPTH,CONBPRES
2018-01-01,22,0.05709828436374664,0.0,STANDARD,30,R_A2,1,300.6092529296875,1,0,1640.59326171875,300.6092529296875
2018-01-01,22,0.058211978524923325,0.0,STANDARD,30,R_A2,2,300.7259216308594,2,0,1642.333251953125,300.7259216308594
2018-01-01,22,0.06040997803211212,0.0,STANDARD,30,R_A2,3,300.84259033203125,3,0,1644.0731201171875,300.84259033203125
2018-01-01,22,0.0682167112827301,0.0,STANDARD,30,R_A2,4,300.9592590332031,4,0,1645.8131103515625,300.9592590332031
2018-01-01,22,0.06945011764764786,0.0,STANDARD,30,R_A2,5,301.075927734375,5,0,1647.5531005859375,301.075927734375
2018-01-01,22,0.31173598766326904,0.0,STANDARD,30,R_A2,6,301.192626953125,6,0,1649.29296875,301.192626953125
2018-01-01,22,0.8925285935401917,0.0,STANDARD,30,R_A2,7,301.3092956542969,7,0,1651.0328369140625,301.3092956542969
2018-01-01,22,0.878487765789032,0.0,STANDARD,30,R_A2,8,301.4259948730469,8,0,1652.7728271484375,301.4259948730469
2018-01-01,22,0.9047338962554932,0.0,STANDARD,30,R_A2,9,301.54266357421875,9,0,1654.5128173828125,301.54266357421875
2018-01-01,22,0.915748119354248,0.0,STANDARD,30,R_A2,10,301.65936279296875,10,0,1656.2528076171875,301.65936279296875
2018-01-01,22,0.07627616077661514,0.0,STANDARD,30,R_A2,11,301.7893371582031,11,0,1658.1904296875,301.7893371582031
2018-01-01,22,0.07883910089731216,0.0,STANDARD,30,R_A2,12,301.9325866699219,12,0,1660.3260498046875,301.9325866699219
2018-01-01,22,0.4697348177433014,0.0,STANDARD,30,R_A2,13,302.0758056640625,13,0,1662.461669921875,302.0758056640625
2018-01-01,22,0.5329071879386902,0.0,STANDARD,30,R_A2,14,302.21905517578125,14,0,1664.59716796875,302.21905517578125
2018-01-01,22,0.9527924656867981,0.0,STANDARD,30,R_A2,15,302.3623046875,15,0,1666.732666015625,302.3623046875
2018-01-01,22,0.9593085646629333,0.0,STANDARD,30,R_A2,16,302.5055847167969,16,0,1668.8682861328125,302.5055847167969
2018-01-01,22,0.9666885137557983,0.0,STANDARD,30,R_A2,17,302.6488342285156,17,0,1671.00390625,302.6488342285156
2018-01-01,22,0.9848674535751343,0.0,STANDARD,30,R_A2,18,302.7488098144531,18,0,1672.494140625,302.7488098144531
2018-01-01,22,0.35244035720825195,0.0,STANDARD,30,R_A2,27,302.83251953125,19,0,1673.7420654296875,302.83251953125
2018-01-01,22,1.0,0.0,STANDARD,29,R_A2,27,303.5477294921875,20,0,1678.67236328125,303.5477294921875
2018-01-01,22,1.0,0.0,STANDARD,29,R_A2,28,303.7217712402344,21,0,1680.509033203125,303.7217712402344
2018-01-01,22,1.0,0.0,STANDARD,29,R_A2,29,303.89581298828125,22,0,1682.345703125,303.89581298828125
2018-01-01,22,1.0,0.0,STANDARD,29,R_A2,30,304.0698547363281,23,0,1684.1822509765625,304.0698547363281
2018-01-01,22,1.0,0.0,STANDARD,29,R_A2,31,304.2439270019531,24,0,1686.0189208984375,304.2439270019531
2018-01-01,28,0.6481541991233826,0.0,STANDARD,41,R_A3,1,298.634765625,1,0,1611.138671875,298.634765625
2018-01-01,28,0.19981618225574493,0.0,STANDARD,41,R_A3,2,298.77685546875,2,0,1613.259033203125,298.77685546875
2018-01-01,28,0.15330655872821808,0.0,STANDARD,41,R_A3,3,298.9189758300781,3,0,1615.3792724609375,298.9189758300781
2018-01-01,28,0.18445950746536255,0.0,STANDARD,41,R_A3,4,299.06109619140625,4,0,1617.4996337890625,299.06109619140625
2018-01-01,29,0.36202046275138855,0.0,STANDARD,41,R_A3,4,298.04620361328125,5,0,1602.35595703125,298.04620361328125
2018-01-01,29,0.8156121969223022,0.0,STANDARD,41,R_A3,5,298.1919860839844,6,0,1604.5316162109375,298.1919860839844
2018-01-01,29,0.6481541991233826,0.0,STANDARD,41,R_A3,6,298.3377990722656,7,0,1606.7071533203125,298.3377990722656
2018-01-01,29,0.1969568282365799,0.0,STANDARD,41,R_A3,7,298.48358154296875,8,0,1608.8828125,298.48358154296875
2018-01-01,29,0.23810844123363495,0.0,STANDARD,41,R_A3,8,298.62939453125,9,0,1611.058349609375,298.62939453125
2018-01-01,29,0.797969400882721,0.0,STANDARD,41,R_A3,9,298.77520751953125,10,0,1613.2340087890625,298.77520751953125
2018-01-01,29,0.7999441027641296,0.0,STANDARD,41,R_A3,10,298.9209899902344,11,0,1615.4095458984375,298.9209899902344
2018-01-01,29,0.049452655017375946,0.0,STANDARD,41,R_A3,11,299.074951171875,12,0,1617.70654296875,299.074951171875
2018-01-01,29,0.054109517484903336,0.0,STANDARD,41,R_A3,12,299.2370300292969,13,0,1620.124755859375,299.2370300292969
2018-01-01,29,0.37569907307624817,0.0,STANDARD,41,R_A3,13,299.3991394042969,14,0,1622.5430908203125,299.3991394042969
2018-01-01,29,0.5020872950553894,0.0,STANDARD,41,R_A3,15,299.7233581542969,15,0,1627.379638671875,299.7233581542969
2018-01-01,29,0.8078793883323669,0.0,STANDARD,41,R_A3,16,299.8726501464844,16,0,1629.6064453125,299.8726501464844
2018-01-01,29,0.6481541991233826,0.0,STANDARD,41,R_A3,27,300.0768737792969,17,0,1632.653076171875,300.0768737792969
2018-01-01,29,0.04704970493912697,0.0,STANDARD,41,R_A3,28,300.3380432128906,18,0,1636.5484619140625,300.3380432128906
2018-01-01,29,0.052603013813495636,0.0,STANDARD,41,R_A3,29,300.5992431640625,19,0,1640.44384765625,300.5992431640625
2018-01-01,29,0.6738594174385071,0.0,STANDARD,41,R_A3,30,300.8604431152344,20,0,1644.3392333984375,300.8604431152344
2018-01-01,29,0.06723757833242416,0.0,STANDARD,41,R_A3,31,301.12164306640625,21,0,1648.234619140625,301.12164306640625
2018-01-01,30,0.05264020711183548,0.0,STANDARD,52,R_A4,1,299.83740234375,1,0,1629.080810546875,299.83740234375
2018-01-01,31,0.050668030977249146,0.0,STANDARD,52,R_A4,1,299.686767578125,2,0,1626.833740234375,299.686767578125
2018-01-01,31,0.052530527114868164,0.0,STANDARD,52,R_A4,2,299.82647705078125,3,0,1628.9180908203125,299.82647705078125
2018-01-01,31,0.05433973670005798,0.0,STANDARD,52,R_A4,3,299.9662170410156,4,0,1631.0025634765625,299.9662170410156
2018-01-01,31,0.09457029402256012,0.0,STANDARD,52,R_A4,4,300.10595703125,5,0,1633.0869140625,300.10595703125
2018-01-01,32,0.059947799891233444,0.0,STANDARD,52,R_A4,4,300.25885009765625,6,0,1635.367431640625,300.25885009765625
2018-01-01,32,0.05637968331575394,0.0,STANDARD,51,R_A4,4,300.08673095703125,7,0,1632.800048828125,300.08673095703125
2018-01-01,32,0.05540839582681656,0.0,STANDARD,51,R_A4,3,299.9612731933594,8,0,1630.9287109375,299.9612731933594
2018-01-01,33,0.062379319220781326,0.0,STANDARD,51,R_A4,4,300.51898193359375,9,0,1639.246826171875,300.51898193359375
2018-01-01,33,0.06089983135461807,0.0,STANDARD,51,R_A4,3,300.38934326171875,10,0,1637.313720703125,300.38934326171875
2018-01-01,33,0.056472036987543106,0.0,STANDARD,50,R_A4,3,300.0699462890625,11,0,1632.5494384765625,300.0699462890625
2018-01-01,34,0.07904065400362015,0.0,STANDARD,50,R_A4,3,300.4098815917969,12,0,1637.6201171875,300.4098815917969
2018-01-01,35,0.1441352516412735,0.0,STANDARD,50,R_A4,3,300.7304992675781,13,0,1642.4013671875,300.7304992675781
2018-01-01,35,0.23557129502296448,0.0,STANDARD,49,R_A4,3,300.6436462402344,14,0,1641.1060791015625,300.6436462402344
2018-01-01,35,0.2350456416606903,0.0,STANDARD,49,R_A4,2,300.5162048339844,15,0,1639.20556640625,300.5162048339844
2018-01-01,36,0.059659771621227264,0.0,STANDARD,49,R_A4,30,300.7247619628906,16,0,1642.31591796875,300.7247619628906
2018-01-01,36,0.05709386244416237,0.0,STANDARD,48,R_A4,30,300.5239562988281,17,0,1639.3212890625,300.5239562988281
2018-01-01,37,0.10134022682905197,0.0,STANDARD,48,R_A4,30,301.2289733886719,18,0,1649.8350830078125,301.2289733886719
2018-01-01,37,0.24861828982830048,0.0,STANDARD,48,R_A4,29,300.85040283203125,19,0,1644.18994140625,300.85040283203125
2018-01-01,38,0.6481541991233826,0.0,STANDARD,48,R_A4,29,301.37359619140625,20,0,1651.99169921875,301.37359619140625
2018-01-01,38,0.20353737473487854,0.0,STANDARD,47,R_A4,29,301.8446044921875,21,0,1659.0142822265625,301.8446044921875
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,1,303.85260009765625,1,0,1685.116455078125,303.85260009765625
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,2,304.06500244140625,2,0,1687.357666015625,304.06500244140625
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,3,304.2773742675781,3,0,1689.598876953125,304.2773742675781
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,4,304.48974609375,4,0,1691.8399658203125,304.48974609375
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,5,304.7021484375,5,0,1694.0810546875,304.7021484375
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,6,304.9145202636719,6,0,1696.322265625,304.9145202636719
2018-01-01,31,1.0,0.0,STANDARD,20,R_A5,7,305.4327087402344,7,0,1698.5634765625,305.4327087402344
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,11,305.35015869140625,8,0,1700.9178466796875,305.35015869140625
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,12,305.53289794921875,9,0,1702.84619140625,305.53289794921875
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,13,305.7276306152344,10,0,1704.7745361328125,305.7276306152344
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,14,305.9103698730469,11,0,1706.702880859375,305.9103698730469
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,15,306.0931091308594,12,0,1708.6312255859375,306.0931091308594
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,16,306.4208984375,13,0,1710.5596923828125,306.4208984375
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,17,306.6036376953125,14,0,1712.488037109375,306.6036376953125
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,18,306.7586364746094,15,0,1714.12353515625,306.7586364746094
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,27,306.77801513671875,16,0,1715.9853515625,306.77801513671875
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,28,306.995361328125,17,0,1718.2786865234375,306.995361328125
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,29,307.51849365234375,18,0,1720.572021484375,307.51849365234375
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,30,307.73583984375,19,0,1722.8653564453125,307.73583984375
2018-01-01,31,1.0,0.0,STANDARD,21,R_A5,31,307.95318603515625,20,0,1725.15869140625,307.95318603515625
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,1,305.05120849609375,1,0,1694.5377197265625,305.05120849609375
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,2,305.19696044921875,2,0,1696.075927734375,305.19696044921875
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,3,305.3427429199219,3,0,1697.6141357421875,305.3427429199219
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,4,305.4884948730469,4,0,1699.1522216796875,305.4884948730469
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,5,305.6342468261719,5,0,1700.6903076171875,305.6342468261719
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,6,305.780029296875,6,0,1702.228515625,305.780029296875
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,7,305.6267395019531,7,0,1703.7666015625,305.6267395019531
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,8,306.0715637207031,8,0,1705.3048095703125,306.0715637207031
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,9,306.21734619140625,9,0,1706.8428955078125,306.21734619140625
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,10,306.05731201171875,10,0,1708.381103515625,306.05731201171875
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,11,306.2393798828125,11,0,1710.3009033203125,306.2393798828125
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,12,306.45751953125,12,0,1712.6025390625,306.45751953125
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,13,306.6876220703125,13,0,1714.904052734375,306.6876220703125
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,14,306.90576171875,14,0,1717.2056884765625,306.90576171875
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,15,307.1239013671875,15,0,1719.50732421875,307.1239013671875
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,16,307.4870300292969,16,0,1721.8089599609375,307.4870300292969
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,17,307.7051696777344,17,0,1724.110595703125,307.7051696777344
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,18,307.8492736816406,18,0,1725.630859375,307.8492736816406
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,27,307.80841064453125,19,0,1726.8572998046875,307.80841064453125
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,28,308.276611328125,20,0,1728.57080078125,308.276611328125
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,29,308.4389953613281,21,0,1730.2843017578125,308.4389953613281
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,30,308.6014099121094,22,0,1731.997802734375,308.6014099121094
2018-01-01,17,1.0,0.0,STANDARD,42,R_A6,31,308.4580383300781,23,0,1733.71142578125,308.4580383300781
2018-03-01,22,0.05713146552443504,0.0,STANDARD,30,R_A2,1,297.0408935546875,1,0,1640.59326171875,297.0408935546875
2018-03-01,22,0.05824851244688034,0.0,STANDARD,30,R_A2,2,297.1574401855469,2,0,1642.333251953125,297.1574401855469
2018-03-01,22,0.06044876202940941,0.0,STANDARD,30,R_A2,3,297.27398681640625,3,0,1644.0731201171875,297.27398681640625
2018-03-01,22,0.06833343207836151,0.0,STANDARD,30,R_A2,4,297.39056396484375,4,0,1645.8131103515625,297.39056396484375
2018-03-01,22,0.06961079686880112,0.0,STANDARD,30,R_A2,5,297.50714111328125,5,0,1647.5531005859375,297.50714111328125
2018-03-01,22,0.312065064907074,0.0,STANDARD,30,R_A2,6,297.6424255371094,6,0,1649.29296875,297.6424255371094
2018-03-01,22,0.892388641834259,0.0,STANDARD,30,R_A2,7,297.76837158203125,7,0,1651.0328369140625,297.76837158203125
2018-03-01,22,0.8782843351364136,0.0,STANDARD,30,R_A2,8,297.89105224609375,8,0,1652.7728271484375,297.89105224609375
2018-03-01,22,0.9046226739883423,0.0,STANDARD,30,R_A2,9,298.15020751953125,9,0,1654.5128173828125,298.15020751953125
2018-03-01,22,0.9156637787818909,0.0,STANDARD,30,R_A2,10,298.3846130371094,10,0,1656.2528076171875,298.3846130371094
2018-03-01,22,0.07642131298780441,0.0,STANDARD,30,R_A2,11,298.416748046875,11,0,1658.1904296875,298.416748046875
2018-03-01,22,0.0809473916888237,0.0,STANDARD,30,R_A2,12,298.5672302246094,12,0,1660.3260498046875,298.5672302246094
2018-03-01,22,0.4712156653404236,0.0,STANDARD,30,R_A2,13,298.8512268066406,13,0,1662.461669921875,298.8512268066406
2018-03-01,22,0.534354567527771,0.0,STANDARD,30,R_A2,14,299.0041198730469,14,0,1664.59716796875,299.0041198730469
2018-03-01,22,0.9527460932731628,0.0,STANDARD,30,R_A2,15,299.1571960449219,15,0,1666.732666015625,299.1571960449219
