DATE,CONIPOS,WELL,SWAT,DEPTH,SGAS,WELLMODEL,CONKPOS,CONIDX,DRAWDOWN,PRESSURE,CONBPRES,CONJPOS
2018-01-01,22,R_A2,0.061710815876722336,1642.8701171875,0.0,STANDARD,1,1,0,300.65875244140625,300.65875244140625,30
2018-01-01,22,R_A2,0.06433036178350449,1644.7569580078125,0.0,STANDARD,2,2,0,300.7852783203125,300.7852783203125,30
2018-01-01,22,R_A2,0.06876689940690994,1646.643798828125,0.0,STANDARD,3,3,0,300.91180419921875,300.91180419921875,30
2018-01-01,22,R_A2,0.07422331720590591,1648.5306396484375,0.0,STANDARD,4,4,0,301.038330078125,301.038330078125,30
2018-01-01,22,R_A2,0.0786403939127922,1650.41748046875,0.0,STANDARD,5,5,0,301.16485595703125,301.16485595703125,30
2018-01-01,22,R_A2,0.32944583892822266,1652.3043212890625,0.0,STANDARD,6,6,0,301.2913818359375,301.2913818359375,30
2018-01-01,22,R_A2,0.9360455870628357,1654.1912841796875,0.0,STANDARD,7,7,0,301.4179382324219,301.4179382324219,30
2018-01-01,22,R_A2,0.9290605187416077,1656.078125,0.0,STANDARD,8,8,0,301.5444641113281,301.5444641113281,30
2018-01-01,22,R_A2,0.9493930339813232,1657.96484375,0.0,STANDARD,9,9,0,301.6710205078125,301.6710205078125,30
2018-01-01,22,R_A2,0.9656239151954651,1659.851806640625,0.0,STANDARD,10,10,0,301.7975769042969,301.7975769042969,30
2018-01-01,22,R_A2,0.09884034842252731,1661.7528076171875,0.0,STANDARD,11,11,0,301.9250793457031,301.9250793457031,30
2018-01-01,22,R_A2,0.1099054291844368,1663.66796875,0.0,STANDARD,12,12,0,302.0535583496094,302.0535583496094,30
2018-01-01,22,R_A2,0.57208251953125,1665.583251953125,0.0,STANDARD,13,13,0,302.1820068359375,302.1820068359375,30
2018-01-01,22,R_A2,0.6637600660324097,1667.4984130859375,0.0,STANDARD,14,14,0,302.31048583984375,302.31048583984375,30
2018-01-01,22,R_A2,0.7998809814453125,1669.41357421875,0.0,STANDARD,15,15,0,302.43896484375,302.43896484375,30
2018-01-01,22,R_A2,1.0,1671.328857421875,0.0,STANDARD,16,16,0,302.5674133300781,302.5674133300781,30
2018-01-01,22,R_A2,1.0,1673.2440185546875,0.0,STANDARD,17,17,0,302.8846740722656,302.8846740722656,30
2018-01-01,22,R_A2,0.9978935122489929,1668.561279296875,0.0,STANDARD,17,18,0,302.38177490234375,302.38177490234375,29
2018-01-01,22,R_A2,0.9958324432373047,1670.585693359375,0.0,STANDARD,18,19,0,302.517578125,302.517578125,29
2018-01-01,22,R_A2,1.0,1671.97998046875,0.0,STANDARD,19,20,0,302.6111145019531,302.6111145019531,29
2018-01-01,22,R_A2,1.0,1673.452880859375,0.0,STANDARD,27,21,0,303.05316162109375,303.05316162109375,29
2018-01-01,22,R_A2,1.0,1675.302734375,0.0,STANDARD,28,22,0,303.2284240722656,303.2284240722656,29
2018-01-01,22,R_A2,1.0,1677.152587890625,0.0,STANDARD,29,23,0,303.4037170410156,303.4037170410156,29
2018-01-01,22,R_A2,1.0,1679.00244140625,0.0,STANDARD,30,24,0,303.5790100097656,303.5790100097656,29
2018-01-01,22,R_A2,1.0,1680.852294921875,0.0,STANDARD,31,25,0,303.7543029785156,303.7543029785156,29
2018-01-01,28,R_A3,0.2704905867576599,1609.0494384765625,0.0,STANDARD,1,1,0,298.39166259765625,298.39166259765625,41
2018-01-01,28,R_A3,0.1358056366443634,1611.1337890625,0.0,STANDARD,2,2,0,298.5313415527344,298.5313415527344,41
2018-01-01,28,R_A3,0.11823459714651108,1613.2181396484375,0.0,STANDARD,3,3,0,298.6710205078125,298.6710205078125,41
2018-01-01,28,R_A3,0.15945619344711304,1615.302490234375,0.0,STANDARD,4,4,0,298.81072998046875,298.81072998046875,41
2018-01-01,29,R_A3,0.26739412546157837,1607.40673828125,0.0,STANDARD,4,5,0,298.28155517578125,298.28155517578125,41
2018-01-01,29,R_A3,0.8212440013885498,1609.4744873046875,0.0,STANDARD,5,6,0,298.4201354980469,298.4201354980469,41
2018-01-01,29,R_A3,0.23850731551647186,1611.542236328125,0.0,STANDARD,6,7,0,298.5587158203125,298.5587158203125,41
2018-01-01,29,R_A3,0.20542466640472412,1613.60986328125,0.0,STANDARD,7,8,0,298.697265625,298.697265625,41
2018-01-01,29,R_A3,0.20700226724147797,1615.677734375,0.0,STANDARD,8,9,0,298.83587646484375,298.83587646484375,41
2018-01-01,29,R_A3,0.6626898050308228,1617.7454833984375,0.0,STANDARD,9,10,0,298.9744567871094,298.9744567871094,41
2018-01-01,29,R_A3,0.8151993155479431,1619.813232421875,0.0,STANDARD,10,11,0,299.113037109375,299.113037109375,41
2018-01-01,29,R_A3,0.05174318701028824,1621.9798583984375,0.0,STANDARD,11,12,0,299.2582702636719,299.2582702636719,41
2018-01-01,29,R_A3,0.05861429497599602,1624.245361328125,0.0,STANDARD,12,13,0,299.4101257324219,299.4101257324219,41
2018-01-01,29,R_A3,0.3853926658630371,1626.5108642578125,0.0,STANDARD,13,14,0,299.5619812011719,299.5619812011719,41
2018-01-01,29,R_A3,0.15711133182048798,1628.7763671875,0.0,STANDARD,14,15,0,299.7138671875,299.7138671875,41
2018-01-01,29,R_A3,0.508994996547699,1631.0418701171875,0.0,STANDARD,15,16,0,299.86572265625,299.86572265625,41
2018-01-01,29,R_A3,0.8233759999275208,1632.9080810546875,0.0,STANDARD,16,17,0,299.9908447265625,299.9908447265625,41
2018-01-01,29,R_A3,0.17778027057647705,1635.3834228515625,0.0,STANDARD,27,18,0,300.15679931640625,300.15679931640625,41
2018-01-01,29,R_A3,0.05141307786107063,1638.86767578125,0.0,STANDARD,28,19,0,300.390380859375,300.390380859375,41
2018-01-01,29,R_A3,0.05560675635933876,1642.351806640625,0.0,STANDARD,29,20,0,300.6239929199219,300.6239929199219,41
2018-01-01,29,R_A3,1.0,1645.8360595703125,0.0,STANDARD,30,21,0,300.8576354980469,300.8576354980469,41
