DATE,REGION,RGIP,RGIPG,RGIPL,RGPR,RGPT,ROIP,ROIPG,ROIPL,RPR
2000-01-01,1,4498716672.0,0.0,4498716672.0,0.0,0.0,24449548.0,0.0,24449548.0,305.8841857910156
2000-01-01,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.3276062011719
2000-01-01,3,3765822720.0,0.0,3765822720.0,0.0,0.0,20466428.0,0.0,20466428.0,306.6856994628906
2000-01-01,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.04327392578125
2000-01-01,5,2591946752.0,0.0,2591946752.0,0.0,0.0,14086667.0,0.0,14086667.0,306.8148498535156
2000-01-01,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.7801818847656
2000-02-01,1,4497284608.0,-6.441814422607422,4497284608.0,0.0,0.0,24441762.0,0.0,24441762.0,305.8401184082031
2000-02-01,2,2086078.0,-17.640785217285156,2086095.75,0.0,0.0,11337.0546875,0.0,11337.0546875,303.6482238769531
2000-02-01,3,3764222464.0,21.058183670043945,3764222208.0,0.0,0.0,20457730.0,0.0,20457730.0,306.65936279296875
2000-02-01,4,1423876.375,-21.427047729492188,1423897.75,0.0,0.0,7736.927734375,0.0,7736.927734375,305.6331481933594
2000-02-01,5,2590148352.0,327.07794189453125,2590148096.0,0.0,0.0,14076893.0,0.0,14076893.0,306.7898254394531
2000-02-01,6,1321278.75,12.013185501098633,1321266.75,0.0,0.0,7179.93994140625,0.0,7179.93994140625,305.4947814941406
2000-03-01,1,4478330368.0,9.525074005126953,4478330368.0,137855.890625,3997797.5,24338752.0,0.0,24338752.0,298.37591552734375
2000-03-01,2,2358956.25,-11.691317558288574,2358968.0,0.0,0.0,12819.1845703125,0.0,12819.1845703125,299.7003479003906
2000-03-01,3,3737573888.0,58.30592346191406,3737573888.0,1394450.75,41360296.0,20312902.0,0.0,20312902.0,298.8770751953125
2000-03-01,4,1813698.375,-13.019962310791016,1813711.375,0.0,0.0,9855.5244140625,0.0,9855.5244140625,299.3999938964844
2000-03-01,5,2573652224.0,283.4118957519531,2573651968.0,547277.0625,15870444.0,13987240.0,0.0,13987240.0,298.9071044921875
2000-03-01,6,1528598.75,23.03372573852539,1528575.75,0.0,0.0,8306.6708984375,0.0,8306.6708984375,299.5917663574219
2000-04-01,1,4460526080.0,38.54092025756836,4460526080.0,142754.5625,8423787.0,24241988.0,0.0,24241988.0,292.0292053222656
2000-04-01,2,2486062.0,5.362203598022461,2486056.5,0.0,0.0,13509.984375,0.0,13509.984375,294.0936584472656
2000-04-01,3,3715647488.0,118.95182037353516,3715647232.0,1114436.5,76623400.0,20193736.0,0.0,20193736.0,292.6231384277344
2000-04-01,4,2092248.125,-3.9188520908355713,2092252.0,0.0,0.0,11369.3876953125,0.0,11369.3876953125,293.92535400390625
2000-04-01,5,2555624448.0,481.7124328613281,2555623936.0,566749.75,33439144.0,13889263.0,0.0,13889263.0,292.545166015625
2000-04-01,6,1624059.875,54.9751091003418,1624004.875,0.0,0.0,8825.4892578125,0.0,8825.4892578125,294.1963195800781
2000-05-01,1,4444627968.0,118.29584503173828,4444627968.0,142720.953125,12705698.0,24155588.0,0.0,24155588.0,286.6298828125
