CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1611.2745361328125,303.6614074707031,0.030835067853331566,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.6614074707031
27,30,6,1614.1368408203125,303.84393310546875,0.034815799444913864,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.84393310546875
27,30,7,1617.23095703125,304.04132080078125,0.028241246938705444,0.0,3,0,2000-02-01,OP_1,MULTISEG,304.04132080078125
27,30,8,1620.324951171875,304.23870849609375,0.027268461883068085,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.23870849609375
27,30,9,1623.419189453125,304.43609619140625,0.027634235098958015,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.43609619140625
27,30,10,1626.513427734375,304.6336669921875,0.06583206355571747,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.6336669921875
20,13,6,1654.1495361328125,305.8818054199219,0.16365715861320496,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.8818054199219
20,13,7,1656.841796875,306.0531005859375,0.07906018942594528,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.0531005859375
20,13,8,1659.5340576171875,306.2250671386719,0.04948340728878975,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.2250671386719
20,13,9,1662.2264404296875,306.3970031738281,0.048438772559165955,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.3970031738281
20,13,10,1664.9188232421875,306.57135009765625,0.15653569996356964,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.57135009765625
28,47,8,1655.1434326171875,306.4552001953125,0.11988457292318344,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.4552001953125
28,47,9,1657.99755859375,306.6374206542969,0.07626775652170181,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.6374206542969
28,47,10,1660.8516845703125,306.8196105957031,0.0683126449584961,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.8196105957031
28,47,11,1663.755615234375,307.0050354003906,0.07838350534439087,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.0050354003906
28,47,12,1666.70947265625,307.1936340332031,0.06309259682893753,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.1936340332031
28,47,13,1669.663330078125,307.3822326660156,0.05866279825568199,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.3822326660156
28,47,14,1672.6173095703125,307.5708312988281,0.0662756934762001,0.0,7,0,2000-02-01,OP_3,MULTISEG,307.5708312988281
