PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID,REAL,ENSEMBLE
PERM,LowerReek,Reach,Background,13.194146,,100.0,0.10602064,1.8043253,31.206495,16.568892,geogrid,geogrid,2,iter-0
PORO,LowerReek,Reach,Background,0.111568235,,0.27972868,0.0,0.04745591,0.1761785,0.048822697,geogrid,geogrid,2,iter-0
SW,LowerReek,Reach,Background,0.88047695,,1.0,0.0,0.5094979,1.0,0.21596123,geogrid,geogrid,2,iter-0
PERM,LowerReek,Reach,Channel,2893.2422,,10000.0,25.723005,394.29092,8248.479,2886.2197,geogrid,geogrid,2,iter-0
PORO,LowerReek,Reach,Channel,0.24544,,0.43952358,0.052741304,0.17942211,0.31053108,0.050989144,geogrid,geogrid,2,iter-0
SW,LowerReek,Reach,Channel,0.5338163,,1.0,0.02363054,0.056049768,1.0,0.44554868,geogrid,geogrid,2,iter-0
PERM,LowerReek,Reach,Crevasse,162.91875,,1000.0,2.2954836,19.871216,402.64487,197.6551,geogrid,geogrid,2,iter-0
PORO,LowerReek,Reach,Crevasse,0.19673894,,0.37588555,0.042183116,0.13305622,0.2588936,0.049217276,geogrid,geogrid,2,iter-0
SW,LowerReek,Reach,Crevasse,0.6300083,,1.0,0.0633746,0.15764588,1.0,0.38192388,geogrid,geogrid,2,iter-0
PERM,LowerReek,Stormlands,Background,12.566377,,100.0,0.2769201,2.0197096,27.950668,14.314695,geogrid,geogrid,2,iter-0
PORO,LowerReek,Stormlands,Background,0.113267325,,0.23136431,0.0,0.060194023,0.16720521,0.041162707,geogrid,geogrid,2,iter-0
SW,LowerReek,Stormlands,Background,0.32964185,,0.93526554,0.0,0.21302219,0.47948068,0.12131714,geogrid,geogrid,2,iter-0
PERM,LowerReek,Stormlands,Channel,3559.5208,,10000.0,43.593575,515.5595,9510.051,2998.028,geogrid,geogrid,2,iter-0
PORO,LowerReek,Stormlands,Channel,0.25943238,,0.4251493,0.09069376,0.20068926,0.31997082,0.04817938,geogrid,geogrid,2,iter-0
SW,LowerReek,Stormlands,Channel,0.045555584,,0.1844611,0.02117535,0.02587829,0.07287703,0.022426829,geogrid,geogrid,2,iter-0
PERM,LowerReek,Stormlands,Crevasse,156.40948,,1000.0,4.6379576,23.052526,359.41898,173.05174,geogrid,geogrid,2,iter-0
PORO,LowerReek,Stormlands,Crevasse,0.19718361,,0.31892943,0.07591869,0.14023902,0.25356677,0.043493897,geogrid,geogrid,2,iter-0
SW,LowerReek,Stormlands,Crevasse,0.1288347,,0.46255797,0.051417664,0.0761315,0.18769541,0.050853256,geogrid,geogrid,2,iter-0
PERM,LowerReek,Vale,Background,10.1991,,100.0,0.1893494,1.6977159,21.970139,12.698686,geogrid,geogrid,2,iter-0
PORO,LowerReek,Vale,Background,0.10035961,,0.23764896,0.0,0.050791103,0.14904825,0.03862888,geogrid,geogrid,2,iter-0
SW,LowerReek,Vale,Background,0.89462775,,1.0,0.0,0.33269912,1.0,0.24744032,geogrid,geogrid,2,iter-0
PERM,LowerReek,Vale,Channel,3147.3372,,10000.0,48.13039,469.22052,8878.132,2974.096,geogrid,geogrid,2,iter-0
PORO,LowerReek,Vale,Channel,0.2476688,,0.4221257,0.10252762,0.18644,0.3110853,0.049640294,geogrid,geogrid,2,iter-0
SW,LowerReek,Vale,Channel,0.20337369,,1.0,0.020908821,0.027796175,1.0,0.3512597,geogrid,geogrid,2,iter-0
PERM,LowerReek,Vale,Crevasse,217.59381,,1000.0,4.3530893,25.25348,553.73364,237.49416,geogrid,geogrid,2,iter-0
PORO,LowerReek,Vale,Crevasse,0.2157605,,0.34947288,0.06759556,0.1486038,0.27771735,0.05045471,geogrid,geogrid,2,iter-0
SW,LowerReek,Vale,Crevasse,0.35636115,,1.0,0.05335581,0.07127996,1.0,0.3799349,geogrid,geogrid,2,iter-0
PERM,LowerReek,Westerlands,Background,13.094551,,100.0,0.05857583,1.7329592,30.183683,16.452757,geogrid,geogrid,2,iter-0
PORO,LowerReek,Westerlands,Background,0.108170815,,0.34747806,0.0,0.04007637,0.17250997,0.05118032,geogrid,geogrid,2,iter-0
SW,LowerReek,Westerlands,Background,0.9980093,,1.0,0.0,1.0,1.0,0.029422535,geogrid,geogrid,2,iter-0
PERM,LowerReek,Westerlands,Channel,3263.361,,10000.0,9.7845545,481.96054,8996.562,2972.9084,geogrid,geogrid,2,iter-0
PORO,LowerReek,Westerlands,Channel,0.25348073,,0.42562485,0.0036096722,0.18913175,0.31721315,0.049726803,geogrid,geogrid,2,iter-0
SW,LowerReek,Westerlands,Channel,0.9654653,,1.0,0.03863005,1.0,1.0,0.17235498,geogrid,geogrid,2,iter-0
PERM,LowerReek,Westerlands,Crevasse,172.95901,,1000.0,2.1177955,21.866806,411.72626,204.97025,geogrid,geogrid,2,iter-0
PORO,LowerReek,Westerlands,Crevasse,0.20194547,,0.36280477,0.024547398,0.13776338,0.2627833,0.048947744,geogrid,geogrid,2,iter-0
SW,LowerReek,Westerlands,Crevasse,0.95915645,,1.0,0.09884228,1.0,1.0,0.17267297,geogrid,geogrid,2,iter-0
PERM,MidReek,Dorne,Background,11.581612,,100.0,0.08894082,1.5220647,26.317036,15.38608,geogrid,geogrid,2,iter-0
PORO,MidReek,Dorne,Background,0.106253795,,0.27771935,0.0,0.04541097,0.16639276,0.046285495,geogrid,geogrid,2,iter-0
SW,MidReek,Dorne,Background,0.9995802,,1.0,0.0,1.0,1.0,0.02025576,geogrid,geogrid,2,iter-0
PERM,MidReek,Dorne,Channel,3367.932,,10000.0,35.333187,496.185,9665.272,3045.7568,geogrid,geogrid,2,iter-0
PORO,MidReek,Dorne,Channel,0.2539609,,0.43605566,0.07507269,0.19025345,0.3179354,0.04967795,geogrid,geogrid,2,iter-0
SW,MidReek,Dorne,Channel,0.91091436,,1.0,0.054399725,0.35456717,1.0,0.25612846,geogrid,geogrid,2,iter-0
PERM,MidReek,Dorne,Crevasse,183.04701,,1000.0,0.59682095,22.664122,453.77628,219.82518,geogrid,geogrid,2,iter-0
PORO,MidReek,Dorne,Crevasse,0.20490451,,0.37504297,0.018972903,0.13824537,0.27091843,0.051710367,geogrid,geogrid,2,iter-0
SW,MidReek,Dorne,Crevasse,0.933002,,1.0,0.14033592,0.67534405,1.0,0.19426021,geogrid,geogrid,2,iter-0
PERM,MidReek,IronIslands,Background,18.2875,,100.0,0.20646001,2.55772,44.193768,20.928225,geogrid,geogrid,2,iter-0
PORO,MidReek,IronIslands,Background,0.13078213,,0.3096037,0.0,0.0662466,0.19466473,0.049343426,geogrid,geogrid,2,iter-0
SW,MidReek,IronIslands,Background,0.626862,,1.0,0.0,0.22317475,1.0,0.3456941,geogrid,geogrid,2,iter-0
PERM,MidReek,IronIslands,Channel,3441.1736,,10000.0,61.271275,573.962,9611.478,3035.9412,geogrid,geogrid,2,iter-0
PORO,MidReek,IronIslands,Channel,0.25489908,,0.43045318,0.08196972,0.19262017,0.31623346,0.048522677,geogrid,geogrid,2,iter-0
SW,MidReek,IronIslands,Channel,0.26800206,,1.0,0.019673444,0.028782735,1.0,0.38269788,geogrid,geogrid,2,iter-0
PERM,MidReek,IronIslands,Crevasse,189.37334,,1000.0,2.1988182,22.682938,478.8595,224.99028,geogrid,geogrid,2,iter-0
PORO,MidReek,IronIslands,Crevasse,0.20265117,,0.37900323,0.03960824,0.13634795,0.26817626,0.051006116,geogrid,geogrid,2,iter-0
SW,MidReek,IronIslands,Crevasse,0.38021904,,1.0,0.04642217,0.078884244,1.0,0.35991406,geogrid,geogrid,2,iter-0
PERM,MidReek,North,Background,12.423449,,100.0,0.11516772,1.6907419,29.089588,15.669058,geogrid,geogrid,2,iter-0
PORO,MidReek,North,Background,0.10807031,,0.28673667,0.0,0.041196458,0.17133541,0.04966442,geogrid,geogrid,2,iter-0
SW,MidReek,North,Background,0.99700207,,1.0,0.22731206,1.0,1.0,0.04275165,geogrid,geogrid,2,iter-0
PERM,MidReek,North,Channel,3312.1448,,10000.0,22.02251,458.34314,9513.71,3048.514,geogrid,geogrid,2,iter-0
PORO,MidReek,North,Channel,0.25358632,,0.48146695,0.073734686,0.18891574,0.3182839,0.05040915,geogrid,geogrid,2,iter-0
SW,MidReek,North,Channel,0.9834003,,1.0,0.02514305,1.0,1.0,0.12384805,geogrid,geogrid,2,iter-0
PERM,MidReek,North,Crevasse,177.66644,,1000.0,1.824636,23.97682,431.23993,203.53995,geogrid,geogrid,2,iter-0
PORO,MidReek,North,Crevasse,0.20437804,,0.36435604,0.013773352,0.14266743,0.26462418,0.04762465,geogrid,geogrid,2,iter-0
SW,MidReek,North,Crevasse,0.99059373,,1.0,0.07816674,1.0,1.0,0.08857745,geogrid,geogrid,2,iter-0
PERM,MidReek,Reach,Background,13.4038925,,100.0,0.038512424,1.4208059,32.977074,17.310236,geogrid,geogrid,2,iter-0
PORO,MidReek,Reach,Background,0.10567041,,0.27505696,0.0,0.04399685,0.16727768,0.047304895,geogrid,geogrid,2,iter-0
SW,MidReek,Reach,Background,0.8082004,,1.0,0.0,0.35305235,1.0,0.27524638,geogrid,geogrid,2,iter-0
PERM,MidReek,Reach,Channel,3545.849,,10000.0,23.09072,524.3192,10000.0,3166.9673,geogrid,geogrid,2,iter-0
PORO,MidReek,Reach,Channel,0.25622058,,0.45679316,0.0815907,0.19001535,0.32269573,0.05113289,geogrid,geogrid,2,iter-0
SW,MidReek,Reach,Channel,0.44256163,,1.0,0.01967092,0.044441868,1.0,0.44704175,geogrid,geogrid,2,iter-0
PERM,MidReek,Reach,Crevasse,160.79623,,1000.0,0.93957794,21.106762,383.06165,191.96904,geogrid,geogrid,2,iter-0
PORO,MidReek,Reach,Crevasse,0.19967788,,0.36219436,0.0,0.13692571,0.26201546,0.04816298,geogrid,geogrid,2,iter-0
SW,MidReek,Reach,Crevasse,0.44848976,,1.0,0.0,0.12340462,1.0,0.36326605,geogrid,geogrid,2,iter-0
PERM,MidReek,Stormlands,Background,22.99204,,100.0,0.50436145,5.137557,51.213997,20.825424,geogrid,geogrid,2,iter-0
PORO,MidReek,Stormlands,Background,0.13610716,,0.2679009,0.011673547,0.0888053,0.18537447,0.037825085,geogrid,geogrid,2,iter-0
SW,MidReek,Stormlands,Background,0.23738697,,0.5224123,0.11694626,0.17176032,0.31016803,0.05650795,geogrid,geogrid,2,iter-0
PERM,MidReek,Stormlands,Channel,2812.9312,,10000.0,165.35706,458.90656,8663.415,2845.1282,geogrid,geogrid,2,iter-0
PORO,MidReek,Stormlands,Channel,0.24014013,,0.3665884,0.13400885,0.1905838,0.2981273,0.04246392,geogrid,geogrid,2,iter-0
SW,MidReek,Stormlands,Channel,0.041783392,,0.09422672,0.018868903,0.025367413,0.0663827,0.017028634,geogrid,geogrid,2,iter-0
PERM,MidReek,Stormlands,Crevasse,183.73209,,770.13324,12.285714,32.83145,470.80334,179.79283,geogrid,geogrid,2,iter-0
PORO,MidReek,Stormlands,Crevasse,0.19956432,,0.2905328,0.11300048,0.15060735,0.25249037,0.04486507,geogrid,geogrid,2,iter-0
SW,MidReek,Stormlands,Crevasse,0.10343357,,0.1919393,0.050316267,0.06497288,0.16174623,0.03548612,geogrid,geogrid,2,iter-0
PERM,MidReek,Vale,Background,15.33215,,100.0,0.15069924,1.7628165,37.688335,18.569427,geogrid,geogrid,2,iter-0
PORO,MidReek,Vale,Background,0.10376037,,0.2706189,0.0,0.0443734,0.16155833,0.045489546,geogrid,geogrid,2,iter-0
SW,MidReek,Vale,Background,0.9384935,,1.0,0.0,0.8758534,1.0,0.19139677,geogrid,geogrid,2,iter-0
PERM,MidReek,Vale,Channel,3585.5056,,10000.0,82.37426,570.5201,10000.0,3113.4485,geogrid,geogrid,2,iter-0
PORO,MidReek,Vale,Channel,0.25791708,,0.43212062,0.10295695,0.19151221,0.32481906,0.050962925,geogrid,geogrid,2,iter-0
SW,MidReek,Vale,Channel,0.33168608,,1.0,0.019352175,0.02644264,1.0,0.43476036,geogrid,geogrid,2,iter-0
PERM,MidReek,Vale,Crevasse,167.90979,,1000.0,2.4447885,22.644861,404.49673,195.92038,geogrid,geogrid,2,iter-0
PORO,MidReek,Vale,Crevasse,0.20103483,,0.33156893,0.03689888,0.13882586,0.2626952,0.04776161,geogrid,geogrid,2,iter-0
SW,MidReek,Vale,Crevasse,0.46083188,,1.0,0.049959317,0.079016306,1.0,0.4221741,geogrid,geogrid,2,iter-0
PERM,MidReek,Westerlands,Background,13.30799,,100.0,0.0529382,1.6267875,31.143272,17.58167,geogrid,geogrid,2,iter-0
PORO,MidReek,Westerlands,Background,0.104891814,,0.31892648,0.0,0.041036364,0.16675597,0.049186036,geogrid,geogrid,2,iter-0
SW,MidReek,Westerlands,Background,0.99620944,,1.0,0.0,1.0,1.0,0.04650287,geogrid,geogrid,2,iter-0
PERM,MidReek,Westerlands,Channel,3371.577,,10000.0,28.926249,514.8301,9612.377,3038.376,geogrid,geogrid,2,iter-0
PORO,MidReek,Westerlands,Channel,0.25653002,,0.45567465,0.079839885,0.19359867,0.3196193,0.049076423,geogrid,geogrid,2,iter-0
SW,MidReek,Westerlands,Channel,0.9349883,,1.0,0.031098383,1.0,1.0,0.23128486,geogrid,geogrid,2,iter-0
PERM,MidReek,Westerlands,Crevasse,158.3988,,1000.0,1.4190928,20.611578,376.51608,191.63214,geogrid,geogrid,2,iter-0
PORO,MidReek,Westerlands,Crevasse,0.1963836,,0.3908439,0.02204056,0.13314499,0.26124856,0.049861435,geogrid,geogrid,2,iter-0
SW,MidReek,Westerlands,Crevasse,0.9524009,,1.0,0.0819039,1.0,1.0,0.18520539,geogrid,geogrid,2,iter-0
PERM,UpperReek,Dorne,Background,10.94854,,100.0,0.10404623,1.5582561,24.818325,14.89919,geogrid,geogrid,2,iter-0
PORO,UpperReek,Dorne,Background,0.10627671,,0.3247004,0.0,0.04621783,0.16770537,0.046805754,geogrid,geogrid,2,iter-0
SW,UpperReek,Dorne,Background,0.9771607,,1.0,0.0,1.0,1.0,0.09599784,geogrid,geogrid,2,iter-0
PERM,UpperReek,Dorne,Channel,2991.3271,,10000.0,33.53864,434.2461,8181.5337,2863.6667,geogrid,geogrid,2,iter-0
PORO,UpperReek,Dorne,Channel,0.25248265,,0.4412607,0.09504996,0.190714,0.31317186,0.04809812,geogrid,geogrid,2,iter-0
SW,UpperReek,Dorne,Channel,0.8476925,,1.0,0.035441604,0.12591128,1.0,0.32862362,geogrid,geogrid,2,iter-0
PERM,UpperReek,Dorne,Crevasse,154.98601,,1000.0,1.8029853,22.116167,357.6754,188.52258,geogrid,geogrid,2,iter-0
PORO,UpperReek,Dorne,Crevasse,0.19817506,,0.3551304,0.00962244,0.13746877,0.25909066,0.04771623,geogrid,geogrid,2,iter-0
SW,UpperReek,Dorne,Crevasse,0.8417718,,1.0,0.08326633,0.2544121,1.0,0.29897052,geogrid,geogrid,2,iter-0
PERM,UpperReek,IronIslands,Background,26.230705,,100.0,0.25901327,2.6388855,92.82698,30.646757,geogrid,geogrid,2,iter-0
PORO,UpperReek,IronIslands,Background,0.13076644,,0.36206523,0.0,0.060800064,0.2075411,0.057684377,geogrid,geogrid,2,iter-0
SW,UpperReek,IronIslands,Background,0.5155619,,1.0,0.0,0.1651903,1.0,0.341778,geogrid,geogrid,2,iter-0
PERM,UpperReek,IronIslands,Channel,2697.7554,,10000.0,33.75872,352.75427,7503.5283,2809.1926,geogrid,geogrid,2,iter-0
PORO,UpperReek,IronIslands,Channel,0.24476956,,0.42323697,0.07778254,0.18062355,0.31220794,0.051282242,geogrid,geogrid,2,iter-0
SW,UpperReek,IronIslands,Channel,0.23260875,,1.0,0.018182784,0.028492466,1.0,0.3544843,geogrid,geogrid,2,iter-0
PERM,UpperReek,IronIslands,Crevasse,171.50409,,1000.0,1.3430289,19.744274,409.69916,213.05077,geogrid,geogrid,2,iter-0
PORO,UpperReek,IronIslands,Crevasse,0.20108174,,0.35129726,0.002949521,0.13482578,0.26777753,0.051585443,geogrid,geogrid,2,iter-0
SW,UpperReek,IronIslands,Crevasse,0.3503287,,1.0,0.044409372,0.07785575,1.0,0.34438506,geogrid,geogrid,2,iter-0
PERM,UpperReek,North,Background,11.203075,,100.0,0.10905759,1.3989277,26.527,14.013602,geogrid,geogrid,2,iter-0
PORO,UpperReek,North,Background,0.10233743,,0.26425382,0.0,0.042167336,0.16114005,0.04575616,geogrid,geogrid,2,iter-0
SW,UpperReek,North,Background,0.9941345,,1.0,0.0,1.0,1.0,0.063806236,geogrid,geogrid,2,iter-0
PERM,UpperReek,North,Channel,2881.678,,10000.0,22.527435,449.64435,7607.2773,2782.8809,geogrid,geogrid,2,iter-0
PORO,UpperReek,North,Channel,0.24851428,,0.42004985,0.07825662,0.18586265,0.31194317,0.048602328,geogrid,geogrid,2,iter-0
SW,UpperReek,North,Channel,0.98671615,,1.0,0.023839785,1.0,1.0,0.11121206,geogrid,geogrid,2,iter-0
PERM,UpperReek,North,Crevasse,177.69872,,1000.0,2.4847791,23.116499,438.3719,214.64543,geogrid,geogrid,2,iter-0
PORO,UpperReek,North,Crevasse,0.20179491,,0.3515187,0.035615474,0.13839094,0.2646864,0.048247967,geogrid,geogrid,2,iter-0
SW,UpperReek,North,Crevasse,0.988563,,1.0,0.08010626,1.0,1.0,0.097665936,geogrid,geogrid,2,iter-0
PERM,UpperReek,Reach,Background,7.6865215,,100.0,0.071047045,1.169873,17.085464,10.26696,geogrid,geogrid,2,iter-0
PORO,UpperReek,Reach,Background,0.087083355,,0.27349633,0.0,0.02756245,0.14484523,0.044724192,geogrid,geogrid,2,iter-0
SW,UpperReek,Reach,Background,0.6575356,,1.0,0.0,0.29656565,1.0,0.30204836,geogrid,geogrid,2,iter-0
PERM,UpperReek,Reach,Channel,2899.902,,10000.0,24.910969,429.08575,7556.115,2764.279,geogrid,geogrid,2,iter-0
PORO,UpperReek,Reach,Channel,0.2452621,,0.4332043,0.05772929,0.18235186,0.3087931,0.049661502,geogrid,geogrid,2,iter-0
SW,UpperReek,Reach,Channel,0.5796788,,1.0,0.019958444,0.042595413,1.0,0.4577002,geogrid,geogrid,2,iter-0
PERM,UpperReek,Reach,Crevasse,183.39754,,1000.0,2.4580936,24.97405,453.04602,214.08511,geogrid,geogrid,2,iter-0
PORO,UpperReek,Reach,Crevasse,0.20530713,,0.3699672,0.04984331,0.13943681,0.27094233,0.05031451,geogrid,geogrid,2,iter-0
SW,UpperReek,Reach,Crevasse,0.5941258,,1.0,0.051413994,0.1154614,1.0,0.40979695,geogrid,geogrid,2,iter-0
PERM,UpperReek,Stormlands,Background,25.097105,,100.0,0.28292382,2.2177255,100.0,32.333847,geogrid,geogrid,2,iter-0
PORO,UpperReek,Stormlands,Background,0.13277468,,0.30008724,0.0,0.058737785,0.22828309,0.06329917,geogrid,geogrid,2,iter-0
SW,UpperReek,Stormlands,Background,0.22858836,,0.61518526,0.0,0.1333234,0.32731593,0.07596326,geogrid,geogrid,2,iter-0
PERM,UpperReek,Stormlands,Channel,3341.913,,10000.0,94.72841,436.0366,10000.0,3194.785,geogrid,geogrid,2,iter-0
PORO,UpperReek,Stormlands,Channel,0.25007838,,0.39220315,0.11019173,0.18626676,0.32198253,0.050998375,geogrid,geogrid,2,iter-0
SW,UpperReek,Stormlands,Channel,0.03347383,,0.07815817,0.016289579,0.02037043,0.04862241,0.011223597,geogrid,geogrid,2,iter-0
PERM,UpperReek,Stormlands,Crevasse,228.64209,,1000.0,5.802664,31.336985,675.9081,258.8161,geogrid,geogrid,2,iter-0
PORO,UpperReek,Stormlands,Crevasse,0.20778735,,0.3312614,0.0942518,0.14661996,0.2710901,0.048574846,geogrid,geogrid,2,iter-0
SW,UpperReek,Stormlands,Crevasse,0.08629399,,0.1937756,0.04525019,0.05262545,0.12360087,0.028003043,geogrid,geogrid,2,iter-0
PERM,UpperReek,Vale,Background,14.9916315,,100.0,0.16849874,1.6479815,37.636154,19.540073,geogrid,geogrid,2,iter-0
PORO,UpperReek,Vale,Background,0.10618888,,0.2903702,0.0,0.03904692,0.1737485,0.051504727,geogrid,geogrid,2,iter-0
SW,UpperReek,Vale,Background,0.7196531,,1.0,0.0,0.21884802,1.0,0.35268104,geogrid,geogrid,2,iter-0
PERM,UpperReek,Vale,Channel,3283.198,,10000.0,79.79332,504.89862,9176.767,2985.3918,geogrid,geogrid,2,iter-0
PORO,UpperReek,Vale,Channel,0.25605515,,0.42268223,0.108405575,0.19289953,0.31999075,0.048526485,geogrid,geogrid,2,iter-0
SW,UpperReek,Vale,Channel,0.49746484,,1.0,0.019438645,0.027148977,1.0,0.4729762,geogrid,geogrid,2,iter-0
PERM,UpperReek,Vale,Crevasse,164.22227,,1000.0,4.180641,23.346846,392.21292,196.93231,geogrid,geogrid,2,iter-0
PORO,UpperReek,Vale,Crevasse,0.20889777,,0.35534492,0.06745878,0.15133142,0.2702612,0.04720688,geogrid,geogrid,2,iter-0
SW,UpperReek,Vale,Crevasse,0.48201498,,1.0,0.05226817,0.088285126,1.0,0.4162617,geogrid,geogrid,2,iter-0
PERM,UpperReek,Westerlands,Background,10.724386,,100.0,0.049057163,1.4383847,24.644854,13.979409,geogrid,geogrid,2,iter-0
PORO,UpperReek,Westerlands,Background,0.10425536,,0.3060451,0.0,0.03997987,0.16892871,0.04937936,geogrid,geogrid,2,iter-0
SW,UpperReek,Westerlands,Background,0.97947526,,1.0,0.0,1.0,1.0,0.10676418,geogrid,geogrid,2,iter-0
PERM,UpperReek,Westerlands,Channel,2884.2852,,10000.0,26.163729,426.37643,7693.2944,2801.193,geogrid,geogrid,2,iter-0
PORO,UpperReek,Westerlands,Channel,0.24566239,,0.42349654,0.08119564,0.18269724,0.30804235,0.048243143,geogrid,geogrid,2,iter-0
SW,UpperReek,Westerlands,Channel,0.9547292,,1.0,0.028379181,1.0,1.0,0.19698979,geogrid,geogrid,2,iter-0
PERM,UpperReek,Westerlands,Crevasse,164.66504,,1000.0,1.7852503,23.024284,399.66873,197.14792,geogrid,geogrid,2,iter-0
PORO,UpperReek,Westerlands,Crevasse,0.20005396,,0.3712266,0.011589825,0.13974394,0.2599322,0.047932077,geogrid,geogrid,2,iter-0
SW,UpperReek,Westerlands,Crevasse,0.95384985,,1.0,0.09093293,1.0,1.0,0.18632206,geogrid,geogrid,2,iter-0
PERM,LowerReek,Dorne,Total,1353.3263,,10000.0,0.13257687,2.603863,4804.857,2525.1516,geogrid,geogrid,2,iter-0
PORO,LowerReek,Dorne,Total,0.17172834,,0.4277972,0.0,0.06401866,0.28710285,0.084998496,geogrid,geogrid,2,iter-0
SW,LowerReek,Dorne,Total,0.9940079,,1.0,0.08061312,1.0,1.0,0.066802144,geogrid,geogrid,2,iter-0
PERM,LowerReek,IronIslands,Total,1019.6002,,10000.0,0.086853705,2.1214144,3604.8333,2205.2832,geogrid,geogrid,2,iter-0
PORO,LowerReek,IronIslands,Total,0.16592485,,0.41316554,0.0,0.06139956,0.27826464,0.08175421,geogrid,geogrid,2,iter-0
SW,LowerReek,IronIslands,Total,0.5605848,,1.0,0.0,0.047136024,1.0,0.40686294,geogrid,geogrid,2,iter-0
PERM,LowerReek,North,Total,1278.5637,,10000.0,0.09325737,3.18083,4380.4033,2439.3408,geogrid,geogrid,2,iter-0
PORO,LowerReek,North,Total,0.17753138,,0.43401515,0.0,0.07329366,0.2871553,0.08123091,geogrid,geogrid,2,iter-0
SW,LowerReek,North,Total,0.99192107,,1.0,0.029463496,1.0,1.0,0.080491774,geogrid,geogrid,2,iter-0
PERM,LowerReek,Reach,Total,1437.4591,,10000.0,0.10602064,3.5760841,4689.6226,2468.0007,geogrid,geogrid,2,iter-0
PORO,LowerReek,Reach,Total,0.18770626,,0.43952358,0.0,0.07791362,0.2887365,0.07976775,geogrid,geogrid,2,iter-0
SW,LowerReek,Reach,Total,0.6795172,,1.0,0.0,0.07341471,1.0,0.39944786,geogrid,geogrid,2,iter-0
