DATE,DEPTH,SWAT,CONIDX,CONBPRES,SGAS,CONKPOS,WELL,CONJPOS,WELLMODEL,CONIPOS,PRESSURE,DRAWDOWN
2018-01-01,1641.0966796875,0.08495131134986877,19,300.7198791503906,0.0,27,R_A3,41,STANDARD,29,300.7198791503906,0
2018-01-01,1644.9061279296875,0.6845599412918091,20,300.9753112792969,0.0,28,R_A3,41,STANDARD,29,300.9753112792969,0
2018-01-01,1648.715576171875,0.09239151328802109,21,301.23077392578125,0.0,29,R_A3,41,STANDARD,29,301.23077392578125,0
2018-01-01,1634.89599609375,0.0524190329015255,1,300.3041076660156,0.0,1,R_A4,52,STANDARD,30,300.3041076660156,0
2018-01-01,1628.799560546875,0.05030794441699982,2,299.8953857421875,0.0,1,R_A4,52,STANDARD,31,299.8953857421875,0
2018-01-01,1630.7685546875,0.051725488156080246,3,300.02740478515625,0.0,2,R_A4,52,STANDARD,31,300.02740478515625,0
2018-01-01,1632.7374267578125,0.05209306254982948,4,300.1593933105469,0.0,3,R_A4,52,STANDARD,31,300.1593933105469,0
2018-01-01,1630.21435546875,0.0518525205552578,5,299.990234375,0.0,3,R_A4,52,STANDARD,32,299.990234375,0
2018-01-01,1635.9339599609375,0.05661372095346451,6,300.37371826171875,0.0,3,R_A4,51,STANDARD,32,300.37371826171875,0
2018-01-01,1636.9404296875,0.05887632071971893,7,300.4411926269531,0.0,3,R_A4,51,STANDARD,33,300.4411926269531,0
2018-01-01,1635.1571044921875,0.07493603974580765,8,300.3216247558594,0.0,2,R_A4,51,STANDARD,33,300.3216247558594,0
2018-01-01,1642.8380126953125,0.06268300116062164,9,300.8366394042969,0.0,3,R_A4,50,STANDARD,33,300.8366394042969,0
2018-01-01,1640.325927734375,0.060306351631879807,10,300.6681823730469,0.0,3,R_A4,50,STANDARD,34,300.6681823730469,0
2018-01-01,1642.3441162109375,0.06026577949523926,11,300.80352783203125,0.0,3,R_A4,50,STANDARD,35,300.80352783203125,0
2018-01-01,1640.5067138671875,0.18005110323429108,12,300.6802978515625,0.0,2,R_A4,50,STANDARD,35,300.6802978515625,0
2018-01-01,1642.646240234375,0.23170976340770721,13,300.8237609863281,0.0,2,R_A4,49,STANDARD,35,300.8237609863281,0
2018-01-01,1640.77294921875,0.22883358597755432,14,300.6981506347656,0.0,1,R_A4,49,STANDARD,35,300.6981506347656,0
2018-01-01,1643.486083984375,0.13441206514835358,15,300.8800964355469,0.0,28,R_A4,49,STANDARD,36,300.8800964355469,0
2018-01-01,1641.432861328125,0.08294451236724854,16,300.7424011230469,0.0,28,R_A4,48,STANDARD,36,300.7424011230469,0
2018-01-01,1649.8175048828125,0.2892071604728699,17,301.3046875,0.0,28,R_A4,48,STANDARD,37,301.3046875,0
2018-01-01,1644.0791015625,0.8128856420516968,18,300.91986083984375,0.0,27,R_A4,48,STANDARD,37,300.91986083984375,0
2018-01-01,1652.11865234375,0.14536885917186737,19,301.458984375,0.0,27,R_A4,48,STANDARD,38,301.458984375,0
2018-01-01,1654.843994140625,0.28003042936325073,20,301.64178466796875,0.0,27,R_A4,47,STANDARD,38,301.64178466796875,0
2018-01-01,1683.147705078125,1.0,1,303.6660461425781,0.0,1,R_A5,20,STANDARD,31,303.6660461425781,0
2018-01-01,1685.397705078125,1.0,2,303.8792724609375,0.0,2,R_A5,20,STANDARD,31,303.8792724609375,0
2018-01-01,1687.6478271484375,1.0,3,304.09246826171875,0.0,3,R_A5,20,STANDARD,31,304.09246826171875,0
2018-01-01,1689.8978271484375,1.0,4,304.3056945800781,0.0,4,R_A5,20,STANDARD,31,304.3056945800781,0
2018-01-01,1692.1478271484375,1.0,5,304.5189208984375,0.0,5,R_A5,20,STANDARD,31,304.5189208984375,0
2018-01-01,1694.3978271484375,1.0,6,304.7321472167969,0.0,6,R_A5,20,STANDARD,31,304.7321472167969,0
2018-01-01,1696.6478271484375,1.0,7,305.25115966796875,0.0,7,R_A5,20,STANDARD,31,305.25115966796875,0
2018-01-01,1705.4595947265625,1.0,8,305.78057861328125,0.0,11,R_A5,20,STANDARD,31,305.78057861328125,0
2018-01-01,1707.332763671875,1.0,9,305.9580993652344,0.0,12,R_A5,20,STANDARD,31,305.9580993652344,0
2018-01-01,1701.7589111328125,1.0,10,305.42987060546875,0.0,12,R_A5,21,STANDARD,31,305.42987060546875,0
2018-01-01,1703.7110595703125,1.0,11,305.6268310546875,0.0,13,R_A5,21,STANDARD,31,305.6268310546875,0
2018-01-01,1705.6630859375,1.0,12,305.81182861328125,0.0,14,R_A5,21,STANDARD,31,305.81182861328125,0
2018-01-01,1707.615234375,1.0,13,305.996826171875,0.0,15,R_A5,21,STANDARD,31,305.996826171875,0
2018-01-01,1709.5673828125,1.0,14,306.32684326171875,0.0,16,R_A5,21,STANDARD,31,306.32684326171875,0
2018-01-01,1711.51953125,1.0,15,306.5118408203125,0.0,17,R_A5,21,STANDARD,31,306.5118408203125,0
2018-01-01,1713.4515380859375,1.0,16,306.6949462890625,0.0,18,R_A5,21,STANDARD,31,306.6949462890625,0
2018-01-01,1714.94873046875,1.0,17,306.83685302734375,0.0,19,R_A5,21,STANDARD,31,306.83685302734375,0
2018-01-01,1716.8447265625,1.0,18,306.85943603515625,0.0,25,R_A5,21,STANDARD,31,306.85943603515625,0
2018-01-01,1719.3255615234375,1.0,19,307.0945739746094,0.0,26,R_A5,21,STANDARD,31,307.0945739746094,0
2018-01-01,1721.8065185546875,1.0,20,307.635498046875,0.0,27,R_A5,21,STANDARD,31,307.635498046875,0
2018-01-01,1724.287353515625,1.0,21,307.8706359863281,0.0,28,R_A5,21,STANDARD,31,307.8706359863281,0
2018-01-01,1726.768310546875,1.0,22,308.10577392578125,0.0,29,R_A5,21,STANDARD,31,308.10577392578125,0
2018-01-01,1693.59130859375,1.0,1,304.9615173339844,0.0,1,R_A6,42,STANDARD,17,304.9615173339844,0
2018-01-01,1695.1181640625,1.0,2,305.106201171875,0.0,2,R_A6,42,STANDARD,17,305.106201171875,0
2018-01-01,1696.64501953125,1.0,3,305.2508850097656,0.0,3,R_A6,42,STANDARD,17,305.2508850097656,0
2018-01-01,1698.1717529296875,1.0,4,305.39556884765625,0.0,4,R_A6,42,STANDARD,17,305.39556884765625,0
2018-01-01,1699.6986083984375,1.0,5,305.540283203125,0.0,5,R_A6,42,STANDARD,17,305.540283203125,0
2018-01-01,1701.2254638671875,1.0,6,305.38592529296875,0.0,6,R_A6,42,STANDARD,17,305.38592529296875,0
2018-01-01,1702.752197265625,1.0,7,305.5306091308594,0.0,7,R_A6,42,STANDARD,17,305.5306091308594,0
2018-01-01,1704.279052734375,1.0,8,305.6753234863281,0.0,8,R_A6,42,STANDARD,17,305.6753234863281,0
2018-01-01,1705.805908203125,1.0,9,306.1190490722656,0.0,9,R_A6,42,STANDARD,17,306.1190490722656,0
2018-01-01,1707.332763671875,1.0,10,305.9579772949219,0.0,10,R_A6,42,STANDARD,17,305.9579772949219,0
2018-01-01,1709.2412109375,1.0,11,306.13897705078125,0.0,11,R_A6,42,STANDARD,17,306.13897705078125,0
2018-01-01,1711.5313720703125,1.0,12,306.35601806640625,0.0,12,R_A6,42,STANDARD,17,306.35601806640625,0
2018-01-01,1713.821533203125,1.0,13,306.58502197265625,0.0,13,R_A6,42,STANDARD,17,306.58502197265625,0
2018-01-01,1716.1116943359375,1.0,14,306.80206298828125,0.0,14,R_A6,42,STANDARD,17,306.80206298828125,0
2018-01-01,1718.40185546875,1.0,15,307.01910400390625,0.0,15,R_A6,42,STANDARD,17,307.01910400390625,0
2018-01-01,1720.6920166015625,1.0,16,307.38116455078125,0.0,16,R_A6,42,STANDARD,17,307.38116455078125,0
2018-01-01,1722.982177734375,1.0,17,307.5982360839844,0.0,17,R_A6,42,STANDARD,17,307.5982360839844,0
2018-01-01,1724.48486328125,1.0,18,307.74066162109375,0.0,18,R_A6,42,STANDARD,17,307.74066162109375,0
2018-01-01,1725.694580078125,1.0,19,307.6982116699219,0.0,25,R_A6,42,STANDARD,17,307.6982116699219,0
2018-01-01,1727.3985595703125,1.0,20,308.1654968261719,0.0,26,R_A6,42,STANDARD,17,308.1654968261719,0
2018-01-01,1729.1025390625,1.0,21,308.3269958496094,0.0,27,R_A6,42,STANDARD,17,308.3269958496094,0
2018-01-01,1730.8065185546875,1.0,22,308.4884948730469,0.0,28,R_A6,42,STANDARD,17,308.4884948730469,0
2018-01-01,1732.510498046875,1.0,23,308.3442077636719,0.0,29,R_A6,42,STANDARD,17,308.3442077636719,0
2018-03-01,1641.98046875,0.11558658629655838,1,296.9090576171875,0.0,1,R_A2,30,STANDARD,22,296.9090576171875,0
2018-03-01,1643.73486328125,0.058476027101278305,2,297.02667236328125,0.0,2,R_A2,30,STANDARD,22,297.02667236328125,0
2018-03-01,1645.4892578125,0.10399919748306274,3,297.14447021484375,0.0,3,R_A2,30,STANDARD,22,297.14447021484375,0
2018-03-01,1647.2435302734375,0.14500543475151062,4,297.2620849609375,0.0,4,R_A2,30,STANDARD,22,297.2620849609375,0
2018-03-01,1648.9979248046875,0.1097823902964592,5,297.3794860839844,0.0,5,R_A2,30,STANDARD,22,297.3794860839844,0
2018-03-01,1650.752197265625,0.3114069104194641,6,297.5657043457031,0.0,6,R_A2,30,STANDARD,22,297.5657043457031,0
2018-03-01,1652.5064697265625,0.8908450603485107,7,297.6826171875,0.0,7,R_A2,30,STANDARD,22,297.6826171875,0
2018-03-01,1654.2608642578125,0.8664794564247131,8,297.803466796875,0.0,8,R_A2,30,STANDARD,22,297.803466796875,0
2018-03-01,1656.01513671875,0.9025543928146362,9,298.1607666015625,0.0,9,R_A2,30,STANDARD,22,298.1607666015625,0
2018-03-01,1657.76953125,0.9017212390899658,10,298.89447021484375,0.0,10,R_A2,30,STANDARD,22,298.89447021484375,0
2018-03-01,1659.6934814453125,0.07399032264947891,11,299.23565673828125,0.0,11,R_A2,30,STANDARD,22,299.23565673828125,0
2018-03-01,1661.787109375,0.18787647783756256,12,299.4000244140625,0.0,12,R_A2,30,STANDARD,22,299.4000244140625,0
2018-03-01,1663.880615234375,0.45213180780410767,13,299.5824890136719,0.0,13,R_A2,30,STANDARD,22,299.5824890136719,0
2018-03-01,1665.9742431640625,0.5019290447235107,14,299.7237548828125,0.0,14,R_A2,30,STANDARD,22,299.7237548828125,0
2018-03-01,1668.06787109375,0.9363481998443604,15,299.86474609375,0.0,15,R_A2,30,STANDARD,22,299.86474609375,0
2018-03-01,1670.161376953125,0.9686347842216492,16,300.0051574707031,0.0,16,R_A2,30,STANDARD,22,300.0051574707031,0
2018-03-01,1672.2550048828125,0.9249507188796997,17,300.1455383300781,0.0,17,R_A2,30,STANDARD,22,300.1455383300781,0
2018-03-01,1674.009521484375,0.9914786219596863,18,300.2631530761719,0.0,18,R_A2,30,STANDARD,22,300.2631530761719,0
2018-03-01,1675.6162109375,0.6481546759605408,19,303.0279235839844,0.0,25,R_A2,30,STANDARD,22,303.0279235839844,0
2018-03-01,1677.7493896484375,0.9999998807907104,20,302.9859924316406,-1.0435407205022784e-08,25,R_A2,29,STANDARD,22,302.9859924316406,0
2018-03-01,1679.4951171875,1.0,21,303.2855224609375,-9.800672140311217e-17,26,R_A2,29,STANDARD,22,303.2855224609375,0
2018-03-01,1681.24072265625,1.0,22,303.0584716796875,-1.3676557925837457e-16,27,R_A2,29,STANDARD,22,303.0584716796875,0
2018-03-01,1682.986328125,1.0,23,302.72015380859375,-5.363581540712703e-12,28,R_A2,29,STANDARD,22,302.72015380859375,0
2018-03-01,1684.7320556640625,1.0,24,303.20257568359375,-2.6333501595778774e-17,29,R_A2,29,STANDARD,22,303.20257568359375,0
2018-04-28,1683.147705078125,1.0,1,263.0779724121094,0.0,1,R_A5,20,STANDARD,31,263.0779724121094,0
2018-04-28,1685.397705078125,1.0,2,263.2908020019531,0.0,2,R_A5,20,STANDARD,31,263.2908020019531,0
2018-04-28,1687.6478271484375,1.0,3,263.50360107421875,0.0,3,R_A5,20,STANDARD,31,263.50360107421875,0
2018-04-28,1689.8978271484375,1.0,4,263.7164306640625,0.0,4,R_A5,20,STANDARD,31,263.7164306640625,0
2018-04-28,1692.1478271484375,1.0,5,263.92926025390625,0.0,5,R_A5,20,STANDARD,31,263.92926025390625,0
2018-04-28,1694.3978271484375,1.0,6,264.14208984375,0.0,6,R_A5,20,STANDARD,31,264.14208984375,0
2018-04-28,1696.6478271484375,1.0,7,264.6702575683594,0.0,7,R_A5,20,STANDARD,31,264.6702575683594,0
2018-04-28,1705.4595947265625,1.0,8,267.0966796875,-1.3839658585812487e-12,11,R_A5,20,STANDARD,31,267.0966796875,0
2018-04-28,1707.332763671875,1.0,9,267.2740478515625,-1.2027029762731734e-12,12,R_A5,20,STANDARD,31,267.2740478515625,0
2018-04-28,1701.7589111328125,1.0,10,266.1734924316406,-2.782448208470123e-13,12,R_A5,21,STANDARD,31,266.1734924316406,0
2018-04-28,1703.7110595703125,1.0,11,266.3711242675781,-8.250589644267451e-15,13,R_A5,21,STANDARD,31,266.3711242675781,0
2018-04-28,1705.6630859375,1.0,12,266.5567932128906,-2.2499795470222288e-14,14,R_A5,21,STANDARD,31,266.5567932128906,0
2018-04-28,1707.615234375,1.0,13,266.7425842285156,-6.196558040581822e-15,15,R_A5,21,STANDARD,31,266.7425842285156,0
2018-04-28,1709.5673828125,1.0,14,267.0763244628906,-8.372732642294468e-15,16,R_A5,21,STANDARD,31,267.0763244628906,0
2018-04-28,1711.51953125,1.0,15,267.26654052734375,-1.087773898665839e-15,17,R_A5,21,STANDARD,31,267.26654052734375,0
2018-04-28,1713.4515380859375,1.0,16,267.4533386230469,-2.0373755478108203e-15,18,R_A5,21,STANDARD,31,267.4533386230469,0
2018-04-28,1714.94873046875,1.0,17,267.5956726074219,-2.5897289090889017e-15,19,R_A5,21,STANDARD,31,267.5956726074219,0
2018-04-28,1716.8447265625,1.0,18,280.956787109375,-4.639014324590851e-13,25,R_A5,21,STANDARD,31,280.956787109375,0
2018-04-28,1719.3255615234375,1.0,19,281.2009582519531,-6.432300980914463e-13,26,R_A5,21,STANDARD,31,281.2009582519531,0
2018-04-28,1721.8065185546875,1.0,20,294.6556091308594,-5.453968193724078e-20,27,R_A5,21,STANDARD,31,294.6556091308594,0
2018-04-28,1724.287353515625,1.0,21,303.9541320800781,-1.0071077438610832e-21,28,R_A5,21,STANDARD,31,303.9541320800781,0
2018-04-28,1726.768310546875,1.0,22,306.5780944824219,-2.0584686344409074e-23,29,R_A5,21,STANDARD,31,306.5780944824219,0
2018-07-03,1595.98876953125,0.648878276348114,1,287.1065368652344,0.0,1,R_A3,41,STANDARD,29,287.1065368652344,0
2018-07-03,1598.271240234375,0.14496535062789917,2,287.24993896484375,0.0,2,R_A3,41,STANDARD,29,287.24993896484375,0
2018-07-03,1600.5535888671875,0.18572334945201874,3,287.4022521972656,0.0,3,R_A3,41,STANDARD,29,287.4022521972656,0
2018-07-03,1602.8360595703125,0.2219032496213913,4,287.5542297363281,0.0,4,R_A3,41,STANDARD,29,287.5542297363281,0
2018-07-03,1605.1185302734375,0.6488420367240906,5,287.7053527832031,0.0,5,R_A3,41,STANDARD,29,287.7053527832031,0
2018-07-03,1607.4010009765625,0.23008324205875397,6,287.8570861816406,0.0,6,R_A3,41,STANDARD,29,287.8570861816406,0
2018-07-03,1609.683349609375,0.19457745552062988,7,288.0093994140625,0.0,7,R_A3,41,STANDARD,29,288.0093994140625,0
2018-07-03,1611.9658203125,0.24239253997802734,8,288.161865234375,0.0,8,R_A3,41,STANDARD,29,288.161865234375,0
2018-07-03,1614.248291015625,0.7931122779846191,9,288.3704528808594,0.0,9,R_A3,41,STANDARD,29,288.3704528808594,0
2018-07-03,1616.5306396484375,0.7935861349105835,10,289.74029541015625,0.0,10,R_A3,41,STANDARD,29,289.74029541015625,0
2018-07-03,1618.826171875,0.04648393392562866,11,289.8860778808594,0.0,11,R_A3,41,STANDARD,29,289.8860778808594,0
2018-07-03,1621.1346435546875,0.054186511784791946,12,290.04046630859375,0.0,12,R_A3,41,STANDARD,29,290.04046630859375,0
2018-07-03,1623.443115234375,0.3643557131290436,13,290.1954650878906,0.0,13,R_A3,41,STANDARD,29,290.1954650878906,0
2018-07-03,1625.7515869140625,0.24284464120864868,14,290.3982849121094,0.0,14,R_A3,41,STANDARD,29,290.3982849121094,0
2018-07-03,1628.06005859375,0.6028944253921509,15,290.5950012207031,0.0,15,R_A3,41,STANDARD,29,290.5950012207031,0
2018-07-03,1630.2586669921875,0.8029313087463379,16,290.77899169921875,0.0,16,R_A3,41,STANDARD,29,290.77899169921875,0
2018-07-03,1633.477783203125,1.0,17,286.5939025878906,3.6537248920831544e-12,25,R_A3,41,STANDARD,29,286.5939025878906,0
2018-07-03,1637.2872314453125,0.049677617847919464,18,284.1331481933594,0.0,26,R_A3,41,STANDARD,29,284.1331481933594,0
2018-07-03,1641.0966796875,0.08553023636341095,19,284.3875427246094,0.0,27,R_A3,41,STANDARD,29,284.3875427246094,0
2018-07-03,1644.9061279296875,0.6860660910606384,20,284.5608215332031,0.0,28,R_A3,41,STANDARD,29,284.5608215332031,0
2018-07-03,1648.715576171875,0.09256796538829803,21,284.7604675292969,0.0,29,R_A3,41,STANDARD,29,284.7604675292969,0
2018-09-12,1634.89599609375,0.05253633111715317,1,276.6248779296875,0.0,1,R_A4,52,STANDARD,30,276.6248779296875,0
2018-09-12,1628.799560546875,0.05042770504951477,2,276.55621337890625,0.0,1,R_A4,52,STANDARD,31,276.55621337890625,0
2018-09-12,1630.7685546875,0.05185456573963165,3,276.6873779296875,0.0,2,R_A4,52,STANDARD,31,276.6873779296875,0
2018-09-12,1632.7374267578125,0.05223296955227852,4,276.81866455078125,0.0,3,R_A4,52,STANDARD,31,276.81866455078125,0
2018-09-12,1630.21435546875,0.0519830696284771,5,276.9806213378906,0.0,3,R_A4,52,STANDARD,32,276.9806213378906,0
2018-09-12,1635.9339599609375,0.05673244595527649,6,276.88494873046875,0.0,3,R_A4,51,STANDARD,32,276.88494873046875,0
2018-09-12,1636.9404296875,0.05899263918399811,7,277.30206298828125,0.0,3,R_A4,51,STANDARD,33,277.30206298828125,0
2018-09-12,1635.1571044921875,0.07511958479881287,8,277.18292236328125,0.0,2,R_A4,51,STANDARD,33,277.18292236328125,0
2018-09-12,1642.8380126953125,0.06287883967161179,9,277.2678527832031,0.0,3,R_A4,50,STANDARD,33,277.2678527832031,0
2018-09-12,1640.325927734375,0.0603971965610981,10,277.5830383300781,0.0,3,R_A4,50,STANDARD,34,277.5830383300781,0
2018-09-12,1642.3441162109375,0.06035623699426651,11,278.1281433105469,0.0,3,R_A4,50,STANDARD,35,278.1281433105469,0
2018-09-12,1640.5067138671875,0.18046380579471588,12,278.0054931640625,0.0,2,R_A4,50,STANDARD,35,278.0054931640625,0
2018-09-12,1642.646240234375,0.23206405341625214,13,277.8733215332031,0.0,2,R_A4,49,STANDARD,35,277.8733215332031,0
2018-09-12,1640.77294921875,0.22922013700008392,14,277.7498474121094,0.0,1,R_A4,49,STANDARD,35,277.7498474121094,0
2018-09-12,1643.486083984375,0.13556478917598724,15,280.98822021484375,0.0,28,R_A4,49,STANDARD,36,280.98822021484375,0
2018-09-12,1641.432861328125,0.0906277671456337,16,280.685546875,0.0,28,R_A4,48,STANDARD,36,280.685546875,0
2018-09-12,1649.8175048828125,0.2725493013858795,17,281.5763854980469,0.0,28,R_A4,48,STANDARD,37,281.5763854980469,0
2018-09-12,1644.0791015625,0.8123158812522888,18,290.84344482421875,0.0,27,R_A4,48,STANDARD,37,290.84344482421875,0
2018-09-12,1652.11865234375,0.14789481461048126,19,281.89453125,0.0,27,R_A4,48,STANDARD,38,281.89453125,0
2018-09-12,1654.843994140625,0.2960224151611328,20,281.92205810546875,0.0,27,R_A4,47,STANDARD,38,281.92205810546875,0
2018-11-07,1693.59130859375,1.0,1,275.7306213378906,-1.5172316202037084e-16,1,R_A6,42,STANDARD,17,275.7306213378906,0
2018-11-07,1695.1181640625,1.0,2,275.8739929199219,-1.1928047665155106e-16,2,R_A6,42,STANDARD,17,275.8739929199219,0
2018-11-07,1696.64501953125,1.0,3,276.01495361328125,-8.912712281581263e-17,3,R_A6,42,STANDARD,17,276.01495361328125,0
2018-11-07,1698.1717529296875,1.0,4,276.1529846191406,-7.492877274213182e-17,4,R_A6,42,STANDARD,17,276.1529846191406,0
2018-11-07,1699.6986083984375,1.0,5,276.2893371582031,-9.503046600214227e-17,5,R_A6,42,STANDARD,17,276.2893371582031,0
2018-11-07,1701.2254638671875,1.0,6,276.1285400390625,-4.281691409031233e-15,6,R_A6,42,STANDARD,17,276.1285400390625,0
2018-11-07,1702.752197265625,1.0,7,276.2731628417969,-8.105398879745644e-15,7,R_A6,42,STANDARD,17,276.2731628417969,0
2018-11-07,1704.279052734375,1.0,8,276.4200744628906,-5.604271946280147e-15,8,R_A6,42,STANDARD,17,276.4200744628906,0
2018-11-07,1705.805908203125,1.0,9,276.8739318847656,-5.892259230819228e-16,9,R_A6,42,STANDARD,17,276.8739318847656,0
2018-11-07,1707.332763671875,1.0,10,276.7359924316406,-7.187576678583871e-14,10,R_A6,42,STANDARD,17,276.7359924316406,0
2018-11-07,1709.2412109375,1.0,11,277.05712890625,-5.519577375994074e-14,11,R_A6,42,STANDARD,17,277.05712890625,0
2018-11-07,1711.5313720703125,1.0,12,277.3197021484375,-2.5168813227679533e-14,12,R_A6,42,STANDARD,17,277.3197021484375,0
2018-11-07,1713.821533203125,1.0,13,277.55859375,-1.1471784368391512e-15,13,R_A6,42,STANDARD,17,277.55859375,0
2018-11-07,1716.1116943359375,1.0,14,277.775634765625,-1.6513847513294037e-15,14,R_A6,42,STANDARD,17,277.775634765625,0
2018-11-07,1718.40185546875,1.0,15,277.9932556152344,-8.746116518026307e-16,15,R_A6,42,STANDARD,17,277.9932556152344,0
2018-11-07,1720.6920166015625,1.0,16,278.3565368652344,-2.472776634841777e-16,16,R_A6,42,STANDARD,17,278.3565368652344,0
2018-11-07,1722.982177734375,1.0,17,278.57464599609375,-3.9019014760588693e-16,17,R_A6,42,STANDARD,17,278.57464599609375,0
