CONJPOS,DEPTH,CONBPRES,SWAT,WELL,SGAS,CONIDX,PRESSURE,WELLMODEL,CONIPOS,DATE,DRAWDOWN,CONKPOS
30,1640.733154296875,300.7756652832031,0.052648093551397324,R_A2,0.0,1,300.7756652832031,STANDARD,22,2018-01-01,0,1
30,1642.5079345703125,300.8946838378906,0.09046465903520584,R_A2,0.0,2,300.8946838378906,STANDARD,22,2018-01-01,0,2
30,1644.28271484375,301.013671875,0.05659791827201843,R_A2,0.0,3,301.013671875,STANDARD,22,2018-01-01,0,3
30,1646.0574951171875,301.1326904296875,0.06171872839331627,R_A2,0.0,4,301.1326904296875,STANDARD,22,2018-01-01,0,4
30,1647.832275390625,301.251708984375,0.06478925049304962,R_A2,0.0,5,301.251708984375,STANDARD,22,2018-01-01,0,5
30,1649.607177734375,301.3707580566406,0.3046171963214874,R_A2,0.0,6,301.3707580566406,STANDARD,22,2018-01-01,0,6
30,1651.382080078125,301.4897766113281,0.873431384563446,R_A2,0.0,7,301.4897766113281,STANDARD,22,2018-01-01,0,7
30,1653.1568603515625,301.6087951660156,0.8657841086387634,R_A2,0.0,8,301.6087951660156,STANDARD,22,2018-01-01,0,8
30,1654.931640625,301.72784423828125,0.882824718952179,R_A2,0.0,9,301.72784423828125,STANDARD,22,2018-01-01,0,9
30,1656.70654296875,301.8468933105469,0.8791515231132507,R_A2,0.0,10,301.8468933105469,STANDARD,22,2018-01-01,0,10
30,1658.613525390625,301.97479248046875,0.06821949779987335,R_A2,0.0,11,301.97479248046875,STANDARD,22,2018-01-01,0,11
30,1660.65283203125,302.111572265625,0.07132459431886673,R_A2,0.0,12,302.111572265625,STANDARD,22,2018-01-01,0,12
30,1662.6920166015625,302.2483825683594,0.4279870092868805,R_A2,0.0,13,302.2483825683594,STANDARD,22,2018-01-01,0,13
30,1664.7313232421875,302.3851623535156,0.46851664781570435,R_A2,0.0,14,302.3851623535156,STANDARD,22,2018-01-01,0,14
30,1666.7706298828125,302.52197265625,0.9062524437904358,R_A2,0.0,15,302.52197265625,STANDARD,22,2018-01-01,0,15
30,1668.809814453125,302.65875244140625,0.9242293238639832,R_A2,0.0,16,302.65875244140625,STANDARD,22,2018-01-01,0,16
30,1670.84912109375,302.7955627441406,0.8772202134132385,R_A2,0.0,17,302.7955627441406,STANDARD,22,2018-01-01,0,17
30,1672.61083984375,302.91375732421875,0.9385632872581482,R_A2,0.0,18,302.91375732421875,STANDARD,22,2018-01-01,0,18
29,1675.195068359375,303.0871276855469,0.9682145118713379,R_A2,0.0,19,303.0871276855469,STANDARD,22,2018-01-01,0,18
29,1676.946044921875,303.2046203613281,0.6481541991233826,R_A2,0.0,20,303.2046203613281,STANDARD,22,2018-01-01,0,25
29,1678.71923828125,303.3235778808594,1.0,R_A2,0.0,21,303.3235778808594,STANDARD,22,2018-01-01,0,26
29,1680.4921875,303.44256591796875,1.0,R_A2,0.0,22,303.44256591796875,STANDARD,22,2018-01-01,0,27
29,1682.2652587890625,303.8882141113281,1.0,R_A2,0.0,23,303.8882141113281,STANDARD,22,2018-01-01,0,28
29,1684.038330078125,304.05621337890625,1.0,R_A2,0.0,24,304.05621337890625,STANDARD,22,2018-01-01,0,29
41,1607.5877685546875,298.5537414550781,0.6481541991233826,R_A3,0.0,1,298.5537414550781,STANDARD,28,2018-01-01,0,1
41,1609.609375,298.6892395019531,0.11823459714651108,R_A3,0.0,2,298.6892395019531,STANDARD,28,2018-01-01,0,2
41,1611.630859375,298.82470703125,0.11823459714651108,R_A3,0.0,3,298.82470703125,STANDARD,28,2018-01-01,0,3
