ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,289074798.39,49436300.92,38813441.82,24410969.3
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,194821473.45,37292556.29,29657480.52,18652503.16
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,123212435.39,25932733.73,21282090.71,13384962.48
LowerReek,2,0.0,0.0,0.0,0.0
