SGAS,SWAT,CONKPOS,CONIDX,PRESSURE,DRAWDOWN,CONBPRES,WELLMODEL,DATE,DEPTH,CONIPOS,CONJPOS,WELL
0.0,0.2222135365009308,2,14,300.6739196777344,0,300.6739196777344,STANDARD,2018-01-01,1639.0426025390625,35,50,R_A4
0.0,0.22871339321136475,2,15,300.86767578125,0,300.86767578125,STANDARD,2018-01-01,1641.93212890625,35,49,R_A4
0.0,0.8381266593933105,30,16,300.89617919921875,0,300.89617919921875,STANDARD,2018-01-01,1642.357421875,36,49,R_A4
0.0,0.6481541991233826,30,17,300.7117614746094,0,300.7117614746094,STANDARD,2018-01-01,1639.6068115234375,36,48,R_A4
0.0,0.8320778608322144,30,18,301.19085693359375,0,301.19085693359375,STANDARD,2018-01-01,1646.7513427734375,37,48,R_A4
0.0,0.6481541991233826,30,19,301.640869140625,0,301.640869140625,STANDARD,2018-01-01,1653.461669921875,38,48,R_A4
0.0,0.8442959785461426,30,20,301.9330749511719,0,301.9330749511719,STANDARD,2018-01-01,1657.8184814453125,38,47,R_A4
0.0,1.0,1,1,303.8440856933594,0,303.8440856933594,STANDARD,2018-01-01,1685.026611328125,31,20,R_A5
0.0,1.0,2,2,304.0601806640625,0,304.0601806640625,STANDARD,2018-01-01,1687.3070068359375,31,20,R_A5
0.0,1.0,3,3,304.27630615234375,0,304.27630615234375,STANDARD,2018-01-01,1689.5875244140625,31,20,R_A5
0.0,1.0,4,4,304.4924011230469,0,304.4924011230469,STANDARD,2018-01-01,1691.8680419921875,31,20,R_A5
0.0,1.0,5,5,304.7085266113281,0,304.7085266113281,STANDARD,2018-01-01,1694.1485595703125,31,20,R_A5
0.0,1.0,6,6,304.9246520996094,0,304.9246520996094,STANDARD,2018-01-01,1696.4290771484375,31,20,R_A5
0.0,1.0,7,7,305.446533203125,0,305.446533203125,STANDARD,2018-01-01,1698.70947265625,31,20,R_A5
0.0,1.0,11,8,305.988037109375,0,305.988037109375,STANDARD,2018-01-01,1707.6488037109375,31,20,R_A5
0.0,1.0,12,9,306.1695251464844,0,306.1695251464844,STANDARD,2018-01-01,1709.5638427734375,31,20,R_A5
0.0,1.0,12,10,305.4322814941406,0,305.4322814941406,STANDARD,2018-01-01,1701.7845458984375,31,21,R_A5
0.0,1.0,13,11,305.6291198730469,0,305.6291198730469,STANDARD,2018-01-01,1703.735107421875,31,21,R_A5
0.0,1.0,14,12,305.81396484375,0,305.81396484375,STANDARD,2018-01-01,1705.6856689453125,31,21,R_A5
0.0,1.0,15,13,305.9988098144531,0,305.9988098144531,STANDARD,2018-01-01,1707.63623046875,31,21,R_A5
0.0,1.0,16,14,306.3287048339844,0,306.3287048339844,STANDARD,2018-01-01,1709.5867919921875,31,21,R_A5
0.0,1.0,17,15,306.5135498046875,0,306.5135498046875,STANDARD,2018-01-01,1711.537353515625,31,21,R_A5
0.0,1.0,18,16,306.6856994628906,0,306.6856994628906,STANDARD,2018-01-01,1713.35400390625,31,21,R_A5
0.0,1.0,19,17,306.7843933105469,0,306.7843933105469,STANDARD,2018-01-01,1714.3951416015625,31,21,R_A5
0.0,1.0,27,18,306.75689697265625,0,306.75689697265625,STANDARD,2018-01-01,1715.7628173828125,31,21,R_A5
0.0,1.0,28,19,306.978271484375,0,306.978271484375,STANDARD,2018-01-01,1718.098388671875,31,21,R_A5
0.0,1.0,29,20,307.5054016113281,0,307.5054016113281,STANDARD,2018-01-01,1720.43408203125,31,21,R_A5
0.0,1.0,30,21,307.7267761230469,0,307.7267761230469,STANDARD,2018-01-01,1722.7696533203125,31,21,R_A5
0.0,1.0,31,22,307.9481506347656,0,307.9481506347656,STANDARD,2018-01-01,1725.105224609375,31,21,R_A5
0.0,1.0,1,1,305.11419677734375,0,305.11419677734375,STANDARD,2018-01-01,1695.20263671875,17,42,R_A6
0.0,1.0,2,2,304.9618835449219,0,304.9618835449219,STANDARD,2018-01-01,1696.7510986328125,17,42,R_A6
0.0,1.0,3,3,305.4076843261719,0,305.4076843261719,STANDARD,2018-01-01,1698.299560546875,17,42,R_A6
0.0,1.0,4,4,305.554443359375,0,305.554443359375,STANDARD,2018-01-01,1699.84814453125,17,42,R_A6
0.0,1.0,5,5,305.7012023925781,0,305.7012023925781,STANDARD,2018-01-01,1701.3966064453125,17,42,R_A6
0.0,1.0,6,6,305.84796142578125,0,305.84796142578125,STANDARD,2018-01-01,1702.9451904296875,17,42,R_A6
0.0,1.0,7,7,305.6956481933594,0,305.6956481933594,STANDARD,2018-01-01,1704.49365234375,17,42,R_A6
0.0,1.0,8,8,305.8424072265625,0,305.8424072265625,STANDARD,2018-01-01,1706.042236328125,17,42,R_A6
0.0,1.0,9,9,306.2882080078125,0,306.2882080078125,STANDARD,2018-01-01,1707.5906982421875,17,42,R_A6
0.0,1.0,10,10,306.1291809082031,0,306.1291809082031,STANDARD,2018-01-01,1709.1392822265625,17,42,R_A6
0.0,1.0,11,11,306.3109130859375,0,306.3109130859375,STANDARD,2018-01-01,1711.055419921875,17,42,R_A6
0.0,1.0,12,12,306.52734375,0,306.52734375,STANDARD,2018-01-01,1713.3392333984375,17,42,R_A6
0.0,1.0,13,13,306.7557678222656,0,306.7557678222656,STANDARD,2018-01-01,1715.623046875,17,42,R_A6
0.0,1.0,14,14,306.9721984863281,0,306.9721984863281,STANDARD,2018-01-01,1717.9068603515625,17,42,R_A6
0.0,1.0,15,15,307.18865966796875,0,307.18865966796875,STANDARD,2018-01-01,1720.190673828125,17,42,R_A6
0.0,1.0,16,16,307.55010986328125,0,307.55010986328125,STANDARD,2018-01-01,1722.474365234375,17,42,R_A6
0.0,1.0,17,17,307.7665710449219,0,307.7665710449219,STANDARD,2018-01-01,1724.7581787109375,17,42,R_A6
0.0,1.0,18,18,307.921630859375,0,307.921630859375,STANDARD,2018-01-01,1726.394287109375,17,42,R_A6
0.0,1.0,27,19,307.8930969238281,0,307.8930969238281,STANDARD,2018-01-01,1727.7508544921875,17,42,R_A6
0.0,1.0,28,20,308.3623352050781,0,308.3623352050781,STANDARD,2018-01-01,1729.4755859375,17,42,R_A6
0.0,1.0,29,21,308.52581787109375,0,308.52581787109375,STANDARD,2018-01-01,1731.2001953125,17,42,R_A6
0.0,1.0,30,22,308.68927001953125,0,308.68927001953125,STANDARD,2018-01-01,1732.9249267578125,17,42,R_A6
0.0,1.0,31,23,308.5469665527344,0,308.5469665527344,STANDARD,2018-01-01,1734.649658203125,17,42,R_A6
0.0,0.05430861562490463,1,1,299.2210998535156,0,299.2210998535156,STANDARD,2018-03-01,1641.094970703125,22,30,R_A2
0.0,0.05500490590929985,2,2,299.3414001464844,0,299.3414001464844,STANDARD,2018-03-01,1642.8890380859375,22,30,R_A2
0.0,0.05728371813893318,3,3,299.461669921875,0,299.461669921875,STANDARD,2018-03-01,1644.68310546875,22,30,R_A2
0.0,0.061917923390865326,4,4,299.5819396972656,0,299.5819396972656,STANDARD,2018-03-01,1646.4771728515625,22,30,R_A2
0.0,0.06392141431570053,5,5,299.70220947265625,0,299.70220947265625,STANDARD,2018-03-01,1648.2713623046875,22,30,R_A2
0.0,0.302569717168808,6,6,299.8355712890625,0,299.8355712890625,STANDARD,2018-03-01,1650.0654296875,22,30,R_A2
0.0,0.8768109083175659,7,7,299.9599304199219,0,299.9599304199219,STANDARD,2018-03-01,1651.859619140625,22,30,R_A2
0.0,0.8404945731163025,8,8,300.08355712890625,0,300.08355712890625,STANDARD,2018-03-01,1653.6536865234375,22,30,R_A2
0.0,0.8854272961616516,9,9,300.2384033203125,0,300.2384033203125,STANDARD,2018-03-01,1655.44775390625,22,30,R_A2
0.0,0.8823283910751343,10,10,300.3044128417969,0,300.3044128417969,STANDARD,2018-03-01,1657.2418212890625,22,30,R_A2
0.0,0.06784141808748245,11,11,300.2967834472656,0,300.2967834472656,STANDARD,2018-03-01,1659.1368408203125,22,30,R_A2
0.0,0.06993087381124496,12,12,300.4254150390625,0,300.4254150390625,STANDARD,2018-03-01,1661.132568359375,22,30,R_A2
0.0,0.4179507791996002,13,13,300.5728454589844,0,300.5728454589844,STANDARD,2018-03-01,1663.12841796875,22,30,R_A2
0.0,0.4641762375831604,14,14,300.70770263671875,0,300.70770263671875,STANDARD,2018-03-01,1665.1241455078125,22,30,R_A2
0.0,0.6343275904655457,15,15,300.84588623046875,0,300.84588623046875,STANDARD,2018-03-01,1667.1199951171875,22,30,R_A2
0.0,0.9170011281967163,16,16,300.9803466796875,0,300.9803466796875,STANDARD,2018-03-01,1669.11572265625,22,30,R_A2
0.0,0.8760709762573242,17,17,301.11505126953125,0,301.11505126953125,STANDARD,2018-03-01,1671.111572265625,22,30,R_A2
0.0,0.9218071699142456,18,18,301.24114990234375,0,301.24114990234375,STANDARD,2018-03-01,1672.9881591796875,22,30,R_A2
0.0,0.9397746324539185,18,19,301.345458984375,0,301.345458984375,STANDARD,2018-03-01,1674.229736328125,22,29,R_A2
0.0,0.6483126282691956,27,20,300.8321533203125,0,300.8321533203125,STANDARD,2018-03-01,1676.1676025390625,22,29,R_A2
-9.804278462493491e-15,1.0,28,21,303.2613830566406,0,303.2613830566406,STANDARD,2018-03-01,1677.9368896484375,22,29,R_A2
-3.2958051977664826e-15,1.0,29,22,303.378173828125,0,303.378173828125,STANDARD,2018-03-01,1679.7061767578125,22,29,R_A2
-6.719319670572864e-16,1.0,30,23,303.4999084472656,0,303.4999084472656,STANDARD,2018-03-01,1681.4754638671875,22,29,R_A2
-5.9235425232978815e-18,1.0,31,24,303.96807861328125,0,303.96807861328125,STANDARD,2018-03-01,1683.2447509765625,22,29,R_A2
-1.506017641324242e-12,1.0,1,1,281.00958251953125,0,281.00958251953125,STANDARD,2018-04-28,1685.026611328125,31,20,R_A5
-1.3894963738630972e-12,1.0,2,2,281.2254333496094,0,281.2254333496094,STANDARD,2018-04-28,1687.3070068359375,31,20,R_A5
-1.3175238894672092e-12,1.0,3,3,281.4413146972656,0,281.4413146972656,STANDARD,2018-04-28,1689.5875244140625,31,20,R_A5
-1.465229305074034e-12,1.0,4,4,281.6572265625,0,281.6572265625,STANDARD,2018-04-28,1691.8680419921875,31,20,R_A5
-1.4275183682702086e-12,1.0,5,5,281.8731384277344,0,281.8731384277344,STANDARD,2018-04-28,1694.1485595703125,31,20,R_A5
-1.3642355474463574e-12,1.0,6,6,282.08905029296875,0,282.08905029296875,STANDARD,2018-04-28,1696.4290771484375,31,20,R_A5
-7.102958087153166e-14,1.0,7,7,282.6374816894531,0,282.6374816894531,STANDARD,2018-04-28,1698.70947265625,31,20,R_A5
-8.902607817606878e-11,1.0,11,8,280.96905517578125,0,280.96905517578125,STANDARD,2018-04-28,1707.6488037109375,31,20,R_A5
-7.707436772141918e-11,1.0,12,9,281.1339416503906,0,281.1339416503906,STANDARD,2018-04-28,1709.5638427734375,31,20,R_A5
-1.6560613991245532e-10,1.0,12,10,279.46026611328125,0,279.46026611328125,STANDARD,2018-04-28,1701.7845458984375,31,21,R_A5
-6.04506418880324e-12,1.0,13,11,279.6519470214844,0,279.6519470214844,STANDARD,2018-04-28,1703.735107421875,31,21,R_A5
-3.328371606103886e-11,1.0,14,12,279.8292541503906,0,279.8292541503906,STANDARD,2018-04-28,1705.6856689453125,31,21,R_A5
-1.384647865115829e-11,1.0,15,13,279.99212646484375,0,279.99212646484375,STANDARD,2018-04-28,1707.63623046875,31,21,R_A5
-8.988691735378751e-12,1.0,16,14,280.24822998046875,0,280.24822998046875,STANDARD,2018-04-28,1709.5867919921875,31,21,R_A5
-1.968886208583709e-12,1.0,17,15,280.26214599609375,0,280.26214599609375,STANDARD,2018-04-28,1711.537353515625,31,21,R_A5
-2.7437674528230094e-12,1.0,18,16,280.251220703125,0,280.251220703125,STANDARD,2018-04-28,1713.35400390625,31,21,R_A5
0.0,1.0,19,17,280.2638244628906,0,280.2638244628906,STANDARD,2018-04-28,1714.3951416015625,31,21,R_A5
-6.644519461550258e-14,1.0,27,18,280.21826171875,0,280.21826171875,STANDARD,2018-04-28,1715.7628173828125,31,21,R_A5
-1.2568227437514262e-13,1.0,28,19,280.438232421875,0,280.438232421875,STANDARD,2018-04-28,1718.098388671875,31,21,R_A5
2.342968405541137e-20,1.0,29,20,285.31280517578125,0,285.31280517578125,STANDARD,2018-04-28,1720.43408203125,31,21,R_A5
7.517076841114091e-20,1.0,30,21,280.7893981933594,0,280.7893981933594,STANDARD,2018-04-28,1722.7696533203125,31,21,R_A5
5.390980651900153e-20,1.0,31,22,291.9365539550781,0,291.9365539550781,STANDARD,2018-04-28,1725.105224609375,31,21,R_A5
0.0,0.6494120359420776,1,1,278.8241882324219,0,278.8241882324219,STANDARD,2018-07-03,1609.243408203125,28,41,R_A3
0.0,0.19401070475578308,2,2,278.9580383300781,0,278.9580383300781,STANDARD,2018-07-03,1611.3077392578125,28,41,R_A3
0.0,0.189644455909729,3,3,279.095703125,0,279.095703125,STANDARD,2018-07-03,1613.3720703125,28,41,R_A3
0.0,0.25186336040496826,4,4,279.2333679199219,0,279.2333679199219,STANDARD,2018-07-03,1615.4365234375,28,41,R_A3
0.0,0.8188127279281616,5,5,279.40374755859375,0,279.40374755859375,STANDARD,2018-07-03,1617.5008544921875,28,41,R_A3
0.0,0.6507892608642578,6,6,279.45562744140625,0,279.45562744140625,STANDARD,2018-07-03,1619.565185546875,28,41,R_A3
0.0,0.6509477496147156,6,7,278.7544250488281,0,278.7544250488281,STANDARD,2018-07-03,1609.3663330078125,29,41,R_A3
0.0,0.19526514410972595,7,8,278.905029296875,0,278.905029296875,STANDARD,2018-07-03,1611.4163818359375,29,41,R_A3
0.0,0.1975131630897522,8,9,279.0417785644531,0,279.0417785644531,STANDARD,2018-07-03,1613.46630859375,29,41,R_A3
0.0,0.7940306663513184,9,10,279.3124084472656,0,279.3124084472656,STANDARD,2018-07-03,1615.516357421875,29,41,R_A3
0.0,0.7909897565841675,10,11,283.3563232421875,0,283.3563232421875,STANDARD,2018-07-03,1617.5662841796875,29,41,R_A3
0.0,0.04597862809896469,11,12,284.0803527832031,0,284.0803527832031,STANDARD,2018-07-03,1619.750732421875,29,41,R_A3
0.0,0.05264976620674133,12,13,284.2352294921875,0,284.2352294921875,STANDARD,2018-07-03,1622.0697021484375,29,41,R_A3
0.0,0.3627247214317322,13,14,284.3904724121094,0,284.3904724121094,STANDARD,2018-07-03,1624.388671875,29,41,R_A3
0.0,0.3951091468334198,15,15,284.5652160644531,0,284.5652160644531,STANDARD,2018-07-03,1629.026611328125,29,41,R_A3
0.0,0.7942302823066711,16,16,284.6786193847656,0,284.6786193847656,STANDARD,2018-07-03,1630.9468994140625,29,41,R_A3
0.0,0.6541112065315247,27,17,284.5597839355469,0,284.5597839355469,STANDARD,2018-07-03,1633.5262451171875,29,41,R_A3
0.0,0.04428272321820259,28,18,284.7812194824219,0,284.7812194824219,STANDARD,2018-07-03,1637.1630859375,29,41,R_A3
0.0,0.05157267302274704,29,19,285.0241394042969,0,285.0241394042969,STANDARD,2018-07-03,1640.8001708984375,29,41,R_A3
9.407524672461198e-13,1.0,30,20,288.28240966796875,0,288.28240966796875,STANDARD,2018-07-03,1644.4371337890625,29,41,R_A3
0.0,0.058214399963617325,31,21,285.5222473144531,0,285.5222473144531,STANDARD,2018-07-03,1648.0740966796875,29,41,R_A3
0.0,0.04752713069319725,1,1,276.7854309082031,0,276.7854309082031,STANDARD,2018-09-12,1631.1873779296875,30,52,R_A4
0.0,0.04775172844529152,1,2,276.664794921875,0,276.664794921875,STANDARD,2018-09-12,1627.4293212890625,31,52,R_A4
0.0,0.049113091081380844,2,3,276.8020935058594,0,276.8020935058594,STANDARD,2018-09-12,1629.4896240234375,31,52,R_A4
0.0,0.05138383433222771,3,4,276.9393615722656,0,276.9393615722656,STANDARD,2018-09-12,1631.5498046875,31,52,R_A4
0.0,0.05568560212850571,4,5,277.0765686035156,0,277.0765686035156,STANDARD,2018-09-12,1633.610107421875,31,52,R_A4
0.0,0.053853876888751984,4,6,277.09613037109375,0,277.09613037109375,STANDARD,2018-09-12,1632.3968505859375,32,52,R_A4
0.0,0.056167080998420715,4,7,277.2806091308594,0,277.2806091308594,STANDARD,2018-09-12,1635.880615234375,32,51,R_A4
0.0,0.08897466957569122,4,8,277.46429443359375,0,277.46429443359375,STANDARD,2018-09-12,1637.321044921875,33,51,R_A4
0.0,0.16381432116031647,3,9,277.341552734375,0,277.341552734375,STANDARD,2018-09-12,1635.474609375,33,51,R_A4
0.0,0.18428319692611694,4,10,277.4775695800781,0,277.4775695800781,STANDARD,2018-09-12,1642.1485595703125,33,50,R_A4
0.0,0.15420620143413544,4,11,277.5101013183594,0,277.5101013183594,STANDARD,2018-09-12,1641.132080078125,34,50,R_A4
0.0,0.24705512821674347,3,12,277.3819885253906,0,277.3819885253906,STANDARD,2018-09-12,1639.20703125,34,50,R_A4
0.0,0.1630573570728302,3,13,277.6894836425781,0,277.6894836425781,STANDARD,2018-09-12,1640.9061279296875,35,50,R_A4
0.0,0.22295354306697845,2,14,277.5660095214844,0,277.5660095214844,STANDARD,2018-09-12,1639.0426025390625,35,50,R_A4
0.0,0.22912144660949707,2,15,277.5072021484375,0,277.5072021484375,STANDARD,2018-09-12,1641.93212890625,35,49,R_A4
0.0,0.8372023701667786,30,16,282.3742980957031,0,282.3742980957031,STANDARD,2018-09-12,1642.357421875,36,49,R_A4
0.0,0.655753493309021,30,17,275.43524169921875,0,275.43524169921875,STANDARD,2018-09-12,1639.6068115234375,36,48,R_A4
0.0,0.8308709263801575,30,18,278.1446228027344,0,278.1446228027344,STANDARD,2018-09-12,1646.7513427734375,37,48,R_A4
0.0,0.6660864353179932,30,19,277.47064208984375,0,277.47064208984375,STANDARD,2018-09-12,1653.461669921875,38,48,R_A4
0.0,0.843082845211029,30,20,278.3672180175781,0,278.3672180175781,STANDARD,2018-09-12,1657.8184814453125,38,47,R_A4
-4.558461681042347e-12,1.0,1,1,274.4120178222656,0,274.4120178222656,STANDARD,2018-11-07,1695.20263671875,17,42,R_A6
-1.1459589353834954e-11,1.0,2,2,274.25927734375,0,274.25927734375,STANDARD,2018-11-07,1696.7510986328125,17,42,R_A6
-1.797792296975853e-11,1.0,3,3,274.7373962402344,0,274.7373962402344,STANDARD,2018-11-07,1698.299560546875,17,42,R_A6
-1.318961893913631e-13,1.0,4,4,274.89404296875,0,274.89404296875,STANDARD,2018-11-07,1699.84814453125,17,42,R_A6
-1.284099237532088e-13,1.0,5,5,275.0488586425781,0,275.0488586425781,STANDARD,2018-11-07,1701.3966064453125,17,42,R_A6
-4.8406508836029705e-12,1.0,6,6,275.19866943359375,0,275.19866943359375,STANDARD,2018-11-07,1702.9451904296875,17,42,R_A6
-7.362774452623899e-12,1.0,7,7,275.0501708984375,0,275.0501708984375,STANDARD,2018-11-07,1704.49365234375,17,42,R_A6
-1.4204970750011925e-12,1.0,8,8,275.2071838378906,0,275.2071838378906,STANDARD,2018-11-07,1706.042236328125,17,42,R_A6
-1.4819169383371161e-13,1.0,9,9,275.6708984375,0,275.6708984375,STANDARD,2018-11-07,1707.5906982421875,17,42,R_A6
-6.521937937625788e-12,1.0,10,10,275.5434265136719,0,275.5434265136719,STANDARD,2018-11-07,1709.1392822265625,17,42,R_A6
4.589020136114286e-13,1.0,11,11,275.6395263671875,0,275.6395263671875,STANDARD,2018-11-07,1711.055419921875,17,42,R_A6
3.563046667605374e-13,1.0,12,12,275.8556823730469,0,275.8556823730469,STANDARD,2018-11-07,1713.3392333984375,17,42,R_A6
3.7281657118025044e-14,1.0,13,13,276.0836486816406,0,276.0836486816406,STANDARD,2018-11-07,1715.623046875,17,42,R_A6
2.5874090129013143e-14,1.0,14,14,276.2994384765625,0,276.2994384765625,STANDARD,2018-11-07,1717.9068603515625,17,42,R_A6
1.4925474389943828e-14,1.0,15,15,276.5114440917969,0,276.5114440917969,STANDARD,2018-11-07,1720.190673828125,17,42,R_A6
4.708557897964774e-15,1.0,16,16,276.8604431152344,0,276.8604431152344,STANDARD,2018-11-07,1722.474365234375,17,42,R_A6
8.52548910510115e-15,1.0,17,17,277.0627136230469,0,277.0627136230469,STANDARD,2018-11-07,1724.7581787109375,17,42,R_A6
