CONBPRES,DEPTH,SWAT,CONKPOS,WELL,CONIDX,DRAWDOWN,SGAS,WELLMODEL,PRESSURE,DATE,CONJPOS,CONIPOS
300.29644775390625,1635.474609375,0.05906778573989868,3,R_A4,9,0,0.0,STANDARD,300.29644775390625,2018-01-01,51,33
300.74395751953125,1642.1485595703125,0.13861097395420074,4,R_A4,10,0,0.0,STANDARD,300.74395751953125,2018-01-01,50,33
300.67578125,1641.132080078125,0.13421428203582764,4,R_A4,11,0,0.0,STANDARD,300.67578125,2018-01-01,50,34
300.5467224121094,1639.20703125,0.1400769203901291,3,R_A4,12,0,0.0,STANDARD,300.5467224121094,2018-01-01,50,34
300.66064453125,1640.9061279296875,0.23393802344799042,3,R_A4,13,0,0.0,STANDARD,300.66064453125,2018-01-01,50,35
300.53570556640625,1639.0426025390625,0.22923102974891663,2,R_A4,14,0,0.0,STANDARD,300.53570556640625,2018-01-01,50,35
300.72943115234375,1641.93212890625,0.23608194291591644,2,R_A4,15,0,0.0,STANDARD,300.72943115234375,2018-01-01,49,35
300.7579650878906,1642.357421875,0.6481541991233826,30,R_A4,16,0,0.0,STANDARD,300.7579650878906,2018-01-01,49,36
300.5735168457031,1639.6068115234375,0.31965819001197815,30,R_A4,17,0,0.0,STANDARD,300.5735168457031,2018-01-01,48,36
301.0526123046875,1646.7513427734375,0.6481541991233826,30,R_A4,18,0,0.0,STANDARD,301.0526123046875,2018-01-01,48,37
301.5025939941406,1653.461669921875,0.6481541991233826,30,R_A4,19,0,0.0,STANDARD,301.5025939941406,2018-01-01,48,38
301.7947998046875,1657.8184814453125,0.23997251689434052,30,R_A4,20,0,0.0,STANDARD,301.7947998046875,2018-01-01,47,38
303.8440856933594,1685.026611328125,1.0,1,R_A5,1,0,0.0,STANDARD,303.8440856933594,2018-01-01,20,31
304.0601806640625,1687.3070068359375,1.0,2,R_A5,2,0,0.0,STANDARD,304.0601806640625,2018-01-01,20,31
304.27630615234375,1689.5875244140625,1.0,3,R_A5,3,0,0.0,STANDARD,304.27630615234375,2018-01-01,20,31
304.4924011230469,1691.8680419921875,1.0,4,R_A5,4,0,0.0,STANDARD,304.4924011230469,2018-01-01,20,31
304.7085266113281,1694.1485595703125,1.0,5,R_A5,5,0,0.0,STANDARD,304.7085266113281,2018-01-01,20,31
304.9246520996094,1696.4290771484375,1.0,6,R_A5,6,0,0.0,STANDARD,304.9246520996094,2018-01-01,20,31
305.446533203125,1698.70947265625,1.0,7,R_A5,7,0,0.0,STANDARD,305.446533203125,2018-01-01,20,31
305.988037109375,1707.6488037109375,1.0,11,R_A5,8,0,0.0,STANDARD,305.988037109375,2018-01-01,20,31
306.1695251464844,1709.5638427734375,1.0,12,R_A5,9,0,0.0,STANDARD,306.1695251464844,2018-01-01,20,31
305.4322814941406,1701.7845458984375,1.0,12,R_A5,10,0,0.0,STANDARD,305.4322814941406,2018-01-01,21,31
305.6291198730469,1703.735107421875,1.0,13,R_A5,11,0,0.0,STANDARD,305.6291198730469,2018-01-01,21,31
305.81396484375,1705.6856689453125,1.0,14,R_A5,12,0,0.0,STANDARD,305.81396484375,2018-01-01,21,31
305.9988098144531,1707.63623046875,1.0,15,R_A5,13,0,0.0,STANDARD,305.9988098144531,2018-01-01,21,31
306.1836853027344,1709.5867919921875,1.0,16,R_A5,14,0,0.0,STANDARD,306.1836853027344,2018-01-01,21,31
306.5135498046875,1711.537353515625,1.0,17,R_A5,15,0,0.0,STANDARD,306.5135498046875,2018-01-01,21,31
306.6856994628906,1713.35400390625,1.0,18,R_A5,16,0,0.0,STANDARD,306.6856994628906,2018-01-01,21,31
306.7843933105469,1714.3951416015625,1.0,19,R_A5,17,0,0.0,STANDARD,306.7843933105469,2018-01-01,21,31
306.75689697265625,1715.7628173828125,1.0,27,R_A5,18,0,0.0,STANDARD,306.75689697265625,2018-01-01,21,31
306.978271484375,1718.098388671875,1.0,28,R_A5,19,0,0.0,STANDARD,306.978271484375,2018-01-01,21,31
307.5054016113281,1720.43408203125,1.0,29,R_A5,20,0,0.0,STANDARD,307.5054016113281,2018-01-01,21,31
307.7267761230469,1722.7696533203125,1.0,30,R_A5,21,0,0.0,STANDARD,307.7267761230469,2018-01-01,21,31
307.9481506347656,1725.105224609375,1.0,31,R_A5,22,0,0.0,STANDARD,307.9481506347656,2018-01-01,21,31
305.11419677734375,1695.20263671875,1.0,1,R_A6,1,0,0.0,STANDARD,305.11419677734375,2018-01-01,42,17
305.2609558105469,1696.7510986328125,1.0,2,R_A6,2,0,0.0,STANDARD,305.2609558105469,2018-01-01,42,17
305.4076843261719,1698.299560546875,1.0,3,R_A6,3,0,0.0,STANDARD,305.4076843261719,2018-01-01,42,17
305.554443359375,1699.84814453125,1.0,4,R_A6,4,0,0.0,STANDARD,305.554443359375,2018-01-01,42,17
305.7012023925781,1701.3966064453125,1.0,5,R_A6,5,0,0.0,STANDARD,305.7012023925781,2018-01-01,42,17
305.84796142578125,1702.9451904296875,1.0,6,R_A6,6,0,0.0,STANDARD,305.84796142578125,2018-01-01,42,17
305.6956481933594,1704.49365234375,1.0,7,R_A6,7,0,0.0,STANDARD,305.6956481933594,2018-01-01,42,17
305.8424072265625,1706.042236328125,1.0,8,R_A6,8,0,0.0,STANDARD,305.8424072265625,2018-01-01,42,17
306.2882080078125,1707.5906982421875,1.0,9,R_A6,9,0,0.0,STANDARD,306.2882080078125,2018-01-01,42,17
306.1291809082031,1709.1392822265625,1.0,10,R_A6,10,0,0.0,STANDARD,306.1291809082031,2018-01-01,42,17
306.3109130859375,1711.055419921875,1.0,11,R_A6,11,0,0.0,STANDARD,306.3109130859375,2018-01-01,42,17
306.52734375,1713.3392333984375,1.0,12,R_A6,12,0,0.0,STANDARD,306.52734375,2018-01-01,42,17
306.7557678222656,1715.623046875,1.0,13,R_A6,13,0,0.0,STANDARD,306.7557678222656,2018-01-01,42,17
306.9721984863281,1717.9068603515625,1.0,14,R_A6,14,0,0.0,STANDARD,306.9721984863281,2018-01-01,42,17
307.18865966796875,1720.190673828125,1.0,15,R_A6,15,0,0.0,STANDARD,307.18865966796875,2018-01-01,42,17
307.55010986328125,1722.474365234375,1.0,16,R_A6,16,0,0.0,STANDARD,307.55010986328125,2018-01-01,42,17
307.7665710449219,1724.7581787109375,1.0,17,R_A6,17,0,0.0,STANDARD,307.7665710449219,2018-01-01,42,17
307.921630859375,1726.394287109375,1.0,18,R_A6,18,0,0.0,STANDARD,307.921630859375,2018-01-01,42,17
307.8930969238281,1727.7508544921875,1.0,27,R_A6,19,0,0.0,STANDARD,307.8930969238281,2018-01-01,42,17
308.3623352050781,1729.4755859375,1.0,28,R_A6,20,0,0.0,STANDARD,308.3623352050781,2018-01-01,42,17
308.52581787109375,1731.2001953125,1.0,29,R_A6,21,0,0.0,STANDARD,308.52581787109375,2018-01-01,42,17
308.68927001953125,1732.9249267578125,1.0,30,R_A6,22,0,0.0,STANDARD,308.68927001953125,2018-01-01,42,17
308.8527526855469,1734.649658203125,1.0,31,R_A6,23,0,0.0,STANDARD,308.8527526855469,2018-01-01,42,17
298.6881103515625,1641.094970703125,0.108226478099823,1,R_A2,1,0,0.0,STANDARD,298.6881103515625,2018-03-01,30,22
298.8083801269531,1642.8890380859375,0.11059602349996567,2,R_A2,2,0,0.0,STANDARD,298.8083801269531,2018-03-01,30,22
298.92864990234375,1644.68310546875,0.07775331288576126,3,R_A2,3,0,0.0,STANDARD,298.92864990234375,2018-03-01,30,22
299.0489196777344,1646.4771728515625,0.06679888814687729,4,R_A2,4,0,0.0,STANDARD,299.0489196777344,2018-03-01,30,22
299.169189453125,1648.2713623046875,0.07245774567127228,5,R_A2,5,0,0.0,STANDARD,299.169189453125,2018-03-01,30,22
299.2894592285156,1650.0654296875,0.1185440942645073,6,R_A2,6,0,0.0,STANDARD,299.2894592285156,2018-03-01,30,22
299.40972900390625,1651.859619140625,0.6482799649238586,7,R_A2,7,0,0.0,STANDARD,299.40972900390625,2018-03-01,30,22
299.54486083984375,1653.6536865234375,0.6483528017997742,8,R_A2,8,0,0.0,STANDARD,299.54486083984375,2018-03-01,30,22
299.6919250488281,1655.44775390625,0.17345140874385834,9,R_A2,9,0,0.0,STANDARD,299.6919250488281,2018-03-01,30,22
299.73773193359375,1657.2418212890625,0.325969398021698,10,R_A2,10,0,0.0,STANDARD,299.73773193359375,2018-03-01,30,22
299.8343811035156,1659.1368408203125,0.07781535387039185,11,R_A2,11,0,0.0,STANDARD,299.8343811035156,2018-03-01,30,22
299.9669189453125,1661.132568359375,0.07674124091863632,12,R_A2,12,0,0.0,STANDARD,299.9669189453125,2018-03-01,30,22
300.1244812011719,1663.12841796875,0.45598605275154114,13,R_A2,13,0,0.0,STANDARD,300.1244812011719,2018-03-01,30,22
300.26025390625,1665.1241455078125,0.49750417470932007,14,R_A2,14,0,0.0,STANDARD,300.26025390625,2018-03-01,30,22
300.3982238769531,1667.1199951171875,0.6977910995483398,15,R_A2,15,0,0.0,STANDARD,300.3982238769531,2018-03-01,30,22
300.53240966796875,1669.11572265625,0.970183253288269,16,R_A2,16,0,0.0,STANDARD,300.53240966796875,2018-03-01,30,22
300.66668701171875,1671.111572265625,0.9522992372512817,17,R_A2,17,0,0.0,STANDARD,300.66668701171875,2018-03-01,30,22
300.792724609375,1672.9881591796875,0.9832425117492676,18,R_A2,18,0,0.0,STANDARD,300.792724609375,2018-03-01,30,22
300.73919677734375,1674.229736328125,0.9928645491600037,18,R_A2,19,0,0.0,STANDARD,300.73919677734375,2018-03-01,29,22
300.8066101074219,1675.235107421875,1.0,19,R_A2,20,0,0.0,STANDARD,300.8066101074219,2018-03-01,29,22
300.81756591796875,1676.1676025390625,0.648305356502533,27,R_A2,21,0,0.0,STANDARD,300.81756591796875,2018-03-01,29,22
303.4607849121094,1677.9368896484375,1.0,28,R_A2,22,0,-1.866776335970226e-15,STANDARD,303.4607849121094,2018-03-01,29,22
303.6310729980469,1679.7061767578125,1.0,29,R_A2,23,0,-5.949738886619905e-16,STANDARD,303.6310729980469,2018-03-01,29,22
303.7989196777344,1681.4754638671875,1.0,30,R_A2,24,0,-8.798571283216296e-17,STANDARD,303.7989196777344,2018-03-01,29,22
303.9716796875,1683.2447509765625,1.0,31,R_A2,25,0,-1.0609782496074656e-17,STANDARD,303.9716796875,2018-03-01,29,22
271.8641662597656,1685.026611328125,1.0,1,R_A5,1,0,7.470646280413606e-14,STANDARD,271.8641662597656,2018-04-28,20,31
272.08026123046875,1687.3070068359375,1.0,2,R_A5,2,0,1.3092168137367882e-13,STANDARD,272.08026123046875,2018-04-28,20,31
272.29644775390625,1689.5875244140625,1.0,3,R_A5,3,0,1.4954156619603753e-13,STANDARD,272.29644775390625,2018-04-28,20,31
272.5126953125,1691.8680419921875,1.0,4,R_A5,4,0,1.4803716791907812e-13,STANDARD,272.5126953125,2018-04-28,20,31
272.7287902832031,1694.1485595703125,1.0,5,R_A5,5,0,1.4394469774123286e-13,STANDARD,272.7287902832031,2018-04-28,20,31
272.9447326660156,1696.4290771484375,1.0,6,R_A5,6,0,1.1855617941362862e-13,STANDARD,272.9447326660156,2018-04-28,20,31
273.4864807128906,1698.70947265625,1.0,7,R_A5,7,0,4.5466993885134865e-14,STANDARD,273.4864807128906,2018-04-28,20,31
273.6051330566406,1707.6488037109375,1.0,11,R_A5,8,0,-4.006299144428821e-13,STANDARD,273.6051330566406,2018-04-28,20,31
273.78631591796875,1709.5638427734375,1.0,12,R_A5,9,0,-3.88655362233703e-13,STANDARD,273.78631591796875,2018-04-28,20,31
272.26800537109375,1701.7845458984375,1.0,12,R_A5,10,0,-5.550726978748033e-12,STANDARD,272.26800537109375,2018-04-28,21,31
272.46533203125,1703.735107421875,1.0,13,R_A5,11,0,-1.8545869050548558e-13,STANDARD,272.46533203125,2018-04-28,21,31
272.65081787109375,1705.6856689453125,1.0,14,R_A5,12,0,-3.8516927277840174e-13,STANDARD,272.65081787109375,2018-04-28,21,31
273.2382507324219,1707.63623046875,1.0,15,R_A5,13,0,-5.209322556654072e-12,STANDARD,273.2382507324219,2018-04-28,21,31
273.91143798828125,1709.5867919921875,1.0,16,R_A5,14,0,-5.706191595622467e-12,STANDARD,273.91143798828125,2018-04-28,21,31
274.2139892578125,1711.537353515625,1.0,17,R_A5,15,0,-5.683848031991234e-13,STANDARD,274.2139892578125,2018-04-28,21,31
274.36798095703125,1713.35400390625,1.0,18,R_A5,16,0,-5.971479821037518e-13,STANDARD,274.36798095703125,2018-04-28,21,31
274.4571838378906,1714.3951416015625,1.0,19,R_A5,17,0,0.0,STANDARD,274.4571838378906,2018-04-28,21,31
274.4233093261719,1715.7628173828125,1.0,27,R_A5,18,0,-2.5108250548133704e-11,STANDARD,274.4233093261719,2018-04-28,21,31
274.663330078125,1718.098388671875,1.0,28,R_A5,19,0,-1.9350640881321546e-11,STANDARD,274.663330078125,2018-04-28,21,31
285.6512756347656,1720.43408203125,1.0,29,R_A5,20,0,-1.7127528351243627e-18,STANDARD,285.6512756347656,2018-04-28,21,31
281.65203857421875,1722.7696533203125,1.0,30,R_A5,21,0,-6.283945794475338e-16,STANDARD,281.65203857421875,2018-04-28,21,31
298.3252258300781,1725.105224609375,1.0,31,R_A5,22,0,-1.3759256393252e-19,STANDARD,298.3252258300781,2018-04-28,21,31
283.060791015625,1609.243408203125,0.1351509541273117,1,R_A3,1,0,0.0,STANDARD,283.060791015625,2018-07-03,41,28
283.19866943359375,1611.3077392578125,0.118421271443367,2,R_A3,2,0,0.0,STANDARD,283.19866943359375,2018-07-03,41,28
283.3365783691406,1613.3720703125,0.12275730073451996,3,R_A3,3,0,0.0,STANDARD,283.3365783691406,2018-07-03,41,28
283.4754943847656,1615.4365234375,0.24893011152744293,4,R_A3,4,0,0.0,STANDARD,283.4754943847656,2018-07-03,41,28
283.6139831542969,1617.5008544921875,0.6496440172195435,5,R_A3,5,0,0.0,STANDARD,283.6139831542969,2018-07-03,41,28
283.7564392089844,1619.565185546875,0.34126368165016174,6,R_A3,6,0,0.0,STANDARD,283.7564392089844,2018-07-03,41,28
283.0805358886719,1609.3663330078125,0.6491447687149048,6,R_A3,7,0,0.0,STANDARD,283.0805358886719,2018-07-03,41,29
283.2325134277344,1611.4163818359375,0.19862893223762512,7,R_A3,8,0,0.0,STANDARD,283.2325134277344,2018-07-03,41,29
283.3692626953125,1613.46630859375,0.20123545825481415,8,R_A3,9,0,0.0,STANDARD,283.3692626953125,2018-07-03,41,29
283.50421142578125,1615.516357421875,0.6499702334403992,9,R_A3,10,0,0.0,STANDARD,283.50421142578125,2018-07-03,41,29
284.3923645019531,1617.5662841796875,0.7970934510231018,10,R_A3,11,0,0.0,STANDARD,284.3923645019531,2018-07-03,41,29
283.8983154296875,1619.750732421875,0.05098643898963928,11,R_A3,12,0,0.0,STANDARD,283.8983154296875,2018-07-03,41,29
284.05316162109375,1622.0697021484375,0.05467619746923447,12,R_A3,13,0,0.0,STANDARD,284.05316162109375,2018-07-03,41,29
284.20843505859375,1624.388671875,0.36852893233299255,13,R_A3,14,0,0.0,STANDARD,284.20843505859375,2018-07-03,41,29
284.40618896484375,1626.707763671875,0.371972918510437,14,R_A3,15,0,0.0,STANDARD,284.40618896484375,2018-07-03,41,29
284.3683776855469,1629.026611328125,0.4898940324783325,15,R_A3,16,0,0.0,STANDARD,284.3683776855469,2018-07-03,41,29
284.4913635253906,1630.9468994140625,0.8015735745429993,16,R_A3,17,0,0.0,STANDARD,284.4913635253906,2018-07-03,41,29
284.4727478027344,1633.5262451171875,0.30676043033599854,27,R_A3,18,0,0.0,STANDARD,284.4727478027344,2018-07-03,41,29
284.65814208984375,1637.1630859375,0.04452653229236603,28,R_A3,19,0,0.0,STANDARD,284.65814208984375,2018-07-03,41,29
284.9010009765625,1640.8001708984375,0.0893225222826004,29,R_A3,20,0,0.0,STANDARD,284.9010009765625,2018-07-03,41,29
288.721923828125,1644.4371337890625,1.0,30,R_A3,21,0,-5.6671584092171656e-11,STANDARD,288.721923828125,2018-07-03,41,29
285.3789367675781,1648.0740966796875,0.0638369470834732,31,R_A3,22,0,0.0,STANDARD,285.3789367675781,2018-07-03,41,29
275.67132568359375,1631.1873779296875,0.051626138389110565,1,R_A4,1,0,0.0,STANDARD,275.67132568359375,2018-09-12,52,30
275.5419921875,1627.4293212890625,0.04954874888062477,1,R_A4,2,0,0.0,STANDARD,275.5419921875,2018-09-12,52,31
275.6792907714844,1629.4896240234375,0.05107280984520912,2,R_A4,3,0,0.0,STANDARD,275.6792907714844,2018-09-12,52,31
275.81658935546875,1631.5498046875,0.05296371132135391,3,R_A4,4,0,0.0,STANDARD,275.81658935546875,2018-09-12,52,31
275.9539489746094,1633.610107421875,0.05912666395306587,4,R_A4,5,0,0.0,STANDARD,275.9539489746094,2018-09-12,52,31
276.017822265625,1632.3968505859375,0.05655185133218765,4,R_A4,6,0,0.0,STANDARD,276.017822265625,2018-09-12,52,32
276.14215087890625,1635.880615234375,0.058023564517498016,4,R_A4,7,0,0.0,STANDARD,276.14215087890625,2018-09-12,51,32
276.4044494628906,1637.321044921875,0.05875077471137047,4,R_A4,8,0,0.0,STANDARD,276.4044494628906,2018-09-12,51,33
276.28143310546875,1635.474609375,0.059178564697504044,3,R_A4,9,0,0.0,STANDARD,276.28143310546875,2018-09-12,51,33
276.65289306640625,1642.1485595703125,0.13919894397258759,4,R_A4,10,0,0.0,STANDARD,276.65289306640625,2018-09-12,50,33
276.7840576171875,1641.132080078125,0.1384398341178894,4,R_A4,11,0,0.0,STANDARD,276.7840576171875,2018-09-12,50,34
276.6695251464844,1639.20703125,0.14044024050235748,3,R_A4,12,0,0.0,STANDARD,276.6695251464844,2018-09-12,50,34
276.9925537109375,1640.9061279296875,0.23439925909042358,3,R_A4,13,0,0.0,STANDARD,276.9925537109375,2018-09-12,50,35
276.8681640625,1639.0426025390625,0.22964730858802795,2,R_A4,14,0,0.0,STANDARD,276.8681640625,2018-09-12,50,35
276.98822021484375,1641.93212890625,0.23660051822662354,2,R_A4,15,0,0.0,STANDARD,276.98822021484375,2018-09-12,49,35
279.4373779296875,1642.357421875,0.649575412273407,30,R_A4,16,0,0.0,STANDARD,279.4373779296875,2018-09-12,49,36
279.2386169433594,1639.6068115234375,0.27273401618003845,30,R_A4,17,0,0.0,STANDARD,279.2386169433594,2018-09-12,48,36
279.7362060546875,1646.7513427734375,0.6508852243423462,30,R_A4,18,0,0.0,STANDARD,279.7362060546875,2018-09-12,48,37
280.22808837890625,1653.461669921875,0.7034425139427185,30,R_A4,19,0,0.0,STANDARD,280.22808837890625,2018-09-12,48,38
280.4958190917969,1657.8184814453125,0.35973596572875977,30,R_A4,20,0,0.0,STANDARD,280.4958190917969,2018-09-12,47,38
274.1541748046875,1695.20263671875,1.0,1,R_A6,1,0,-7.973390462512176e-17,STANDARD,274.1541748046875,2018-11-07,42,17
274.300048828125,1696.7510986328125,1.0,2,R_A6,2,0,-1.1123104314445464e-17,STANDARD,274.300048828125,2018-11-07,42,17
274.442626953125,1698.299560546875,1.0,3,R_A6,3,0,-2.086418834866183e-17,STANDARD,274.442626953125,2018-11-07,42,17
274.5809326171875,1699.84814453125,1.0,4,R_A6,4,0,-3.4471011640138617e-17,STANDARD,274.5809326171875,2018-11-07,42,17
274.7176818847656,1701.3966064453125,1.0,5,R_A6,5,0,-1.9489386046457872e-17,STANDARD,274.7176818847656,2018-11-07,42,17
274.8577880859375,1702.9451904296875,1.0,6,R_A6,6,0,-1.5530333206039836e-15,STANDARD,274.8577880859375,2018-11-07,42,17
274.7027893066406,1704.49365234375,1.0,7,R_A6,7,0,-2.6742475506318303e-15,STANDARD,274.7027893066406,2018-11-07,42,17
274.8475341796875,1706.042236328125,1.0,8,R_A6,8,0,-1.8259986875817464e-15,STANDARD,274.8475341796875,2018-11-07,42,17
275.2861022949219,1707.5906982421875,1.0,9,R_A6,9,0,-1.0801924640969904e-16,STANDARD,275.2861022949219,2018-11-07,42,17
275.106689453125,1709.1392822265625,1.0,10,R_A6,10,0,-1.5909562350261558e-14,STANDARD,275.106689453125,2018-11-07,42,17
275.35546875,1711.055419921875,1.0,11,R_A6,11,0,-1.4742528825864055e-14,STANDARD,275.35546875,2018-11-07,42,17
275.5716247558594,1713.3392333984375,1.0,12,R_A6,12,0,-6.613607417656686e-15,STANDARD,275.5716247558594,2018-11-07,42,17
275.8003234863281,1715.623046875,1.0,13,R_A6,13,0,-5.794629683923106e-16,STANDARD,275.8003234863281,2018-11-07,42,17
