ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,286714137.04,45901117.03,35096723.82,22073410.84
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,210235972.68,40343273.82,32274463.21,20298404.19
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,128933982.71,27880715.59,22988788.0,14458356.99
LowerReek,2,0.0,0.0,0.0,0.0
