ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,286779591.75,45889295.29,34883379.9,21939232.25
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,210183222.32,40346826.13,32029661.63,20144440.94
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,128990935.68,27884534.77,22721394.25,14290184.82
LowerReek,2,0.0,0.0,0.0,0.0
