CONJPOS,DRAWDOWN,CONIPOS,SWAT,PRESSURE,SGAS,CONKPOS,CONBPRES,WELL,DATE,WELLMODEL,DEPTH,CONIDX
41,0,29,0.04574024677276611,300.40966796875,0.0,28,300.40966796875,R_A3,2018-01-01,STANDARD,1637.1630859375,19
41,0,29,0.05056381970643997,300.6535339355469,0.0,29,300.6535339355469,R_A3,2018-01-01,STANDARD,1640.8001708984375,20
41,0,29,0.6481541991233826,300.89739990234375,0.0,30,300.89739990234375,R_A3,2018-01-01,STANDARD,1644.4371337890625,21
41,0,29,0.06256569176912308,301.14129638671875,0.0,31,301.14129638671875,R_A3,2018-01-01,STANDARD,1648.0740966796875,22
52,0,30,0.05170147493481636,300.009033203125,0.0,1,300.009033203125,R_A4,2018-01-01,STANDARD,1631.1873779296875,1
52,0,31,0.048609890043735504,299.7571105957031,0.0,1,299.7571105957031,R_A4,2018-01-01,STANDARD,1627.4293212890625,2
52,0,31,0.05221238359808922,299.89520263671875,0.0,2,299.89520263671875,R_A4,2018-01-01,STANDARD,1629.4896240234375,3
52,0,31,0.054313696920871735,300.0333251953125,0.0,3,300.0333251953125,R_A4,2018-01-01,STANDARD,1631.5498046875,4
52,0,31,0.05736476555466652,300.17144775390625,0.0,4,300.17144775390625,R_A4,2018-01-01,STANDARD,1633.610107421875,5
52,0,32,0.056389473378658295,300.0901184082031,0.0,4,300.0901184082031,R_A4,2018-01-01,STANDARD,1632.3968505859375,6
51,0,32,0.05910776928067207,300.3236999511719,0.0,4,300.3236999511719,R_A4,2018-01-01,STANDARD,1635.880615234375,7
51,0,33,0.05742491036653519,300.4202575683594,0.0,4,300.4202575683594,R_A4,2018-01-01,STANDARD,1637.321044921875,8
51,0,33,0.05627985671162605,300.29644775390625,0.0,3,300.29644775390625,R_A4,2018-01-01,STANDARD,1635.474609375,9
50,0,33,0.06314294040203094,300.74395751953125,0.0,4,300.74395751953125,R_A4,2018-01-01,STANDARD,1642.1485595703125,10
50,0,34,0.06145904213190079,300.67578125,0.0,4,300.67578125,R_A4,2018-01-01,STANDARD,1641.132080078125,11
50,0,34,0.1401393711566925,300.5467224121094,0.0,3,300.5467224121094,R_A4,2018-01-01,STANDARD,1639.20703125,12
50,0,35,0.14248615503311157,300.66064453125,0.0,3,300.66064453125,R_A4,2018-01-01,STANDARD,1640.9061279296875,13
50,0,35,0.23273660242557526,300.53570556640625,0.0,2,300.53570556640625,R_A4,2018-01-01,STANDARD,1639.0426025390625,14
49,0,35,0.23657433688640594,300.72943115234375,0.0,2,300.72943115234375,R_A4,2018-01-01,STANDARD,1641.93212890625,15
49,0,36,1.0,300.7579650878906,0.0,30,300.7579650878906,R_A4,2018-01-01,STANDARD,1642.357421875,16
48,0,36,0.6481541991233826,300.5735168457031,0.0,30,300.5735168457031,R_A4,2018-01-01,STANDARD,1639.6068115234375,17
48,0,37,0.6481541991233826,301.0526123046875,0.0,30,301.0526123046875,R_A4,2018-01-01,STANDARD,1646.7513427734375,18
48,0,38,0.6481541991233826,301.5025939941406,0.0,30,301.5025939941406,R_A4,2018-01-01,STANDARD,1653.461669921875,19
47,0,38,0.6481541991233826,301.7947998046875,0.0,30,301.7947998046875,R_A4,2018-01-01,STANDARD,1657.8184814453125,20
20,0,31,1.0,303.8440856933594,0.0,1,303.8440856933594,R_A5,2018-01-01,STANDARD,1685.026611328125,1
20,0,31,1.0,304.0601806640625,0.0,2,304.0601806640625,R_A5,2018-01-01,STANDARD,1687.3070068359375,2
20,0,31,1.0,304.27630615234375,0.0,3,304.27630615234375,R_A5,2018-01-01,STANDARD,1689.5875244140625,3
20,0,31,1.0,304.4924011230469,0.0,4,304.4924011230469,R_A5,2018-01-01,STANDARD,1691.8680419921875,4
20,0,31,1.0,304.7085266113281,0.0,5,304.7085266113281,R_A5,2018-01-01,STANDARD,1694.1485595703125,5
20,0,31,1.0,304.9246520996094,0.0,6,304.9246520996094,R_A5,2018-01-01,STANDARD,1696.4290771484375,6
20,0,31,1.0,305.446533203125,0.0,7,305.446533203125,R_A5,2018-01-01,STANDARD,1698.70947265625,7
20,0,31,1.0,305.988037109375,0.0,11,305.988037109375,R_A5,2018-01-01,STANDARD,1707.6488037109375,8
20,0,31,1.0,306.1695251464844,0.0,12,306.1695251464844,R_A5,2018-01-01,STANDARD,1709.5638427734375,9
21,0,31,1.0,305.4322814941406,0.0,12,305.4322814941406,R_A5,2018-01-01,STANDARD,1701.7845458984375,10
21,0,31,1.0,305.6291198730469,0.0,13,305.6291198730469,R_A5,2018-01-01,STANDARD,1703.735107421875,11
21,0,31,1.0,305.81396484375,0.0,14,305.81396484375,R_A5,2018-01-01,STANDARD,1705.6856689453125,12
21,0,31,1.0,305.9988098144531,0.0,15,305.9988098144531,R_A5,2018-01-01,STANDARD,1707.63623046875,13
21,0,31,1.0,306.3287048339844,0.0,16,306.3287048339844,R_A5,2018-01-01,STANDARD,1709.5867919921875,14
21,0,31,1.0,306.5135498046875,0.0,17,306.5135498046875,R_A5,2018-01-01,STANDARD,1711.537353515625,15
21,0,31,1.0,306.6856994628906,0.0,18,306.6856994628906,R_A5,2018-01-01,STANDARD,1713.35400390625,16
21,0,31,1.0,306.7843933105469,0.0,19,306.7843933105469,R_A5,2018-01-01,STANDARD,1714.3951416015625,17
21,0,31,1.0,306.75689697265625,0.0,27,306.75689697265625,R_A5,2018-01-01,STANDARD,1715.7628173828125,18
21,0,31,1.0,306.978271484375,0.0,28,306.978271484375,R_A5,2018-01-01,STANDARD,1718.098388671875,19
21,0,31,1.0,307.5054016113281,0.0,29,307.5054016113281,R_A5,2018-01-01,STANDARD,1720.43408203125,20
21,0,31,1.0,307.7267761230469,0.0,30,307.7267761230469,R_A5,2018-01-01,STANDARD,1722.7696533203125,21
21,0,31,1.0,307.9481506347656,0.0,31,307.9481506347656,R_A5,2018-01-01,STANDARD,1725.105224609375,22
42,0,17,1.0,305.11419677734375,0.0,1,305.11419677734375,R_A6,2018-01-01,STANDARD,1695.20263671875,1
42,0,17,1.0,305.2609558105469,0.0,2,305.2609558105469,R_A6,2018-01-01,STANDARD,1696.7510986328125,2
42,0,17,1.0,305.4076843261719,0.0,3,305.4076843261719,R_A6,2018-01-01,STANDARD,1698.299560546875,3
42,0,17,1.0,305.554443359375,0.0,4,305.554443359375,R_A6,2018-01-01,STANDARD,1699.84814453125,4
42,0,17,1.0,305.7012023925781,0.0,5,305.7012023925781,R_A6,2018-01-01,STANDARD,1701.3966064453125,5
42,0,17,1.0,305.84796142578125,0.0,6,305.84796142578125,R_A6,2018-01-01,STANDARD,1702.9451904296875,6
42,0,17,1.0,305.6956481933594,0.0,7,305.6956481933594,R_A6,2018-01-01,STANDARD,1704.49365234375,7
42,0,17,1.0,305.8424072265625,0.0,8,305.8424072265625,R_A6,2018-01-01,STANDARD,1706.042236328125,8
42,0,17,1.0,306.2882080078125,0.0,9,306.2882080078125,R_A6,2018-01-01,STANDARD,1707.5906982421875,9
42,0,17,1.0,306.1291809082031,0.0,10,306.1291809082031,R_A6,2018-01-01,STANDARD,1709.1392822265625,10
42,0,17,1.0,306.3109130859375,0.0,11,306.3109130859375,R_A6,2018-01-01,STANDARD,1711.055419921875,11
42,0,17,1.0,306.52734375,0.0,12,306.52734375,R_A6,2018-01-01,STANDARD,1713.3392333984375,12
42,0,17,1.0,306.7557678222656,0.0,13,306.7557678222656,R_A6,2018-01-01,STANDARD,1715.623046875,13
42,0,17,1.0,306.9721984863281,0.0,14,306.9721984863281,R_A6,2018-01-01,STANDARD,1717.9068603515625,14
42,0,17,1.0,307.18865966796875,0.0,15,307.18865966796875,R_A6,2018-01-01,STANDARD,1720.190673828125,15
42,0,17,1.0,307.55010986328125,0.0,16,307.55010986328125,R_A6,2018-01-01,STANDARD,1722.474365234375,16
42,0,17,1.0,307.7665710449219,0.0,17,307.7665710449219,R_A6,2018-01-01,STANDARD,1724.7581787109375,17
42,0,17,1.0,307.921630859375,0.0,18,307.921630859375,R_A6,2018-01-01,STANDARD,1726.394287109375,18
42,0,17,1.0,307.8930969238281,0.0,27,307.8930969238281,R_A6,2018-01-01,STANDARD,1727.7508544921875,19
42,0,17,1.0,308.3623352050781,0.0,28,308.3623352050781,R_A6,2018-01-01,STANDARD,1729.4755859375,20
42,0,17,1.0,308.52581787109375,0.0,29,308.52581787109375,R_A6,2018-01-01,STANDARD,1731.2001953125,21
42,0,17,1.0,308.68927001953125,0.0,30,308.68927001953125,R_A6,2018-01-01,STANDARD,1732.9249267578125,22
42,0,17,1.0,308.5469665527344,0.0,31,308.5469665527344,R_A6,2018-01-01,STANDARD,1734.649658203125,23
30,0,22,0.05651942268013954,297.19500732421875,0.0,1,297.19500732421875,R_A2,2018-03-01,STANDARD,1641.094970703125,1
30,0,22,0.05711306631565094,297.3152160644531,0.0,2,297.3152160644531,R_A2,2018-03-01,STANDARD,1642.8890380859375,2
30,0,22,0.06138964742422104,297.4353942871094,0.0,3,297.4353942871094,R_A2,2018-03-01,STANDARD,1644.68310546875,3
30,0,22,0.06760416179895401,297.55560302734375,0.0,4,297.55560302734375,R_A2,2018-03-01,STANDARD,1646.4771728515625,4
30,0,22,0.07117588818073273,297.6758117675781,0.0,5,297.6758117675781,R_A2,2018-03-01,STANDARD,1648.2713623046875,5
30,0,22,0.32082241773605347,297.8218688964844,0.0,6,297.8218688964844,R_A2,2018-03-01,STANDARD,1650.0654296875,6
30,0,22,0.6903693675994873,298.0238342285156,0.0,7,298.0238342285156,R_A2,2018-03-01,STANDARD,1651.859619140625,7
30,0,22,0.6483943462371826,298.1908264160156,0.0,8,298.1908264160156,R_A2,2018-03-01,STANDARD,1653.6536865234375,8
30,0,22,0.648885190486908,298.3291320800781,0.0,9,298.3291320800781,R_A2,2018-03-01,STANDARD,1655.44775390625,9
30,0,22,0.9157834053039551,298.94580078125,0.0,10,298.94580078125,R_A2,2018-03-01,STANDARD,1657.2418212890625,10
30,0,22,0.0761578306555748,299.347900390625,0.0,11,299.347900390625,R_A2,2018-03-01,STANDARD,1659.1368408203125,11
30,0,22,0.08117565512657166,299.481689453125,0.0,12,299.481689453125,R_A2,2018-03-01,STANDARD,1661.132568359375,12
30,0,22,0.4570476710796356,299.6168212890625,0.0,13,299.6168212890625,R_A2,2018-03-01,STANDARD,1663.12841796875,13
30,0,22,0.5046288371086121,299.7535400390625,0.0,14,299.7535400390625,R_A2,2018-03-01,STANDARD,1665.1241455078125,14
30,0,22,0.6864098906517029,299.89263916015625,0.0,15,299.89263916015625,R_A2,2018-03-01,STANDARD,1667.1199951171875,15
30,0,22,0.9750856757164001,300.02728271484375,0.0,16,300.02728271484375,R_A2,2018-03-01,STANDARD,1669.11572265625,16
30,0,22,0.959559977054596,300.1622619628906,0.0,17,300.1622619628906,R_A2,2018-03-01,STANDARD,1671.111572265625,17
30,0,22,0.9807490110397339,300.2886047363281,0.0,18,300.2886047363281,R_A2,2018-03-01,STANDARD,1672.9881591796875,18
29,0,22,0.9992627501487732,300.2622375488281,0.0,18,300.2622375488281,R_A2,2018-03-01,STANDARD,1674.229736328125,19
29,0,22,1.0,302.9585876464844,1.3223626380232329e-15,27,302.9585876464844,R_A2,2018-03-01,STANDARD,1676.1676025390625,20
29,0,22,1.0,303.4137878417969,1.1509404277952628e-15,28,303.4137878417969,R_A2,2018-03-01,STANDARD,1677.9368896484375,21
29,0,22,1.0,302.62384033203125,7.527940944218603e-12,29,302.62384033203125,R_A2,2018-03-01,STANDARD,1679.7061767578125,22
29,0,22,1.0,303.73187255859375,1.6959336021572964e-14,30,303.73187255859375,R_A2,2018-03-01,STANDARD,1681.4754638671875,23
29,0,22,1.0,303.9125671386719,1.1335407828718834e-15,31,303.9125671386719,R_A2,2018-03-01,STANDARD,1683.2447509765625,24
20,0,31,1.0,283.6017761230469,9.432815128090433e-16,1,283.6017761230469,R_A5,2018-04-28,STANDARD,1685.026611328125,1
20,0,31,1.0,283.81787109375,-1.434421158241772e-12,2,283.81787109375,R_A5,2018-04-28,STANDARD,1687.3070068359375,2
20,0,31,1.0,284.0339050292969,-1.9429074234883492e-12,3,284.0339050292969,R_A5,2018-04-28,STANDARD,1689.5875244140625,3
20,0,31,1.0,284.2499084472656,-1.6447985551684696e-12,4,284.2499084472656,R_A5,2018-04-28,STANDARD,1691.8680419921875,4
20,0,31,1.0,284.4659118652344,-1.4766878041541642e-12,5,284.4659118652344,R_A5,2018-04-28,STANDARD,1694.1485595703125,5
20,0,31,1.0,284.681884765625,-1.4727388145813203e-12,6,284.681884765625,R_A5,2018-04-28,STANDARD,1696.4290771484375,6
20,0,31,1.0,285.2154846191406,-1.159297572490229e-14,7,285.2154846191406,R_A5,2018-04-28,STANDARD,1698.70947265625,7
20,0,31,1.0,284.7891845703125,-4.8587453505000155e-11,11,284.7891845703125,R_A5,2018-04-28,STANDARD,1707.6488037109375,8
20,0,31,1.0,284.9695739746094,-5.977221495534479e-11,12,284.9695739746094,R_A5,2018-04-28,STANDARD,1709.5638427734375,9
21,0,31,1.0,283.5704650878906,-2.966559775607891e-10,12,283.5704650878906,R_A5,2018-04-28,STANDARD,1701.7845458984375,10
21,0,31,1.0,283.7726745605469,-7.424340656148054e-12,13,283.7726745605469,R_A5,2018-04-28,STANDARD,1703.735107421875,11
21,0,31,1.0,283.9656982421875,-1.2067729628084667e-11,14,283.9656982421875,R_A5,2018-04-28,STANDARD,1705.6856689453125,12
21,0,31,1.0,284.18157958984375,-2.2039030756620948e-12,15,284.18157958984375,R_A5,2018-04-28,STANDARD,1707.63623046875,13
21,0,31,1.0,284.6269226074219,-1.5631645283731288e-12,16,284.6269226074219,R_A5,2018-04-28,STANDARD,1709.5867919921875,14
21,0,31,1.0,285.10833740234375,-3.4376814546030476e-13,17,285.10833740234375,R_A5,2018-04-28,STANDARD,1711.537353515625,15
21,0,31,1.0,285.58978271484375,-5.148781791544654e-13,18,285.58978271484375,R_A5,2018-04-28,STANDARD,1713.35400390625,16
21,0,31,1.0,285.8138732910156,0.0,19,285.8138732910156,R_A5,2018-04-28,STANDARD,1714.3951416015625,17
21,0,31,1.0,285.87384033203125,-4.5887515250260524e-14,27,285.87384033203125,R_A5,2018-04-28,STANDARD,1715.7628173828125,18
21,0,31,1.0,286.1338195800781,-4.1748661548223626e-14,28,286.1338195800781,R_A5,2018-04-28,STANDARD,1718.098388671875,19
21,0,31,1.0,286.6712951660156,-3.2080150200913695e-19,29,286.6712951660156,R_A5,2018-04-28,STANDARD,1720.43408203125,20
21,0,31,1.0,290.1984558105469,-5.920402429887344e-16,30,290.1984558105469,R_A5,2018-04-28,STANDARD,1722.7696533203125,21
21,0,31,1.0,301.4579162597656,-8.14674837225705e-21,31,301.4579162597656,R_A5,2018-04-28,STANDARD,1725.105224609375,22
41,0,28,0.6509718298912048,273.92059326171875,0.0,1,273.92059326171875,R_A3,2018-07-03,STANDARD,1609.243408203125,1
41,0,28,0.23086005449295044,274.0693054199219,0.0,2,274.0693054199219,R_A3,2018-07-03,STANDARD,1611.3077392578125,2
41,0,28,0.20090830326080322,274.2071228027344,0.0,3,274.2071228027344,R_A3,2018-07-03,STANDARD,1613.3720703125,3
41,0,28,0.3877885937690735,274.40472412109375,0.0,4,274.40472412109375,R_A3,2018-07-03,STANDARD,1615.4365234375,4
41,0,28,0.8047008514404297,275.2508544921875,0.0,5,275.2508544921875,R_A3,2018-07-03,STANDARD,1617.5008544921875,5
41,0,28,0.22771193087100983,275.4598693847656,0.0,6,275.4598693847656,R_A3,2018-07-03,STANDARD,1619.565185546875,6
41,0,29,0.2660275101661682,274.7633972167969,0.0,6,274.7633972167969,R_A3,2018-07-03,STANDARD,1609.3663330078125,7
41,0,29,0.1986335813999176,274.9006042480469,0.0,7,274.9006042480469,R_A3,2018-07-03,STANDARD,1611.4163818359375,8
41,0,29,0.38385865092277527,275.0438537597656,0.0,8,275.0438537597656,R_A3,2018-07-03,STANDARD,1613.46630859375,9
41,0,29,0.800686776638031,275.27923583984375,0.0,9,275.27923583984375,R_A3,2018-07-03,STANDARD,1615.516357421875,10
41,0,29,0.7932283282279968,280.6233825683594,0.0,10,280.6233825683594,R_A3,2018-07-03,STANDARD,1617.5662841796875,11
41,0,29,0.049080315977334976,281.9149169921875,0.0,11,281.9149169921875,R_A3,2018-07-03,STANDARD,1619.750732421875,12
41,0,29,0.054393935948610306,282.0697021484375,0.0,12,282.0697021484375,R_A3,2018-07-03,STANDARD,1622.0697021484375,13
41,0,29,0.37017926573753357,282.22540283203125,0.0,13,282.22540283203125,R_A3,2018-07-03,STANDARD,1624.388671875,14
41,0,29,0.36853086948394775,282.381591796875,0.0,14,282.381591796875,R_A3,2018-07-03,STANDARD,1626.707763671875,15
41,0,29,0.44244298338890076,282.54437255859375,0.0,15,282.54437255859375,R_A3,2018-07-03,STANDARD,1629.026611328125,16
41,0,29,0.8102049827575684,282.7033996582031,0.0,16,282.7033996582031,R_A3,2018-07-03,STANDARD,1630.9468994140625,17
41,0,29,0.3746004104614258,283.06341552734375,0.0,27,283.06341552734375,R_A3,2018-07-03,STANDARD,1633.5262451171875,18
41,0,29,0.04588613286614418,283.25079345703125,0.0,28,283.25079345703125,R_A3,2018-07-03,STANDARD,1637.1630859375,19
41,0,29,0.05082908272743225,283.49359130859375,0.0,29,283.49359130859375,R_A3,2018-07-03,STANDARD,1640.8001708984375,20
41,0,29,0.6496308445930481,283.756591796875,0.0,30,283.756591796875,R_A3,2018-07-03,STANDARD,1644.4371337890625,21
41,0,29,0.06269369274377823,283.9933776855469,0.0,31,283.9933776855469,R_A3,2018-07-03,STANDARD,1648.0740966796875,22
52,0,30,0.051805030554533005,276.1268005371094,0.0,1,276.1268005371094,R_A4,2018-09-12,STANDARD,1631.1873779296875,1
52,0,31,0.04876440390944481,276.0229797363281,0.0,1,276.0229797363281,R_A4,2018-09-12,STANDARD,1627.4293212890625,2
52,0,31,0.052354998886585236,276.16021728515625,0.0,2,276.16021728515625,R_A4,2018-09-12,STANDARD,1629.4896240234375,3
52,0,31,0.05444858595728874,276.2974548339844,0.0,3,276.2974548339844,R_A4,2018-09-12,STANDARD,1631.5498046875,4
52,0,31,0.05748185142874718,276.4346618652344,0.0,4,276.4346618652344,R_A4,2018-09-12,STANDARD,1633.610107421875,5
52,0,32,0.056528788059949875,276.49310302734375,0.0,4,276.49310302734375,R_A4,2018-09-12,STANDARD,1632.3968505859375,6
51,0,32,0.05919347330927849,276.55767822265625,0.0,4,276.55767822265625,R_A4,2018-09-12,STANDARD,1635.880615234375,7
51,0,33,0.057569727301597595,276.7989501953125,0.0,4,276.7989501953125,R_A4,2018-09-12,STANDARD,1637.321044921875,8
51,0,33,0.0564463846385479,276.6759338378906,0.0,3,276.6759338378906,R_A4,2018-09-12,STANDARD,1635.474609375,9
50,0,33,0.0633322149515152,276.9464111328125,0.0,4,276.9464111328125,R_A4,2018-09-12,STANDARD,1642.1485595703125,10
50,0,34,0.06166047602891922,277.0356750488281,0.0,4,277.0356750488281,R_A4,2018-09-12,STANDARD,1641.132080078125,11
50,0,34,0.1403508186340332,276.90771484375,0.0,3,276.90771484375,R_A4,2018-09-12,STANDARD,1639.20703125,12
50,0,35,0.14278540015220642,277.1270446777344,0.0,3,277.1270446777344,R_A4,2018-09-12,STANDARD,1640.9061279296875,13
50,0,35,0.23304679989814758,277.0025329589844,0.0,2,277.0025329589844,R_A4,2018-09-12,STANDARD,1639.0426025390625,14
49,0,35,0.2366832196712494,277.0916748046875,0.0,2,277.0916748046875,R_A4,2018-09-12,STANDARD,1641.93212890625,15
49,0,36,1.0,285.8145751953125,1.952673266136795e-12,30,285.8145751953125,R_A4,2018-09-12,STANDARD,1642.357421875,16
48,0,36,0.6500329971313477,275.68206787109375,0.0,30,275.68206787109375,R_A4,2018-09-12,STANDARD,1639.6068115234375,17
48,0,37,0.6513197422027588,276.6759948730469,0.0,30,276.6759948730469,R_A4,2018-09-12,STANDARD,1646.7513427734375,18
48,0,38,0.6534807085990906,277.6011657714844,0.0,30,277.6011657714844,R_A4,2018-09-12,STANDARD,1653.461669921875,19
47,0,38,0.6782425045967102,277.4627990722656,0.0,30,277.4627990722656,R_A4,2018-09-12,STANDARD,1657.8184814453125,20
42,0,17,1.0,272.28216552734375,-5.0357275038931855e-18,1,272.28216552734375,R_A6,2018-11-07,STANDARD,1695.20263671875,1
42,0,17,1.0,272.4272155761719,-5.998481364482429e-18,2,272.4272155761719,R_A6,2018-11-07,STANDARD,1696.7510986328125,2
42,0,17,1.0,272.5694274902344,-5.511577626925034e-18,3,272.5694274902344,R_A6,2018-11-07,STANDARD,1698.299560546875,3
42,0,17,1.0,272.70709228515625,-6.781204741423488e-18,4,272.70709228515625,R_A6,2018-11-07,STANDARD,1699.84814453125,4
42,0,17,1.0,272.8424377441406,-5.699347625974572e-18,5,272.8424377441406,R_A6,2018-11-07,STANDARD,1701.3966064453125,5
42,0,17,1.0,272.9820251464844,-6.571787177589254e-17,6,272.9820251464844,R_A6,2018-11-07,STANDARD,1702.9451904296875,6
42,0,17,1.0,272.82598876953125,-1.1480155171492753e-16,7,272.82598876953125,R_A6,2018-11-07,STANDARD,1704.49365234375,7
42,0,17,1.0,272.9729309082031,-2.2097607286207e-17,8,272.9729309082031,R_A6,2018-11-07,STANDARD,1706.042236328125,8
42,0,17,1.0,273.4194030761719,-9.541266976725607e-18,9,273.4194030761719,R_A6,2018-11-07,STANDARD,1707.5906982421875,9
42,0,17,1.0,273.26129150390625,-9.87918878579924e-16,10,273.26129150390625,R_A6,2018-11-07,STANDARD,1709.1392822265625,10
42,0,17,1.0,273.4615783691406,-9.723901176787926e-16,11,273.4615783691406,R_A6,2018-11-07,STANDARD,1711.055419921875,11
42,0,17,1.0,273.67767333984375,-6.675857351258062e-16,12,273.67767333984375,R_A6,2018-11-07,STANDARD,1713.3392333984375,12
42,0,17,1.0,273.9054260253906,-2.687402938449645e-17,13,273.9054260253906,R_A6,2018-11-07,STANDARD,1715.623046875,13
42,0,17,1.0,274.12066650390625,-3.883671871196079e-17,14,274.12066650390625,R_A6,2018-11-07,STANDARD,1717.9068603515625,14
42,0,17,1.0,274.3274841308594,-2.699763498343025e-17,15,274.3274841308594,R_A6,2018-11-07,STANDARD,1720.190673828125,15
