SWAT,CONIDX,CONKPOS,DEPTH,PRESSURE,WELL,WELLMODEL,DRAWDOWN,DATE,CONJPOS,CONIPOS,CONBPRES,SGAS
0.054976675659418106,1,1,1640.6619873046875,300.67193603515625,R_A2,STANDARD,0,2018-01-01,30,22,300.67193603515625,0.0
0.057454146444797516,2,2,1642.5025634765625,300.79534912109375,R_A2,STANDARD,0,2018-01-01,30,22,300.79534912109375,0.0
0.06059451773762703,3,3,1644.343017578125,300.91876220703125,R_A2,STANDARD,0,2018-01-01,30,22,300.91876220703125,0.0
0.06525807082653046,4,4,1646.18359375,301.04217529296875,R_A2,STANDARD,0,2018-01-01,30,22,301.04217529296875,0.0
0.06854914873838425,5,5,1648.024169921875,301.1656188964844,R_A2,STANDARD,0,2018-01-01,30,22,301.1656188964844,0.0
0.31340542435646057,6,6,1649.86474609375,301.2890319824219,R_A2,STANDARD,0,2018-01-01,30,22,301.2890319824219,0.0
0.8934175372123718,7,7,1651.705322265625,301.4124755859375,R_A2,STANDARD,0,2018-01-01,30,22,301.4124755859375,0.0
0.6481541991233826,8,8,1653.5458984375,301.5359191894531,R_A2,STANDARD,0,2018-01-01,30,22,301.5359191894531,0.0
0.8923719525337219,9,9,1655.3863525390625,301.6593322753906,R_A2,STANDARD,0,2018-01-01,30,22,301.6593322753906,0.0
0.8935789465904236,10,10,1657.2269287109375,301.78277587890625,R_A2,STANDARD,0,2018-01-01,30,22,301.78277587890625,0.0
0.07445970922708511,11,11,1659.123291015625,301.90997314453125,R_A2,STANDARD,0,2018-01-01,30,22,301.90997314453125,0.0
0.07544782012701035,12,12,1661.0751953125,302.0409240722656,R_A2,STANDARD,0,2018-01-01,30,22,302.0409240722656,0.0
0.4420911371707916,13,13,1663.0272216796875,302.1718444824219,R_A2,STANDARD,0,2018-01-01,30,22,302.1718444824219,0.0
0.4842950701713562,14,14,1664.979248046875,302.30279541015625,R_A2,STANDARD,0,2018-01-01,30,22,302.30279541015625,0.0
0.5835543274879456,15,15,1666.9312744140625,302.4337158203125,R_A2,STANDARD,0,2018-01-01,30,22,302.4337158203125,0.0
0.9598969221115112,16,16,1668.88330078125,302.5646667480469,R_A2,STANDARD,0,2018-01-01,30,22,302.5646667480469,0.0
0.9753190279006958,17,17,1670.8353271484375,302.69561767578125,R_A2,STANDARD,0,2018-01-01,30,22,302.69561767578125,0.0
0.9679820537567139,18,18,1672.787353515625,302.8265686035156,R_A2,STANDARD,0,2018-01-01,30,22,302.8265686035156,0.0
0.989426851272583,19,19,1674.228515625,302.92327880859375,R_A2,STANDARD,0,2018-01-01,30,22,302.92327880859375,0.0
0.899951159954071,20,25,1675.70166015625,303.0220947265625,R_A2,STANDARD,0,2018-01-01,30,22,303.0220947265625,0.0
0.8779827952384949,21,26,1676.5386962890625,303.0782470703125,R_A2,STANDARD,0,2018-01-01,29,22,303.0782470703125,0.0
1.0,22,27,1678.41455078125,303.5233154296875,R_A2,STANDARD,0,2018-01-01,29,22,303.5233154296875,0.0
1.0,23,28,1680.29052734375,303.7010803222656,R_A2,STANDARD,0,2018-01-01,29,22,303.7010803222656,0.0
1.0,24,29,1682.1663818359375,303.87884521484375,R_A2,STANDARD,0,2018-01-01,29,22,303.87884521484375,0.0
0.6481541991233826,1,1,1605.776611328125,298.3334655761719,R_A3,STANDARD,0,2018-01-01,41,28,298.3334655761719,0.0
0.19401782751083374,2,2,1607.7877197265625,298.4682312011719,R_A3,STANDARD,0,2018-01-01,41,28,298.4682312011719,0.0
0.19058798253536224,3,3,1609.7987060546875,298.6029968261719,R_A3,STANDARD,0,2018-01-01,41,28,298.6029968261719,0.0
0.6481541991233826,4,4,1611.809814453125,298.73779296875,R_A3,STANDARD,0,2018-01-01,41,28,298.73779296875,0.0
0.8240032196044922,5,5,1613.8209228515625,298.87255859375,R_A3,STANDARD,0,2018-01-01,41,28,298.87255859375,0.0
0.6481541991233826,6,6,1615.83203125,299.0073547363281,R_A3,STANDARD,0,2018-01-01,41,28,299.0073547363281,0.0
0.20308971405029297,7,7,1617.843017578125,299.14215087890625,R_A3,STANDARD,0,2018-01-01,41,28,299.14215087890625,0.0
0.20644375681877136,8,8,1619.8541259765625,299.2769470214844,R_A3,STANDARD,0,2018-01-01,41,28,299.2769470214844,0.0
0.1943524032831192,9,8,1613.669189453125,298.8623962402344,R_A3,STANDARD,0,2018-01-01,41,29,298.8623962402344,0.0
0.20233963429927826,10,9,1615.61474609375,298.9927978515625,R_A3,STANDARD,0,2018-01-01,41,29,298.9927978515625,0.0
0.19940921664237976,11,10,1617.5601806640625,299.1231994628906,R_A3,STANDARD,0,2018-01-01,41,29,299.1231994628906,0.0
0.04759284481406212,12,11,1619.7332763671875,299.26885986328125,R_A3,STANDARD,0,2018-01-01,41,29,299.26885986328125,0.0
0.05453934893012047,13,12,1622.1341552734375,299.4297790527344,R_A3,STANDARD,0,2018-01-01,41,29,299.4297790527344,0.0
0.36297881603240967,14,13,1624.534912109375,299.5906982421875,R_A3,STANDARD,0,2018-01-01,41,29,299.5906982421875,0.0
0.33901578187942505,15,14,1626.9356689453125,299.75164794921875,R_A3,STANDARD,0,2018-01-01,41,29,299.75164794921875,0.0
0.49955645203590393,16,15,1629.2073974609375,299.9039306640625,R_A3,STANDARD,0,2018-01-01,41,29,299.9039306640625,0.0
0.8101955056190491,17,16,1630.9774169921875,300.0226135253906,R_A3,STANDARD,0,2018-01-01,41,29,300.0226135253906,0.0
1.0,18,25,1633.5235595703125,300.19329833984375,R_A3,STANDARD,0,2018-01-01,41,29,300.19329833984375,0.0
0.04555632546544075,19,26,1637.2183837890625,300.4410400390625,R_A3,STANDARD,0,2018-01-01,41,29,300.4410400390625,0.0
0.05035855993628502,20,27,1640.913330078125,300.68878173828125,R_A3,STANDARD,0,2018-01-01,41,29,300.68878173828125,0.0
1.0,21,28,1644.608154296875,300.9365234375,R_A3,STANDARD,0,2018-01-01,41,29,300.9365234375,0.0
0.06480952352285385,22,29,1648.302978515625,301.1842956542969,R_A3,STANDARD,0,2018-01-01,41,29,301.1842956542969,0.0
0.051450811326503754,1,1,1631.993408203125,300.0907287597656,R_A4,STANDARD,0,2018-01-01,52,30,300.0907287597656,0.0
0.04874797165393829,2,1,1626.7015380859375,299.7359619140625,R_A4,STANDARD,0,2018-01-01,52,31,299.7359619140625,0.0
0.050027571618556976,3,2,1628.7109375,299.87066650390625,R_A4,STANDARD,0,2018-01-01,52,31,299.87066650390625,0.0
0.05135644972324371,4,3,1630.72021484375,300.00537109375,R_A4,STANDARD,0,2018-01-01,52,31,300.00537109375,0.0
0.053962819278240204,5,4,1632.7296142578125,300.14007568359375,R_A4,STANDARD,0,2018-01-01,52,31,300.14007568359375,0.0
0.052402645349502563,6,4,1629.53466796875,299.9258728027344,R_A4,STANDARD,0,2018-01-01,52,32,299.9258728027344,0.0
0.05333521589636803,7,5,1631.368408203125,300.0487976074219,R_A4,STANDARD,0,2018-01-01,52,32,300.0487976074219,0.0
0.05871529132127762,8,5,1637.61865234375,300.4678649902344,R_A4,STANDARD,0,2018-01-01,51,32,300.4678649902344,0.0
0.05730731785297394,9,4,1635.8131103515625,300.3468017578125,R_A4,STANDARD,0,2018-01-01,51,32,300.3468017578125,0.0
0.07352285087108612,10,4,1634.9229736328125,300.287109375,R_A4,STANDARD,0,2018-01-01,51,33,300.287109375,0.0
0.05875642970204353,11,5,1636.707275390625,300.4067687988281,R_A4,STANDARD,0,2018-01-01,51,33,300.4067687988281,0.0
0.06255099922418594,12,5,1640.44873046875,300.6576232910156,R_A4,STANDARD,0,2018-01-01,50,33,300.6576232910156,0.0
0.06159641221165657,13,5,1639.5592041015625,300.5979919433594,R_A4,STANDARD,0,2018-01-01,50,34,300.5979919433594,0.0
0.12858662009239197,14,4,1637.654541015625,300.47027587890625,R_A4,STANDARD,0,2018-01-01,50,34,300.47027587890625,0.0
0.23031024634838104,15,4,1641.5943603515625,300.73443603515625,R_A4,STANDARD,0,2018-01-01,50,35,300.73443603515625,0.0
0.1646571308374405,16,4,1641.9215087890625,300.7563781738281,R_A4,STANDARD,0,2018-01-01,49,35,300.7563781738281,0.0
0.23047909140586853,17,3,1640.1156005859375,300.6352844238281,R_A4,STANDARD,0,2018-01-01,49,35,300.6352844238281,0.0
0.10961546003818512,18,29,1646.45166015625,301.0601501464844,R_A4,STANDARD,0,2018-01-01,49,36,301.0601501464844,0.0
0.28871291875839233,19,28,1640.4044189453125,300.6546630859375,R_A4,STANDARD,0,2018-01-01,49,36,300.6546630859375,0.0
0.6481541991233826,20,28,1638.033935546875,300.4956970214844,R_A4,STANDARD,0,2018-01-01,48,36,300.4956970214844,0.0
0.6481541991233826,21,28,1648.4385986328125,301.1933898925781,R_A4,STANDARD,0,2018-01-01,48,37,301.1933898925781,0.0
0.6481541991233826,22,27,1642.672119140625,300.80670166015625,R_A4,STANDARD,0,2018-01-01,48,37,300.80670166015625,0.0
0.30775076150894165,23,27,1653.681884765625,301.5450439453125,R_A4,STANDARD,0,2018-01-01,48,38,301.5450439453125,0.0
0.25813421607017517,24,27,1652.7694091796875,301.48382568359375,R_A4,STANDARD,0,2018-01-01,47,38,301.48382568359375,0.0
1.0,1,1,1685.1763916015625,303.8582763671875,R_A5,STANDARD,0,2018-01-01,20,31,303.8582763671875,0.0
1.0,2,2,1687.246826171875,304.0544738769531,R_A5,STANDARD,0,2018-01-01,20,31,304.0544738769531,0.0
1.0,3,3,1689.317138671875,304.25067138671875,R_A5,STANDARD,0,2018-01-01,20,31,304.25067138671875,0.0
1.0,4,4,1691.3876953125,304.4468994140625,R_A5,STANDARD,0,2018-01-01,20,31,304.4468994140625,0.0
1.0,5,5,1693.4581298828125,304.6430969238281,R_A5,STANDARD,0,2018-01-01,20,31,304.6430969238281,0.0
1.0,6,6,1695.5284423828125,304.83929443359375,R_A5,STANDARD,0,2018-01-01,20,31,304.83929443359375,0.0
1.0,7,7,1697.5989990234375,305.34130859375,R_A5,STANDARD,0,2018-01-01,20,31,305.34130859375,0.0
1.0,8,11,1705.797607421875,305.8126220703125,R_A5,STANDARD,0,2018-01-01,20,31,305.8126220703125,0.0
1.0,9,12,1707.7017822265625,305.9930725097656,R_A5,STANDARD,0,2018-01-01,20,31,305.9930725097656,0.0
1.0,10,12,1704.248291015625,305.665771484375,R_A5,STANDARD,0,2018-01-01,21,31,305.665771484375,0.0
1.0,11,13,1706.103515625,305.8535461425781,R_A5,STANDARD,0,2018-01-01,21,31,305.8535461425781,0.0
1.0,12,14,1707.958740234375,306.0293884277344,R_A5,STANDARD,0,2018-01-01,21,31,306.0293884277344,0.0
1.0,13,15,1709.81396484375,306.2052001953125,R_A5,STANDARD,0,2018-01-01,21,31,306.2052001953125,0.0
1.0,14,16,1711.669189453125,306.5260314941406,R_A5,STANDARD,0,2018-01-01,21,31,306.5260314941406,0.0
1.0,15,17,1713.5244140625,306.7018737792969,R_A5,STANDARD,0,2018-01-01,21,31,306.7018737792969,0.0
1.0,16,18,1715.09521484375,306.8507385253906,R_A5,STANDARD,0,2018-01-01,21,31,306.8507385253906,0.0
1.0,17,19,1715.951416015625,306.931884765625,R_A5,STANDARD,0,2018-01-01,21,31,306.931884765625,0.0
1.0,18,25,1717.2403564453125,306.8969421386719,R_A5,STANDARD,0,2018-01-01,21,31,306.8969421386719,0.0
1.0,19,26,1719.3922119140625,307.10089111328125,R_A5,STANDARD,0,2018-01-01,21,31,307.10089111328125,0.0
1.0,20,27,1721.5440673828125,307.6106262207031,R_A5,STANDARD,0,2018-01-01,21,31,307.6106262207031,0.0
1.0,21,28,1723.6959228515625,307.8145751953125,R_A5,STANDARD,0,2018-01-01,21,31,307.8145751953125,0.0
1.0,22,29,1725.84765625,308.01849365234375,R_A5,STANDARD,0,2018-01-01,21,31,308.01849365234375,0.0
1.0,1,1,1695.73876953125,305.1650085449219,R_A6,STANDARD,0,2018-01-01,42,17,305.1650085449219,0.0
1.0,2,2,1697.298095703125,305.3127746582031,R_A6,STANDARD,0,2018-01-01,42,17,305.3127746582031,0.0
1.0,3,3,1698.8572998046875,305.4605407714844,R_A6,STANDARD,0,2018-01-01,42,17,305.4605407714844,0.0
1.0,4,4,1700.41650390625,305.6083068847656,R_A6,STANDARD,0,2018-01-01,42,17,305.6083068847656,0.0
1.0,5,5,1701.975830078125,305.7560729980469,R_A6,STANDARD,0,2018-01-01,42,17,305.7560729980469,0.0
1.0,6,6,1703.53515625,305.90386962890625,R_A6,STANDARD,0,2018-01-01,42,17,305.90386962890625,0.0
1.0,7,7,1705.0943603515625,305.7525939941406,R_A6,STANDARD,0,2018-01-01,42,17,305.7525939941406,0.0
1.0,8,8,1706.653564453125,306.19940185546875,R_A6,STANDARD,0,2018-01-01,42,17,306.19940185546875,0.0
1.0,9,9,1708.212890625,306.34716796875,R_A6,STANDARD,0,2018-01-01,42,17,306.34716796875,0.0
1.0,10,10,1709.7720947265625,306.18914794921875,R_A6,STANDARD,0,2018-01-01,42,17,306.18914794921875,0.0
1.0,11,11,1711.63720703125,306.36602783203125,R_A6,STANDARD,0,2018-01-01,42,17,306.36602783203125,0.0
1.0,12,12,1713.8082275390625,306.57177734375,R_A6,STANDARD,0,2018-01-01,42,17,306.57177734375,0.0
1.0,13,13,1715.9791259765625,306.78948974609375,R_A6,STANDARD,0,2018-01-01,42,17,306.78948974609375,0.0
1.0,14,14,1718.150146484375,306.9952392578125,R_A6,STANDARD,0,2018-01-01,42,17,306.9952392578125,0.0
1.0,15,15,1720.321044921875,307.2010192871094,R_A6,STANDARD,0,2018-01-01,42,17,307.2010192871094,0.0
1.0,16,16,1722.491943359375,307.5517578125,R_A6,STANDARD,0,2018-01-01,42,17,307.5517578125,0.0
1.0,17,17,1724.6629638671875,307.7575378417969,R_A6,STANDARD,0,2018-01-01,42,17,307.7575378417969,0.0
1.0,18,18,1726.6873779296875,307.94940185546875,R_A6,STANDARD,0,2018-01-01,42,17,307.94940185546875,0.0
1.0,19,25,1728.5166015625,307.9656677246094,R_A6,STANDARD,0,2018-01-01,42,17,307.9656677246094,0.0
1.0,20,26,1730.256591796875,308.4363708496094,R_A6,STANDARD,0,2018-01-01,42,17,308.4363708496094,0.0
1.0,21,27,1731.99658203125,308.6012878417969,R_A6,STANDARD,0,2018-01-01,42,17,308.6012878417969,0.0
1.0,22,28,1733.7364501953125,308.7662048339844,R_A6,STANDARD,0,2018-01-01,42,17,308.7662048339844,0.0
1.0,23,29,1735.4764404296875,308.6253356933594,R_A6,STANDARD,0,2018-01-01,42,17,308.6253356933594,0.0
0.05505771189928055,1,1,1640.6619873046875,298.44781494140625,R_A2,STANDARD,0,2018-03-01,30,22,298.44781494140625,0.0
0.05753419175744057,2,2,1642.5025634765625,298.5711669921875,R_A2,STANDARD,0,2018-03-01,30,22,298.5711669921875,0.0
0.06082986295223236,3,3,1644.343017578125,298.69451904296875,R_A2,STANDARD,0,2018-03-01,30,22,298.69451904296875,0.0
0.06553005427122116,4,4,1646.18359375,298.81787109375,R_A2,STANDARD,0,2018-03-01,30,22,298.81787109375,0.0
0.0688910037279129,5,5,1648.024169921875,298.94122314453125,R_A2,STANDARD,0,2018-03-01,30,22,298.94122314453125,0.0
0.315580278635025,6,6,1649.86474609375,299.10504150390625,R_A2,STANDARD,0,2018-03-01,30,22,299.10504150390625,0.0
