CONJPOS,DRAWDOWN,CONIDX,CONBPRES,PRESSURE,SWAT,CONKPOS,WELLMODEL,DEPTH,DATE,CONIPOS,WELL,SGAS
42,0,13,275.2674865722656,275.2674865722656,1.0,13,STANDARD,1715.623046875,2018-11-07,17,R_A6,-3.724921684140617e-18
42,0,14,275.4835205078125,275.4835205078125,1.0,14,STANDARD,1717.9068603515625,2018-11-07,17,R_A6,-4.956288386586043e-18
42,0,15,275.6981201171875,275.6981201171875,1.0,15,STANDARD,1720.190673828125,2018-11-07,17,R_A6,-2.8013637768771982e-18
42,0,16,276.05426025390625,276.05426025390625,1.0,16,STANDARD,1722.474365234375,2018-11-07,17,R_A6,-8.126481865638132e-19
42,0,17,276.26495361328125,276.26495361328125,1.0,17,STANDARD,1724.7581787109375,2018-11-07,17,R_A6,-1.4497278051011292e-18
42,0,18,276.4168701171875,276.4168701171875,1.0,18,STANDARD,1726.394287109375,2018-11-07,17,R_A6,-1.2707464966623913e-18
42,0,19,276.3840637207031,276.3840637207031,1.0,27,STANDARD,1727.7508544921875,2018-11-07,17,R_A6,-1.5593173786303244e-16
42,0,20,276.732421875,276.732421875,1.0,28,STANDARD,1729.4755859375,2018-11-07,17,R_A6,-1.6754503170018718e-22
42,0,21,277.5392761230469,277.5392761230469,1.0,29,STANDARD,1731.2001953125,2018-11-07,17,R_A6,-1.40797377422348e-23
42,0,22,277.5926818847656,277.5926818847656,1.0,30,STANDARD,1732.9249267578125,2018-11-07,17,R_A6,-1.6761409940321531e-18
42,0,23,277.2714538574219,277.2714538574219,1.0,31,STANDARD,1734.649658203125,2018-11-07,17,R_A6,-4.075628893070237e-18
