DRAWDOWN,CONIPOS,DATE,WELL,DEPTH,CONIDX,PRESSURE,SWAT,WELLMODEL,CONJPOS,CONBPRES,SGAS,CONKPOS
0,22,2018-01-01,R_A2,1641.094970703125,1,300.6733093261719,0.055748213082551956,STANDARD,30,300.6733093261719,0.0,1
0,22,2018-01-01,R_A2,1642.8890380859375,2,300.7936096191406,0.05881066620349884,STANDARD,30,300.7936096191406,0.0,2
0,22,2018-01-01,R_A2,1644.68310546875,3,300.9139099121094,0.06129923462867737,STANDARD,30,300.9139099121094,0.0,3
0,22,2018-01-01,R_A2,1646.4771728515625,4,301.0342102050781,0.06717785447835922,STANDARD,30,301.0342102050781,0.0,4
0,22,2018-01-01,R_A2,1648.2713623046875,5,301.1545104980469,0.13372820615768433,STANDARD,30,301.1545104980469,0.0,5
0,22,2018-01-01,R_A2,1650.0654296875,6,301.27484130859375,0.30576056241989136,STANDARD,30,301.27484130859375,0.0,6
0,22,2018-01-01,R_A2,1651.859619140625,7,301.3951721191406,0.893852174282074,STANDARD,30,301.3951721191406,0.0,7
0,22,2018-01-01,R_A2,1653.6536865234375,8,301.5154724121094,0.6481541991233826,STANDARD,30,301.5154724121094,0.0,8
0,22,2018-01-01,R_A2,1655.44775390625,9,301.63580322265625,0.18723928928375244,STANDARD,30,301.63580322265625,0.0,9
0,22,2018-01-01,R_A2,1657.2418212890625,10,301.7561340332031,0.9045571684837341,STANDARD,30,301.7561340332031,0.0,10
0,22,2018-01-01,R_A2,1659.1368408203125,11,301.88323974609375,0.07894028723239899,STANDARD,30,301.88323974609375,0.0,11
0,22,2018-01-01,R_A2,1661.132568359375,12,302.01708984375,0.079011470079422,STANDARD,30,302.01708984375,0.0,12
0,22,2018-01-01,R_A2,1663.12841796875,13,302.1509704589844,0.45304223895072937,STANDARD,30,302.1509704589844,0.0,13
0,22,2018-01-01,R_A2,1665.1241455078125,14,302.28485107421875,0.5042955279350281,STANDARD,30,302.28485107421875,0.0,14
0,22,2018-01-01,R_A2,1667.1199951171875,15,302.4187316894531,0.6907110214233398,STANDARD,30,302.4187316894531,0.0,15
0,22,2018-01-01,R_A2,1669.11572265625,16,302.5526123046875,0.964935839176178,STANDARD,30,302.5526123046875,0.0,16
0,22,2018-01-01,R_A2,1671.111572265625,17,302.6864929199219,0.9508187174797058,STANDARD,30,302.6864929199219,0.0,17
0,22,2018-01-01,R_A2,1672.9881591796875,18,302.8123779296875,0.983161985874176,STANDARD,30,302.8123779296875,0.0,18
0,22,2018-01-01,R_A2,1674.229736328125,19,302.89569091796875,0.9968782663345337,STANDARD,29,302.89569091796875,0.0,18
0,22,2018-01-01,R_A2,1676.1676025390625,20,303.02569580078125,1.0,STANDARD,29,303.02569580078125,0.0,27
0,22,2018-01-01,R_A2,1677.9368896484375,21,303.47802734375,1.0,STANDARD,29,303.47802734375,0.0,28
0,22,2018-01-01,R_A2,1679.7061767578125,22,303.64569091796875,1.0,STANDARD,29,303.64569091796875,0.0,29
0,22,2018-01-01,R_A2,1681.4754638671875,23,303.8133544921875,1.0,STANDARD,29,303.8133544921875,0.0,30
0,22,2018-01-01,R_A2,1683.2447509765625,24,303.98101806640625,1.0,STANDARD,29,303.98101806640625,0.0,31
0,28,2018-01-01,R_A3,1609.243408203125,1,298.53814697265625,0.6481541991233826,STANDARD,41,298.53814697265625,0.0,1
0,28,2018-01-01,R_A3,1611.3077392578125,2,298.676513671875,0.19721345603466034,STANDARD,41,298.676513671875,0.0,2
0,28,2018-01-01,R_A3,1613.3720703125,3,298.8148498535156,0.15777362883090973,STANDARD,41,298.8148498535156,0.0,3
0,28,2018-01-01,R_A3,1615.4365234375,4,298.9532165527344,0.1718059778213501,STANDARD,41,298.9532165527344,0.0,4
0,28,2018-01-01,R_A3,1617.5008544921875,5,299.0915832519531,0.6481541991233826,STANDARD,41,299.0915832519531,0.0,5
0,28,2018-01-01,R_A3,1619.565185546875,6,299.2299499511719,0.3384052515029907,STANDARD,41,299.2299499511719,0.0,6
0,29,2018-01-01,R_A3,1609.3663330078125,7,298.54638671875,0.6481541991233826,STANDARD,41,298.54638671875,0.0,6
0,29,2018-01-01,R_A3,1611.4163818359375,8,298.68377685546875,0.19685770571231842,STANDARD,41,298.68377685546875,0.0,7
0,29,2018-01-01,R_A3,1613.46630859375,9,298.8211669921875,0.3490063548088074,STANDARD,41,298.8211669921875,0.0,8
0,29,2018-01-01,R_A3,1615.516357421875,10,298.95855712890625,0.8026683926582336,STANDARD,41,298.95855712890625,0.0,9
0,29,2018-01-01,R_A3,1617.5662841796875,11,299.095947265625,0.7972224354743958,STANDARD,41,299.095947265625,0.0,10
0,29,2018-01-01,R_A3,1619.750732421875,12,299.24237060546875,0.04908576235175133,STANDARD,41,299.24237060546875,0.0,11
0,29,2018-01-01,R_A3,1622.0697021484375,13,299.3978271484375,0.054848283529281616,STANDARD,41,299.3978271484375,0.0,12
0,29,2018-01-01,R_A3,1624.388671875,14,299.5532531738281,0.37202560901641846,STANDARD,41,299.5532531738281,0.0,13
0,29,2018-01-01,R_A3,1629.026611328125,15,299.8641662597656,0.4873570203781128,STANDARD,41,299.8641662597656,0.0,15
0,29,2018-01-01,R_A3,1630.9468994140625,16,299.992919921875,0.8076774477958679,STANDARD,41,299.992919921875,0.0,16
0,29,2018-01-01,R_A3,1633.5262451171875,17,300.16583251953125,1.0,STANDARD,41,300.16583251953125,0.0,27
0,29,2018-01-01,R_A3,1637.1630859375,18,300.40966796875,0.04337825998663902,STANDARD,41,300.40966796875,0.0,28
0,29,2018-01-01,R_A3,1640.8001708984375,19,300.6535339355469,0.05151337385177612,STANDARD,41,300.6535339355469,0.0,29
