WELLMODEL,DATE,SGAS,WELL,PRESSURE,CONBPRES,CONIPOS,DEPTH,CONIDX,SWAT,CONKPOS,DRAWDOWN,CONJPOS
STANDARD,2018-01-01,0.0,R_A3,301.3935241699219,301.3935241699219,29,1649.7861328125,22,0.061155054718256,30,0,41
STANDARD,2018-01-01,0.0,R_A4,300.17474365234375,300.17474365234375,30,1631.6099853515625,1,0.049410171806812286,1,0,52
STANDARD,2018-01-01,0.0,R_A4,299.8877258300781,299.8877258300781,31,1627.32861328125,2,0.04772023484110832,1,0,52
STANDARD,2018-01-01,0.0,R_A4,300.0226135253906,300.0226135253906,31,1629.3406982421875,3,0.04879076033830643,2,0,52
STANDARD,2018-01-01,0.0,R_A4,300.1575012207031,300.1575012207031,31,1631.352783203125,4,0.050092920660972595,3,0,52
STANDARD,2018-01-01,0.0,R_A4,300.2923889160156,300.2923889160156,31,1633.3648681640625,5,0.051185399293899536,4,0,52
STANDARD,2018-01-01,0.0,R_A4,300.2804870605469,300.2804870605469,32,1633.187255859375,6,0.054565537720918655,4,0,52
STANDARD,2018-01-01,0.0,R_A4,300.4024963378906,300.4024963378906,32,1635.0068359375,7,0.05721360817551613,5,0,52
STANDARD,2018-01-01,0.0,R_A4,300.5372314453125,300.5372314453125,32,1637.016357421875,8,0.05540429800748825,5,0,51
STANDARD,2018-01-01,0.0,R_A4,300.4166564941406,300.4166564941406,32,1635.218017578125,9,0.05440156161785126,4,0,51
STANDARD,2018-01-01,0.0,R_A4,300.59954833984375,300.59954833984375,33,1637.946044921875,10,0.05886257812380791,4,0,51
STANDARD,2018-01-01,0.0,R_A4,300.47662353515625,300.47662353515625,33,1636.1123046875,11,0.05526823177933693,3,0,51
STANDARD,2018-01-01,0.0,R_A4,300.9100341796875,300.9100341796875,33,1642.576416015625,12,0.05986996367573738,4,0,50
STANDARD,2018-01-01,0.0,R_A4,300.76934814453125,300.76934814453125,34,1640.478271484375,13,0.059578388929367065,4,0,50
STANDARD,2018-01-01,0.0,R_A4,300.8180236816406,300.8180236816406,35,1641.2042236328125,14,0.10038682818412781,4,0,50
STANDARD,2018-01-01,0.0,R_A4,300.69976806640625,300.69976806640625,35,1639.4403076171875,15,0.10888900607824326,3,0,50
STANDARD,2018-01-01,0.0,R_A4,300.58148193359375,300.58148193359375,35,1637.6763916015625,16,0.07283175736665726,2,0,50
STANDARD,2018-01-01,0.0,R_A4,300.6375427246094,300.6375427246094,35,1638.5126953125,17,0.09195863455533981,29,0,49
STANDARD,2018-01-01,0.0,R_A4,300.9519958496094,300.9519958496094,36,1643.201904296875,18,0.09129705280065536,29,0,49
STANDARD,2018-01-01,0.0,R_A4,301.05596923828125,301.05596923828125,36,1644.75244140625,19,0.17805983126163483,29,0,48
STANDARD,2018-01-01,0.0,R_A4,301.3897399902344,301.3897399902344,37,1649.7294921875,20,0.19014060497283936,29,0,48
STANDARD,2018-01-01,0.0,R_A4,301.014892578125,301.014892578125,37,1644.1400146484375,21,0.6481541991233826,28,0,48
STANDARD,2018-01-01,0.0,R_A4,301.42822265625,301.42822265625,38,1650.303466796875,22,0.6481541991233826,28,0,48
STANDARD,2018-01-01,0.0,R_A4,302.2353210449219,302.2353210449219,38,1662.3369140625,23,0.25457438826560974,28,0,47
STANDARD,2018-01-01,0.0,R_A4,301.8547668457031,301.8547668457031,38,1656.6634521484375,24,0.062267620116472244,27,0,47
STANDARD,2018-01-01,0.0,R_A5,303.82122802734375,303.82122802734375,31,1684.785400390625,1,1.0,1,0,20
STANDARD,2018-01-01,0.0,R_A5,304.0384826660156,304.0384826660156,31,1687.077880859375,2,1.0,2,0,20
STANDARD,2018-01-01,0.0,R_A5,304.2557067871094,304.2557067871094,31,1689.370361328125,3,1.0,3,0,20
STANDARD,2018-01-01,0.0,R_A5,304.47296142578125,304.47296142578125,31,1691.662841796875,4,1.0,4,0,20
STANDARD,2018-01-01,0.0,R_A5,304.6902160644531,304.6902160644531,31,1693.955322265625,5,1.0,5,0,20
STANDARD,2018-01-01,0.0,R_A5,304.907470703125,304.907470703125,31,1696.247802734375,6,1.0,6,0,20
STANDARD,2018-01-01,0.0,R_A5,305.4305114746094,305.4305114746094,31,1698.5401611328125,7,1.0,7,0,20
STANDARD,2018-01-01,0.0,R_A5,305.6477355957031,305.6477355957031,31,1700.8326416015625,8,1.0,8,0,20
STANDARD,2018-01-01,0.0,R_A5,305.2393493652344,305.2393493652344,31,1696.523193359375,9,1.0,9,0,21
STANDARD,2018-01-01,0.0,R_A5,305.4594421386719,305.4594421386719,31,1698.8455810546875,10,1.0,10,0,21
STANDARD,2018-01-01,0.0,R_A5,305.3604736328125,305.3604736328125,31,1701.02685546875,11,1.0,11,0,21
STANDARD,2018-01-01,0.0,R_A5,305.5538330078125,305.5538330078125,31,1703.067138671875,12,1.0,12,0,21
STANDARD,2018-01-01,0.0,R_A5,305.7591552734375,305.7591552734375,31,1705.1072998046875,13,1.0,13,0,21
STANDARD,2018-01-01,0.0,R_A5,305.9524841308594,305.9524841308594,31,1707.1474609375,14,1.0,14,0,21
STANDARD,2018-01-01,0.0,R_A5,306.1458435058594,306.1458435058594,31,1709.1876220703125,15,1.0,15,0,21
STANDARD,2018-01-01,0.0,R_A5,306.4842224121094,306.4842224121094,31,1711.227783203125,16,1.0,16,0,21
STANDARD,2018-01-01,0.0,R_A5,306.6775817871094,306.6775817871094,31,1713.2679443359375,17,1.0,17,0,21
STANDARD,2018-01-01,0.0,R_A5,306.8205261230469,306.8205261230469,31,1714.7763671875,18,1.0,18,0,21
STANDARD,2018-01-01,0.0,R_A5,306.8895568847656,306.8895568847656,31,1715.5048828125,19,1.0,19,0,21
STANDARD,2018-01-01,0.0,R_A5,306.86297607421875,306.86297607421875,31,1716.8818359375,20,1.0,26,0,21
STANDARD,2018-01-01,0.0,R_A5,307.07843017578125,307.07843017578125,31,1719.1552734375,21,1.0,27,0,21
STANDARD,2018-01-01,0.0,R_A5,307.59967041015625,307.59967041015625,31,1721.4285888671875,22,1.0,28,0,21
STANDARD,2018-01-01,0.0,R_A5,307.81512451171875,307.81512451171875,31,1723.701904296875,23,1.0,29,0,21
STANDARD,2018-01-01,0.0,R_A5,308.0306091308594,308.0306091308594,31,1725.975341796875,24,1.0,30,0,21
STANDARD,2018-01-01,0.0,R_A6,304.99810791015625,304.99810791015625,17,1693.9775390625,1,1.0,1,0,42
STANDARD,2018-01-01,0.0,R_A6,305.14306640625,305.14306640625,17,1695.5072021484375,2,1.0,2,0,42
STANDARD,2018-01-01,0.0,R_A6,305.2880554199219,305.2880554199219,17,1697.0369873046875,3,1.0,3,0,42
STANDARD,2018-01-01,0.0,R_A6,305.4330139160156,305.4330139160156,17,1698.5667724609375,4,1.0,4,0,42
STANDARD,2018-01-01,0.0,R_A6,305.5779724121094,305.5779724121094,17,1700.0965576171875,5,1.0,5,0,42
STANDARD,2018-01-01,0.0,R_A6,305.4239196777344,305.4239196777344,17,1701.6263427734375,6,1.0,6,0,42
STANDARD,2018-01-01,0.0,R_A6,305.5688781738281,305.5688781738281,17,1703.1561279296875,7,1.0,7,0,42
STANDARD,2018-01-01,0.0,R_A6,305.7138671875,305.7138671875,17,1704.6859130859375,8,1.0,8,0,42
STANDARD,2018-01-01,0.0,R_A6,306.15789794921875,306.15789794921875,17,1706.215576171875,9,1.0,9,0,42
STANDARD,2018-01-01,0.0,R_A6,305.9970703125,305.9970703125,17,1707.745361328125,10,1.0,10,0,42
STANDARD,2018-01-01,0.0,R_A6,306.177490234375,306.177490234375,17,1709.6478271484375,11,1.0,11,0,42
STANDARD,2018-01-01,0.0,R_A6,306.3930969238281,306.3930969238281,17,1711.9227294921875,12,1.0,12,0,42
STANDARD,2018-01-01,0.0,R_A6,306.62066650390625,306.62066650390625,17,1714.19775390625,13,1.0,13,0,42
STANDARD,2018-01-01,0.0,R_A6,306.8362731933594,306.8362731933594,17,1716.47265625,14,1.0,14,0,42
STANDARD,2018-01-01,0.0,R_A6,307.0518798828125,307.0518798828125,17,1718.74755859375,15,1.0,15,0,42
STANDARD,2018-01-01,0.0,R_A6,307.4125061035156,307.4125061035156,17,1721.0225830078125,16,1.0,16,0,42
STANDARD,2018-01-01,0.0,R_A6,307.62811279296875,307.62811279296875,17,1723.2974853515625,17,1.0,17,0,42
STANDARD,2018-01-01,0.0,R_A6,307.775390625,307.775390625,17,1724.8514404296875,18,1.0,18,0,42
STANDARD,2018-01-01,0.0,R_A6,307.7384948730469,307.7384948730469,17,1726.1197509765625,19,1.0,26,0,42
STANDARD,2018-01-01,0.0,R_A6,308.2057800292969,308.2057800292969,17,1727.823486328125,20,1.0,27,0,42
STANDARD,2018-01-01,0.0,R_A6,308.36724853515625,308.36724853515625,17,1729.52734375,21,1.0,28,0,42
STANDARD,2018-01-01,0.0,R_A6,308.52874755859375,308.52874755859375,17,1731.2310791015625,22,1.0,29,0,42
STANDARD,2018-01-01,0.0,R_A6,308.3844299316406,308.3844299316406,17,1732.934814453125,23,1.0,30,0,42
STANDARD,2018-03-01,0.0,R_A2,298.2207946777344,298.2207946777344,22,1640.3145751953125,1,0.05355303734540939,1,0,30
STANDARD,2018-03-01,0.0,R_A2,298.33685302734375,298.33685302734375,22,1642.046630859375,2,0.05430028960108757,2,0,30
STANDARD,2018-03-01,0.0,R_A2,298.45294189453125,298.45294189453125,22,1643.77880859375,3,0.05757267028093338,3,0,30
STANDARD,2018-03-01,0.0,R_A2,298.56903076171875,298.56903076171875,22,1645.5108642578125,4,0.06198194995522499,4,0,30
STANDARD,2018-03-01,0.0,R_A2,298.68505859375,298.68505859375,22,1647.2430419921875,5,0.13012175261974335,5,0,30
STANDARD,2018-03-01,0.0,R_A2,298.7864990234375,298.7864990234375,22,1648.97509765625,6,0.6788387298583984,6,0,30
STANDARD,2018-03-01,0.0,R_A2,298.92657470703125,298.92657470703125,22,1650.707275390625,7,0.8664281964302063,7,0,30
STANDARD,2018-03-01,0.0,R_A2,299.0479736328125,299.0479736328125,22,1652.4393310546875,8,0.8547230958938599,8,0,30
STANDARD,2018-03-01,0.0,R_A2,299.446533203125,299.446533203125,22,1654.17138671875,9,0.8818432688713074,9,0,30
STANDARD,2018-03-01,0.0,R_A2,299.8036193847656,299.8036193847656,22,1655.903564453125,10,0.8805424571037292,10,0,30
STANDARD,2018-03-01,0.0,R_A2,299.5149230957031,299.5149230957031,22,1657.8121337890625,11,0.06695576757192612,11,0,30
STANDARD,2018-03-01,0.0,R_A2,299.982177734375,299.982177734375,22,1661.9820556640625,12,0.4260261654853821,13,0,30
STANDARD,2018-03-01,0.0,R_A2,300.1220703125,300.1220703125,22,1664.0670166015625,13,0.461652934551239,14,0,30
STANDARD,2018-03-01,0.0,R_A2,300.2610778808594,300.2610778808594,22,1666.1519775390625,14,0.8892940282821655,15,0,30
STANDARD,2018-03-01,0.0,R_A2,300.3997497558594,300.3997497558594,22,1668.2369384765625,15,0.9025699496269226,16,0,30
STANDARD,2018-03-01,0.0,R_A2,300.53924560546875,300.53924560546875,22,1670.3218994140625,16,0.8626652956008911,17,0,30
STANDARD,2018-03-01,0.0,R_A2,300.64849853515625,300.64849853515625,22,1671.9537353515625,17,0.9245155453681946,18,0,30
STANDARD,2018-03-01,0.0,R_A2,301.32586669921875,301.32586669921875,22,1673.48583984375,18,0.0965467169880867,26,0,30
STANDARD,2018-03-01,-6.218000832107495e-13,R_A2,301.81610107421875,301.81610107421875,22,1677.9283447265625,19,1.0,26,0,29
STANDARD,2018-03-01,0.0,R_A2,301.582275390625,301.582275390625,22,1679.67626953125,20,0.6989700794219971,27,0,29
STANDARD,2018-03-01,0.0,R_A2,301.7143859863281,301.7143859863281,22,1681.42431640625,21,0.533698558807373,28,0,29
STANDARD,2018-03-01,-2.3516848191018624e-12,R_A2,302.2056884765625,302.2056884765625,22,1683.1722412109375,22,1.0,29,0,29
STANDARD,2018-03-01,-3.511783575049776e-08,R_A2,301.89178466796875,301.89178466796875,22,1684.920166015625,23,0.9999996423721313,30,0,29
STANDARD,2018-04-28,-9.255280430942037e-10,R_A5,282.13201904296875,282.13201904296875,31,1684.785400390625,1,1.0,1,0,20
STANDARD,2018-04-28,-8.933089268303718e-10,R_A5,282.3490295410156,282.3490295410156,31,1687.077880859375,2,1.0,2,0,20
STANDARD,2018-04-28,-9.68406022039403e-10,R_A5,282.566162109375,282.566162109375,31,1689.370361328125,3,1.0,3,0,20
STANDARD,2018-04-28,-1.1289648105261563e-09,R_A5,282.7834167480469,282.7834167480469,31,1691.662841796875,4,1.0,4,0,20
STANDARD,2018-04-28,-9.53268353143244e-10,R_A5,283.0006103515625,283.0006103515625,31,1693.955322265625,5,1.0,5,0,20
STANDARD,2018-04-28,-7.415123515208677e-10,R_A5,283.21771240234375,283.21771240234375,31,1696.247802734375,6,1.0,6,0,20
STANDARD,2018-04-28,-3.929754091580584e-12,R_A5,283.76483154296875,283.76483154296875,31,1698.5401611328125,7,1.0,7,0,20
STANDARD,2018-04-28,-4.1784830803748285e-12,R_A5,284.0063171386719,284.0063171386719,31,1700.8326416015625,8,1.0,8,0,20
STANDARD,2018-04-28,-6.921622996980403e-11,R_A5,282.9428405761719,282.9428405761719,31,1696.523193359375,9,1.0,9,0,21
STANDARD,2018-04-28,-8.450227496903384e-12,R_A5,282.5067443847656,282.5067443847656,31,1698.8455810546875,10,1.0,10,0,21
STANDARD,2018-04-28,-3.329552996159113e-12,R_A5,277.79693603515625,277.79693603515625,31,1701.02685546875,11,1.0,11,0,21
STANDARD,2018-04-28,-5.8090962595791495e-12,R_A5,277.9905700683594,277.9905700683594,31,1703.067138671875,12,1.0,12,0,21
STANDARD,2018-04-28,-1.588652305409624e-13,R_A5,278.19671630859375,278.19671630859375,31,1705.1072998046875,13,1.0,13,0,21
STANDARD,2018-04-28,-2.315308047281389e-13,R_A5,278.3912048339844,278.3912048339844,31,1707.1474609375,14,1.0,14,0,21
STANDARD,2018-04-28,-1.0569286602608169e-13,R_A5,278.5863342285156,278.5863342285156,31,1709.1876220703125,15,1.0,15,0,21
STANDARD,2018-04-28,-1.061563438200944e-14,R_A5,278.95263671875,278.95263671875,31,1711.227783203125,16,1.0,16,0,21
STANDARD,2018-04-28,-1.2726965646994454e-14,R_A5,279.2027587890625,279.2027587890625,31,1713.2679443359375,17,1.0,17,0,21
STANDARD,2018-04-28,-1.50524903685164e-14,R_A5,279.402099609375,279.402099609375,31,1714.7763671875,18,1.0,18,0,21
STANDARD,2018-04-28,0.0,R_A5,279.5026550292969,279.5026550292969,31,1715.5048828125,19,1.0,19,0,21
STANDARD,2018-04-28,-4.0624208370084597e-14,R_A5,283.76129150390625,283.76129150390625,31,1716.8818359375,20,1.0,26,0,21
STANDARD,2018-04-28,-3.2181007668776254e-14,R_A5,284.054931640625,284.054931640625,31,1719.1552734375,21,1.0,27,0,21
STANDARD,2018-04-28,-1.769445209369333e-17,R_A5,286.953857421875,286.953857421875,31,1721.4285888671875,22,1.0,28,0,21
STANDARD,2018-04-28,-5.5895472764532285e-22,R_A5,301.146728515625,301.146728515625,31,1723.701904296875,23,1.0,29,0,21
STANDARD,2018-04-28,-4.243981345515396e-24,R_A5,306.0530090332031,306.0530090332031,31,1725.975341796875,24,1.0,30,0,21
STANDARD,2018-07-03,0.0,R_A3,274.759033203125,274.759033203125,28,1608.3524169921875,1,0.22707387804985046,1,0,41
STANDARD,2018-07-03,0.0,R_A3,274.8921203613281,274.8921203613281,28,1610.3514404296875,2,0.07578761130571365,2,0,41
STANDARD,2018-07-03,0.0,R_A3,274.29193115234375,274.29193115234375,29,1602.054931640625,3,0.14108461141586304,2,0,41
STANDARD,2018-07-03,0.0,R_A3,274.4300842285156,274.4300842285156,29,1604.130126953125,4,0.16479532420635223,3,0,41
STANDARD,2018-07-03,0.0,R_A3,274.5963439941406,274.5963439941406,29,1606.205322265625,5,0.36797386407852173,4,0,41
STANDARD,2018-07-03,0.0,R_A3,275.008056640625,275.008056640625,29,1608.2803955078125,6,0.8044195175170898,5,0,41
STANDARD,2018-07-03,0.0,R_A3,275.1926574707031,275.1926574707031,29,1610.3555908203125,7,0.649992048740387,6,0,41
STANDARD,2018-07-03,0.0,R_A3,275.4191589355469,275.4191589355469,29,1612.4306640625,8,0.19715702533721924,7,0,41
STANDARD,2018-07-03,0.0,R_A3,275.5576477050781,275.5576477050781,29,1614.505859375,9,0.24593493342399597,8,0,41
STANDARD,2018-07-03,0.0,R_A3,275.7922058105469,275.7922058105469,29,1616.5810546875,10,0.7912706732749939,9,0,41
STANDARD,2018-07-03,0.0,R_A3,277.4844055175781,277.4844055175781,29,1618.6561279296875,11,0.7945919632911682,10,0,41
STANDARD,2018-07-03,0.0,R_A3,279.3217468261719,279.3217468261719,29,1620.843505859375,12,0.04622228071093559,11,0,41
STANDARD,2018-07-03,0.0,R_A3,279.4752502441406,279.4752502441406,29,1623.14306640625,13,0.050743237137794495,12,0,41
STANDARD,2018-07-03,0.0,R_A3,279.6294250488281,279.6294250488281,29,1625.4427490234375,14,0.36577683687210083,13,0,41
STANDARD,2018-07-03,0.0,R_A3,279.8951721191406,279.8951721191406,29,1627.7423095703125,15,0.22365131974220276,14,0,41
STANDARD,2018-07-03,0.0,R_A3,280.51702880859375,280.51702880859375,29,1630.0418701171875,16,0.6481493711471558,15,0,41
STANDARD,2018-07-03,0.0,R_A3,280.787109375,280.787109375,29,1632.1817626953125,17,0.8015726804733276,16,0,41
STANDARD,2018-07-03,0.0,R_A3,286.0206604003906,286.0206604003906,29,1635.063232421875,18,0.6886625289916992,26,0,41
STANDARD,2018-07-03,0.0,R_A3,284.2511291503906,284.2511291503906,29,1638.7440185546875,19,0.04613490402698517,27,0,41
STANDARD,2018-07-03,0.0,R_A3,284.4969177246094,284.4969177246094,29,1642.4246826171875,20,0.051337189972400665,28,0,41
STANDARD,2018-07-03,0.0,R_A3,284.7257995605469,284.7257995605469,29,1646.10546875,21,0.6639866828918457,29,0,41
STANDARD,2018-07-03,0.0,R_A3,284.9461364746094,284.9461364746094,29,1649.7861328125,22,0.06198803707957268,30,0,41
STANDARD,2018-09-12,0.0,R_A4,278.47442626953125,278.47442626953125,30,1631.6099853515625,1,0.04952289164066315,1,0,52
STANDARD,2018-09-12,0.0,R_A4,278.2204895019531,278.2204895019531,31,1627.32861328125,2,0.04784398525953293,1,0,52
STANDARD,2018-09-12,0.0,R_A4,278.3546447753906,278.3546447753906,31,1629.3406982421875,3,0.04892372339963913,2,0,52
STANDARD,2018-09-12,0.0,R_A4,278.48876953125,278.48876953125,31,1631.352783203125,4,0.050233446061611176,3,0,52
STANDARD,2018-09-12,0.0,R_A4,278.6229248046875,278.6229248046875,31,1633.3648681640625,5,0.05133434012532234,4,0,52
STANDARD,2018-09-12,0.0,R_A4,278.6470031738281,278.6470031738281,32,1633.187255859375,6,0.05488380044698715,4,0,52
STANDARD,2018-09-12,0.0,R_A4,278.7683410644531,278.7683410644531,32,1635.0068359375,7,0.057525575160980225,5,0,52
STANDARD,2018-09-12,0.0,R_A4,278.86602783203125,278.86602783203125,32,1637.016357421875,8,0.05561378598213196,5,0,51
STANDARD,2018-09-12,0.0,R_A4,278.7461242675781,278.7461242675781,32,1635.218017578125,9,0.05460558459162712,4,0,51
STANDARD,2018-09-12,0.0,R_A4,278.9536437988281,278.9536437988281,33,1637.946044921875,10,0.05911535769701004,4,0,51
STANDARD,2018-09-12,0.0,R_A4,278.83135986328125,278.83135986328125,33,1636.1123046875,11,0.05555872991681099,3,0,51
STANDARD,2018-09-12,0.0,R_A4,279.2328186035156,279.2328186035156,33,1642.576416015625,12,0.06016136705875397,4,0,50
STANDARD,2018-09-12,0.0,R_A4,279.10272216796875,279.10272216796875,34,1640.478271484375,13,0.05963917076587677,4,0,50
STANDARD,2018-09-12,0.0,R_A4,279.1307067871094,279.1307067871094,35,1641.2042236328125,14,0.10010255128145218,4,0,50
STANDARD,2018-09-12,0.0,R_A4,279.0131530761719,279.0131530761719,35,1639.4403076171875,15,0.10842014104127884,3,0,50
STANDARD,2018-09-12,0.0,R_A4,278.8955383300781,278.8955383300781,35,1637.6763916015625,16,0.07256261259317398,2,0,50
STANDARD,2018-09-12,0.0,R_A4,276.8721923828125,276.8721923828125,35,1638.5126953125,17,0.0947948545217514,29,0,49
STANDARD,2018-09-12,0.0,R_A4,277.50164794921875,277.50164794921875,36,1643.201904296875,18,0.08772316575050354,29,0,49
STANDARD,2018-09-12,0.0,R_A4,277.40203857421875,277.40203857421875,36,1644.75244140625,19,0.178635835647583,29,0,48
STANDARD,2018-09-12,0.0,R_A4,278.1172790527344,278.1172790527344,37,1649.7294921875,20,0.17757077515125275,29,0,48
STANDARD,2018-09-12,0.0,R_A4,277.6821594238281,277.6821594238281,37,1644.1400146484375,21,0.6548573970794678,28,0,48
STANDARD,2018-09-12,0.0,R_A4,278.51959228515625,278.51959228515625,38,1650.303466796875,22,0.683525800704956,28,0,48
STANDARD,2018-09-12,0.0,R_A4,279.16448974609375,279.16448974609375,38,1662.3369140625,23,0.24207495152950287,28,0,47
STANDARD,2018-09-12,0.0,R_A4,278.7857360839844,278.7857360839844,38,1656.6634521484375,24,0.06171305850148201,27,0,47
STANDARD,2018-11-07,6.729730162892411e-13,R_A6,274.98333740234375,274.98333740234375,17,1693.9775390625,1,1.0,1,0,42
STANDARD,2018-11-07,2.4130269180369646e-13,R_A6,275.1204833984375,275.1204833984375,17,1695.5072021484375,2,1.0,2,0,42
STANDARD,2018-11-07,2.0980050650324517e-13,R_A6,275.2511901855469,275.2511901855469,17,1697.0369873046875,3,1.0,3,0,42
STANDARD,2018-11-07,1.4609582261407988e-13,R_A6,275.3749084472656,275.3749084472656,17,1698.5667724609375,4,1.0,4,0,42
STANDARD,2018-11-07,2.0909569377596665e-13,R_A6,275.4976501464844,275.4976501464844,17,1700.0965576171875,5,1.0,5,0,42
