PRESSURE,DEPTH,DATE,WELLMODEL,SGAS,CONIDX,DRAWDOWN,SWAT,CONBPRES,CONKPOS,CONJPOS,CONIPOS,WELL
300.5350341796875,1641.094970703125,2018-01-01,STANDARD,0.0,1,0,0.060730546712875366,300.5350341796875,1,30,22,R_A2
300.65533447265625,1642.8890380859375,2018-01-01,STANDARD,0.0,2,0,0.06311473995447159,300.65533447265625,2,30,22,R_A2
300.775634765625,1644.68310546875,2018-01-01,STANDARD,0.0,3,0,0.0668792650103569,300.775634765625,3,30,22,R_A2
300.89593505859375,1646.4771728515625,2018-01-01,STANDARD,0.0,4,0,0.07355885952711105,300.89593505859375,4,30,22,R_A2
301.0162353515625,1648.2713623046875,2018-01-01,STANDARD,0.0,5,0,0.07757636159658432,301.0162353515625,5,30,22,R_A2
301.13653564453125,1650.0654296875,2018-01-01,STANDARD,0.0,6,0,0.3324679136276245,301.13653564453125,6,30,22,R_A2
301.2568664550781,1651.859619140625,2018-01-01,STANDARD,0.0,7,0,0.9230634570121765,301.2568664550781,7,30,22,R_A2
301.3771667480469,1653.6536865234375,2018-01-01,STANDARD,0.0,8,0,0.7475014328956604,301.3771667480469,8,30,22,R_A2
301.49749755859375,1655.44775390625,2018-01-01,STANDARD,0.0,9,0,0.9301558136940002,301.49749755859375,9,30,22,R_A2
301.6178283691406,1657.2418212890625,2018-01-01,STANDARD,0.0,10,0,0.9719640016555786,301.6178283691406,10,30,22,R_A2
301.74493408203125,1659.1368408203125,2018-01-01,STANDARD,0.0,11,0,0.08932346850633621,301.74493408203125,11,30,22,R_A2
301.8787841796875,1661.132568359375,2018-01-01,STANDARD,0.0,12,0,0.09506289660930634,301.8787841796875,12,30,22,R_A2
302.01263427734375,1663.12841796875,2018-01-01,STANDARD,0.0,13,0,0.49010542035102844,302.01263427734375,13,30,22,R_A2
302.1465148925781,1665.1241455078125,2018-01-01,STANDARD,0.0,14,0,0.5868428349494934,302.1465148925781,14,30,22,R_A2
302.2803955078125,1667.1199951171875,2018-01-01,STANDARD,0.0,15,0,0.7759534120559692,302.2803955078125,15,30,22,R_A2
302.4142761230469,1669.11572265625,2018-01-01,STANDARD,0.0,16,0,0.9994394779205322,302.4142761230469,16,30,22,R_A2
302.54815673828125,1671.111572265625,2018-01-01,STANDARD,0.0,17,0,1.0,302.54815673828125,17,30,22,R_A2
302.86041259765625,1672.9881591796875,2018-01-01,STANDARD,0.0,18,0,1.0,302.86041259765625,18,30,22,R_A2
302.97808837890625,1674.229736328125,2018-01-01,STANDARD,0.0,19,0,1.0,302.97808837890625,18,29,22,R_A2
303.3103942871094,1676.1676025390625,2018-01-01,STANDARD,0.0,20,0,1.0,303.3103942871094,27,29,22,R_A2
303.47802734375,1677.9368896484375,2018-01-01,STANDARD,0.0,21,0,1.0,303.47802734375,28,29,22,R_A2
303.64569091796875,1679.7061767578125,2018-01-01,STANDARD,0.0,22,0,1.0,303.64569091796875,29,29,22,R_A2
303.8133544921875,1681.4754638671875,2018-01-01,STANDARD,0.0,23,0,1.0,303.8133544921875,30,29,22,R_A2
303.98101806640625,1683.2447509765625,2018-01-01,STANDARD,0.0,24,0,1.0,303.98101806640625,31,29,22,R_A2
298.39996337890625,1609.243408203125,2018-01-01,STANDARD,0.0,1,0,0.6481541991233826,298.39996337890625,1,41,28,R_A3
298.5382995605469,1611.3077392578125,2018-01-01,STANDARD,0.0,2,0,0.19815494120121002,298.5382995605469,2,41,28,R_A3
298.6766357421875,1613.3720703125,2018-01-01,STANDARD,0.0,3,0,0.1992235630750656,298.6766357421875,3,41,28,R_A3
298.81500244140625,1615.4365234375,2018-01-01,STANDARD,0.0,4,0,0.25502029061317444,298.81500244140625,4,41,28,R_A3
298.953369140625,1617.5008544921875,2018-01-01,STANDARD,0.0,5,0,0.6481541991233826,298.953369140625,5,41,28,R_A3
299.09173583984375,1619.565185546875,2018-01-01,STANDARD,0.0,6,0,0.15371663868427277,299.09173583984375,6,41,28,R_A3
298.408203125,1609.3663330078125,2018-01-01,STANDARD,0.0,7,0,0.2804933190345764,298.408203125,6,41,29,R_A3
298.5455627441406,1611.4163818359375,2018-01-01,STANDARD,0.0,8,0,0.2036598026752472,298.5455627441406,7,41,29,R_A3
298.6829528808594,1613.46630859375,2018-01-01,STANDARD,0.0,9,0,0.14997799694538116,298.6829528808594,8,41,29,R_A3
298.8203430175781,1615.516357421875,2018-01-01,STANDARD,0.0,10,0,0.6481541991233826,298.8203430175781,9,41,29,R_A3
298.9577331542969,1617.5662841796875,2018-01-01,STANDARD,0.0,11,0,0.8118844628334045,298.9577331542969,10,41,29,R_A3
299.1041564941406,1619.750732421875,2018-01-01,STANDARD,0.0,12,0,0.05036599189043045,299.1041564941406,11,41,29,R_A3
299.25958251953125,1622.0697021484375,2018-01-01,STANDARD,0.0,13,0,0.05631755664944649,299.25958251953125,12,41,29,R_A3
299.4150390625,1624.388671875,2018-01-01,STANDARD,0.0,14,0,0.3810279369354248,299.4150390625,13,41,29,R_A3
299.5704650878906,1626.707763671875,2018-01-01,STANDARD,0.0,15,0,0.35334572196006775,299.5704650878906,14,41,29,R_A3
299.7259216308594,1629.026611328125,2018-01-01,STANDARD,0.0,16,0,0.5027300119400024,299.7259216308594,15,41,29,R_A3
299.85467529296875,1630.9468994140625,2018-01-01,STANDARD,0.0,17,0,0.8136257529258728,299.85467529296875,16,41,29,R_A3
300.027587890625,1633.5262451171875,2018-01-01,STANDARD,0.0,18,0,0.6481541991233826,300.027587890625,27,41,29,R_A3
300.27142333984375,1637.1630859375,2018-01-01,STANDARD,0.0,19,0,0.048738207668066025,300.27142333984375,28,41,29,R_A3
300.5152587890625,1640.8001708984375,2018-01-01,STANDARD,0.0,20,0,0.05598067492246628,300.5152587890625,29,41,29,R_A3
300.7591247558594,1644.4371337890625,2018-01-01,STANDARD,0.0,21,0,0.6481541991233826,300.7591247558594,30,41,29,R_A3
301.0030212402344,1648.0740966796875,2018-01-01,STANDARD,0.0,22,0,0.0669151246547699,301.0030212402344,31,41,29,R_A3
299.87078857421875,1631.1873779296875,2018-01-01,STANDARD,0.0,1,0,0.054581645876169205,299.87078857421875,1,52,30,R_A4
299.6188659667969,1627.4293212890625,2018-01-01,STANDARD,0.0,2,0,0.05319637060165405,299.6188659667969,1,52,31,R_A4
299.7569580078125,1629.4896240234375,2018-01-01,STANDARD,0.0,3,0,0.05427088961005211,299.7569580078125,2,52,31,R_A4
299.89508056640625,1631.5498046875,2018-01-01,STANDARD,0.0,4,0,0.05638847500085831,299.89508056640625,3,52,31,R_A4
300.033203125,1633.610107421875,2018-01-01,STANDARD,0.0,5,0,0.6481541991233826,300.033203125,4,52,31,R_A4
299.9518737792969,1632.3968505859375,2018-01-01,STANDARD,0.0,6,0,0.06028490886092186,299.9518737792969,4,52,32,R_A4
300.1854248046875,1635.880615234375,2018-01-01,STANDARD,0.0,7,0,0.6481541991233826,300.1854248046875,4,51,32,R_A4
300.2820129394531,1637.321044921875,2018-01-01,STANDARD,0.0,8,0,0.6481541991233826,300.2820129394531,4,51,33,R_A4
300.158203125,1635.474609375,2018-01-01,STANDARD,0.0,9,0,0.06304960697889328,300.158203125,3,51,33,R_A4
300.6056823730469,1642.1485595703125,2018-01-01,STANDARD,0.0,10,0,0.6481541991233826,300.6056823730469,4,50,33,R_A4
300.5375061035156,1641.132080078125,2018-01-01,STANDARD,0.0,11,0,0.10367535799741745,300.5375061035156,4,50,34,R_A4
300.408447265625,1639.20703125,2018-01-01,STANDARD,0.0,12,0,0.1622035950422287,300.408447265625,3,50,34,R_A4
300.5223693847656,1640.9061279296875,2018-01-01,STANDARD,0.0,13,0,0.239920973777771,300.5223693847656,3,50,35,R_A4
300.3974304199219,1639.0426025390625,2018-01-01,STANDARD,0.0,14,0,0.23887048661708832,300.3974304199219,2,50,35,R_A4
300.5911560058594,1641.93212890625,2018-01-01,STANDARD,0.0,15,0,0.2526373267173767,300.5911560058594,2,49,35,R_A4
300.61968994140625,1642.357421875,2018-01-01,STANDARD,0.0,16,0,0.055536359548568726,300.61968994140625,30,49,36,R_A4
300.43524169921875,1639.6068115234375,2018-01-01,STANDARD,0.0,17,0,0.19801969826221466,300.43524169921875,30,48,36,R_A4
300.914306640625,1646.7513427734375,2018-01-01,STANDARD,0.0,18,0,0.103451207280159,300.914306640625,30,48,37,R_A4
301.36431884765625,1653.461669921875,2018-01-01,STANDARD,0.0,19,0,0.109014131128788,301.36431884765625,30,48,38,R_A4
