ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5175482,781481,414764,289236,40724380,0,0,0,0,0
Valysar,CentralSouth,69448309,12446831,9068329,6323800,890391088,0,0,0,0,0
Valysar,CentralNorth,39810473,6205632,4404359,3071380,432450289,0,0,0,0,0
Valysar,NorthHorst,4034458,573669,272461,167360,32785750,24625472,3155666,1984993,461626160,70629
Valysar,CentralRamp,13486504,2012680,1411720,984463,138612364,0,0,0,0,0
Valysar,CentralHorst,86850654,13533052,10218655,7125980,1003337978,0,0,0,0,0
Valysar,EastLowland,1000880,128011,58648,40898,5758461,0,0,0,0,0
Therys,WestLowland,2541711,446150,192528,134260,18903761,0,0,0,0,0
Therys,CentralSouth,15031407,3712188,2260462,1576333,221947758,0,0,0,0,0
Therys,CentralNorth,23036353,4345695,2479845,1729320,243488263,0,0,0,0,0
Therys,NorthHorst,6379322,857418,304035,186754,36585035,17845287,2997533,1879321,437051468,66869
Therys,CentralRamp,6670862,1613457,1234323,860755,121194309,0,0,0,0,0
Therys,CentralHorst,30567557,7879659,6138185,4280464,602689364,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,354273,58296,28460,19846,2794370,0,0,0,0,0
Volon,CentralSouth,35349251,6700701,4933424,3440324,484397570,0,0,0,0,0
Volon,CentralNorth,8702525,1265845,747619,521352,73406414,0,0,0,0,0
Volon,NorthHorst,4898848,836569,567564,348626,68295923,3114850,565542,458108,106536748,16300
Volon,CentralRamp,12383941,2093938,1592790,1110732,156391112,0,0,0,0,0
Volon,CentralHorst,84392162,14706229,11593478,8084713,1138327560,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
