FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,1987763.0,0.0,1987763.0,84103373.0,0.0,279916821.0,279916821.0,89817720.0,2850530.0,86967190.0,0.0,2850530.0,WestLowland,Valysar
2,5465694.0,0.0,5465694.0,13840825.0,0.0,769679034.0,769679034.0,22150058.0,7836511.0,14313547.0,0.0,7836511.0,CentralSouth,Valysar
3,1740673.0,0.0,1740673.0,12839088.0,0.0,245121598.0,245121598.0,15772218.0,2495536.0,13276681.0,0.0,2495536.0,CentralNorth,Valysar
4,240402.0,62893.0,303295.0,3349521.0,410280913.0,47098041.0,457378955.0,5622361.0,391458.0,3464256.0,1766648.0,2158106.0,NorthHorst,Valysar
5,1226673.0,0.0,1226673.0,672707.0,0.0,172740034.0,172740034.0,2455412.0,1759527.0,695885.0,0.0,1759527.0,CentralRamp,Valysar
6,6494351.0,0.0,6494351.0,7301835.0,0.0,914534507.0,914534507.0,16869483.0,9317110.0,7552373.0,0.0,9317110.0,CentralHorst,Valysar
7,0.0,0.0,0.0,34584147.0,0.0,0.0,0.0,35750644.0,0.0,35750644.0,0.0,0.0,EastLowland,Valysar
8,1290427.0,0.0,1290427.0,111869120.0,0.0,181717939.0,181717939.0,117529521.0,1850379.0,115679142.0,0.0,1850379.0,WestLowland,Therys
9,1333958.0,0.0,1333958.0,5303973.0,0.0,187847983.0,187847983.0,7397577.0,1912100.0,5485477.0,0.0,1912100.0,CentralSouth,Therys
10,693353.0,0.0,693353.0,14355832.0,0.0,97638012.0,97638012.0,15838262.0,993877.0,14844385.0,0.0,993877.0,CentralNorth,Therys
11,318184.0,48068.0,366252.0,4290937.0,312447691.0,62336803.0,374784495.0,6300321.0,518125.0,4437676.0,1344520.0,1862645.0,NorthHorst,Therys
12,857314.0,0.0,857314.0,449063.0,0.0,120726940.0,120726940.0,1693922.0,1229424.0,464498.0,0.0,1229424.0,CentralRamp,Therys
13,3574188.0,0.0,3574188.0,5521402.0,0.0,503317142.0,503317142.0,10837359.0,5127065.0,5710294.0,0.0,5127065.0,CentralHorst,Therys
14,0.0,0.0,0.0,19726630.0,0.0,0.0,0.0,20387205.0,0.0,20387205.0,0.0,0.0,EastLowland,Therys
15,0.0,0.0,0.0,79937343.0,0.0,0.0,0.0,82647390.0,0.0,82647390.0,0.0,0.0,WestLowland,Volon
16,2204193.0,0.0,2204193.0,34736955.0,0.0,310394477.0,310394477.0,39079379.0,3159607.0,35919773.0,0.0,3159607.0,CentralSouth,Volon
17,16451.0,0.0,16451.0,6413755.0,-0.0,2316664.0,2316664.0,6655447.0,23579.0,6631868.0,0.0,23579.0,CentralNorth,Volon
18,376305.0,7558.0,383863.0,1791978.0,48979482.0,73724554.0,122704036.0,2676572.0,612752.0,1853174.0,210646.0,823398.0,NorthHorst,Volon
19,983097.0,0.0,983097.0,925520.0,0.0,138439656.0,138439656.0,2366734.0,1409474.0,957260.0,0.0,1409474.0,CentralRamp,Volon
20,7135318.0,0.0,7135318.0,9467078.0,0.0,1004795549.0,1004795549.0,20024563.0,10233670.0,9790892.0,0.0,10233670.0,CentralHorst,Volon
21,0.0,0.0,0.0,33342076.0,0.0,0.0,0.0,34467804.0,0.0,34467804.0,0.0,0.0,EastLowland,Volon
