WELL,CONBPRES,CONIPOS,DATE,SWAT,CONKPOS,PRESSURE,DRAWDOWN,SGAS,CONIDX,WELLMODEL,DEPTH,CONJPOS
R_A6,305.4737243652344,17,2018-01-01,1.0,4,305.4737243652344,0,0.0,4,STANDARD,1698.9962158203125,42
R_A6,305.6189880371094,17,2018-01-01,1.0,5,305.6189880371094,0,0.0,5,STANDARD,1700.529296875,42
R_A6,305.4652404785156,17,2018-01-01,1.0,6,305.4652404785156,0,0.0,6,STANDARD,1702.0623779296875,42
R_A6,305.61053466796875,17,2018-01-01,1.0,7,305.61053466796875,0,0.0,7,STANDARD,1703.595458984375,42
R_A6,305.75579833984375,17,2018-01-01,1.0,8,305.75579833984375,0,0.0,8,STANDARD,1705.12841796875,42
R_A6,306.20013427734375,17,2018-01-01,1.0,9,306.20013427734375,0,0.0,9,STANDARD,1706.661376953125,42
R_A6,306.0396423339844,17,2018-01-01,1.0,10,306.0396423339844,0,0.0,10,STANDARD,1708.1944580078125,42
R_A6,306.2218322753906,17,2018-01-01,1.0,11,306.2218322753906,0,0.0,11,STANDARD,1710.11572265625,42
R_A6,306.4407043457031,17,2018-01-01,1.0,12,306.4407043457031,0,0.0,12,STANDARD,1712.425048828125,42
R_A6,306.6715087890625,17,2018-01-01,1.0,13,306.6715087890625,0,0.0,13,STANDARD,1714.7342529296875,42
R_A6,306.890380859375,17,2018-01-01,1.0,14,306.890380859375,0,0.0,14,STANDARD,1717.0435791015625,42
R_A6,307.1092529296875,17,2018-01-01,1.0,15,307.1092529296875,0,0.0,15,STANDARD,1719.35302734375,42
R_A6,307.47314453125,17,2018-01-01,1.0,16,307.47314453125,0,0.0,16,STANDARD,1721.662353515625,42
R_A6,307.6920166015625,17,2018-01-01,1.0,17,307.6920166015625,0,0.0,17,STANDARD,1723.9716796875,42
R_A6,307.8313293457031,17,2018-01-01,1.0,18,307.8313293457031,0,0.0,18,STANDARD,1725.441650390625,42
R_A6,307.7850341796875,17,2018-01-01,1.0,26,307.7850341796875,0,0.0,19,STANDARD,1726.610595703125,42
R_A6,308.25262451171875,17,2018-01-01,1.0,27,308.25262451171875,0,0.0,20,STANDARD,1728.3177490234375,42
R_A6,308.4144287109375,17,2018-01-01,1.0,28,308.4144287109375,0,0.0,21,STANDARD,1730.02490234375,42
R_A6,308.57623291015625,17,2018-01-01,1.0,29,308.57623291015625,0,0.0,22,STANDARD,1731.7320556640625,42
R_A6,308.4322509765625,17,2018-01-01,1.0,30,308.4322509765625,0,0.0,23,STANDARD,1733.4393310546875,42
R_A2,298.5333251953125,22,2018-03-01,0.05465584248304367,1,298.5333251953125,0,0.0,1,STANDARD,1640.27099609375,30
R_A2,298.6510009765625,22,2018-03-01,0.055953118950128555,2,298.6510009765625,0,0.0,2,STANDARD,1642.026611328125,30
R_A2,298.7686462402344,22,2018-03-01,0.059766147285699844,3,298.7686462402344,0,0.0,3,STANDARD,1643.7822265625,30
R_A2,298.88629150390625,22,2018-03-01,0.06449755281209946,4,298.88629150390625,0,0.0,4,STANDARD,1645.537841796875,30
R_A2,299.00396728515625,22,2018-03-01,0.06643511354923248,5,299.00396728515625,0,0.0,5,STANDARD,1647.29345703125,30
R_A2,299.1350402832031,22,2018-03-01,0.31312665343284607,6,299.1350402832031,0,0.0,6,STANDARD,1649.049072265625,30
R_A2,299.25555419921875,22,2018-03-01,0.8849441409111023,7,299.25555419921875,0,0.0,7,STANDARD,1650.8046875,30
R_A2,299.3781433105469,22,2018-03-01,0.8758372068405151,8,299.3781433105469,0,0.0,8,STANDARD,1652.560302734375,30
R_A2,299.6767883300781,22,2018-03-01,0.8812470436096191,9,299.6767883300781,0,0.0,9,STANDARD,1654.31591796875,30
R_A2,299.8981018066406,22,2018-03-01,0.8989124894142151,10,299.8981018066406,0,0.0,10,STANDARD,1656.071533203125,30
R_A2,299.79052734375,22,2018-03-01,0.07162140309810638,11,299.79052734375,0,0.0,11,STANDARD,1657.9658203125,30
R_A2,299.9620666503906,22,2018-03-01,0.07620200514793396,12,299.9620666503906,0,0.0,12,STANDARD,1659.99853515625,30
R_A2,300.1827697753906,22,2018-03-01,0.4406154155731201,13,300.1827697753906,0,0.0,13,STANDARD,1662.0313720703125,30
R_A2,300.31988525390625,22,2018-03-01,0.48558175563812256,14,300.31988525390625,0,0.0,14,STANDARD,1664.064208984375,30
R_A2,300.4574279785156,22,2018-03-01,0.9321334958076477,15,300.4574279785156,0,0.0,15,STANDARD,1666.0970458984375,30
R_A2,300.5953063964844,22,2018-03-01,0.9642233848571777,16,300.5953063964844,0,0.0,16,STANDARD,1668.1298828125,30
R_A2,300.7328796386719,22,2018-03-01,0.9081883430480957,17,300.7328796386719,0,0.0,17,STANDARD,1670.1627197265625,30
R_A2,300.8494873046875,22,2018-03-01,0.9557749032974243,18,300.8494873046875,0,0.0,18,STANDARD,1671.900634765625,30
R_A2,301.0410461425781,22,2018-03-01,0.9889580011367798,18,301.0410461425781,0,0.0,19,STANDARD,1674.696533203125,29
R_A2,302.8393249511719,22,2018-03-01,1.0,26,302.8393249511719,0,8.158245477083077e-17,20,STANDARD,1676.2655029296875,29
R_A2,302.81085205078125,22,2018-03-01,1.0,27,302.81085205078125,0,6.992207216398598e-16,21,STANDARD,1678.0145263671875,29
R_A2,302.8250732421875,22,2018-03-01,1.0,28,302.8250732421875,0,-7.0287594409297e-15,22,STANDARD,1679.763427734375,29
R_A2,302.0788879394531,22,2018-03-01,1.0,29,302.0788879394531,0,-1.1302958569103794e-09,23,STANDARD,1681.512451171875,29
R_A2,302.2236328125,22,2018-03-01,0.9999990463256836,30,302.2236328125,0,0.0,24,STANDARD,1683.261474609375,29
R_A5,280.698486328125,31,2018-04-28,1.0,1,280.698486328125,0,-2.9740085394358573e-10,1,STANDARD,1684.920166015625,20
R_A5,280.8922424316406,31,2018-04-28,1.0,2,280.8922424316406,0,-2.73412986695476e-10,2,STANDARD,1686.9674072265625,20
R_A5,281.0860900878906,31,2018-04-28,1.0,3,281.0860900878906,0,-2.860509884516915e-10,3,STANDARD,1689.0147705078125,20
R_A5,281.2801208496094,31,2018-04-28,1.0,4,281.2801208496094,0,-2.6978774769759184e-10,4,STANDARD,1691.06201171875,20
R_A5,281.4737243652344,31,2018-04-28,1.0,5,281.4737243652344,0,-2.1757955159795728e-10,5,STANDARD,1693.109375,20
R_A5,281.66693115234375,31,2018-04-28,1.0,6,281.66693115234375,0,-5.748665779514717e-11,6,STANDARD,1695.1566162109375,20
R_A5,282.20733642578125,31,2018-04-28,1.0,7,282.20733642578125,0,-7.693154923868462e-13,7,STANDARD,1697.203857421875,20
R_A5,281.4165954589844,31,2018-04-28,1.0,7,281.4165954589844,0,-2.549892805583931e-13,8,STANDARD,1693.1812744140625,21
R_A5,281.67535400390625,31,2018-04-28,1.0,8,281.67535400390625,0,8.850067217697904e-14,9,STANDARD,1695.45751953125,21
R_A5,281.9089660644531,31,2018-04-28,1.0,9,281.9089660644531,0,0.0,10,STANDARD,1697.73388671875,21
R_A5,282.05047607421875,31,2018-04-28,1.0,10,282.05047607421875,0,0.0,11,STANDARD,1700.01025390625,21
R_A5,281.6597595214844,31,2018-04-28,1.0,11,281.6597595214844,0,-2.55398376058924e-11,12,STANDARD,1702.1595458984375,21
R_A5,281.8519592285156,31,2018-04-28,1.0,12,281.8519592285156,0,-4.150462959429113e-11,13,STANDARD,1704.1820068359375,21
R_A5,282.0569152832031,31,2018-04-28,1.0,13,282.0569152832031,0,-2.207780182630903e-12,14,STANDARD,1706.2044677734375,21
R_A5,282.2541198730469,31,2018-04-28,1.0,14,282.2541198730469,0,-2.4963687800944045e-12,15,STANDARD,1708.22705078125,21
R_A5,282.6018981933594,31,2018-04-28,1.0,15,282.6018981933594,0,-3.697008519633338e-13,16,STANDARD,1710.24951171875,21
R_A5,282.8083801269531,31,2018-04-28,1.0,16,282.8083801269531,0,-1.1548004035227127e-13,17,STANDARD,1712.27197265625,21
R_A5,282.9886474609375,31,2018-04-28,1.0,17,282.9886474609375,0,-1.4343066393873033e-13,18,STANDARD,1714.1058349609375,21
R_A5,283.0928955078125,31,2018-04-28,1.0,18,283.0928955078125,0,0.0,19,STANDARD,1715.2080078125,21
R_A5,285.0701599121094,31,2018-04-28,1.0,26,285.0701599121094,0,-1.377393208171207e-12,20,STANDARD,1716.5677490234375,21
R_A5,285.30792236328125,31,2018-04-28,1.0,27,285.30792236328125,0,-7.461110722306596e-13,21,STANDARD,1718.6768798828125,21
R_A5,294.2421569824219,31,2018-04-28,1.0,28,294.2421569824219,0,-8.212458339960298e-21,22,STANDARD,1720.7861328125,21
R_A5,294.1988220214844,31,2018-04-28,1.0,29,294.1988220214844,0,-2.548682795510305e-19,23,STANDARD,1722.895263671875,21
R_A5,303.7204284667969,31,2018-04-28,1.0,30,303.7204284667969,0,-9.508006384274968e-24,24,STANDARD,1725.00439453125,21
R_A3,281.99554443359375,29,2018-07-03,0.650815486907959,1,281.99554443359375,0,0.0,1,STANDARD,1600.2822265625,41
R_A3,282.1298522949219,29,2018-07-03,0.19002413749694824,2,282.1298522949219,0,0.0,2,STANDARD,1602.37109375,41
R_A3,282.26898193359375,29,2018-07-03,0.13225752115249634,3,282.26898193359375,0,0.0,3,STANDARD,1604.4599609375,41
R_A3,282.408447265625,29,2018-07-03,0.16077680885791779,4,282.408447265625,0,0.0,4,STANDARD,1606.548828125,41
R_A3,282.6578063964844,29,2018-07-03,0.8035077452659607,5,282.6578063964844,0,0.0,5,STANDARD,1608.6376953125,41
R_A3,282.7835693359375,29,2018-07-03,0.6520780920982361,6,282.7835693359375,0,0.0,6,STANDARD,1610.7265625,41
R_A3,283.0423889160156,29,2018-07-03,0.3502848744392395,7,283.0423889160156,0,0.0,7,STANDARD,1612.8154296875,41
R_A3,283.1829528808594,29,2018-07-03,0.2901368737220764,8,283.1829528808594,0,0.0,8,STANDARD,1614.904296875,41
R_A3,283.52764892578125,29,2018-07-03,0.7967268228530884,9,283.52764892578125,0,0.0,9,STANDARD,1616.9931640625,41
R_A3,291.0669250488281,29,2018-07-03,0.7961952090263367,10,291.0669250488281,0,0.0,10,STANDARD,1619.08203125,41
R_A3,296.218994140625,29,2018-07-03,0.04927457869052887,11,296.218994140625,0,0.0,11,STANDARD,1621.2130126953125,41
R_A3,296.3645324707031,29,2018-07-03,0.05475420504808426,12,296.3645324707031,0,0.0,12,STANDARD,1623.3861083984375,41
R_A3,296.5104064941406,29,2018-07-03,0.37055495381355286,13,296.5104064941406,0,0.0,13,STANDARD,1625.5592041015625,41
R_A3,297.0459899902344,29,2018-07-03,0.46271198987960815,15,297.0459899902344,0,0.0,14,STANDARD,1629.9052734375,41
R_A3,297.1645202636719,29,2018-07-03,0.8084744215011597,16,297.1645202636719,0,0.0,15,STANDARD,1631.689453125,41
R_A3,297.2198486328125,29,2018-07-03,0.8113775849342346,17,297.2198486328125,0,0.0,16,STANDARD,1632.529541015625,41
R_A3,284.91510009765625,29,2018-07-03,0.19947823882102966,26,284.91510009765625,0,0.0,17,STANDARD,1634.4395751953125,41
R_A3,285.0994873046875,29,2018-07-03,0.04568371921777725,27,285.0994873046875,0,0.0,18,STANDARD,1637.9749755859375,41
R_A3,285.33575439453125,29,2018-07-03,0.052937280386686325,28,285.33575439453125,0,0.0,19,STANDARD,1641.51025390625,41
R_A3,285.5517578125,29,2018-07-03,0.6492151618003845,29,285.5517578125,0,0.0,20,STANDARD,1645.0455322265625,41
R_A3,285.8070373535156,29,2018-07-03,0.2084527164697647,30,285.8070373535156,0,0.0,21,STANDARD,1648.580810546875,41
R_A4,275.9437561035156,30,2018-09-12,0.0513567291200161,1,275.9437561035156,0,0.0,1,STANDARD,1629.4818115234375,52
R_A4,275.8327331542969,31,2018-09-12,0.04650665074586868,1,275.8327331542969,0,0.0,2,STANDARD,1624.255859375,52
R_A4,275.96728515625,31,2018-09-12,0.06285920739173889,2,275.96728515625,0,0.0,3,STANDARD,1626.2796630859375,52
R_A4,276.10150146484375,31,2018-09-12,0.09029556065797806,3,276.10150146484375,0,0.0,4,STANDARD,1628.303466796875,52
R_A4,276.2355041503906,31,2018-09-12,0.052288271486759186,4,276.2355041503906,0,0.0,5,STANDARD,1630.3272705078125,52
R_A4,276.36968994140625,31,2018-09-12,0.05274224653840065,5,276.36968994140625,0,0.0,6,STANDARD,1632.35107421875,52
R_A4,276.5038757324219,31,2018-09-12,0.05463152006268501,6,276.5038757324219,0,0.0,7,STANDARD,1634.374755859375,52
R_A4,276.59783935546875,32,2018-09-12,0.05581139028072357,6,276.59783935546875,0,0.0,8,STANDARD,1631.991455078125,52
R_A4,276.52435302734375,32,2018-09-12,0.10349713265895844,6,276.52435302734375,0,0.0,9,STANDARD,1635.2100830078125,51
R_A4,277.09149169921875,33,2018-09-12,0.24216075241565704,6,277.09149169921875,0,0.0,10,STANDARD,1636.9295654296875,51
R_A4,276.87579345703125,33,2018-09-12,0.05981035903096199,5,276.87579345703125,0,0.0,11,STANDARD,1635.1278076171875,51
R_A4,277.30389404296875,33,2018-09-12,0.06206086650490761,6,277.30389404296875,0,0.0,12,STANDARD,1644.417236328125,50
R_A4,277.1887512207031,33,2018-09-12,0.06170289218425751,5,277.1887512207031,0,0.0,13,STANDARD,1642.685546875,50
R_A4,277.3953857421875,34,2018-09-12,0.06255319714546204,5,277.3953857421875,0,0.0,14,STANDARD,1641.4818115234375,50
R_A4,277.2768859863281,34,2018-09-12,0.06169535219669342,4,277.2768859863281,0,0.0,15,STANDARD,1639.70361328125,50
R_A4,277.5170593261719,35,2018-09-12,0.06197221204638481,4,277.5170593261719,0,0.0,16,STANDARD,1639.3369140625,50
R_A4,277.400146484375,35,2018-09-12,0.22615507245063782,3,277.400146484375,0,0.0,17,STANDARD,1637.5760498046875,50
R_A4,277.63543701171875,35,2018-09-12,0.23723472654819489,3,277.63543701171875,0,0.0,18,STANDARD,1643.8226318359375,49
R_A4,277.07073974609375,36,2018-09-12,0.2171991914510727,29,277.07073974609375,0,0.0,19,STANDARD,1642.066650390625,49
R_A4,276.332275390625,36,2018-09-12,0.08430706709623337,29,276.332275390625,0,0.0,20,STANDARD,1643.312744140625,48
R_A4,277.7129211425781,37,2018-09-12,0.2206355631351471,29,277.7129211425781,0,0.0,21,STANDARD,1649.2510986328125,48
R_A4,278.4352111816406,38,2018-09-12,0.21987587213516235,29,278.4352111816406,0,0.0,22,STANDARD,1653.7774658203125,48
R_A4,278.0532531738281,38,2018-09-12,0.09989023208618164,28,278.0532531738281,0,0.0,23,STANDARD,1648.12109375,48
R_A4,278.07659912109375,38,2018-09-12,0.11482740938663483,28,278.07659912109375,0,0.0,24,STANDARD,1656.240478515625,47
R_A6,276.9407043457031,17,2018-11-07,1.0,1,276.9407043457031,0,-6.137710782325168e-13,1,STANDARD,1694.3970947265625,42
R_A6,277.08587646484375,17,2018-11-07,1.0,2,277.08587646484375,0,-3.439658226214032e-13,2,STANDARD,1695.93017578125,42
R_A6,277.23028564453125,17,2018-11-07,1.0,3,277.23028564453125,0,-2.355886481991004e-13,3,STANDARD,1697.4632568359375,42
R_A6,277.37298583984375,17,2018-11-07,1.0,4,277.37298583984375,0,-2.0723963452436156e-13,4,STANDARD,1698.9962158203125,42
R_A6,277.514404296875,17,2018-11-07,1.0,5,277.514404296875,0,-3.017665327689767e-13,5,STANDARD,1700.529296875,42
R_A6,277.3583984375,17,2018-11-07,1.0,6,277.3583984375,0,-1.6377232903153072e-11,6,STANDARD,1702.0623779296875,42
