SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9575464,4.1634181,1,SWOF,,,,
0.0405601,0.000113,0.9147477,2.2334317,1,SWOF,,,,
0.0605601,0.0008464,0.8304833,0.9246556,1,SWOF,,,,
0.0805601,0.0022188,0.7495495,0.4935447,1,SWOF,,,,
0.1005601,0.0042482,0.6727468,0.3030079,1,SWOF,,,,
0.1205601,0.0069714,0.6005309,0.2033024,1,SWOF,,,,
0.1405601,0.0104344,0.5331423,0.1450421,1,SWOF,,,,
0.1605601,0.0146899,0.4706909,0.10824,1,SWOF,,,,
0.1805601,0.0197952,0.4132016,0.0836031,1,SWOF,,,,
0.2005601,0.0258119,0.3606377,0.0663518,1,SWOF,,,,
0.2205601,0.0328055,0.3129112,0.0538308,1,SWOF,,,,
0.2405601,0.0408446,0.2698867,0.0444732,1,SWOF,,,,
0.2605601,0.0500004,0.2313832,0.0373072,1,SWOF,,,,
0.2805601,0.0603462,0.1971783,0.0317054,1,SWOF,,,,
0.3005601,0.0719569,0.1670135,0.0272484,1,SWOF,,,,
0.3205601,0.0849076,0.1406024,0.0236477,1,SWOF,,,,
0.3405601,0.0992733,0.1176398,0.0206997,1,SWOF,,,,
0.3605601,0.1151272,0.0978116,0.0182574,1,SWOF,,,,
0.3805601,0.1325395,0.0808037,0.0162129,1,SWOF,,,,
0.4005601,0.1515759,0.0663098,0.0144851,1,SWOF,,,,
0.4205601,0.1722958,0.0540376,0.0130127,1,SWOF,,,,
0.4405601,0.1947504,0.0437131,0.0117484,1,SWOF,,,,
0.4605601,0.2189803,0.0350837,0.0106552,1,SWOF,,,,
0.4805601,0.2450135,0.0279192,0.0097039,1,SWOF,,,,
0.5005601,0.2728629,0.0220125,0.0088713,1,SWOF,,,,
0.5205601,0.3025234,0.0171789,0.0081387,1,SWOF,,,,
0.5405601,0.3339698,0.0132552,0.0074909,1,SWOF,,,,
0.5605601,0.3671537,0.0100982,0.0069155,1,SWOF,,,,
0.5805601,0.402001,0.007583,0.0064022,1,SWOF,,,,
0.6005601,0.4384133,0.0056041,0.0059425,1,SWOF,,,,
0.6205601,0.4762909,0.004071,0.0055293,1,SWOF,,,,
0.6405601,0.5154282,0.0028942,0.0051565,1,SWOF,,,,
0.6605601,0.555619,0.002006,0.0048193,1,SWOF,,,,
0.6805601,0.5966173,0.001349,0.0045132,1,SWOF,,,,
0.7005601,0.6381343,0.0008745,0.0042346,1,SWOF,,,,
0.7205601,0.6798354,0.0005418,0.0039803,1,SWOF,,,,
0.7405601,0.7213357,0.000317,0.0037476,1,SWOF,,,,
0.7605601,0.7621944,0.0001722,0.0035343,1,SWOF,,,,
0.7805601,0.8019056,8.46e-05,0.0033381,1,SWOF,,,,
0.8005601,0.8398803,3.61e-05,0.0031574,1,SWOF,,,,
0.8205601,0.8754097,1.24e-05,0.0029905,1,SWOF,,,,
0.8405601,0.9075698,3e-06,0.0028362,1,SWOF,,,,
0.8605601,0.9348824,4e-07,0.0026932,1,SWOF,,,,
0.8799056,0.9538302,0.0,0.0025648,1,SWOF,,,,
0.8805601,0.9540818,0.0,0.0025605,1,SWOF,,,,
0.9005601,0.9617707,0.0,0.002437,1,SWOF,,,,
0.9205601,0.9694596,0.0,0.0023221,1,SWOF,,,,
0.9405601,0.9771486,0.0,0.0022148,1,SWOF,,,,
0.9605601,0.9848375,0.0,0.0021146,1,SWOF,,,,
0.9805601,0.9925264,0.0,0.0020209,1,SWOF,,,,
1.0,1.0,0.0,0.0019355,1,SWOF,,,,
,,,,1,SGOF,0.0,0.0,1.0,0.0
,,,,1,SGOF,0.05,0.0,0.9006437,0.0
,,,,1,SGOF,0.07,6.56e-05,0.8550034,0.0
,,,,1,SGOF,0.09,0.0003583,0.8067082,0.0
,,,,1,SGOF,0.11,0.0009805,0.7563094,0.0
,,,,1,SGOF,0.13,0.0020217,0.7044271,0.0
,,,,1,SGOF,0.15,0.0035693,0.6517286,0.0
,,,,1,SGOF,0.17,0.0057122,0.5988989,0.0
,,,,1,SGOF,0.19,0.0085424,0.54661,0.0
,,,,1,SGOF,0.21,0.0121552,0.4954914,0.0
,,,,1,SGOF,0.23,0.0166502,0.4461057,0.0
,,,,1,SGOF,0.25,0.0221311,0.3989303,0.0
