CONJPOS,SGAS,DRAWDOWN,CONIDX,PRESSURE,CONKPOS,SWAT,DEPTH,WELL,CONIPOS,CONBPRES,DATE,WELLMODEL
41,0.0,0,8,298.88812255859375,7,0.1946096271276474,1612.779052734375,R_A3,29,298.88812255859375,2018-01-01,STANDARD
41,0.0,0,9,299.02447509765625,8,0.29156258702278137,1614.8133544921875,R_A3,29,299.02447509765625,2018-01-01,STANDARD
41,0.0,0,10,299.16082763671875,9,0.7959297895431519,1616.84765625,R_A3,29,299.16082763671875,2018-01-01,STANDARD
41,0.0,0,11,299.29718017578125,10,0.7974758148193359,1618.882080078125,R_A3,29,299.29718017578125,2018-01-01,STANDARD
41,0.0,0,12,299.44140625,11,0.04650779440999031,1621.03369140625,R_A3,29,299.44140625,2018-01-01,STANDARD
41,0.0,0,13,299.593505859375,12,0.053615182638168335,1623.302734375,R_A3,29,299.593505859375,2018-01-01,STANDARD
41,0.0,0,14,299.7456359863281,13,0.37412819266319275,1625.5718994140625,R_A3,29,299.7456359863281,2018-01-01,STANDARD
41,0.0,0,15,300.04986572265625,15,0.601466715335846,1630.1099853515625,R_A3,29,300.04986572265625,2018-01-01,STANDARD
41,0.0,0,16,300.1693420410156,16,0.8087047934532166,1631.89208984375,R_A3,29,300.1693420410156,2018-01-01,STANDARD
41,0.0,0,17,300.32965087890625,27,0.225656658411026,1634.283203125,R_A3,29,300.32965087890625,2018-01-01,STANDARD
41,0.0,0,18,300.562744140625,28,0.04542171582579613,1637.7596435546875,R_A3,29,300.562744140625,2018-01-01,STANDARD
41,0.0,0,19,300.79583740234375,29,0.04756880924105644,1641.2362060546875,R_A3,29,300.79583740234375,2018-01-01,STANDARD
41,0.0,0,20,301.0289611816406,30,0.6481541991233826,1644.712646484375,R_A3,29,301.0289611816406,2018-01-01,STANDARD
41,0.0,0,21,301.2621154785156,31,0.060644567012786865,1648.189208984375,R_A3,29,301.2621154785156,2018-01-01,STANDARD
52,0.0,0,1,300.1747131347656,1,0.06702224165201187,1631.9722900390625,R_A4,30,300.1747131347656,2018-01-01,STANDARD
52,0.0,0,2,299.74078369140625,1,0.0975847914814949,1625.499755859375,R_A4,31,299.74078369140625,2018-01-01,STANDARD
52,0.0,0,3,299.8816223144531,2,0.048438288271427155,1627.6007080078125,R_A4,31,299.8816223144531,2018-01-01,STANDARD
52,0.0,0,4,300.0224914550781,3,0.049145765602588654,1629.7015380859375,R_A4,31,300.0224914550781,2018-01-01,STANDARD
52,0.0,0,5,300.163330078125,4,0.051675502210855484,1631.802490234375,R_A4,31,300.163330078125,2018-01-01,STANDARD
52,0.0,0,6,300.3041687011719,5,0.05591805651783943,1633.9033203125,R_A4,31,300.3041687011719,2018-01-01,STANDARD
52,0.0,0,7,300.15679931640625,5,0.054016273468732834,1631.7049560546875,R_A4,32,300.15679931640625,2018-01-01,STANDARD
51,0.0,0,8,300.3626708984375,5,0.05468600615859032,1634.77587890625,R_A4,32,300.3626708984375,2018-01-01,STANDARD
51,0.0,0,9,300.56634521484375,5,0.09675149619579315,1637.8135986328125,R_A4,33,300.56634521484375,2018-01-01,STANDARD
51,0.0,0,10,300.4423828125,4,0.05649914592504501,1635.9644775390625,R_A4,33,300.4423828125,2018-01-01,STANDARD
50,0.0,0,11,300.7414855957031,4,0.05978131666779518,1640.4254150390625,R_A4,33,300.7414855957031,2018-01-01,STANDARD
50,0.0,0,12,300.81488037109375,4,0.06288183480501175,1641.5201416015625,R_A4,34,300.81488037109375,2018-01-01,STANDARD
50,0.0,0,13,300.68463134765625,3,0.06172402203083038,1639.5777587890625,R_A4,34,300.68463134765625,2018-01-01,STANDARD
50,0.0,0,14,300.8777770996094,3,0.06091706082224846,1642.457763671875,R_A4,35,300.8777770996094,2018-01-01,STANDARD
50,0.0,0,15,300.7462158203125,2,0.19605182111263275,1640.49609375,R_A4,35,300.7462158203125,2018-01-01,STANDARD
49,0.0,0,16,300.9585266113281,2,0.23362042009830475,1643.662109375,R_A4,35,300.9585266113281,2018-01-01,STANDARD
49,0.0,0,17,300.8318786621094,1,0.22478032112121582,1641.7735595703125,R_A4,35,300.8318786621094,2018-01-01,STANDARD
49,0.0,0,18,301.0459899902344,30,0.08540349453687668,1644.966552734375,R_A4,36,301.0459899902344,2018-01-01,STANDARD
48,0.0,0,19,300.96771240234375,30,0.09816271811723709,1643.79931640625,R_A4,36,300.96771240234375,2018-01-01,STANDARD
48,0.0,0,20,301.3487854003906,30,0.2493916153907776,1649.4818115234375,R_A4,37,301.3487854003906,2018-01-01,STANDARD
48,0.0,0,21,300.9823913574219,29,0.6481541991233826,1644.01806640625,R_A4,37,300.9823913574219,2018-01-01,STANDARD
48,0.0,0,22,301.25360107421875,29,0.6481541991233826,1648.0623779296875,R_A4,38,301.25360107421875,2018-01-01,STANDARD
48,0.0,0,23,301.62530517578125,30,0.1853267252445221,1653.6048583984375,R_A4,38,301.62530517578125,2018-01-01,STANDARD
47,0.0,0,24,301.92742919921875,30,0.07003499567508698,1658.1094970703125,R_A4,38,301.92742919921875,2018-01-01,STANDARD
20,0.0,0,1,303.63641357421875,1,1.0,1682.835205078125,R_A5,31,303.63641357421875,2018-01-01,STANDARD
20,0.0,0,2,303.84033203125,2,1.0,1684.9869384765625,R_A5,31,303.84033203125,2018-01-01,STANDARD
20,0.0,0,3,304.04425048828125,3,1.0,1687.1387939453125,R_A5,31,304.04425048828125,2018-01-01,STANDARD
20,0.0,0,4,304.2481689453125,4,1.0,1689.29052734375,R_A5,31,304.2481689453125,2018-01-01,STANDARD
20,0.0,0,5,304.45208740234375,5,1.0,1691.4423828125,R_A5,31,304.45208740234375,2018-01-01,STANDARD
20,0.0,0,6,304.656005859375,6,1.0,1693.59423828125,R_A5,31,304.656005859375,2018-01-01,STANDARD
20,0.0,0,7,305.16571044921875,7,1.0,1695.74609375,R_A5,31,305.16571044921875,2018-01-01,STANDARD
21,0.0,0,8,304.8853454589844,8,1.0,1696.0145263671875,R_A5,31,304.8853454589844,2018-01-01,STANDARD
21,0.0,0,9,305.5389404296875,11,1.0,1702.9097900390625,R_A5,31,305.5389404296875,2018-01-01,STANDARD
21,0.0,0,10,305.7374267578125,12,1.0,1705.0042724609375,R_A5,31,305.7374267578125,2018-01-01,STANDARD
21,0.0,0,11,305.9478759765625,13,1.0,1707.0987548828125,R_A5,31,305.9478759765625,2018-01-01,STANDARD
21,0.0,0,12,306.1463928222656,14,1.0,1709.1932373046875,R_A5,31,306.1463928222656,2018-01-01,STANDARD
21,0.0,0,13,306.3448791503906,15,1.0,1711.2877197265625,R_A5,31,306.3448791503906,2018-01-01,STANDARD
21,0.0,0,14,306.6883850097656,16,1.0,1713.3822021484375,R_A5,31,306.6883850097656,2018-01-01,STANDARD
21,0.0,0,15,306.87542724609375,17,1.0,1715.3555908203125,R_A5,31,306.87542724609375,2018-01-01,STANDARD
21,0.0,0,16,306.9992980957031,18,1.0,1716.6627197265625,R_A5,31,306.9992980957031,2018-01-01,STANDARD
21,0.0,0,17,307.05462646484375,19,1.0,1717.2464599609375,R_A5,31,307.05462646484375,2018-01-01,STANDARD
21,0.0,0,18,307.02001953125,27,1.0,1718.538818359375,R_A5,31,307.02001953125,2018-01-01,STANDARD
21,0.0,0,19,307.2265625,28,1.0,1720.718017578125,R_A5,31,307.2265625,2018-01-01,STANDARD
21,0.0,0,20,307.7388916015625,29,1.0,1722.8973388671875,R_A5,31,307.7388916015625,2018-01-01,STANDARD
21,0.0,0,21,307.9454345703125,30,1.0,1725.07666015625,R_A5,31,307.9454345703125,2018-01-01,STANDARD
21,0.0,0,22,308.1519775390625,31,1.0,1727.2559814453125,R_A5,31,308.1519775390625,2018-01-01,STANDARD
42,0.0,0,1,305.1290283203125,1,1.0,1695.35888671875,R_A6,17,305.1290283203125,2018-01-01,STANDARD
42,0.0,0,2,305.2763671875,2,1.0,1696.913818359375,R_A6,17,305.2763671875,2018-01-01,STANDARD
42,0.0,0,3,305.4237060546875,3,1.0,1698.4686279296875,R_A6,17,305.4237060546875,2018-01-01,STANDARD
42,0.0,0,4,305.5710754394531,4,1.0,1700.0234375,R_A6,17,305.5710754394531,2018-01-01,STANDARD
42,0.0,0,5,305.7184143066406,5,1.0,1701.578369140625,R_A6,17,305.7184143066406,2018-01-01,STANDARD
42,0.0,0,6,305.8657531738281,6,1.0,1703.1331787109375,R_A6,17,305.8657531738281,2018-01-01,STANDARD
42,0.0,0,7,305.7140808105469,7,1.0,1704.6881103515625,R_A6,17,305.7140808105469,2018-01-01,STANDARD
42,0.0,0,8,305.8614196777344,8,1.0,1706.242919921875,R_A6,17,305.8614196777344,2018-01-01,STANDARD
42,0.0,0,9,306.3078308105469,9,1.0,1707.7978515625,R_A6,17,306.3078308105469,2018-01-01,STANDARD
42,0.0,0,10,306.1494140625,10,1.0,1709.3526611328125,R_A6,17,306.1494140625,2018-01-01,STANDARD
42,0.0,0,11,306.3340759277344,11,1.0,1711.300048828125,R_A6,17,306.3340759277344,2018-01-01,STANDARD
42,0.0,0,12,306.5558166503906,12,1.0,1713.6396484375,R_A6,17,306.5558166503906,2018-01-01,STANDARD
42,0.0,0,13,306.7895202636719,13,1.0,1715.9793701171875,R_A6,17,306.7895202636719,2018-01-01,STANDARD
42,0.0,0,14,307.0112609863281,14,1.0,1718.319091796875,R_A6,17,307.0112609863281,2018-01-01,STANDARD
42,0.0,0,15,307.2330322265625,15,1.0,1720.6588134765625,R_A6,17,307.2330322265625,2018-01-01,STANDARD
42,0.0,0,16,307.59979248046875,16,1.0,1722.99853515625,R_A6,17,307.59979248046875,2018-01-01,STANDARD
42,0.0,0,17,307.821533203125,17,1.0,1725.338134765625,R_A6,17,307.821533203125,2018-01-01,STANDARD
42,0.0,0,18,307.9641418457031,18,1.0,1726.8428955078125,R_A6,17,307.9641418457031,2018-01-01,STANDARD
42,0.0,0,19,307.9208984375,27,1.0,1728.044189453125,R_A6,17,307.9208984375,2018-01-01,STANDARD
42,0.0,0,20,308.39093017578125,28,1.0,1729.777099609375,R_A6,17,308.39093017578125,2018-01-01,STANDARD
42,0.0,0,21,308.55517578125,29,1.0,1731.510009765625,R_A6,17,308.55517578125,2018-01-01,STANDARD
42,0.0,0,22,308.71942138671875,30,1.0,1733.2427978515625,R_A6,17,308.71942138671875,2018-01-01,STANDARD
42,0.0,0,23,308.5778503417969,31,1.0,1734.9755859375,R_A6,17,308.5778503417969,2018-01-01,STANDARD
30,0.0,0,1,298.2873840332031,1,0.053929734975099564,1640.3563232421875,R_A2,22,298.2873840332031,2018-03-01,STANDARD
30,0.0,0,2,298.40521240234375,2,0.05425630509853363,1642.115234375,R_A2,22,298.40521240234375,2018-03-01,STANDARD
30,0.0,0,3,298.5230712890625,3,0.05807559937238693,1643.8740234375,R_A2,22,298.5230712890625,2018-03-01,STANDARD
30,0.0,0,4,298.6408996582031,4,0.06311506032943726,1645.6329345703125,R_A2,22,298.6408996582031,2018-03-01,STANDARD
30,0.0,0,5,298.7587585449219,5,0.06508007645606995,1647.391845703125,R_A2,22,298.7587585449219,2018-03-01,STANDARD
30,0.0,0,6,298.919921875,6,0.30923765897750854,1649.150634765625,R_A2,22,298.919921875,2018-03-01,STANDARD
30,0.0,0,7,299.0455017089844,7,0.8783910870552063,1650.9095458984375,R_A2,22,299.0455017089844,2018-03-01,STANDARD
30,0.0,0,8,299.17083740234375,8,0.8604520559310913,1652.66845703125,R_A2,22,299.17083740234375,2018-03-01,STANDARD
30,0.0,0,9,299.2931213378906,9,0.8718326091766357,1654.42724609375,R_A2,22,299.2931213378906,2018-03-01,STANDARD
30,0.0,0,10,299.5516052246094,10,0.8837746977806091,1656.1861572265625,R_A2,22,299.5516052246094,2018-03-01,STANDARD
30,0.0,0,11,299.9326171875,11,0.06917664408683777,1658.100341796875,R_A2,22,299.9326171875,2018-03-01,STANDARD
30,0.0,0,12,300.0714111328125,12,0.07399402558803558,1660.1700439453125,R_A2,22,300.0714111328125,2018-03-01,STANDARD
30,0.0,0,13,300.2109069824219,13,0.43206387758255005,1662.23974609375,R_A2,22,300.2109069824219,2018-03-01,STANDARD
30,0.0,0,14,300.35101318359375,14,0.4740482270717621,1664.3094482421875,R_A2,22,300.35101318359375,2018-03-01,STANDARD
30,0.0,0,15,300.4930114746094,15,0.8992594480514526,1666.379150390625,R_A2,22,300.4930114746094,2018-03-01,STANDARD
30,0.0,0,16,300.6333312988281,16,0.9228416681289673,1668.4488525390625,R_A2,22,300.6333312988281,2018-03-01,STANDARD
30,0.0,0,17,300.7734069824219,17,0.8710787892341614,1670.5185546875,R_A2,22,300.7734069824219,2018-03-01,STANDARD
30,0.0,0,18,300.88775634765625,18,0.9362556338310242,1672.221923828125,R_A2,22,300.88775634765625,2018-03-01,STANDARD
30,0.0,0,19,302.4305114746094,27,0.7667278051376343,1673.74267578125,R_A2,22,302.4305114746094,2018-03-01,STANDARD
30,0.0,0,20,301.4339599609375,28,0.6539605855941772,1675.447021484375,R_A2,22,301.4339599609375,2018-03-01,STANDARD
29,0.0,0,21,301.5853576660156,28,0.6483229398727417,1679.603515625,R_A2,22,301.5853576660156,2018-03-01,STANDARD
29,2.88159451855563e-09,0,22,301.9883728027344,29,1.0,1681.361572265625,R_A2,22,301.9883728027344,2018-03-01,STANDARD
29,1.192629870729045e-12,0,23,302.41357421875,30,1.0,1683.1197509765625,R_A2,22,302.41357421875,2018-03-01,STANDARD
29,1.1889122575325928e-08,0,24,302.247314453125,31,1.000000238418579,1684.8778076171875,R_A2,22,302.247314453125,2018-03-01,STANDARD
20,-3.843466378494753e-10,0,1,284.26953125,1,1.0,1682.835205078125,R_A5,31,284.26953125,2018-04-28,STANDARD
20,-5.041808637251677e-10,0,2,284.473388671875,2,1.0,1684.9869384765625,R_A5,31,284.473388671875,2018-04-28,STANDARD
20,-4.721264490470389e-10,0,3,284.6772766113281,3,1.0,1687.1387939453125,R_A5,31,284.6772766113281,2018-04-28,STANDARD
20,-4.6175394063929787e-10,0,4,284.8810729980469,4,1.0,1689.29052734375,R_A5,31,284.8810729980469,2018-04-28,STANDARD
20,-4.820023269402895e-10,0,5,285.0848083496094,5,1.0,1691.4423828125,R_A5,31,285.0848083496094,2018-04-28,STANDARD
20,-4.5518572244773736e-10,0,6,285.28851318359375,6,1.0,1693.59423828125,R_A5,31,285.28851318359375,2018-04-28,STANDARD
20,-1.695051043970608e-10,0,7,285.8450927734375,7,1.0,1695.74609375,R_A5,31,285.8450927734375,2018-04-28,STANDARD
21,-9.491492924951217e-09,0,8,285.30609130859375,8,0.9999998211860657,1696.0145263671875,R_A5,31,285.30609130859375,2018-04-28,STANDARD
21,-3.8091241272297793e-10,0,9,283.1387939453125,11,1.0,1702.9097900390625,R_A5,31,283.1387939453125,2018-04-28,STANDARD
21,-2.737779725148215e-10,0,10,283.2328186035156,12,1.0,1705.0042724609375,R_A5,31,283.2328186035156,2018-04-28,STANDARD
21,-1.501899299372056e-11,0,11,283.44329833984375,13,1.0,1707.0987548828125,R_A5,31,283.44329833984375,2018-04-28,STANDARD
21,-1.4811938134351443e-11,0,12,283.64215087890625,14,1.0,1709.1932373046875,R_A5,31,283.64215087890625,2018-04-28,STANDARD
21,-5.691436471416678e-12,0,13,283.8412780761719,15,1.0,1711.2877197265625,R_A5,31,283.8412780761719,2018-04-28,STANDARD
21,-7.41662536506843e-13,0,14,284.1900329589844,16,1.0,1713.3822021484375,R_A5,31,284.1900329589844,2018-04-28,STANDARD
21,-1.0628400286608053e-12,0,15,284.38232421875,17,1.0,1715.3555908203125,R_A5,31,284.38232421875,2018-04-28,STANDARD
21,-6.315606403736046e-14,0,16,284.508544921875,18,1.0,1716.6627197265625,R_A5,31,284.508544921875,2018-04-28,STANDARD
21,0.0,0,17,284.5647888183594,19,1.0,1717.2464599609375,R_A5,31,284.5647888183594,2018-04-28,STANDARD
21,-4.082082843406484e-14,0,18,287.3503723144531,27,1.0,1718.538818359375,R_A5,31,287.3503723144531,2018-04-28,STANDARD
21,-4.226059470901697e-14,0,19,287.5751953125,28,1.0,1720.718017578125,R_A5,31,287.5751953125,2018-04-28,STANDARD
21,-1.6515458124936546e-18,0,20,297.5721435546875,29,1.0,1722.8973388671875,R_A5,31,297.5721435546875,2018-04-28,STANDARD
21,-7.519173550096457e-21,0,21,304.2975769042969,30,1.0,1725.07666015625,R_A5,31,304.2975769042969,2018-04-28,STANDARD
21,-1.377830294629718e-23,0,22,306.7621154785156,31,1.0,1727.2559814453125,R_A5,31,306.7621154785156,2018-04-28,STANDARD
41,0.0,0,1,275.7483825683594,1,0.6514374017715454,1609.568115234375,R_A3,28,275.7483825683594,2018-07-03,STANDARD
41,0.0,0,2,275.8876647949219,2,0.11882750689983368,1611.60400390625,R_A3,28,275.8876647949219,2018-07-03,STANDARD
41,0.0,0,3,276.0233459472656,3,0.1303897649049759,1613.639892578125,R_A3,28,276.0233459472656,2018-07-03,STANDARD
41,0.0,0,4,276.1595458984375,4,0.19619904458522797,1615.6756591796875,R_A3,28,276.1595458984375,2018-07-03,STANDARD
41,0.0,0,5,275.5729064941406,4,0.3153499960899353,1606.67578125,R_A3,29,275.5729064941406,2018-07-03,STANDARD
41,0.0,0,6,275.9255676269531,5,0.8032094240188599,1608.710205078125,R_A3,29,275.9255676269531,2018-07-03,STANDARD
41,0.0,0,7,276.05596923828125,6,0.6502237915992737,1610.74462890625,R_A3,29,276.05596923828125,2018-07-03,STANDARD
41,0.0,0,8,276.2178649902344,7,0.1977231353521347,1612.779052734375,R_A3,29,276.2178649902344,2018-07-03,STANDARD
41,0.0,0,9,276.3542785644531,8,0.2964685261249542,1614.8133544921875,R_A3,29,276.3542785644531,2018-07-03,STANDARD
41,0.0,0,10,276.64288330078125,9,0.7948984503746033,1616.84765625,R_A3,29,276.64288330078125,2018-07-03,STANDARD
41,0.0,0,11,280.0516052246094,10,0.7939329147338867,1618.882080078125,R_A3,29,280.0516052246094,2018-07-03,STANDARD
41,0.0,0,12,289.69287109375,11,0.04659651592373848,1621.03369140625,R_A3,29,289.69287109375,2018-07-03,STANDARD
41,0.0,0,13,289.8446044921875,12,0.053691715002059937,1623.302734375,R_A3,29,289.8446044921875,2018-07-03,STANDARD
41,0.0,0,14,289.997314453125,13,0.37440940737724304,1625.5718994140625,R_A3,29,289.997314453125,2018-07-03,STANDARD
41,0.0,0,15,290.6491394042969,15,0.6031578779220581,1630.1099853515625,R_A3,29,290.6491394042969,2018-07-03,STANDARD
41,0.0,0,16,290.80908203125,16,0.8082453608512878,1631.89208984375,R_A3,29,290.80908203125,2018-07-03,STANDARD
41,0.0,0,17,283.01824951171875,27,0.22706301510334015,1634.283203125,R_A3,29,283.01824951171875,2018-07-03,STANDARD
41,0.0,0,18,283.2559509277344,28,0.04639453440904617,1637.7596435546875,R_A3,29,283.2559509277344,2018-07-03,STANDARD
41,0.0,0,19,283.4878845214844,29,0.04885555058717728,1641.2362060546875,R_A3,29,283.4878845214844,2018-07-03,STANDARD
41,0.0,0,20,283.77740478515625,30,0.6521868705749512,1644.712646484375,R_A3,29,283.77740478515625,2018-07-03,STANDARD
41,0.0,0,21,284.2017517089844,31,0.06677862256765366,1648.189208984375,R_A3,29,284.2017517089844,2018-07-03,STANDARD
52,0.0,0,1,277.0555114746094,1,0.06713932007551193,1631.9722900390625,R_A4,30,277.0555114746094,2018-09-12,STANDARD
52,0.0,0,2,276.77239990234375,1,0.09763915836811066,1625.499755859375,R_A4,31,276.77239990234375,2018-09-12,STANDARD
52,0.0,0,3,276.9122619628906,2,0.0485241673886776,1627.6007080078125,R_A4,31,276.9122619628906,2018-09-12,STANDARD
52,0.0,0,4,277.05224609375,3,0.04925212264060974,1629.7015380859375,R_A4,31,277.05224609375,2018-09-12,STANDARD
52,0.0,0,5,277.1922607421875,4,0.051789540797472,1631.802490234375,R_A4,31,277.1922607421875,2018-09-12,STANDARD
52,0.0,0,6,277.3323059082031,5,0.05602512136101723,1633.9033203125,R_A4,31,277.3323059082031,2018-09-12,STANDARD
52,0.0,0,7,277.3560791015625,5,0.05413099750876427,1631.7049560546875,R_A4,32,277.3560791015625,2018-09-12,STANDARD
51,0.0,0,8,277.3399353027344,5,0.054850175976753235,1634.77587890625,R_A4,32,277.3399353027344,2018-09-12,STANDARD
51,0.0,0,9,277.7636413574219,5,0.097092404961586,1637.8135986328125,R_A4,33,277.7636413574219,2018-09-12,STANDARD
51,0.0,0,10,277.64080810546875,4,0.05664816126227379,1635.9644775390625,R_A4,33,277.64080810546875,2018-09-12,STANDARD
50,0.0,0,11,277.8051452636719,4,0.05998929962515831,1640.4254150390625,R_A4,33,277.8051452636719,2018-09-12,STANDARD
50,0.0,0,12,278.1262512207031,4,0.0631045326590538,1641.5201416015625,R_A4,34,278.1262512207031,2018-09-12,STANDARD
50,0.0,0,13,277.996826171875,3,0.0619291327893734,1639.5777587890625,R_A4,34,277.996826171875,2018-09-12,STANDARD
50,0.0,0,14,278.40325927734375,3,0.061145707964897156,1642.457763671875,R_A4,35,278.40325927734375,2018-09-12,STANDARD
50,0.0,0,15,278.2739562988281,2,0.1962611973285675,1640.49609375,R_A4,35,278.2739562988281,2018-09-12,STANDARD
49,0.0,0,16,278.2453308105469,2,0.23225651681423187,1643.662109375,R_A4,35,278.2453308105469,2018-09-12,STANDARD
49,0.0,0,17,278.1178894042969,1,0.22333456575870514,1641.7735595703125,R_A4,35,278.1178894042969,2018-09-12,STANDARD
49,0.0,0,18,277.6802978515625,30,0.08901651203632355,1644.966552734375,R_A4,36,277.6802978515625,2018-09-12,STANDARD
48,0.0,0,19,277.08056640625,30,0.1099524274468422,1643.79931640625,R_A4,36,277.08056640625,2018-09-12,STANDARD
48,0.0,0,20,278.1241760253906,30,0.23487381637096405,1649.4818115234375,R_A4,37,278.1241760253906,2018-09-12,STANDARD
48,0.0,0,21,277.7914733886719,29,0.6594138145446777,1644.01806640625,R_A4,37,277.7914733886719,2018-09-12,STANDARD
48,0.0,0,22,278.6747741699219,29,0.662977397441864,1648.0623779296875,R_A4,38,278.6747741699219,2018-09-12,STANDARD
48,0.0,0,23,278.8929138183594,30,0.20739109814167023,1653.6048583984375,R_A4,38,278.8929138183594,2018-09-12,STANDARD
47,0.0,0,24,278.8089904785156,30,0.08413821458816528,1658.1094970703125,R_A4,38,278.8089904785156,2018-09-12,STANDARD
42,6.602542414508466e-16,0,1,279.31390380859375,1,1.0,1695.35888671875,R_A6,17,279.31390380859375,2018-11-07,STANDARD
42,4.47161398349754e-16,0,2,279.46002197265625,2,1.0,1696.913818359375,R_A6,17,279.46002197265625,2018-11-07,STANDARD
42,3.275609814721572e-16,0,3,279.6036071777344,3,1.0,1698.4686279296875,R_A6,17,279.6036071777344,2018-11-07,STANDARD
42,2.8765294475293203e-16,0,4,279.7436218261719,4,1.0,1700.0234375,R_A6,17,279.7436218261719,2018-11-07,STANDARD
42,4.314179675360527e-16,0,5,279.88189697265625,5,1.0,1701.578369140625,R_A6,17,279.88189697265625,2018-11-07,STANDARD
42,2.2083273794673564e-14,0,6,280.02313232421875,6,1.0,1703.1331787109375,R_A6,17,280.02313232421875,2018-11-07,STANDARD
42,3.991616336507936e-14,0,7,279.8706359863281,7,1.0,1704.6881103515625,R_A6,17,279.8706359863281,2018-11-07,STANDARD
42,3.137988051913135e-14,0,8,280.0204772949219,8,1.0,1706.242919921875,R_A6,17,280.0204772949219,2018-11-07,STANDARD
42,1.835442893185395e-15,0,9,280.4817810058594,9,1.0,1707.7978515625,R_A6,17,280.4817810058594,2018-11-07,STANDARD
42,6.113685946385061e-13,0,10,280.3580627441406,10,1.0,1709.3526611328125,R_A6,17,280.3580627441406,2018-11-07,STANDARD
