ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,8388637,1324735,856379,597196,84085158
Valysar,CentralSouth,49494046,9053754,6750555,4707500,662816023
Valysar,CentralNorth,32284798,5582927,4074796,2841559,400091573
Valysar,NorthHorst,3016613,457394,268620,165000,32323493
Valysar,CentralRamp,14046678,1959747,1237387,862892,121495229
Valysar,CentralHorst,83079876,13651435,10197812,7111445,1001291451
Valysar,EastLowland,212016,20203,1602,1117,157278
Therys,WestLowland,4009647,722801,371187,258847,36445714
Therys,CentralSouth,3670948,909816,664607,463464,65255728
Therys,CentralNorth,13464635,2698236,1533529,1069406,150572425
Therys,NorthHorst,6101028,851962,339654,208633,40871120
Therys,CentralRamp,6878221,1541358,1158215,807682,113721566
Therys,CentralHorst,24367997,6006107,4658853,3248852,457438335
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,692277,123609,86807,60535,8523289
Volon,CentralSouth,22891677,4225605,3079884,2147758,302404266
Volon,CentralNorth,2373227,331751,160266,111761,15735985
Volon,NorthHorst,3608480,650593,487400,299386,58649621
Volon,CentralRamp,12882533,2422310,1875444,1307841,184143980
Volon,CentralHorst,75696966,13821424,10594332,7387959,1040224581
Volon,EastLowland,0,0,0,0,0
