Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:42:45
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       255991654.21         39149643.06         27543285.53         17322820.79
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  255991654.21         39149643.06         27543285.53         17322820.79
MidReek    1                       213414951.02         34542026.33         24201990.72         15221377.55
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  213414951.02         34542026.33         24201990.72         15221377.55
LowerReek  1                       110117393.05         18474659.10         13223972.35          8316963.61
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  110117393.05         18474659.10         13223972.35          8316963.61
Totals     1                       579523998.28         92166328.49         64969248.60         40861161.95
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  579523998.28         92166328.49         64969248.60         40861161.95
