FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,447979.0,0.0,447979.0,81397678.0,0.0,63084367.0,63084367.0,84812297.0,642470.0,84169827.0,0.0,642470.0,WestLowland,Valysar
2,6224942.0,0.0,6224942.0,14803163.0,0.0,876596343.0,876596343.0,24233157.0,8924763.0,15308394.0,0.0,8924763.0,CentralSouth,Valysar
3,3614959.0,0.0,3614959.0,11192016.0,0.0,509058579.0,509058579.0,16755682.0,5182401.0,11573280.0,0.0,5182401.0,CentralNorth,Valysar
4,126199.0,90952.0,217151.0,3107199.0,592183916.0,24726160.0,616910076.0,5966143.0,205471.0,3213775.0,2546897.0,2752368.0,NorthHorst,Valysar
5,1117036.0,0.0,1117036.0,690161.0,0.0,157301039.0,157301039.0,2316234.0,1602302.0,713932.0,0.0,1602302.0,CentralRamp,Valysar
6,7769583.0,0.0,7769583.0,6490199.0,-0.0,1094112689.0,1094112689.0,17859826.0,11146700.0,6713126.0,0.0,11146700.0,CentralHorst,Valysar
7,413831.0,0.0,413831.0,37202464.0,0.0,58275630.0,58275630.0,39050704.0,593396.0,38457309.0,0.0,593396.0,EastLowland,Valysar
8,105892.0,0.0,105892.0,108115496.0,0.0,14911654.0,14911654.0,111948108.0,151855.0,111796253.0,0.0,151855.0,WestLowland,Therys
9,637357.0,0.0,637357.0,5728134.0,0.0,89752597.0,89752597.0,6837613.0,913521.0,5924092.0,0.0,913521.0,CentralSouth,Therys
10,1300049.0,0.0,1300049.0,12154616.0,0.0,183072850.0,183072850.0,14431952.0,1863478.0,12568474.0,0.0,1863478.0,CentralNorth,Therys
11,273623.0,75321.0,348944.0,3841443.0,488461506.0,53611033.0,542072539.0,6518011.0,445524.0,3973048.0,2099438.0,2544962.0,NorthHorst,Therys
12,849095.0,0.0,849095.0,386978.0,0.0,119569599.0,119569599.0,1617896.0,1217612.0,400284.0,0.0,1217612.0,CentralRamp,Therys
13,4149600.0,0.0,4149600.0,4550337.0,0.0,584346662.0,584346662.0,10657936.0,5951816.0,4706119.0,0.0,5951816.0,CentralHorst,Therys
14,0.0,0.0,0.0,18131373.0,0.0,0.0,0.0,18738828.0,0.0,18738828.0,0.0,0.0,EastLowland,Therys
15,1319.0,0.0,1319.0,80417196.0,0.0,185807.0,185807.0,83145997.0,1892.0,83144105.0,0.0,1892.0,WestLowland,Volon
16,2907257.0,0.0,2907257.0,34113380.0,0.0,409399890.0,409399890.0,39441382.0,4167446.0,35273937.0,0.0,4167446.0,CentralSouth,Volon
17,45833.0,0.0,45833.0,6520652.0,-0.0,6454158.0,6454158.0,6808158.0,65688.0,6742470.0,0.0,65688.0,CentralNorth,Volon
18,431620.0,20329.0,451949.0,1666741.0,131553981.0,84567245.0,216121226.0,2991692.0,702736.0,1723732.0,565224.0,1267960.0,NorthHorst,Volon
19,1107973.0,0.0,1107973.0,872425.0,0.0,156024766.0,156024766.0,2490763.0,1588418.0,902345.0,0.0,1588418.0,CentralRamp,Volon
20,6919544.0,0.0,6919544.0,8566552.0,0.0,974410190.0,974410190.0,18783470.0,9923465.0,8860005.0,0.0,9923465.0,CentralHorst,Volon
21,0.0,0.0,0.0,32056962.0,0.0,0.0,0.0,33138464.0,0.0,33138464.0,0.0,0.0,EastLowland,Volon
