Well,MD,x,y,TVD,Block,Deactivated,IsochoreThickness,IsochoreThicknessChange,TopDz,TopDzChange,BaseDz,BaseDzChange,TrueZone,CalcZone,Match,Fix
OP_3,1006.79,462247.97,5932622.22,823.82,-,-,-999.00,-999.00,-999.00,-999.00,846.01,-0.02,0,0,Y,-
OP_3,1040.94,462267.13,5932605.88,846.89,-,-,-999.00,-999.00,-999.00,-999.00,822.59,-0.02,0,0,Y,-
OP_3,1074.27,462286.29,5932589.50,868.71,-,-,-999.00,-999.00,-999.00,-999.00,800.46,-0.02,0,0,Y,-
OP_3,1106.83,462305.45,5932573.11,889.31,-,-,-999.00,-999.00,-999.00,-999.00,779.61,-0.02,0,0,Y,-
OP_3,1138.65,462324.60,5932556.68,908.68,-,-,-999.00,-999.00,-999.00,-999.00,759.98,-0.02,0,0,Y,-
OP_3,1169.74,462343.75,5932540.24,926.84,-,-,-999.00,-999.00,-999.00,-999.00,741.57,-0.02,0,0,Y,-
OP_3,1200.16,462362.90,5932523.79,943.80,-,-,-999.00,-999.00,-999.00,-999.00,724.43,-0.02,0,0,Y,-
OP_3,1229.93,462382.03,5932507.32,959.58,-,-,-999.00,-999.00,-999.00,-999.00,708.54,-0.02,0,0,Y,-
OP_3,1259.09,462401.14,5932490.84,974.19,-,-,-999.00,-999.00,-999.00,-999.00,693.89,-0.02,0,0,Y,-
OP_3,1287.68,462420.23,5932474.35,987.65,-,-,-999.00,-999.00,-999.00,-999.00,680.37,-0.02,0,0,Y,-
OP_3,1315.73,462439.29,5932457.87,999.98,-,-,-999.00,-999.00,-999.00,-999.00,667.61,-0.02,0,0,Y,-
OP_3,1343.29,462458.32,5932441.40,1011.19,-,-,-999.00,-999.00,-999.00,-999.00,655.74,-0.02,0,0,Y,-
OP_3,1370.38,462477.31,5932424.94,1021.32,-,-,-999.00,-999.00,-999.00,-999.00,644.96,-0.02,0,0,Y,-
OP_3,1397.05,462496.24,5932408.51,1030.39,-,-,-999.00,-999.00,-999.00,-999.00,635.28,-0.02,0,0,Y,-
OP_3,1423.32,462515.13,5932392.10,1038.42,-,-,-999.00,-999.00,-999.00,-999.00,626.70,-0.02,0,0,Y,-
OP_3,1449.69,462534.27,5932375.44,1045.55,-,-,-999.00,-999.00,-999.00,-999.00,619.08,-0.02,0,0,Y,-
OP_3,1475.73,462553.36,5932358.81,1051.66,-,-,-999.00,-999.00,-999.00,-999.00,612.55,-0.02,0,0,Y,-
OP_3,1501.47,462572.37,5932342.23,1056.79,-,-,-999.00,-999.00,-999.00,-999.00,607.16,-0.02,0,0,Y,-
OP_3,1526.95,462591.31,5932325.70,1060.96,-,-,-999.00,-999.00,-999.00,-999.00,602.85,-0.02,0,0,Y,-
OP_3,1552.19,462610.16,5932309.22,1064.20,-,-,-999.00,-999.00,-999.00,-999.00,599.57,-0.02,0,0,Y,-
OP_3,1577.69,462629.25,5932292.51,1066.58,-,-,-999.00,-999.00,-999.00,-999.00,597.33,-0.02,0,0,Y,-
OP_3,1602.99,462648.26,5932275.87,1068.06,-,-,-999.00,-999.00,-999.00,-999.00,596.05,-0.02,0,0,Y,-
OP_3,1628.13,462667.15,5932259.30,1068.68,-,-,-999.00,-999.00,-999.00,-999.00,595.57,-0.01,0,0,Y,-
OP_3,1653.60,462686.29,5932242.50,1068.47,-,-,-999.00,-999.00,-999.00,-999.00,595.88,-0.01,0,0,Y,-
OP_3,1678.95,462705.32,5932225.78,1067.42,-,-,-999.00,-999.00,-999.00,-999.00,597.03,-0.01,0,0,Y,-
OP_3,1704.18,462724.21,5932209.16,1065.58,-,-,-999.00,-999.00,-999.00,-999.00,599.10,-0.01,0,0,Y,-
OP_3,1729.81,462743.35,5932192.32,1062.93,-,-,-999.00,-999.00,-999.00,-999.00,602.09,-0.01,0,0,Y,-
OP_3,1755.25,462762.27,5932175.66,1059.55,-,-,-999.00,-999.00,-999.00,-999.00,605.77,-0.01,0,0,Y,-
OP_3,1780.63,462781.20,5932159.21,1055.66,-,-,-999.00,-999.00,-999.00,-999.00,609.83,-0.01,0,0,Y,-
OP_3,1806.38,462800.68,5932142.88,1051.52,-,-,-999.00,-999.00,-999.00,-999.00,613.94,-0.01,0,0,Y,-
OP_3,1831.91,462820.44,5932127.23,1047.54,-,-,-999.00,-999.00,-999.00,-999.00,617.73,-0.01,0,0,Y,-
OP_3,1857.46,462840.70,5932112.12,1043.79,-,-,-999.00,-999.00,-999.00,-999.00,621.30,-0.01,0,0,Y,-
OP_3,1882.88,462861.28,5932097.62,1040.28,-,-,-999.00,-999.00,-999.00,-999.00,624.65,-0.00,0,0,Y,-
OP_3,1908.12,462882.10,5932083.71,1037.03,-,-,-999.00,-999.00,-999.00,-999.00,627.74,-0.00,0,0,Y,-
OP_3,1933.65,462903.50,5932070.13,1033.99,-,-,-999.00,-999.00,-999.00,-999.00,630.65,-0.00,0,0,Y,-
OP_3,1958.98,462925.04,5932057.11,1031.23,-,-,-999.00,-999.00,-999.00,-999.00,633.34,-0.00,0,0,Y,-
OP_3,1984.54,462947.08,5932044.40,1028.70,-,-,-999.00,-999.00,-999.00,-999.00,635.92,-0.00,0,0,Y,-
OP_3,2009.85,462969.15,5932032.22,1026.45,-,-,-999.00,-999.00,-999.00,-999.00,638.33,-0.00,0,0,Y,-
OP_3,2035.36,462991.64,5932020.33,1024.46,-,-,-999.00,-999.00,-999.00,-999.00,640.59,-0.00,0,0,Y,-
OP_3,2060.57,463014.07,5932008.96,1022.77,-,-,-999.00,-999.00,-999.00,-999.00,642.58,-0.00,0,0,Y,-
OP_3,2085.96,463036.85,5931997.86,1021.34,-,-,-999.00,-999.00,-999.00,-999.00,644.15,-0.00,0,0,Y,-
OP_3,2110.99,463059.50,5931987.25,1020.22,-,-,-999.00,-999.00,-999.00,-999.00,645.22,-0.00,0,0,Y,-
OP_3,2136.16,463082.42,5931976.89,1019.39,-,-,-999.00,-999.00,-999.00,-999.00,645.93,0.00,0,0,Y,-
OP_3,2161.44,463105.60,5931966.80,1018.85,-,-,-999.00,-999.00,-999.00,-999.00,646.26,0.00,0,0,Y,-
OP_3,2186.83,463129.01,5931956.97,1018.62,-,-,-999.00,-999.00,-999.00,-999.00,646.24,0.00,0,0,Y,-
OP_3,2212.31,463152.61,5931947.39,1018.72,-,-,-999.00,-999.00,-999.00,-999.00,645.77,0.00,0,0,Y,-
OP_3,2237.35,463175.92,5931938.26,1019.14,-,-,-999.00,-999.00,-999.00,-999.00,644.95,0.00,0,0,Y,-
OP_3,2262.44,463199.37,5931929.37,1019.90,-,-,-999.00,-999.00,-999.00,-999.00,643.85,0.00,0,0,Y,-
OP_3,2287.57,463222.94,5931920.72,1021.00,-,-,-999.00,-999.00,-999.00,-999.00,642.44,0.00,0,0,Y,-
OP_3,2312.73,463246.61,5931912.31,1022.47,-,-,-999.00,-999.00,-999.00,-999.00,640.80,0.00,0,0,Y,-
OP_3,2337.90,463270.34,5931904.14,1024.30,-,-,-999.00,-999.00,-999.00,-999.00,638.81,0.00,0,0,Y,-
OP_3,2363.06,463294.12,5931896.21,1026.52,-,-,-999.00,-999.00,-999.00,-999.00,636.45,0.00,0,0,Y,-
OP_3,2388.22,463317.93,5931888.51,1029.13,-,-,-999.00,-999.00,-999.00,-999.00,633.67,0.00,0,0,Y,-
OP_3,2413.85,463342.21,5931880.90,1032.21,-,-,-999.00,-999.00,-999.00,-999.00,630.33,0.00,0,0,Y,-
OP_3,2439.45,463366.47,5931873.53,1035.74,-,-,-999.00,-999.00,-999.00,-999.00,626.52,0.00,0,0,Y,-
OP_3,2464.99,463390.66,5931866.40,1039.71,-,-,-999.00,-999.00,-999.00,-999.00,622.22,0.00,0,0,Y,-
OP_3,2490.46,463414.78,5931859.51,1044.14,-,-,-999.00,-999.00,-999.00,-999.00,617.32,0.00,0,0,Y,-
OP_3,2516.36,463439.27,5931852.73,1049.15,-,-,-999.00,-999.00,-999.00,-999.00,611.29,0.00,0,0,Y,-
OP_3,2542.17,463463.62,5931846.19,1054.67,-,-,-999.00,-999.00,-999.00,-999.00,604.19,0.00,0,0,Y,-
OP_3,2568.38,463488.27,5931839.77,1060.84,-,-,-999.00,-999.00,-999.00,-999.00,596.55,0.00,0,0,Y,-
OP_3,2594.47,463512.72,5931833.61,1067.56,-,-,-999.00,-999.00,-999.00,-999.00,588.31,0.00,0,0,Y,-
OP_3,2620.94,463537.40,5931827.58,1075.00,-,-,-999.00,-999.00,-999.00,-999.00,579.00,0.00,0,0,Y,-
OP_3,2647.28,463561.80,5931821.81,1083.04,-,-,-999.00,-999.00,-999.00,-999.00,568.91,0.00,0,0,Y,-
OP_3,2673.97,463586.35,5931816.19,1091.88,-,-,-999.00,-999.00,-999.00,-999.00,558.03,0.00,0,0,Y,-
OP_3,2701.01,463611.00,5931810.74,1101.56,-,-,-999.00,-999.00,-999.00,-999.00,546.28,0.00,0,0,Y,-
OP_3,2728.39,463635.69,5931805.46,1112.15,-,-,-999.00,-999.00,-999.00,-999.00,533.33,0.00,0,0,Y,-
OP_3,2756.09,463660.36,5931800.38,1123.69,-,-,-999.00,-999.00,-999.00,-999.00,519.27,0.00,0,0,Y,-
OP_3,2784.13,463684.94,5931795.49,1136.25,-,-,-999.00,-999.00,-999.00,-999.00,504.22,0.00,0,0,Y,-
OP_3,2812.98,463709.78,5931790.75,1150.12,-,-,-999.00,-999.00,-999.00,-999.00,487.95,0.00,0,0,Y,-
OP_3,2842.17,463734.38,5931786.24,1165.18,-,-,-999.00,-999.00,-999.00,-999.00,471.20,0.00,0,0,Y,-
OP_3,2872.18,463759.02,5931781.92,1181.76,-,-,-999.00,-999.00,-999.00,-999.00,453.40,0.00,0,0,Y,-
OP_3,2903.53,463783.97,5931777.75,1200.27,-,-,-999.00,-999.00,-999.00,-999.00,433.67,0.00,0,0,Y,-
OP_3,2935.76,463808.67,5931773.84,1220.60,-,-,-999.00,-999.00,-999.00,-999.00,412.17,0.00,0,0,Y,-
OP_3,2969.90,463833.65,5931770.11,1243.55,-,-,-999.00,-999.00,-999.00,-999.00,388.33,0.00,0,0,Y,-
OP_3,3006.02,463858.61,5931766.63,1269.41,-,-,-999.00,-999.00,-999.00,-999.00,362.01,0.00,0,0,Y,-
OP_3,3044.74,463883.54,5931763.43,1298.87,-,-,-999.00,-999.00,-999.00,-999.00,332.03,0.00,0,0,Y,-
OP_3,3087.27,463908.53,5931760.55,1333.15,-,-,-999.00,-999.00,-999.00,-999.00,297.38,0.00,0,0,Y,-
OP_3,3135.46,463933.61,5931758.05,1374.20,-,-,-999.00,-999.00,-999.00,-999.00,256.09,0.00,0,0,Y,-
OP_3,3192.56,463958.71,5931756.08,1425.42,-,-,-999.00,-999.00,-999.00,-999.00,204.98,-0.00,0,0,Y,-
OP_3,3266.95,463983.83,5931754.97,1495.38,-,-,-999.00,-999.00,-999.00,-999.00,135.11,-0.00,0,0,Y,-
OP_3,3459.00,464013.04,5931757.87,1684.69,-,-,-999.00,-999.00,11.55,0.02,-999.00,-999.00,4,4,Y,-
OP_4,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,1657.42,-0.00,0,0,Y,-
OP_4,98.41,461791.53,5933005.08,95.61,-,-,-999.00,-999.00,-999.00,-999.00,1560.97,-0.00,0,0,Y,-
OP_4,200.91,461772.09,5933020.93,195.00,-,-,-999.00,-999.00,-999.00,-999.00,1460.67,0.00,0,0,Y,-
OP_4,297.27,461752.61,5933036.81,288.02,-,-,-999.00,-999.00,-999.00,-999.00,1366.71,0.00,0,0,Y,-
OP_4,385.61,461733.15,5933052.68,372.71,-,-,-999.00,-999.00,-999.00,-999.00,1281.05,0.00,0,0,Y,-
OP_4,465.37,461713.74,5933068.50,448.44,-,-,-999.00,-999.00,-999.00,-999.00,1204.45,0.00,0,0,Y,-
OP_4,537.23,461694.34,5933084.32,515.79,-,-,-999.00,-999.00,-999.00,-999.00,1136.37,0.00,0,0,Y,-
OP_4,601.94,461674.93,5933100.14,575.45,-,-,-999.00,-999.00,-999.00,-999.00,1076.06,0.00,0,0,Y,-
OP_4,660.29,461655.53,5933115.96,628.15,-,-,-999.00,-999.00,-999.00,-999.00,1022.74,0.00,0,0,Y,-
OP_4,713.51,461635.98,5933131.89,675.01,-,-,-999.00,-999.00,-999.00,-999.00,975.30,0.00,0,0,Y,-
OP_4,762.08,461616.39,5933147.86,716.48,-,-,-999.00,-999.00,-999.00,-999.00,933.28,0.00,0,0,Y,-
OP_4,806.95,461596.81,5933163.83,753.56,-,-,-999.00,-999.00,-999.00,-999.00,895.70,0.00,0,0,Y,-
OP_4,849.19,461577.32,5933179.72,787.50,-,-,-999.00,-999.00,-999.00,-999.00,861.20,0.00,0,0,Y,-
OP_4,890.06,461557.74,5933195.68,819.62,-,-,-999.00,-999.00,-999.00,-999.00,828.49,0.00,0,0,Y,-
OP_4,929.72,461538.28,5933211.54,850.33,-,-,-999.00,-999.00,-999.00,-999.00,797.21,0.00,0,0,Y,-
OP_4,969.29,461518.67,5933227.53,880.75,-,-,-999.00,-999.00,-999.00,-999.00,766.21,0.00,0,0,Y,-
OP_4,1008.87,461499.07,5933243.51,911.19,-,-,-999.00,-999.00,-999.00,-999.00,734.94,0.00,0,0,Y,-
OP_4,1048.55,461479.66,5933259.34,941.97,-,-,-999.00,-999.00,-999.00,-999.00,703.62,0.00,0,0,Y,-
OP_4,1089.37,461460.18,5933275.22,974.14,-,-,-999.00,-999.00,-999.00,-999.00,671.00,0.00,0,0,Y,-
OP_4,1131.61,461440.73,5933291.08,1008.11,-,-,-999.00,-999.00,-999.00,-999.00,636.67,0.00,0,0,Y,-
OP_4,1176.03,461421.20,5933307.00,1044.69,-,-,-999.00,-999.00,-999.00,-999.00,599.81,0.00,0,0,Y,-
OP_4,1222.86,461401.80,5933322.81,1084.26,-,-,-999.00,-999.00,-999.00,-999.00,559.89,0.00,0,0,Y,-
OP_4,1273.71,461382.32,5933338.69,1128.46,-,-,-999.00,-999.00,-999.00,-999.00,515.34,0.00,0,0,Y,-
OP_4,1330.04,461362.84,5933354.57,1178.86,-,-,-999.00,-999.00,-999.00,-999.00,464.66,0.00,0,0,Y,-
OP_4,1394.54,461343.42,5933370.40,1238.28,-,-,-999.00,-999.00,-999.00,-999.00,404.99,0.00,0,0,Y,-
OP_4,1473.20,461324.03,5933386.21,1312.84,-,-,-999.00,-999.00,-999.00,-999.00,330.30,0.00,0,0,Y,-
OP_4,1582.91,461304.61,5933402.04,1419.60,-,-,-999.00,-999.00,-999.00,-999.00,223.60,-0.01,0,0,Y,-
OP_4,1854.50,461288.72,5933415.00,1690.00,-,-,-999.00,-999.00,9.05,0.03,-999.00,-999.00,4,4,Y,-
OP_5,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,1657.42,-0.00,0,0,Y,-
OP_5,71.82,461831.48,5932988.22,68.36,-,-,-999.00,-999.00,-999.00,-999.00,1589.34,-0.00,0,0,Y,-
OP_5,151.85,461856.36,5932985.79,144.39,-,-,-999.00,-999.00,-999.00,-999.00,1513.73,-0.00,0,0,Y,-
OP_5,229.17,461881.41,5932983.34,217.50,-,-,-999.00,-999.00,-999.00,-999.00,1441.05,-0.00,0,0,Y,-
OP_5,302.02,461906.41,5932980.90,285.88,-,-,-999.00,-999.00,-999.00,-999.00,1373.11,-0.00,0,0,Y,-
OP_5,369.80,461931.32,5932978.46,348.87,-,-,-999.00,-999.00,-999.00,-999.00,1310.71,-0.00,0,0,Y,-
OP_5,433.06,461956.41,5932976.01,406.89,-,-,-999.00,-999.00,-999.00,-999.00,1253.43,-0.00,0,0,Y,-
OP_5,491.37,461981.43,5932973.56,459.49,-,-,-999.00,-999.00,-999.00,-999.00,1201.56,-0.00,0,0,Y,-
OP_5,545.37,462006.51,5932971.11,507.25,-,-,-999.00,-999.00,-999.00,-999.00,1154.52,-0.01,0,0,Y,-
OP_5,595.21,462031.52,5932968.67,550.29,-,-,-999.00,-999.00,-999.00,-999.00,1112.12,-0.01,0,0,Y,-
OP_5,641.54,462056.55,5932966.22,589.20,-,-,-999.00,-999.00,-999.00,-999.00,1073.80,-0.01,0,0,Y,-
OP_5,684.53,462081.45,5932963.79,624.15,-,-,-999.00,-999.00,-999.00,-999.00,1039.40,-0.01,0,0,Y,-
OP_5,725.25,462106.62,5932961.33,656.05,-,-,-999.00,-999.00,-999.00,-999.00,1008.03,-0.01,0,0,Y,-
OP_5,763.37,462131.66,5932958.88,684.68,-,-,-999.00,-999.00,-999.00,-999.00,979.96,-0.02,0,0,Y,-
OP_5,799.48,462156.73,5932956.43,710.55,-,-,-999.00,-999.00,-999.00,-999.00,954.66,-0.02,0,0,Y,-
OP_5,833.94,462181.89,5932953.97,733.97,-,-,-999.00,-999.00,-999.00,-999.00,931.81,-0.02,0,0,Y,-
OP_5,866.77,462206.88,5932951.53,755.12,-,-,-999.00,-999.00,-999.00,-999.00,910.94,-0.02,0,0,Y,-
OP_5,898.67,462231.90,5932949.08,774.76,-,-,-999.00,-999.00,-999.00,-999.00,888.86,-0.02,0,0,Y,-
OP_5,930.16,462257.11,5932946.62,793.45,-,-,-999.00,-999.00,-999.00,-999.00,864.38,-0.03,0,0,Y,-
OP_5,961.21,462282.31,5932944.16,811.43,-,-,-999.00,-999.00,-999.00,-999.00,840.59,-0.03,0,0,Y,-
OP_5,991.80,462307.31,5932941.71,828.88,-,-,-999.00,-999.00,-999.00,-999.00,818.14,-0.03,0,0,Y,-
OP_5,1022.40,462332.36,5932939.26,846.28,-,-,-999.00,-999.00,-999.00,-999.00,796.62,-0.03,0,0,Y,-
OP_5,1052.98,462357.30,5932936.83,863.81,-,-,-999.00,-999.00,-999.00,-999.00,775.99,-0.04,0,0,Y,-
OP_5,1084.00,462382.36,5932934.38,881.93,-,-,-999.00,-999.00,-999.00,-999.00,754.18,-0.04,0,0,Y,-
OP_5,1115.38,462407.32,5932931.94,900.79,-,-,-999.00,-999.00,-999.00,-999.00,731.77,-0.09,0,0,Y,-
OP_5,1147.29,462432.22,5932929.50,920.60,-,-,-999.00,-999.00,-999.00,-999.00,708.78,-0.07,0,0,Y,-
OP_5,1180.05,462457.21,5932927.06,941.65,-,-,-999.00,-999.00,-999.00,-999.00,685.33,-0.05,0,0,Y,-
OP_5,1213.68,462482.18,5932924.62,964.03,-,-,-999.00,-999.00,-999.00,-999.00,660.61,-0.05,0,0,Y,-
OP_5,1248.66,462507.35,5932922.16,988.20,-,-,-999.00,-999.00,-999.00,-999.00,634.11,-0.05,0,0,Y,-
OP_5,1284.60,462532.23,5932919.73,1014.01,-,-,-999.00,-999.00,-999.00,-999.00,606.00,-0.06,0,0,Y,-
OP_5,1322.46,462557.29,5932917.28,1042.28,-,-,-999.00,-999.00,-999.00,-999.00,575.47,-0.06,0,0,Y,-
OP_5,1362.36,462582.27,5932914.84,1073.29,-,-,-999.00,-999.00,-999.00,-999.00,542.23,-0.05,0,0,Y,-
OP_5,1404.92,462607.17,5932912.41,1107.72,-,-,-999.00,-999.00,-999.00,-999.00,505.70,-0.05,0,0,Y,-
OP_5,1451.31,462632.10,5932909.97,1146.75,-,-,-999.00,-999.00,-999.00,-999.00,464.78,-0.05,0,0,Y,-
OP_5,1503.34,462657.17,5932907.52,1192.27,-,-,-999.00,-999.00,-999.00,-999.00,417.66,-0.04,0,0,Y,-
OP_5,1563.18,462682.08,5932905.08,1246.60,-,-,-999.00,-999.00,-999.00,-999.00,361.74,-0.03,0,0,Y,-
OP_5,1637.13,462707.04,5932902.64,1316.15,-,-,-999.00,-999.00,-999.00,-999.00,290.62,-0.02,0,0,Y,-
OP_5,1742.38,462731.93,5932900.21,1418.32,-,-,-999.00,-999.00,-999.00,-999.00,187.29,-0.01,0,0,Y,-
OP_5,1975.00,462749.44,5932898.50,1649.90,-,-,-999.00,-999.00,5.02,0.00,-999.00,-999.00,4,4,Y,-
OP_6,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,1657.42,-0.00,0,0,Y,-
OP_6,233.43,461828.23,5932991.32,231.50,-,-,-999.00,-999.00,-999.00,-999.00,1426.01,-0.00,0,0,Y,-
OP_6,355.05,461852.74,5932992.81,349.96,-,-,-999.00,-999.00,-999.00,-999.00,1307.76,-0.00,0,0,Y,-
OP_6,445.52,461877.41,5932994.32,436.50,-,-,-999.00,-999.00,-999.00,-999.00,1221.43,-0.00,0,0,Y,-
OP_6,520.98,461902.22,5932996.00,507.26,-,-,-999.00,-999.00,-999.00,-999.00,1150.87,-0.00,0,0,Y,-
OP_6,587.79,461927.11,5932997.48,568.90,-,-,-999.00,-999.00,-999.00,-999.00,1089.59,-0.00,0,0,Y,-
OP_6,648.10,461952.04,5932999.00,623.45,-,-,-999.00,-999.00,-999.00,-999.00,1035.62,-0.00,0,0,Y,-
OP_6,703.41,461976.91,5933000.57,672.48,-,-,-999.00,-999.00,-999.00,-999.00,987.22,-0.00,0,0,Y,-
OP_6,755.22,462001.89,5933002.13,717.50,-,-,-999.00,-999.00,-999.00,-999.00,942.82,-0.01,0,0,Y,-
OP_6,804.38,462026.99,5933003.52,759.55,-,-,-999.00,-999.00,-999.00,-999.00,901.40,-0.01,0,0,Y,-
OP_6,850.19,462051.78,5933005.17,797.67,-,-,-999.00,-999.00,-999.00,-999.00,863.82,-0.01,0,0,Y,-
OP_6,894.34,462076.70,5933006.57,833.90,-,-,-999.00,-999.00,-999.00,-999.00,828.17,-0.01,0,0,Y,-
OP_6,936.65,462101.70,5933008.24,867.62,-,-,-999.00,-999.00,-999.00,-999.00,795.03,-0.01,0,0,Y,-
OP_6,977.31,462126.60,5933009.71,899.52,-,-,-999.00,-999.00,-999.00,-999.00,763.69,-0.01,0,0,Y,-
OP_6,1016.96,462151.71,5933011.13,929.99,-,-,-999.00,-999.00,-999.00,-999.00,733.78,-0.02,0,0,Y,-
OP_6,1055.27,462176.82,5933012.84,958.46,-,-,-999.00,-999.00,-999.00,-999.00,705.84,-0.02,0,0,Y,-
OP_6,1092.43,462201.87,5933014.36,985.64,-,-,-999.00,-999.00,-999.00,-999.00,679.15,-0.02,0,0,Y,-
OP_6,1128.58,462226.90,5933015.85,1011.48,-,-,-999.00,-999.00,-999.00,-999.00,651.39,-0.02,0,0,Y,-
OP_6,1163.74,462251.84,5933017.32,1036.00,-,-,-999.00,-999.00,-999.00,-999.00,620.74,-0.03,0,0,Y,-
OP_6,1198.39,462276.99,5933018.80,1059.56,-,-,-999.00,-999.00,-999.00,-999.00,590.51,-0.03,0,0,Y,-
OP_6,1232.05,462301.95,5933020.27,1081.86,-,-,-999.00,-999.00,-999.00,-999.00,561.63,-0.03,0,0,Y,-
OP_6,1265.20,462327.04,5933021.74,1103.25,-,-,-999.00,-999.00,-999.00,-999.00,535.21,-0.03,0,0,Y,-
OP_6,1297.52,462352.02,5933023.57,1123.18,-,-,-999.00,-999.00,-999.00,-999.00,512.70,-0.03,0,0,Y,-
OP_6,1329.67,462377.29,5933025.11,1142.76,-,-,-999.00,-999.00,-999.00,-999.00,490.86,-0.04,0,0,Y,-
OP_6,1360.83,462402.17,5933026.63,1161.18,-,-,-999.00,-999.00,-999.00,-999.00,470.20,-0.04,0,0,Y,-
OP_6,1391.98,462427.45,5933028.18,1179.06,-,-,-999.00,-999.00,-999.00,-999.00,449.80,-0.04,0,0,Y,-
OP_6,1422.64,462452.69,5933029.72,1196.11,-,-,-999.00,-999.00,-999.00,-999.00,429.82,-0.04,0,0,Y,-
OP_6,1452.79,462477.86,5933031.26,1212.36,-,-,-999.00,-999.00,-999.00,-999.00,410.58,-0.05,0,0,Y,-
OP_6,1482.45,462502.95,5933032.80,1227.81,-,-,-999.00,-999.00,-999.00,-999.00,392.17,-0.05,0,0,Y,-
OP_6,1511.60,462527.91,5933034.33,1242.49,-,-,-999.00,-999.00,-999.00,-999.00,374.56,-0.05,0,0,Y,-
OP_6,1540.76,462553.16,5933035.88,1256.66,-,-,-999.00,-999.00,-999.00,-999.00,357.58,-0.05,0,0,Y,-
OP_6,1569.41,462578.25,5933037.42,1270.09,-,-,-999.00,-999.00,-999.00,-999.00,341.38,-0.05,0,0,Y,-
OP_6,1598.07,462603.60,5933038.97,1283.01,-,-,-999.00,-999.00,-999.00,-999.00,325.66,-0.04,0,0,Y,-
OP_6,1626.07,462628.66,5933040.23,1295.45,-,-,-999.00,-999.00,-999.00,-999.00,310.87,-0.03,0,0,Y,-
OP_6,1653.72,462653.61,5933041.80,1306.91,-,-,-999.00,-999.00,-999.00,-999.00,297.52,-0.02,0,0,Y,-
OP_6,1681.38,462678.78,5933043.39,1317.90,-,-,-999.00,-999.00,-999.00,-999.00,284.64,-0.01,0,0,Y,-
OP_6,1708.53,462703.67,5933045.09,1328.22,-,-,-999.00,-999.00,-999.00,-999.00,272.61,0.00,0,0,Y,-
OP_6,1735.59,462728.68,5933046.63,1338.28,-,-,-999.00,-999.00,-999.00,-999.00,260.92,0.02,0,0,Y,-
OP_6,1762.59,462753.64,5933048.15,1348.46,-,-,-999.00,-999.00,-999.00,-999.00,249.66,0.03,0,0,Y,-
OP_6,1789.59,462778.60,5933049.68,1358.64,-,-,-999.00,-999.00,-999.00,-999.00,238.45,0.05,0,0,Y,-
OP_6,1816.59,462803.56,5933051.21,1368.82,-,-,-999.00,-999.00,-999.00,-999.00,227.16,0.05,0,0,Y,-
OP_6,1843.59,462828.52,5933052.74,1379.01,-,-,-999.00,-999.00,-999.00,-999.00,216.25,0.05,0,0,Y,-
OP_6,1870.59,462853.48,5933054.27,1389.19,-,-,-999.00,-999.00,-999.00,-999.00,205.51,0.05,0,0,Y,-
OP_6,1897.59,462878.44,5933055.79,1399.37,-,-,-999.00,-999.00,-999.00,-999.00,194.67,0.05,0,0,Y,-
OP_6,1924.59,462903.40,5933057.32,1409.55,-,-,-999.00,-999.00,-999.00,-999.00,183.60,0.05,0,0,Y,-
OP_6,1951.59,462928.36,5933058.85,1419.73,-,-,-999.00,-999.00,-999.00,-999.00,170.26,0.05,0,0,Y,-
OP_6,1978.59,462953.32,5933060.38,1429.91,-,-,-999.00,-999.00,-999.00,-999.00,150.61,0.05,0,0,Y,-
OP_6,2005.59,462978.28,5933061.91,1440.10,-,-,-999.00,-999.00,-999.00,-999.00,131.21,0.05,0,0,Y,-
OP_6,2032.59,463003.24,5933063.43,1450.28,-,-,-999.00,-999.00,-999.00,-999.00,113.05,0.06,0,0,Y,-
OP_6,2059.59,463028.20,5933064.96,1460.46,-,-,-999.00,-999.00,-999.00,-999.00,96.38,0.06,0,0,Y,-
OP_6,2086.59,463053.16,5933066.49,1470.64,-,-,-999.00,-999.00,-999.00,-999.00,88.64,0.05,0,0,Y,-
OP_6,2113.59,463078.12,5933068.02,1480.82,-,-,-999.00,-999.00,-999.00,-999.00,79.46,0.05,0,0,Y,-
OP_6,2140.59,463103.08,5933069.55,1491.00,-,-,-999.00,-999.00,-999.00,-999.00,71.04,0.05,0,0,Y,-
OP_6,2167.59,463128.04,5933071.08,1501.19,-,-,-999.00,-999.00,-999.00,-999.00,62.28,0.05,0,0,Y,-
OP_6,2194.59,463153.00,5933072.60,1511.37,-,-,-999.00,-999.00,-999.00,-999.00,53.80,0.04,0,0,Y,-
OP_6,2221.59,463177.96,5933074.13,1521.55,-,-,-999.00,-999.00,-999.00,-999.00,45.32,0.04,0,0,Y,-
OP_6,2248.59,463202.92,5933075.66,1531.73,-,-,-999.00,-999.00,-999.00,-999.00,37.03,0.03,0,0,Y,-
OP_6,2275.59,463227.88,5933077.19,1541.91,-,-,-999.00,-999.00,-999.00,-999.00,28.81,0.03,0,0,Y,-
OP_6,2302.59,463252.84,5933078.71,1552.09,-,-,-999.00,-999.00,-999.00,-999.00,20.68,0.02,0,0,Y,-
