SWAT,SGAS,DATE,CONJPOS,PRESSURE,DEPTH,CONIDX,DRAWDOWN,CONBPRES,WELL,CONKPOS,CONIPOS,WELLMODEL
0.10821601003408432,0.0,2018-01-01,30,300.6733093261719,1641.094970703125,1,0,300.6733093261719,R_A2,1,22,STANDARD
0.11058630049228668,0.0,2018-01-01,30,300.7936096191406,1642.8890380859375,2,0,300.7936096191406,R_A2,2,22,STANDARD
0.07774579524993896,0.0,2018-01-01,30,300.9139099121094,1644.68310546875,3,0,300.9139099121094,R_A2,3,22,STANDARD
0.06678543984889984,0.0,2018-01-01,30,301.0342102050781,1646.4771728515625,4,0,301.0342102050781,R_A2,4,22,STANDARD
0.07244458049535751,0.0,2018-01-01,30,301.1545104980469,1648.2713623046875,5,0,301.1545104980469,R_A2,5,22,STANDARD
0.1185254231095314,0.0,2018-01-01,30,301.27484130859375,1650.0654296875,6,0,301.27484130859375,R_A2,6,22,STANDARD
0.6481541991233826,0.0,2018-01-01,30,301.3951721191406,1651.859619140625,7,0,301.3951721191406,R_A2,7,22,STANDARD
0.6481541991233826,0.0,2018-01-01,30,301.5154724121094,1653.6536865234375,8,0,301.5154724121094,R_A2,8,22,STANDARD
0.1735297441482544,0.0,2018-01-01,30,301.63580322265625,1655.44775390625,9,0,301.63580322265625,R_A2,9,22,STANDARD
0.32667964696884155,0.0,2018-01-01,30,301.7561340332031,1657.2418212890625,10,0,301.7561340332031,R_A2,10,22,STANDARD
0.07769951224327087,0.0,2018-01-01,30,301.88323974609375,1659.1368408203125,11,0,301.88323974609375,R_A2,11,22,STANDARD
0.07633190602064133,0.0,2018-01-01,30,302.01708984375,1661.132568359375,12,0,302.01708984375,R_A2,12,22,STANDARD
0.4555773138999939,0.0,2018-01-01,30,302.1509704589844,1663.12841796875,13,0,302.1509704589844,R_A2,13,22,STANDARD
0.49689048528671265,0.0,2018-01-01,30,302.28485107421875,1665.1241455078125,14,0,302.28485107421875,R_A2,14,22,STANDARD
0.697963297367096,0.0,2018-01-01,30,302.4187316894531,1667.1199951171875,15,0,302.4187316894531,R_A2,15,22,STANDARD
0.9702016711235046,0.0,2018-01-01,30,302.5526123046875,1669.11572265625,16,0,302.5526123046875,R_A2,16,22,STANDARD
0.9523286819458008,0.0,2018-01-01,30,302.6864929199219,1671.111572265625,17,0,302.6864929199219,R_A2,17,22,STANDARD
0.9832528829574585,0.0,2018-01-01,30,302.8123779296875,1672.9881591796875,18,0,302.8123779296875,R_A2,18,22,STANDARD
0.9928692579269409,0.0,2018-01-01,29,302.89569091796875,1674.229736328125,19,0,302.89569091796875,R_A2,18,22,STANDARD
0.6481541991233826,0.0,2018-01-01,29,303.02569580078125,1676.1676025390625,20,0,303.02569580078125,R_A2,27,22,STANDARD
1.0,0.0,2018-01-01,29,303.47802734375,1677.9368896484375,21,0,303.47802734375,R_A2,28,22,STANDARD
1.0,0.0,2018-01-01,29,303.64569091796875,1679.7061767578125,22,0,303.64569091796875,R_A2,29,22,STANDARD
1.0,0.0,2018-01-01,29,303.8133544921875,1681.4754638671875,23,0,303.8133544921875,R_A2,30,22,STANDARD
1.0,0.0,2018-01-01,29,303.98101806640625,1683.2447509765625,24,0,303.98101806640625,R_A2,31,22,STANDARD
0.1351146101951599,0.0,2018-01-01,41,298.53814697265625,1609.243408203125,1,0,298.53814697265625,R_A3,1,28,STANDARD
0.11823459714651108,0.0,2018-01-01,41,298.676513671875,1611.3077392578125,2,0,298.676513671875,R_A3,2,28,STANDARD
0.12243370711803436,0.0,2018-01-01,41,298.8148498535156,1613.3720703125,3,0,298.8148498535156,R_A3,3,28,STANDARD
0.24829745292663574,0.0,2018-01-01,41,298.9532165527344,1615.4365234375,4,0,298.9532165527344,R_A3,4,28,STANDARD
0.6481541991233826,0.0,2018-01-01,41,299.0915832519531,1617.5008544921875,5,0,299.0915832519531,R_A3,5,28,STANDARD
0.3404858112335205,0.0,2018-01-01,41,299.2299499511719,1619.565185546875,6,0,299.2299499511719,R_A3,6,28,STANDARD
0.6481541991233826,0.0,2018-01-01,41,298.54638671875,1609.3663330078125,7,0,298.54638671875,R_A3,6,29,STANDARD
0.1983322650194168,0.0,2018-01-01,41,298.68377685546875,1611.4163818359375,8,0,298.68377685546875,R_A3,7,29,STANDARD
0.20094092190265656,0.0,2018-01-01,41,298.8211669921875,1613.46630859375,9,0,298.8211669921875,R_A3,8,29,STANDARD
0.6481541991233826,0.0,2018-01-01,41,298.95855712890625,1615.516357421875,10,0,298.95855712890625,R_A3,9,29,STANDARD
0.7979751825332642,0.0,2018-01-01,41,299.095947265625,1617.5662841796875,11,0,299.095947265625,R_A3,10,29,STANDARD
0.05079192295670509,0.0,2018-01-01,41,299.24237060546875,1619.750732421875,12,0,299.24237060546875,R_A3,11,29,STANDARD
0.05455172061920166,0.0,2018-01-01,41,299.3978271484375,1622.0697021484375,13,0,299.3978271484375,R_A3,12,29,STANDARD
0.3680056035518646,0.0,2018-01-01,41,299.5532531738281,1624.388671875,14,0,299.5532531738281,R_A3,13,29,STANDARD
0.3714577257633209,0.0,2018-01-01,41,299.7087097167969,1626.707763671875,15,0,299.7087097167969,R_A3,14,29,STANDARD
0.4909714162349701,0.0,2018-01-01,41,299.8641662597656,1629.026611328125,16,0,299.8641662597656,R_A3,15,29,STANDARD
0.8089039921760559,0.0,2018-01-01,41,299.992919921875,1630.9468994140625,17,0,299.992919921875,R_A3,16,29,STANDARD
0.3014692962169647,0.0,2018-01-01,41,300.16583251953125,1633.5262451171875,18,0,300.16583251953125,R_A3,27,29,STANDARD
0.044041041284799576,0.0,2018-01-01,41,300.40966796875,1637.1630859375,19,0,300.40966796875,R_A3,28,29,STANDARD
0.08846355974674225,0.0,2018-01-01,41,300.6535339355469,1640.8001708984375,20,0,300.6535339355469,R_A3,29,29,STANDARD
1.0,0.0,2018-01-01,41,300.89739990234375,1644.4371337890625,21,0,300.89739990234375,R_A3,30,29,STANDARD
0.06317919492721558,0.0,2018-01-01,41,301.14129638671875,1648.0740966796875,22,0,301.14129638671875,R_A3,31,29,STANDARD
0.05148448422551155,0.0,2018-01-01,52,300.009033203125,1631.1873779296875,1,0,300.009033203125,R_A4,1,30,STANDARD
0.04942012205719948,0.0,2018-01-01,52,299.7571105957031,1627.4293212890625,2,0,299.7571105957031,R_A4,1,31,STANDARD
0.05094006285071373,0.0,2018-01-01,52,299.89520263671875,1629.4896240234375,3,0,299.89520263671875,R_A4,2,31,STANDARD
0.05282565578818321,0.0,2018-01-01,52,300.0333251953125,1631.5498046875,4,0,300.0333251953125,R_A4,3,31,STANDARD
0.059012703597545624,0.0,2018-01-01,52,300.17144775390625,1633.610107421875,5,0,300.17144775390625,R_A4,4,31,STANDARD
0.05643600597977638,0.0,2018-01-01,52,300.0901184082031,1632.3968505859375,6,0,300.0901184082031,R_A4,4,32,STANDARD
0.05788363516330719,0.0,2018-01-01,51,300.3236999511719,1635.880615234375,7,0,300.3236999511719,R_A4,4,32,STANDARD
0.058634817600250244,0.0,2018-01-01,51,300.4202575683594,1637.321044921875,8,0,300.4202575683594,R_A4,4,33,STANDARD
0.05906778573989868,0.0,2018-01-01,51,300.29644775390625,1635.474609375,9,0,300.29644775390625,R_A4,3,33,STANDARD
0.13861097395420074,0.0,2018-01-01,50,300.74395751953125,1642.1485595703125,10,0,300.74395751953125,R_A4,4,33,STANDARD
0.13421428203582764,0.0,2018-01-01,50,300.67578125,1641.132080078125,11,0,300.67578125,R_A4,4,34,STANDARD
0.1400769203901291,0.0,2018-01-01,50,300.5467224121094,1639.20703125,12,0,300.5467224121094,R_A4,3,34,STANDARD
0.23393802344799042,0.0,2018-01-01,50,300.66064453125,1640.9061279296875,13,0,300.66064453125,R_A4,3,35,STANDARD
0.22923102974891663,0.0,2018-01-01,50,300.53570556640625,1639.0426025390625,14,0,300.53570556640625,R_A4,2,35,STANDARD
0.23608194291591644,0.0,2018-01-01,49,300.72943115234375,1641.93212890625,15,0,300.72943115234375,R_A4,2,35,STANDARD
0.6481541991233826,0.0,2018-01-01,49,300.7579650878906,1642.357421875,16,0,300.7579650878906,R_A4,30,36,STANDARD
0.31965819001197815,0.0,2018-01-01,48,300.5735168457031,1639.6068115234375,17,0,300.5735168457031,R_A4,30,36,STANDARD
0.6481541991233826,0.0,2018-01-01,48,301.0526123046875,1646.7513427734375,18,0,301.0526123046875,R_A4,30,37,STANDARD
0.6481541991233826,0.0,2018-01-01,48,301.5025939941406,1653.461669921875,19,0,301.5025939941406,R_A4,30,38,STANDARD
0.23997251689434052,0.0,2018-01-01,47,301.7947998046875,1657.8184814453125,20,0,301.7947998046875,R_A4,30,38,STANDARD
1.0,0.0,2018-01-01,20,303.8440856933594,1685.026611328125,1,0,303.8440856933594,R_A5,1,31,STANDARD
1.0,0.0,2018-01-01,20,304.0601806640625,1687.3070068359375,2,0,304.0601806640625,R_A5,2,31,STANDARD
1.0,0.0,2018-01-01,20,304.27630615234375,1689.5875244140625,3,0,304.27630615234375,R_A5,3,31,STANDARD
1.0,0.0,2018-01-01,20,304.4924011230469,1691.8680419921875,4,0,304.4924011230469,R_A5,4,31,STANDARD
1.0,0.0,2018-01-01,20,304.7085266113281,1694.1485595703125,5,0,304.7085266113281,R_A5,5,31,STANDARD
1.0,0.0,2018-01-01,20,304.9246520996094,1696.4290771484375,6,0,304.9246520996094,R_A5,6,31,STANDARD
1.0,0.0,2018-01-01,20,305.446533203125,1698.70947265625,7,0,305.446533203125,R_A5,7,31,STANDARD
1.0,0.0,2018-01-01,20,305.988037109375,1707.6488037109375,8,0,305.988037109375,R_A5,11,31,STANDARD
1.0,0.0,2018-01-01,20,306.1695251464844,1709.5638427734375,9,0,306.1695251464844,R_A5,12,31,STANDARD
1.0,0.0,2018-01-01,21,305.4322814941406,1701.7845458984375,10,0,305.4322814941406,R_A5,12,31,STANDARD
1.0,0.0,2018-01-01,21,305.6291198730469,1703.735107421875,11,0,305.6291198730469,R_A5,13,31,STANDARD
1.0,0.0,2018-01-01,21,305.81396484375,1705.6856689453125,12,0,305.81396484375,R_A5,14,31,STANDARD
1.0,0.0,2018-01-01,21,305.9988098144531,1707.63623046875,13,0,305.9988098144531,R_A5,15,31,STANDARD
1.0,0.0,2018-01-01,21,306.1836853027344,1709.5867919921875,14,0,306.1836853027344,R_A5,16,31,STANDARD
1.0,0.0,2018-01-01,21,306.5135498046875,1711.537353515625,15,0,306.5135498046875,R_A5,17,31,STANDARD
1.0,0.0,2018-01-01,21,306.6856994628906,1713.35400390625,16,0,306.6856994628906,R_A5,18,31,STANDARD
1.0,0.0,2018-01-01,21,306.7843933105469,1714.3951416015625,17,0,306.7843933105469,R_A5,19,31,STANDARD
1.0,0.0,2018-01-01,21,306.75689697265625,1715.7628173828125,18,0,306.75689697265625,R_A5,27,31,STANDARD
1.0,0.0,2018-01-01,21,306.978271484375,1718.098388671875,19,0,306.978271484375,R_A5,28,31,STANDARD
1.0,0.0,2018-01-01,21,307.5054016113281,1720.43408203125,20,0,307.5054016113281,R_A5,29,31,STANDARD
1.0,0.0,2018-01-01,21,307.7267761230469,1722.7696533203125,21,0,307.7267761230469,R_A5,30,31,STANDARD
1.0,0.0,2018-01-01,21,307.9481506347656,1725.105224609375,22,0,307.9481506347656,R_A5,31,31,STANDARD
1.0,0.0,2018-01-01,42,305.11419677734375,1695.20263671875,1,0,305.11419677734375,R_A6,1,17,STANDARD
