FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,265519.0,0.0,265519.0,84998052.0,0.0,37390394.0,37390394.0,88273471.0,380730.0,87892741.0,0.0,380730.0,WestLowland,Valysar
2,6020776.0,0.0,6020776.0,14660743.0,0.0,847845732.0,847845732.0,23792289.0,8631693.0,15160595.0,0.0,8631693.0,CentralSouth,Valysar
3,2311697.0,0.0,2311697.0,12720976.0,0.0,325533188.0,325533188.0,16468933.0,3314324.0,13154609.0,0.0,3314324.0,CentralNorth,Valysar
4,119495.0,58871.0,178366.0,3825695.0,383427626.0,23412169.0,406839796.0,5801976.0,194590.0,3956916.0,1650471.0,1845060.0,NorthHorst,Valysar
5,1212999.0,0.0,1212999.0,602223.0,0.0,170814510.0,170814510.0,2362865.0,1739910.0,622955.0,0.0,1739910.0,CentralRamp,Valysar
6,6572651.0,0.0,6572651.0,7004596.0,0.0,925560673.0,925560673.0,16673870.0,9429069.0,7244801.0,0.0,9429069.0,CentralHorst,Valysar
7,7702.0,0.0,7702.0,36521349.0,0.0,1084606.0,1084606.0,37761324.0,11043.0,37750281.0,0.0,11043.0,EastLowland,Valysar
8,5850.0,0.0,5850.0,112961786.0,0.0,823734.0,823734.0,116815937.0,8387.0,116807550.0,0.0,8387.0,WestLowland,Therys
9,1031809.0,0.0,1031809.0,5660581.0,0.0,145299408.0,145299408.0,7333115.0,1478934.0,5854182.0,0.0,1478934.0,CentralSouth,Therys
10,1111693.0,0.0,1111693.0,13015198.0,0.0,156548651.0,156548651.0,15051803.0,1593599.0,13458204.0,0.0,1593599.0,CentralNorth,Therys
11,416880.0,44962.0,461841.0,4351804.0,291594743.0,81677477.0,373272220.0,6433982.0,678867.0,4500884.0,1254230.0,1933098.0,NorthHorst,Therys
12,886187.0,0.0,886187.0,389049.0,0.0,124792846.0,124792846.0,1673214.0,1270786.0,402429.0,0.0,1270786.0,CentralRamp,Therys
13,3513991.0,0.0,3513991.0,5831864.0,0.0,494840227.0,494840227.0,11071793.0,5040606.0,6031187.0,0.0,5040606.0,CentralHorst,Therys
14,0.0,0.0,0.0,20167209.0,0.0,0.0,0.0,20841399.0,0.0,20841399.0,0.0,0.0,EastLowland,Therys
15,0.0,0.0,0.0,78308794.0,0.0,0.0,0.0,80965875.0,0.0,80965875.0,0.0,0.0,WestLowland,Volon
16,2684926.0,0.0,2684926.0,33510003.0,0.0,378091284.0,378091284.0,38497970.0,3848576.0,34649394.0,0.0,3848576.0,CentralSouth,Volon
17,164501.0,0.0,164501.0,5806255.0,-0.0,23165016.0,23165016.0,6239459.0,235795.0,6003664.0,0.0,235795.0,CentralNorth,Volon
18,353739.0,7791.0,361530.0,1875888.0,50430691.0,69307464.0,119738155.0,2732911.0,576024.0,1940051.0,216836.0,792860.0,NorthHorst,Volon
19,1074989.0,0.0,1074989.0,1063658.0,0.0,151379983.0,151379983.0,2641261.0,1541166.0,1100095.0,0.0,1541166.0,CentralRamp,Volon
20,7147995.0,0.0,7147995.0,9044023.0,0.0,1006580621.0,1006580621.0,19603872.0,10250489.0,9353383.0,0.0,10250489.0,CentralHorst,Volon
21,0.0,0.0,0.0,33336467.0,0.0,0.0,0.0,34460240.0,0.0,34460240.0,0.0,0.0,EastLowland,Volon
