date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,5783891.578972083,5774743.558449689,9148.017921131997,0.0026012606549578156,5535926.289723804,247965.2892482786,5527043.989801341,247699.56864834885,8882.297574028282,265.720347103717,0.0023484345977922206,0.0002528260571655949
2040-01-01,6302555.5707834475,6282786.773549376,19768.782446685647,0.014787385788169983,6032489.976530544,270065.5942529016,6013295.399955718,269491.3735936574,19194.563224681635,574.2192220040123,0.013350145564863643,0.0014372402233063409
2060-01-01,6830250.6459294725,6791496.629770634,38753.947226684686,0.06893215427323118,6537813.189165801,292437.4567636718,6500184.856590783,291311.7731798509,37628.27034263246,1125.6768840522257,0.062232385550087144,0.0066997687231440395
2080-01-01,7372907.951614678,7303183.778035881,69723.90130773843,0.2722710581633463,7057622.791665836,315285.15994884144,6989923.898481202,313259.8795546787,67698.6473765978,2025.253931140636,0.24580803609574056,0.02646302206760573
2100-01-01,7935918.552554967,7819688.149677904,116229.4677343905,0.9351426722324663,7597127.75736554,338790.7951894263,7484273.535672115,335414.61400578957,112853.37744069759,3376.0902936929087,0.8442527284441662,0.09088994378830015
2120-01-01,8523549.187226973,8342455.179772017,181091.1560380541,2.8514169029800507,8160450.820977572,363098.36624940287,7984617.203317791,357837.97645422583,175831.04338253685,5260.11265551726,2.5742772431994094,0.2771396597806416
2140-01-01,9138652.417275682,8872687.767412832,265956.80018732673,7.849675525825321,8750344.90549213,388307.5117835536,8492106.203834334,380581.5635784976,258231.61492100565,7725.185266321109,7.086736790931079,0.7629387348942421
2160-01-01,9782719.087790688,9411440.986031061,371258.3215696358,19.780189992744138,9368242.67995393,414476.4078367592,9007750.35474957,403690.63128149207,360474.4675235323,10783.854046103545,17.857680829227434,1.9225091635167015
2180-01-01,10456137.687725808,9959573.06816523,496518.47291819565,46.14664238526982,10014508.953809263,441628.7339165451,9532371.075914592,427201.9922506369,482096.21641359705,14422.256504598592,41.661481075709446,4.4851613095603815
2200-01-01,11158516.237250026,10517594.62072591,640820.9925211045,100.62400301352523,10688755.130776204,469761.1064738226,10066457.072468892,451137.54825701826,622207.2143199589,18613.778201145633,90.84398735471724,9.780015658807974
