date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,7229864.473715102,7218429.448062112,11435.022401414997,0.0032515758186972693,6919907.862154755,309956.61156034825,6908804.987251676,309624.46081043605,11102.871967535351,332.15043387964624,0.0029355432472402757,0.0003160325714569936
2040-01-01,7878194.463479308,7853483.46693672,24710.978058357057,0.018484232235212478,7540612.470663181,337581.992816127,7516619.249944647,336864.2169920717,23993.20403085204,717.7740275050154,0.01668768195607955,0.001796550279132926
2060-01-01,8537813.30741184,8489370.787213292,48442.43403335586,0.08616519284153898,8172266.486457251,365546.82095458976,8125231.070738479,364139.7164748136,47035.33792829057,1407.096105065282,0.07779048193760893,0.00837471090393005
2080-01-01,9216134.939518347,9128979.72254485,87154.87663467304,0.34033882270418286,8822028.489582295,394106.44993605174,8737404.873101503,391574.84944334836,84623.30922074725,2531.567413925795,0.3072600451196757,0.03307877758450716
2100-01-01,9919898.190693708,9774610.18709738,145286.83466798812,1.1689283402905828,9496409.696706925,423488.4939867828,9355341.919590143,419268.2675072369,141066.72180087198,4220.112867116136,1.0553159105552077,0.11361242973537518
2120-01-01,10654436.484033717,10428068.97471502,226363.9450475676,3.5642711287250632,10200563.526221965,453872.95781175356,9980771.504147239,447297.47056778223,219788.80422817104,6575.1408193965735,3.2178465539992613,0.34642457472580196
2140-01-01,11423315.521594603,11090859.709266039,332446.0002341584,9.81209440728165,10937931.131865162,485384.38972944196,10615132.754792918,475726.95447312196,322789.51865125704,9656.481582901386,8.858420988663848,0.9536734186178026
2160-01-01,12228398.859738361,11764301.232538827,464072.90196204477,24.72523749093017,11710303.349942412,518095.5097959489,11259687.943436962,504613.2891018651,450593.08440441533,13479.817557629429,22.322101036534292,2.403136454395877
2180-01-01,13070172.10965726,12449466.335206537,620648.0911477446,57.683302981587275,12518136.192261579,552035.9173956814,11915463.84489324,534002.4903132961,602620.2705169963,18027.82063074824,52.0768513446368,5.606451636950477
2200-01-01,13948145.296562532,13146993.275907386,801026.2406513806,125.78000376690652,13360943.913470253,587201.3830922783,12583071.340586113,563921.9353212728,777759.0178999486,23267.22275143204,113.55498419339655,12.225019573509966
