date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,1518271539.4801717,1515870184.0930436,2401354.7042971496,0.6828309219264266,1453180651.0524983,65090888.42767313,1450849047.322852,65021136.77019157,2331603.1131824236,69751.59111472573,0.6164640819204579,0.06636684000596865
2040-01-01,1654420837.3306546,1649231528.056711,5189305.39225498,3.88168876939462,1583528618.839268,70892218.49138667,1578490042.488376,70741485.56833506,5038572.846478927,150732.5457760532,3.5044132107767054,0.37727555861791445
2060-01-01,1792940794.5564866,1782767865.3147912,10172911.147004727,18.09469049672319,1716175962.1560225,76764832.40046386,1706298524.8550804,76469340.45971087,9877420.964941017,295490.18206370913,16.336001206897876,1.7586892898253108
2080-01-01,1935388337.2988527,1917085741.7344184,18302524.093281336,71.4711527678784,1852625982.812282,82762354.48657086,1834855023.3513155,82230718.38310316,17770894.93635692,531629.1569244168,64.5246094751319,6.946543292746503
2100-01-01,2083178620.0456784,2052668139.2904496,30510235.28027751,245.47495146102236,1994246036.3084543,88932583.73722439,1964621803.11393,88046336.17651975,29624011.578183122,886223.7020943887,221.61634121659358,23.858610244428785
2120-01-01,2237431661.6470804,2189894484.690154,47536428.4599892,748.4969370322633,2142118340.506612,95313321.14046824,2095962015.87092,93932468.81923427,46155648.88791592,1380779.5720732806,675.7477763398449,72.74916069241841
2140-01-01,2398896259.534867,2329080538.945868,69813660.04917325,2060.539825529146,2296965537.6916842,101930721.84318283,2229177878.5065126,99902660.43935563,67785798.91676396,2027861.1324092906,1860.2684076194075,200.27141790973852
2160-01-01,2567963760.5450563,2470503258.8331537,97455309.41202936,5192.299873095335,2459163703.487907,108800057.05714929,2364534468.1217623,105968790.71139169,94624547.72492717,2830761.6871021786,4687.641217672201,504.65865542313406
2180-01-01,2744736143.028024,2614387930.393372,130336099.14102632,12113.493626133328,2628808600.3749313,115927542.65309305,2502247407.42758,112140522.96579216,126550256.8085692,3785842.33245713,10936.138782373728,1177.3548437596
2200-01-01,2929110512.278131,2760868587.940551,168215510.53678992,26413.80079105037,2805798221.828753,123312290.44937843,2642444981.523083,118423606.41746727,163329393.7589892,4886116.777800728,23846.546680613275,2567.254110437093
